Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G15926__RGMA__RGMA	6.6212	0.66506	2.3204	1.4114	3.8693	0	2.3197	7.0042	0.32865	1.3678	8.8727	1.2891	5.0712	0.52872	0	3.1229	0.60114	5.4599	0.17933	3.2546	0.92041	0	1.6905	0	0	3.5632	3.6555	4.1386	1.3777	0.33244	4.1545	1.8524	1.9628	1.7706
RS_G178__GAS7__GAS7	0.23393	0.79868	3.7512	0.60208	0.060325	0.26435	0.4579	0.89591	1.6052	0.58061	7.4591	0.81088	3.7882	3.5067	0.18004	2.8269	0.42668	0.02884	0.46526	0.091648	0.1238	0.059891	0.18529	0.057997	0.53052	0.11579	0.34439	5.4391	0.43877	3.5497	2.8263	4.9676	0.13361	0.17756
RS_G11659__FOXQ1__FOXQ1	1.3317	0	0	0.32199	0	0	4.9799	0.24861	0	0	1.0826	8.1771	6.1798	2.8295	0	0	0.11238	5.7483	4.8724	0.21695	0	4.4486	0.59161	0	0	0	4.3107	3.5072	6.8165	3.8679	0	0.47536	0	0
RS_G17087__KRT5__KRT5	0	2.3682	3.2544	0.87342	2.2491	1.3894	13.5262	9.5837	1.8734	1.1887	4.0154	14.3688	13.5652	7.6892	1.3019	10.3691	4.1397	12.707	1.2187	4.3174	1.3229	0.83413	2.4598	5.6981	3.0627	2.8132	13.5919	11.225	14.182	8.7706	0.4696	1.6355	0.16138	1.5571
RS_G15383__ARL14__ARL14	0	0.18019	0.72953	2.3706	0	0	0.58572	0.42152	0.40015	0	0	2.6526	4.8541	3.8349	1.1272	0.93297	0.36786	3.4795	0	0	0	0	0.57875	0	0	0	1.3343	1.231	1.8454	0.98861	0	0	0	0
RS_G11366__IFI16__IFI16	1.3751	1.0912	0.088938	0.077879	0.1516	0	0.25526	8.0208	0	0	6.9257	7.8901	6.2163	8.4592	0.15631	1.9825	7.2647	10.0474	5.8672	0.47945	0	6.093	0	0	0	0	5.6095	5.4474	6.2941	1.6259	3.4074	0.10754	0.73329	0
RS_G402__CD74__CD74	4.4509	2.0172	0.18629	6.0079	0	2.2892	5.7658	5.5748	0	3.7089	3.9676	8.1818	9.1643	2.2907	2.4563	0	2.0276	10.3163	0.89633	2.7804	0.59187	0.96601	0.79006	0.54729	0	3.046	4.6483	3.806	9.5475	0.35449	6.7285	8.8965	0.93132	0
RS_G406__GPR124__GPR124	1.8829	1.7232	0.053107	4.3719	5.7625	0.78853	2.0625	4.8648	1.0604	1.6615	8.1524	1.1026	2.1843	1.0762	1.0557	3.9021	3.3607	3.4824	6.1456	1.9608	1.1512	1.8291	1.3221	0.94288	0.60658	4.189	0.5674	3.2144	1.2619	2.3916	2.0141	2.5418	2.0064	1.8159
RS_G4465__FNDC4__FNDC4	2.0609	0.96004	3.9996	2.8072	4.2327	0	3.2685	4.1418	3.2899	1.4867	5.815	3.9698	3.0605	0.28662	3.4906	4.4007	2.7242	1.864	5.8787	1.1879	0.3037	1.0742	3.3088	0	1.589	5.801	1.1384	0	1.8508	0.60227	3.2523	4.2561	0.74175	2.5291
RS_G5811__C3__C3	7.1207	1.6685	0.69203	2.2919	1.3461	1.109	9.5755	2.9582	0.52857	1.3027	11.5641	5.0096	9.6169	3.7993	0.8653	8.5745	3.1161	10.7546	3.071	1.0739	0.71163	1.766	0.54314	1.4735	0.3753	3.3306	13.2011	3.4851	7.8954	3.5917	3.7685	3.7365	3.2756	2.3797
RS_G16369__FAM101B__FAM101B	2.9511	1.0265	1.5763	2.6268	9.3524	1.5603	6.5765	7.1081	2.1504	3.8254	6.532	4.3797	5.5651	3.7832	1.8953	4.0257	6.4778	1.8729	8.5698	3.835	2.3843	0.79962	2.1654	1.441	0.18891	6.972	2.6499	2.5583	4.7299	1.4567	2.4444	0.63941	3.7364	5.4731
RS_G3929__WNT5B__WNT5B	0.17786	0.10307	1.1297	1.7302	8.87	0.74258	6.8221	4.4856	4.0543	1.1046	0	1.3045	5.6642	0	0.72298	6.0588	4.6812	7.2372	8.6155	3.7836	1.3629	6.5414	0.86647	0.68258	0	7.6602	1.0118	6.464	2.4135	0	0.36393	0.63445	0.77869	0.87589
RS_G18405__S100A2__S100A2	5.2484	3.6935	3.4186	3.8443	8.6925	2.6605	13.4485	7.4326	2.2239	2.1404	3.8567	13.4345	10.1256	11.0365	3.6585	11.2875	8.0382	9.5068	5.9126	5.1554	2.1463	4.8228	3.2845	5.5373	1.1917	8.571	10.041	5.5117	13.4869	5.0461	4.175	3.2161	3.0922	4.4221
RS_G1450__HOXA9__HOXA9	0.17011	0	0	0	0	0	4.2747	6.0684	0.42162	1.0745	0.51342	2.9381	3.8685	6.2627	0	0	2.0643	3.0713	5.5064	0	0.1108	0	0.20088	0	0	0	4.3002	0.78151	3.8141	2.6181	0	0.14669	0.54402	0
RS_G1435__LAMP3__LAMP3	0.62064	1.9683	1.0047	1.3769	0.22252	1.1839	5.1333	1.5909	0.88608	2.8659	9.5505	4.2488	5.5942	4.0768	1.8962	4.792	1.4715	6.877	0.97266	1.1293	1.0233	1.085	0.59349	0.78725	0	3.2642	2.8191	5.5633	3.373	4.535	5.5329	0.78899	0.7314	0.65096
RS_G9893__GPR115__GPR115	0.88809	0.93221	1.9514	1.7075	0	0.94757	2.6098	0	1.0104	3.4159	0	4.497	5.1172	6.1597	2.3917	2.4067	0.15086	6.748	1.3793	2.005	3.5805	0	0.8928	0.49825	0.19789	0	0.65625	2.9011	4.9229	2.3835	0	0.37429	1.4797	0
RS_G8354__PMAIP1__PMAIP1	4.0124	3.1341	5.0862	4.7247	5.4108	3.4802	5.7681	5.6443	0.25956	3.9484	9.8502	4.4074	4.8414	5.4832	0	2.9297	7.3392	6.0246	5.9079	2.6823	2.1942	6.9079	4.193	0.73814	1.8729	4.2525	4.0255	3.8656	5.387	2.6193	2.8566	3.0695	4.9198	3.01
RS_G961__COL17A1__COL17A1	0.78057	1.2182	3.5799	0.57122	0.52555	0.13654	5.7701	0.37132	1.2112	0.4913	1.2963	10.0366	7.6715	3.2624	0.17465	7.6051	0	0.081001	3.6348	1.1037	0.13294	3.5943	3.3934	2.6571	1.3123	0.97317	5.6195	4.52	6.5876	5.2315	0	2.4278	1.6642	0.77239
RS_G19080__ZIM2__ZIM2	6.3995	0	1.6217	3.8248	0.068706	2.3328	0.17028	6.1929	0.14616	0	0.063162	0.10869	4.8515	0.3263	2.839	5.5466	0.12794	4.134	0.079499	0	0	0.72704	0.034218	0	1.0769	3.3596	0	1.666	0.21099	7.7102	0	7.3298	2.6177	0.099799
RS_G11102__GFI1__GFI1	0.32649	0.70051	0.50763	0.76649	0.1702	0.33559	3.5668	0	2.6593	2.4133	0.98299	2.49	4.7036	3.765	0.46497	1.5354	1.2021	6.8254	1.0088	2.8421	2.4123	0.67616	1.2161	0	0.58898	0.30683	2.5007	0.98621	3.8698	0.27475	0	0.42066	2.0723	3.9364
RS_G7618__TUBB2B__TUBB2B	0.6419	1.2852	2.7343	2.1775	4.6515	2.6451	5.2601	2.1866	2.6752	0.88256	2.2056	4.5164	2.3003	2.5969	0	0	4.9227	0.12196	4.3648	3.706	1.1441	0.24815	6.4618	1.07	1.8673	5.1284	0.27039	3.4292	3.8959	2.2462	1.4548	3.7105	5.3435	1.9697
RS_G2301__RASD2__RASD2	4.5481	6.2115	2.1119	2.4793	1.3613	2.4544	5.2822	5.7371	1.482	1.2282	6.6562	1.6672	4.6446	4.05	6.7502	4.0684	0.46126	5.3658	2.0311	2.7243	1.2697	1.6692	1.3274	1.8435	5.8517	6.667	1.033	3.8066	6.1902	4.075	1.5484	3.506	6.948	4.7369
RS_G12055__IFI27__IFI27	4.0922	4.7513	0.72205	6.7926	1.0972	0	3.8876	3.2258	0.38186	2.8312	8.1137	6.5826	10.0905	12.0844	8.451	3.6058	0.89527	13.3216	2.2262	7.8184	2.6569	0.62258	1.4227	1.8776	0	3.5761	10.5207	14.2497	10.7408	1.7041	6.718	0.48054	1.8182	1.1944
RS_G22652__SERPINB3__SERPINB3	0	0.25379	0	0	0	0	0	0.57895	0	0	0.82008	1.9225	3.3203	7.064	0	0.7401	0	9.5735	0	0	0	0	0	0	0	0	5.6438	0	4.325	0	0	0	0	0
RS_G15970__C1S__C1S	1.1454	2.4353	2.1969	1.3139	7.0906	0.2046	3.227	10.2073	2.1667	0.75472	9.4664	4.1604	5.9223	5.6662	1.0551	6.9319	7.4507	8.7764	5.3335	0.61186	1.8366	1.1111	3.0973	1.1785	2.0352	3.0277	6.111	1.6759	2.1257	1.762	1.0168	0.55144	3.8718	0.89723
RS_G1562__PKP1__PKP1	0.15156	0.83599	6.0682	6.0765	0.18638	0.40659	9.1236	0.52118	0.42248	0.19294	6.8236	8.7046	7.6667	0	0.097656	1.0626	1.1375	8.3043	0	7.5597	4.8379	0.41271	5.5674	1.1903	3.8358	1.2462	8.7949	6.8734	1.8114	0.9191	0.68334	5.1307	0.77356	0
RS_G12319__C15orf48__C15orf48	2.1146	1.6974	0	3.7823	2.2301	0.70837	5.6117	0	3.5244	1.1154	7.4558	0.74656	4.7277	2.963	0	7.2539	2.7038	6.9069	0	1.7123	1.816	0	0.25971	0	2.9274	4.4591	4.7801	0	4.7663	0	3.5026	4.6825	3.9788	3.1076
RS_G5561__PI3__PI3	3.0706	3.6429	3.0152	0	2.5138	0.73253	5.0806	3.2166	0.42835	0.53604	11.0888	3.8493	12.335	8.9357	0	5.0919	5.1559	10.2125	0.7907	1.1857	0	0	0.39099	0	7.5841	0.66256	11.976	8.1079	9.9971	2.5749	0	1.8475	0	0
RS_G17647__ARL4C__ARL4C	6.4058	3.9508	6.5819	4.9192	8.0292	4.7101	7.6877	9.0067	6.0138	2.9942	6.2663	7.0619	6.2607	5.9989	2.1991	6.9743	7.5755	6.7168	7.9861	5.7583	4.3584	7.5221	4.073	1.3609	5.4578	10.7033	6.3785	4.8348	5.2782	6.5854	3.1525	4.5654	3.7385	3.6318
RS_G13448__KRT15__KRT15	5.6084	7.3499	6.7924	10.1044	1.6019	2.1401	8.8359	2.2532	11.4728	6.5404	9.0315	5.7168	10.5476	12.5316	4.4646	9.7623	1.8575	5.6722	2.3194	4.8297	3.9225	2.5715	3.421	2.6323	6.2237	2.157	5.7716	4.1064	6.2661	5.9218	8.0833	5.988	5.8624	6.6787
RS_G6259__MMP28__MMP28	0	0	0	1.6614	0	0	0	3.1625	0.41036	0.39913	0	3.4994	6.8926	1.2407	0	0.21236	0.10499	3.6345	0.4363	0	0.62521	0	1.1152	0.35892	0	0	3.2915	2.044	8.2419	0	2.4898	2.5609	0.82317	0.15459
RS_G18635__AL390294.19__AL390294.19	3.2266	0	0.25251	6.1877	0	2.0959	0.18879	0	1.4648	4.1179	0.62467	0.76578	0.95932	1.0309	6.4133	0.61877	0.66985	2.2412	0.37138	7.1617	6.5877	0.21678	5.6484	7.8851	1.0982	0.40247	3.0376	0.13339	0.49741	4.3264	8.3645	2.7329	3.6191	5.5031
RS_G11429__CXCL3__CXCL3	0.33948	0	0	0	3.4106	0	2.5204	3.2775	0	0	4.4838	3.1649	1.7437	1.4393	0	4.6319	3.5497	3.3576	4.5588	0.22001	0	2.2938	0	0	0	6.9196	8.1321	1.9658	2.8659	0	0	0	0	0
RS_G29779__HMX1__HMX1	0	0.12473	3.8952	5.4103	0	0	0	0	0	0.63916	6.1664	3.6621	2.6571	2.9916	0	1.7597	0.2596	0	0.29934	0	0	0	0	0	0	1.3222	0	4.5457	0	2.5287	4.5008	5.8831	0.6615	4.6114
RS_G10310__B3GNT7__B3GNT7	1.9575	6.7957	2.5367	2.8094	0.71449	2.0155	3.0554	2.9018	4.9398	2.4987	5.2298	3.0633	2.2075	0.78054	1.7377	4.3722	1.6533	5.1816	0.60552	2.4525	1.9281	1.8291	1.8655	1.1453	2.2539	0.5586	2.7381	2.8803	5.1953	1.9897	1.9283	2.9366	1.892	3.3691
RS_G18787__SERPINB2__SERPINB2	0	0	0	0	1.1115	0	3.2226	0	0	0	0.68625	8.935	7.0426	1.6439	0	3.9413	0.41102	8.0819	6.2158	0	0	0.56362	0	0.38777	0	0	4.3306	3.1332	4.8748	0	0	0	2.543	5.4605
RS_G9455__FEZ1__FEZ1	0.11989	0.25622	0.88065	0	0	0	2.4745	0.69568	0.86168	0.6851	2.2646	6.9104	4.3227	2.9029	0.89921	1.0831	3.6465	0.13447	2.796	4.9761	4.7184	0	0.33508	0	0	1.2689	0	0	0.42745	0	6.2858	0.66453	0.95527	1.079
RS_G16610__AC022080.37__AC022080.37	0.93267	0.59414	1.9349	4.8707	2.2902	1.5979	5.2245	2.7741	1.498	0.84547	2.84	5.0291	5.2462	7.0423	5.5808	0.37193	2.7053	5.812	2.6303	0	1.2721	0	1.0648	0	0	1.0378	2.9934	0.40875	2.7794	2.9208	0	3.2585	3.4213	4.9887
RS_G5395__INHBA__INHBA	0	1.4027	0.57218	4.9365	8.116	0.34649	7.4763	6.8731	0.24841	0.79254	1.0776	6.6774	5.5305	6.203	1.0348	7.1808	4.9604	4.2951	9.2718	0.8871	1.8265	3.1375	0.27195	1.5506	0	2.5634	8.5917	1.4331	4.6019	0	1.2706	1.4108	1.0054	0
RS_G10920__ITGA5__ITGA5	4.1991	5.5787	1.8799	6.3514	6.6272	0.30001	4.6947	7.953	5.2777	2.5252	7.8276	7.3246	5.4091	6.3575	2.6269	6.6635	8.0876	7.691	10.758	5.5302	4.2158	6.9234	5.1389	2.9675	4.6841	7.707	6.7365	6.0906	9.7669	6.3055	5.2446	4.5489	5.4798	6.7465
RS_G10592__HOXB13__HOXB13	0.13852	0.41729	7.3933	4.8456	3.0727	0.090791	3.2697	0.58562	4.225	0	4.5096	4.0837	3.6472	0	7.497	0.82986	4.5798	0	2.4854	0.90775	0.86504	0	1.7184	0	0	2.9856	0	5.5425	3.0351	5.4196	0	6.077	0	0
RS_G11572__GUCY1A3__GUCY1A3	2.1771	3.1726	6.4643	3.3749	2.7359	0	6.4477	4.1023	6.8828	0	3.6806	4.4499	2.4961	6.7048	5.4754	0.41764	2.2033	8.1568	0.45496	0.056954	2.1317	0	5.9314	6.7064	0	1.7081	3.0364	3.5309	1.891	0	0	1.1889	3.6042	3.0295
RS_G22179__AC104692.1__AC104692.1	0	1.0213	6.1553	5.323	4.6508	0	0	1.8859	5.2296	1.4075	5.5417	2.2715	0	4.987	1.7182	7.6104	0	4.8789	0	0	0	5.5001	0.65229	0	0	6.7274	5.1084	7.147	0	0	0	0.84432	0	0
RS_G9080__IGFBP3__IGFBP3	6.2987	3.3656	2.9054	5.2494	11.5393	1.034	12.0229	11.5965	1.9904	0.38514	2.9917	8.8113	10.5079	11.6002	3.293	10.8788	9.9252	12.5244	9.3982	3.8586	4.4452	6.9804	4.4091	8.3923	0.25393	4.3852	7.1035	6.5264	7.3456	7.1766	0.7413	7.3833	2.4343	0.70512
RS_G11696__TBX20__TBX20	0	0.54258	0	3.0286	1.6728	0	3.7326	0.86015	0	0	4.8599	4.7882	0.401	0.46689	0	3.4022	0	2.7749	0.94599	0.77223	0	0.65824	0.19456	0.44958	0	0	5.4335	0	0	0	0	3.8545	0	0
RS_G269__PRSS3__PRSS3	0.35343	0.82397	0	0	0	0	1.1189	0.48236	0.79957	0.31429	3.9888	10.2482	0.33195	1.0975	0	4.0374	0	3.7863	0.24885	0.22944	0	7.8197	0.50247	0.96621	0	0	3.352	1.0003	7.0381	0	0.26426	3.8493	0	0
RS_G4607__VAX2__VAX2	1.4432	1.8844	3.974	3.8759	3.4125	0.22902	1.6805	2.9375	5.2561	2.1684	5.0317	2.0847	4.534	4.1031	0	4.9933	2.1951	3.6814	2.863	5.0721	4.0924	2.8868	3.6965	0	0	4.5437	4.884	2.8086	0	4.6918	4.6119	5.8267	4.4224	3.2489
RS_G5188__TGFBI__TGFBI	5.034	7.8938	4.4353	2.9263	3.9121	0.64517	3.9922	12.5626	5.0232	2.457	1.7131	9.6873	8.6593	10.3838	2.5591	5.9284	12.1863	10.1886	13.0785	6.3418	5.2622	8.6722	3.0034	3.5245	6.2873	11.1203	9.0184	3.4824	11.8996	1.0937	2.4821	4.288	2.7243	0.84147
RS_G12982__SPRR1B__SPRR1B	2.2988	0.63608	0	3.8097	1.4994	0	7.092	1.2683	0	0	0.64046	4.8334	7.6626	4.7816	0	0	0	4.001	0	0.69033	0	0	1.214	1.092	2.0942	1.1062	1.5367	5.0083	7.3536	0	2.1888	3.3389	0	1.2275
RS_G18127__AKR1C3__AKR1C3	7.8865	3.0139	0	3.2792	1.3543	0	7.2095	11.8158	6.4508	2.379	1.5848	10.1685	6.4967	9.7433	0	9.7141	6.0956	11.7722	4.3654	2.3442	4.7688	5.5606	5.2548	0.65854	0	0	5.2862	10.6807	7.8458	3.9155	3.6783	0.87677	3.7279	4.4293
RS_G22653__SERPINB5__SERPINB5	5.5773	0.48724	1.0519	0.8082	0.37229	0.20657	9.0874	5.7456	0.71494	0.39411	6.5654	9.9021	7.8999	8.3625	0	8.4593	3.95	8.3206	0	0.66939	0.37159	0.27736	1.948	1.6061	0	0	7.6307	5.8722	8.0227	7.3521	1.3471	0.13854	1.1275	1.3386
RS_G28022__MIA__MIA	5.1437	0	0.42927	0	0	0.40284	9.9635	4.6515	1.5945	3.5642	10.5841	0	2.2968	1.7421	0.69924	5.5567	1.908	7.7692	0.44122	0	0.70418	0.37373	1.8796	0	2.7548	3.1847	6.1002	3.3097	3.6894	0	0	2.5977	3.6171	0
RS_G28921__AP002448.3__AP002448.3	0.15678	2.16	4.5166	1.1037	0	0	0	0.40965	3.7876	3.4604	4.2473	0	3.7405	4.6547	0	0.36884	0.35732	6.8538	0.72705	0.36192	0.36419	0	4.6525	0	4.0954	0.60887	0	0	2.9716	0	5.3124	4.4783	5.8805	0.5014
RS_G7026__NGF__NGF	0	0	0	0.44039	8.2263	0	1.5055	5.462	0	0	0	5.0698	3.456	0.41902	0	7.7309	6.0518	0	7.9757	1.5749	0	4.6169	0	0	0	4.7581	0.80466	3.4721	3.6174	0	0	0	0	0
RS_G900__NGFR__NGFR	1.1441	0.38067	1.2778	0.88604	3.7143	1.2219	4.0738	5.5255	2.9879	7.1268	2.5018	2.9437	5.9425	1.2113	0.83527	6.9239	2.2422	0	0.47037	3.4035	1.7957	0	1.6963	0.27023	0.52661	2.0089	3.646	5.5817	4.6135	2.3282	2.8422	2.3659	3.1049	0.21761
RS_G1917__LEPREL1__LEPREL1	1.6812	1.213	1.016	0.15032	9.6328	0	8.6274	7.5555	0	0.20528	2.3881	6.6588	10.0755	7.8581	0	6.0855	6.9596	8.8539	6.6718	0.14834	0	7.6461	0.14506	0	1.8994	2.7188	5.8777	1.6577	6.3893	3.8936	2.3297	1.1214	2.3917	0
RS_G12983__SPRR1A__SPRR1A	2.6766	0	1.2073	4.6224	0	0	4.4152	0	0	1.1468	1.0479	0.96978	5.1369	4.8631	0	0	0	4.4045	0	0.3708	0	0	0.35494	0	0	0	1.1341	2.8241	2.8212	1.2049	4.8655	3.6111	2.3955	2.8989
RS_G2195__SUSD2__SUSD2	9.5721	12.9805	4.5994	6.4995	0.77228	6.1627	4.8384	0.6937	7.5174	10.8044	1.7112	4.6173	6.3905	5.5285	10.1244	8.6238	3.3648	2.2529	5.9218	6.0348	5.1737	5.7008	10.4084	9.9673	12.6232	1.6938	8.6608	11.9002	6.8074	10.2734	4.6774	8.3618	3.7359	2.6465
RS_G17866__FZD9__FZD9	0	4.6771	0.4403	2.9437	3.445	2.5305	3.3357	2.1183	0.12145	0.93021	5.7118	3.3851	3.5463	2.3341	1.4657	3.7746	0	2.9777	2.2666	4.1247	1.9509	0	0.16042	0	4.2909	4.2862	1.9381	2.3712	4.1039	2.547	3.9233	2.9662	0	0
RS_G2495__BMP7__BMP7	0.16836	6.9255	10.0501	6.3611	0	2.0604	5.351	3.0984	8.6894	4.3807	4.587	3.1715	7.535	3.4675	0	6.6048	4.2437	0	0.6962	11.1485	8.2041	0.37066	5.0916	0	7.9847	3.247	0.39782	8.1684	1.2355	4.2213	2.7631	7.1515	5.1115	4.2664
RS_G7676__MMP7__MMP7	0.47687	0.94026	0	0.42652	0.74274	0	11.7365	5.5087	0.45203	0	4.8989	1.9117	1.6535	4.5871	0	7.6055	7.0237	11.0385	0	0.22602	0.2289	0	0	0	0	0	7.3366	0	2.6851	0	2.303	4.0563	0	0
RS_G1328__ADD2__ADD2	0.20263	0.2254	0.4463	0.25086	0	0.13381	6.7679	7.3903	0	4.9889	4.1361	6.0514	7.516	0.33157	0	6.6719	5.0306	0.81879	0.28117	1.5899	0.13083	6.9199	4.0692	0.42801	0	4.463	6.2682	1.4621	3.5953	0.073313	0	0.089001	0.18417	0
RS_G4435__IL1A__IL1A	0.69823	0	0.28336	0.54584	0	0	0.15257	0.20064	0.35738	0.23797	1.0015	6.1503	3.2881	0	0	3.1838	0.76755	0.77038	0.20083	0.17577	0.17804	0.4537	0.044939	0	0	0	2.6039	0.33376	1.5682	0.36359	0	0.062155	0	0
RS_G7562__NOV__NOV	6.3991	0.7816	3.3497	1.5592	0.39352	0.80455	6.7812	3.3477	0	0.15448	0	2.2916	5.127	2.5802	0.97304	2.5852	1.0721	3.7115	8.1961	0.56584	0.57226	6.3971	2.8916	1.217	0	8.2172	4.5959	4.2666	4.8195	0.69733	0.95114	1.2699	0.76414	0
RS_G28763__AC004510.1__AC004510.1	4.18	3.003	2.4121	1.6074	0	0.35542	3.6551	0.20787	4.8439	0.65083	1.3738	8.3064	10.732	8.894	0	2.8922	0.17524	8.3564	0.54728	1.6529	0.49128	3.2587	3.0726	0.58147	1.8833	0.59034	8.2401	1.6626	9.2063	1.1354	2.6933	4.6852	0	0.48286
RS_G13159__ADRA1B__ADRA1B	0.18329	1.0437	0	0.11811	0	0.23221	3.1228	2.5203	0.44765	0	0.38564	2.2667	0.17378	3.1453	0	4.6405	1.2095	0.38458	4.1574	0.32467	0.6723	4.5454	0.30935	0	1.7875	7.9508	2.9802	2.2674	6.7332	1.8183	1.1225	0.92045	1.1506	0
RS_G7638__FGFBP1__FGFBP1	3.164	0.32048	0	0.64706	0	0	7.6669	1.0801	0	0	1.0119	9.4925	9.0146	4.5033	0	8.2218	0.34645	8.4893	0.71108	1.9018	0	0.84613	1.2575	2.2024	0	0.60805	9.1328	8.0219	6.5232	4.3913	4.5377	0.45881	0	0
RS_G6639__KHDRBS3__KHDRBS3	2.7656	1.8859	6.3116	2.5982	3.6717	3.9119	7.3774	8.9619	0.14162	3.5335	5.9593	3.7957	4.6798	4.5205	1.334	3.9564	3.1927	3.2543	5.0197	0.13271	1.6897	7.1711	4.1739	3.1378	0.99985	6.8705	2.3588	5.4535	0.69378	2.4602	2.8818	4.0823	4.0691	5.0319
RS_G8626__S100A7__S100A7	0	2.9737	0	3.7002	0	1.3655	0	0	0.49492	1.8871	4.1975	0	3.9463	5.5511	0	7.4029	0	5.0528	0	0	0	0	0.92604	0	6.0961	0	0	1.8616	6.3833	0	0	4.4876	5.5475	2.3016
RS_G22410__KRT6A__KRT6A	3.5895	2.5889	2.9468	0.55164	2.2719	0.71416	10.8969	3.7479	0.58643	0.5174	4.0519	13.3732	10.576	4.7344	0	5.5642	0.38198	5.0609	0.61854	3.3575	0.83309	0.66193	2.9479	4.5726	0.69475	1.5973	12.9285	9.936	14.7791	14.0538	1.3901	1.238	1.3633	1.0956
RS_G1436__FAP__FAP	0	0	0	0.18706	0.18332	0.19117	0.94484	3.9543	0	0	0	0.83298	0.5157	4.0178	0	5.4188	3.9292	0.45519	5.6902	0	0	0	0	0	0	3.5532	5.4313	0	4.7177	0.20414	0	0	0	0
RS_G4220__LOX__LOX	0	0.68991	0.90169	0.66555	10.7791	0.13865	4.9709	5.7714	0.79742	0.96733	5.2774	4.4823	2.895	0.54503	1.9725	5.5501	7.6689	5.766	10.1643	0.90667	0.75454	6.0679	0.45546	0.44199	0	11.6434	8.3827	2.7516	9.2551	0.4056	2.3981	0.6104	1.3457	0
RS_G4968__GDA__GDA	0.10563	0.60521	0	0.089202	0.08965	0.04757	6.0545	0.10286	0.047751	0.23587	0	5.0147	3.2095	0	0	5.0122	0	2.4387	3.1359	0	0	0.38708	0.044528	0	0	0.084976	5.2678	0.79784	2.3435	0.050969	0	0.091997	0.066214	0
RS_G22701__ATP10A__ATP10A	7.5074	0.25087	0	2.7124	0	0	4.4453	2.6536	0	0.069701	4.892	0.22617	4.9408	0	0	4.6253	0.75404	4.7523	3.1988	1.6168	0	3.3339	0.08933	0.17543	0	6.5671	0.10086	3.9696	4.7707	6.3999	5.6339	5.6284	3.9525	1.7496
RS_G14377__NRIP3__NRIP3	0.68301	2.6914	2.4942	4.8866	3.843	0.17753	4.5493	4.685	5.3121	6.9244	3.4385	4.4969	2.6701	2.4016	0	0.6097	5.4067	2.5642	6.5177	0	0	0	1.9129	0	1.5919	2.9304	1.0302	3.3696	2.0757	0	5.4952	1.0017	2.2752	2.24
RS_G3221__UPK1A__UPK1A	0.8528	1.0252	6.1111	8.1689	0.3617	1.1309	1.2971	0.73223	8.1177	2.4971	0.47554	0	2.2747	1.1508	1.9535	2.1001	1.0908	0.93519	4.0595	6.4552	2.0695	0	4.3151	3.5316	0	2.1671	1.3118	1.9598	0.94107	0	2.1181	7.8605	4.9489	0.50994
RS_G2490__SALL4__SALL4	0.87541	3.0032	3.7493	1.5847	0	0.22779	2.8696	2.4846	1.3087	0.46749	2.5464	5.4893	4.1678	1.6176	0.15106	0.48619	4.7341	2.6721	2.5211	3.5542	6.0056	0	3.7915	0	1.9441	2.9444	2.851	2.0342	4.282	0	0	0.28931	0.30869	1.1997
RS_G11812__GEM__GEM	3.4128	0.39241	0.65863	3.922	5.2987	6.9453	3.3766	6.9016	3.2647	1.7787	5.7468	2.6702	1.7895	3.1414	1.255	3.4334	7.1501	4.5528	7.2633	2.3845	2.808	6.6694	2.2264	0	0	9.784	1.7987	4.2186	4.1378	1.5477	3.517	5.196	2.6213	0.81572
RS_G11051__LAPTM5__LAPTM5	2.8393	0.20669	0	1.2492	0.22567	2.6129	1.7293	2.6516	0.45429	2.2405	3.3755	3.4596	4.1543	2.745	0.87362	1.1634	0.66768	0.69552	0.91454	1.473	0.33275	9.5586	0.73502	0.39464	0	7.01	2.1102	0	6.916	0.65062	0	1.4999	1.1637	0
RS_G7046__SAA2__SAA2	2.9556	0.70957	0	0	0.74843	0	3.3906	0	0	0	4.3264	1.932	4.8681	1.4123	0	6.5567	0.42948	6.1314	0	0.76858	0	0	0	0	3.0788	0.73192	6.3223	0	8.5787	0	0	0	2.1893	0
RS_G1266__PTGS2__PTGS2	4.9768	0	0	0.1192	0	0	2.1508	0.52235	0	0	2.0328	6.9215	5.1045	0.64111	0	3.1963	2.374	6.6243	2.758	0	0	3.1961	0	0	0.74749	2.9427	3.9296	0	4.3372	0	0	0	0	0
RS_G133__CX3CL1__CX3CL1	0.24547	6.7838	7.0627	7.822	0	0	6.7812	7.5633	1.391	8.2104	6.6072	0.25047	4.6676	7.3727	6.7783	6.6963	6.137	9.7259	0.67937	0.15441	0.30007	0.075576	2.585	0.27955	7.4488	0	0	9.7126	1.1972	0.59899	0.094372	0.69842	0	0.22386
RS_G12507__LY6D__LY6D	0	7.9331	1.51	0.56206	0	0	6.0624	0	0	0	0.89626	3.238	9.526	4.072	0	3.4716	0	1.1886	0	4.3203	1.421	0	3.1397	0	5.8242	0	4.0858	6.2628	10.4361	3.3461	0	2.5339	1.2481	0.42717
