Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G900__NGFR__NGFR	1.1441	0.38067	1.2778	0.88604	3.7143	1.2219	4.0738	5.5255	2.9879	7.1268	2.5018	2.9437	5.9425	1.2113	6.9239	2.2422	0	0.47037	3.4035	1.7957	2.4715	2.6645	0	1.6963	0.27023	2.3507	0.52661	2.0089	3.646	5.5817	4.6135	2.3282	2.8422	2.3659	3.1049	0.21761
RS_G1779__PTHLH__PTHLH	0	0	2.2732	1.8152	2.1658	0	7.2097	4.2484	0	0	0.32391	9.1068	2.3649	2.1959	2.287	1.3148	1.5258	4.0306	0	0.76599	3.356	1.957	0.83936	2.8815	1.3368	1.0677	0	1.8976	0.5104	2.0936	3.4073	2.0487	0	0	0.48471	0
RS_G12887__ROR2__ROR2	0.99671	0	0	3.2452	0	6.8376	4.2998	2.7187	0	0.28529	1.6518	1.9581	3.8669	0.15018	2.2208	4.9915	0	2.6226	1.7196	0.43584	0.057404	2.4422	0	5.8797	6.4732	0.78917	0	0.52239	7.9269	2.4446	1.6918	4.8317	6.1975	5.4064	5.0886	5.4198
RS_G1552__TCF7__TCF7	0.61235	1.4587	0.64978	2.1217	4.4365	2.2157	4.4352	6.929	1.4072	1.8359	1.2298	4.6583	4.6643	2.1895	5.6227	5.6906	6.4672	6.8571	2.1142	1.3186	4.4461	5.9443	3.0334	2.127	0	3.1249	1.9959	10.0385	4.341	5.0887	4.6908	0.4835	3.2071	2.4257	3.3383	1.8283
RS_G12549__ANGPTL4__ANGPTL4	1.3628	1.7355	0.28988	1.6842	7.1002	2.6448	1.0067	0.41541	3.6172	2.1231	3.7472	4.8525	6.5014	3.8004	3.7687	4.8409	3.5734	5.2861	5.7269	6.1066	1.3524	6.5731	5.4475	1.9371	3.028	3.5753	5.5559	7.218	7.3786	5.6931	6.5586	10.3721	5.9315	5.0877	6.2922	1.8001
RS_G14071__HOXB2__HOXB2	0	1.4939	0.61128	3.8831	6.8712	2.1445	0	0.49328	8.0832	0.41649	0.51773	5.0166	1.9303	6.6224	0	4.6361	7.1941	3.1744	0.43886	1.9508	0.16898	5.5597	0	5.126	7.0143	0	0	1.9493	0	5.5557	5.4183	7.3697	8.5803	7.6631	1.4454	1.5406
RS_G12539__KLK6__KLK6	4.2761	5.0602	0.45573	4.9239	0	0.54484	9.0328	0	0	1.2661	7.0963	4.1068	10.7456	12.9326	7.5906	0.40914	1.5357	0.17355	2.609	2.5633	1.6753	11.1156	0	1.8049	1.0046	5.2303	1.0202	0	1.5005	7.4241	10.6741	8.8709	0	6.5776	7.003	0.72126
RS_G17716__IGFL1__IGFL1	0.51855	5.2215	1.994	2.7983	2.2231	3.3051	6.3222	1.5139	0.66238	0	0	4.3337	5.2263	2.9253	8.5702	0	3.1231	0	4.8811	0	0	9.7328	0	0	0	7.358	2.1947	1.5873	4.1314	0	6.8497	0	0	5.5371	0.83279	2.5156
RS_G2004__TGM1__TGM1	5.3721	9.4474	2.3286	3.8808	1.7513	2.7163	4.4828	2.8924	2.0639	4.04	2.0162	2.9572	6.9913	2.9415	4.9255	3.0329	2.556	1.8108	6.114	3.719	1.9212	6.4252	3.1641	2.8856	2.5922	5.9739	7.4251	2.4886	6.8145	5.2442	4.2484	3.6189	4.1613	6.0171	4.3151	2.8052
RS_G4968__GDA__GDA	0.10563	0.60521	0	0.089202	0.08965	0.04757	6.0545	0.10286	0.047751	0.23587	0	5.0147	3.2095	0	5.0122	0	2.4387	3.1359	0	0	0.048047	2.3507	0.38708	0.044528	0	2.2833	0	0.084976	5.2678	0.79784	2.3435	0.050969	0	0.091997	0.066214	0
RS_G7026__NGF__NGF	0	0	0	0.44039	8.2263	0	1.5055	5.462	0	0	0	5.0698	3.456	0.41902	7.7309	6.0518	0	7.9757	1.5749	0	0	0.80236	4.6169	0	0	4.7268	0	4.7581	0.80466	3.4721	3.6174	0	0	0	0	0
RS_G4506__FN1__FN1	4.4659	5.6734	2.1232	6.6339	12.0664	2.308	6.2799	13.1575	2.6835	8.1794	5.3713	6.1008	6.4374	6.0504	10.4557	11.6619	6.9695	14.314	7.9571	5.8399	8.6337	7.242	8.9032	4.4927	4.0323	12.6716	5.2383	3.1511	10.3215	1.9746	11.44	5.2825	5.777	7.7872	3.9021	1.7401
RS_G5988__EVI2A__EVI2A	1.2756	0.13752	0.30944	0	7.1056	0.15699	0.24882	4.0118	0	1.0625	0	0	1.3617	1.032	0	6.1551	0.48768	3.8192	0	0	1.3205	0	6.7313	0.074104	0	0	0	1.1689	0.54354	0	0	0	0	0	0	0.40834
RS_G12795__NPNT__NPNT	7.6213	2.5915	4.7165	6.7604	0	9.7292	6.8894	0.69471	5.5643	11.2166	9.5247	2.0807	6.5407	4.0569	6.2473	0.95379	7.1449	0.13153	7.0112	6.9973	6.7223	3.7574	0.55913	6.476	7.469	4.2307	2.3733	0.20857	2.0193	2.2592	2.6366	2.0589	3.9583	5.7569	7.4204	3.5592
RS_G10448__WDR66__WDR66	1.3746	0.18268	1.6086	4.0469	0.42893	1.7988	3.3738	0.59354	2.6649	1.5647	2.205	3.8871	1.7485	3.0163	3.1333	1.7256	1.0272	1.8378	0.84535	3.0615	4.6684	1.9986	3.3445	1.963	2.4782	0.3649	0	1.2067	4.3116	0.84815	2.3185	1.8688	3.1701	2.5759	1.3732	1.0671
RS_G3505__UNC5B__UNC5B	1.569	4.6928	2.858	2.9021	1.2545	2.3139	2.4338	4.1346	1.5493	1.6312	3.6245	5.6769	5.2498	2.9491	5.1625	2.3407	2.4117	4.4737	4.1222	2.8653	5.4266	6.9351	0.54177	6.0143	8.494	6.5055	6.1432	7.6038	5.3655	9.7414	6.9528	3.0871	3.181	5.8601	5.5405	5.4248
RS_G1765__GNAO1__GNAO1	2.0236	0.20204	0.16856	3.8761	0	0.5982	2.8474	4.6262	0.62384	0.83309	0.48915	0	3.3957	4.8725	2.618	1.1034	0.13849	5.4802	1.9497	1.3593	6.8449	6.0943	2.2935	3.6542	2.8936	5.2484	0	0.6984	0.65085	2.0498	0.90966	5.5822	0	2.9335	1.0349	0.98333
RS_G11476__GRIK3__GRIK3	0.10161	0.11567	3.4404	6.7434	0	2.7903	0	0.21375	0.13788	5.5946	0.22452	0	0	5.8427	0	0	2.4098	0	3.8784	3.1195	6.9585	0.8144	0	0	0	0	0	0.2254	0	0.073992	0	0	2.2317	7.3857	7.1047	6.2115
RS_G8103__FBLN5__FBLN5	2.4898	3.7031	3.3013	1.7502	4.6055	0.76715	0.54751	5.2391	2.3253	1.2888	2.8473	1.9258	3.8111	2.4345	2.4563	1.81	3.9975	6.5096	0.35073	0.62774	0.88865	4.1303	2.6517	2.5515	1.5994	8.6354	4.668	0.70417	3.152	4.1943	0.82392	3.2984	5.1443	2.8958	4.031	1.544
RS_G17181__CYP4X1__CYP4X1	3.2584	0.19578	3.5439	4.1191	0.40002	0.58507	2.5935	1.6836	1.8874	1.0942	0.19735	0.48011	0.59456	2.6567	0.66645	0	7.9111	0	0	0.64786	1.6739	4.6775	0	1.502	0	2.3717	2.2153	0	5.9057	5.3618	4.6334	8.0328	4.8838	5.4748	1.2638	0
RS_G11011__PDZK1IP1__PDZK1IP1	8.8939	5.1203	0	0.39	1.3271	0	4.385	0.76975	0	0	8.5938	1.1708	7.7195	2.9333	9.5445	0.92984	11.5825	0.436	0	0	0.39925	5.7253	0	0	0.88496	9.365	2.9495	1.1043	8.6643	7.0538	3.5271	0.5957	2.5331	1.0949	2.3211	0.5381
RS_G10476__CLSTN2__CLSTN2	5.8455	0.55251	6.1216	6.7817	1.1877	8.6981	5.6714	2.6739	4.8612	6.8926	0	0	2.5088	1.3812	5.16	5.5442	0	2.1758	1.5753	6.5852	9.3094	3.9052	0	4.6367	6.445	4.5019	0.59842	0.72	0.84752	2.8968	0	1.6132	4.7589	7.2315	4.8856	0.39654
RS_G5715__EREG__EREG	0.90798	0.3735	0.24246	1.7835	0	0.22456	0.63031	0.35404	1.2446	0.48662	0	6.0947	3.8145	1.813	0.55554	0.81807	2.0283	0.45721	0.16657	0.21904	0.67171	1.0966	6.6798	0.47157	0.37437	0.95855	0.21342	0.20656	5.8413	2.5883	6.5644	0.39455	0.30539	1.3575	0.67428	0.16071
RS_G17087__KRT5__KRT5	0	2.3682	3.2544	0.87342	2.2491	1.3894	13.5262	9.5837	1.8734	1.1887	4.0154	14.3688	13.5652	7.6892	10.3691	4.1397	12.707	1.2187	4.3174	1.3229	0.60193	13.9607	0.83413	2.4598	5.6981	5.6289	3.0627	2.8132	13.5919	11.225	14.182	8.7706	0.4696	1.6355	0.16138	1.5571
RS_G11349__FBLN2__FBLN2	0.39761	11.101	0.2534	6.3401	0.23155	0.89252	10.8382	3.7514	1.0239	4.0648	5.9735	4.6059	8.1195	0.93459	1.9516	0.6412	5.0908	1.9731	0.56682	0.52712	1.2761	5.399	0	6.3892	0	11.1067	8.4706	3.8971	5.4564	7.4762	7.0764	7.3138	0	10.8093	8.9052	7.0003
RS_G7696__CASP1__CASP1	4.6632	1.1639	0	0	0.62808	0	0.76601	2.0008	0	0	4.2846	7.1678	5.4234	7.0633	5.507	4.2762	9.1677	3.4113	0	0.35455	0.18699	0	2.6086	0	0.59149	4.4984	3.2346	0	4.6947	5.266	4.4669	3.8963	4.3306	0	0	0
RS_G11215__EN1__EN1	0	1.6203	1.7416	2.0997	3.3363	0	6.9753	4.5556	2.3857	0	6.6847	4.0274	2.9926	1.3909	6.7749	1.863	2.198	4.1982	0	0	0	4.627	0	0.12776	0.30582	7.8873	0	5.4291	7.244	3.8745	1.2845	0	0	0.33268	0	0
RS_G7852__SLC40A1__SLC40A1	8.1261	6.0053	7.765	8.1177	0	7.1984	1.8182	1.1013	7.0717	9.5596	4.9572	4.0017	0.11962	2.6831	2.3757	3.5437	5.1833	0	0	0.15331	0.15829	5.071	2.5055	7.5995	9.0335	0	6.8656	0.27233	0.42348	6.3631	0.91534	4.6019	10.0753	3.8126	7.1722	6.288
RS_G21977__CDSN__CDSN	2.9956	1.1401	1.9282	8.8482	0	7.9711	3.9985	0.95695	0.40357	2.8234	1.1935	1.4924	4.5761	3.2825	2.5207	1.6413	2.6093	1.6494	1.9908	2.5728	6.9357	3.504	1.1401	7.5991	7.4583	2.97	2.0925	0.87848	3.1569	3.2981	3.3602	9.9964	1.8435	6.5285	2.9772	1.9794
