Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg12343638__PCDHB12	0.4636	0.061951	0.65021	0.06041	0.83271	0.088175	0.10281	0.9072	0.8437	0.08358	0.85212	0.88951	0.21859	0.62279	0.65414	0.79423	0.31895	0.36091	0.082973	0.061314	0.61075	0.1478	0.67159	0.7131	0.18288	0.22521	0.099347	0.14587	0.15643	0.80269	0.10999	0.077068	0.090839	0.83708	0.32646	0.14926	0.28538	0.072437	0.78577	0.087548
Meth__cg14550518__ZNF659	0.28245	0.024115	0.65838	0.071339	0.026826	0.20037	0.10827	0.13258	0.10068	0.044228	0.12295	0.056957	0.16407	0.72334	0.074787	0.16814	0.046078	0.11533	0.12837	0.027735	0.039466	0.69865	0.27559	0.038355	0.72278	0.056937	0.17709	0.089286	0.77974	0.068888	0.052541	0.039221	0.029609	0.79925	0.13408	0.044002	0.037167	0.23984	0.14297	0.25774
Meth__cg03679734__CKMT1B	0.12372	0.042737	0.84522	0.077657	0.57647	0.49875	0.1669	0.36364	0.26924	0.37833	0.42739	0.087421	0.34659	0.68434	0.23081	0.6795	0.053665	0.057525	0.039051	0.60022	0.67905	0.14789	0.48092	0.054969	0.14196	0.73097	0.056793	0.80165	0.87784	0.53049	0.19427	0.052467	0.052117	0.63033	0.036947	0.049153	0.073032	0.063778	0.047418	0.059853
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.34629	0.22203	0.133	0.10207	0.26556	0.37109	0.094939	0.35276	0.22603	0.18935	0.51375	0.087093	0.1018	0.2648	0.14143	0.11197	0.11957	0.10389	0.12972	0.7809	0.22241	0.12816	0.22985	0.12823	0.25443	0.27095	0.13156	0.12185	0.20636	0.08948	0.11803	0.53766	0.25872	0.14782	0.13556	0.09164	0.38007	0.099238
Meth__cg04394967__RDH12	0.10447	0.034143	0.60722	0.11977	0.093908	0.11532	0.76493	0.91458	0.066885	0.19556	0.84854	0.27881	0.48499	0.072333	0.049318	0.19489	0.097137	0.066573	0.064413	0.1404	0.14895	0.59059	0.23227	0.060387	0.62245	0.12359	0.061224	0.84588	0.46441	0.44637	0.055994	0.053012	0.080227	0.50099	0.22437	0.15966	0.16559	0.22427	0.093871	0.16462
Meth__cg18108623__FLJ34922	0.52587	0.047571	0.91194	0.44684	0.040587	0.87042	0.039832	0.44943	0.048214	0.83359	0.19178	0.21032	0.60872	0.089523	0.053182	0.77523	0.041857	0.13461	0.73477	0.92731	0.89752	0.73239	0.38979	0.36355	0.87113	0.57632	0.74308	0.043148	0.84745	0.074711	0.10458	0.53508	0.04187	0.88908	0.55394	0.40836	0.062218	0.2376	0.78113	0.10762
Meth__cg14252569__DACT1	0.19244	0.078128	0.09595	0.10206	0.090047	0.18259	0.088336	0.11541	0.09713	0.09092	0.16193	0.22637	0.29083	0.068009	0.075745	0.33514	0.07368	0.24612	0.097459	0.10755	0.10376	0.27907	0.084773	0.089924	0.75852	0.09325	0.22402	0.13401	0.17311	0.16098	0.16465	0.076753	0.088022	0.41031	0.13104	0.13776	0.07813	0.099295	0.11233	0.14045
Meth__cg00876704__PKN1	0.025044	0.029338	0.02891	0.046871	0.21959	0.026589	0.070928	0.028284	0.63622	0.040265	0.69257	0.036554	0.051305	0.019308	0.57351	0.01876	0.07523	0.047852	0.023778	0.02147	0.028875	0.021596	0.8446	0.020748	0.05166	0.032015	0.067716	0.031746	0.03664	0.023727	0.051394	0.56707	0.052918	0.03317	0.030633	0.030198	0.039799	0.035036	0.051282	0.031101
Meth__cg26955512__HDAC8	0.57107	0.075007	0.084228	0.16325	0.093215	0.083644	0.09535	0.064606	0.11919	0.077046	0.08743	0.070504	0.094998	0.1366	0.11019	0.093735	0.12387	0.14291	0.062987	0.072634	0.074301	0.56456	0.088139	0.54457	0.10613	0.082117	0.12153	0.087968	0.2665	0.071224	0.10234	0.073417	0.21109	0.06713	0.14961	0.19644	0.10919	0.10027	0.39998	0.097881
Meth__cg10224037__ZNF354A	0.049034	0.028495	0.041613	0.018603	0.030888	0.028474	0.034525	0.025311	0.033538	0.027945	0.028469	0.019896	0.060125	0.026594	0.042888	0.030565	0.038384	0.05666	0.025153	0.022747	0.037529	0.035679	0.029704	0.01801	0.055442	0.031005	0.045923	0.024128	0.045861	0.026197	0.053777	0.026931	0.50906	0.027089	0.031583	0.090343	0.034715	0.027911	0.055876	0.035505
Meth__cg19959519__NF1	0.040335	0.11284	0.05733	0.062264	0.031581	0.069555	0.12539	0.058796	0.093478	0.2975	0.050606	0.16366	0.074095	0.051979	0.25748	0.0497	0.034535	0.062224	0.092235	0.04522	0.054881	0.04946	0.063143	0.086012	0.071316	0.047725	0.094103	0.070675	0.039591	0.10116	0.12895	0.045296	0.038276	0.23808	0.039914	0.040475	0.056838	0.046934	0.098078	0.029727
Meth__cg13948987__HCRTR2	0.67377	0.022729	0.66716	0.36555	0.81381	0.9165	0.094679	0.98124	0.034487	0.030035	0.4965	0.04801	0.33855	0.7274	0.11763	0.52767	0.032308	0.069981	0.035593	0.40848	0.85279	0.88684	0.16071	0.9529	0.82127	0.92598	0.044001	0.81327	0.5418	0.46933	0.062438	0.019771	0.3958	0.59239	0.52506	0.020242	0.38517	0.31672	0.69248	0.053469
Meth__cg25823578__PTGER2	0.089762	0.05354	0.85727	0.11311	0.61724	0.33956	0.049773	0.8466	0.0483	0.4929	0.84458	0.81435	0.79349	0.40286	0.11844	0.94228	0.045986	0.056402	0.52365	0.92655	0.72142	0.31794	0.18399	0.46828	0.81805	0.84305	0.06477	0.054178	0.251	0.72461	0.08196	0.050728	0.91751	0.58146	0.51197	0.068906	0.050568	0.14639	0.61021	0.28882
Meth__cg22228134__GZMH	0.51981	0.07767	0.84291	0.67675	0.10357	0.83465	0.078065	0.86484	0.095957	0.50326	0.5536	0.61277	0.53922	0.16153	0.089014	0.19466	0.13186	0.71209	0.098259	0.40918	0.48309	0.92366	0.094026	0.89279	0.13308	0.17355	0.14606	0.1	0.14939	0.086949	0.16146	0.11093	0.091229	0.63483	0.39152	0.14086	0.50077	0.50889	0.14205	0.44938
Meth__cg11378484__NIF3L1BP1	0.035581	0.030943	0.047147	0.066801	0.20017	0.23285	0.2994	0.039545	0.71631	0.085252	0.11566	0.29299	0.14909	0.018928	0.61962	0.075277	0.039674	0.09896	0.30682	0.16304	0.21977	0.12493	0.47291	0.37555	0.18254	0.032678	0.039607	0.20673	0.025814	0.074367	0.023977	0.029279	0.068401	0.2099	0.036382	0.030411	0.10374	0.0336	0.057933	0.039114
Meth__cg08617916__RASSF5	0.032871	0.034054	0.02489	0.018803	0.025508	0.027982	0.014384	0.019386	0.59591	0.024731	0.027565	0.043773	0.038359	0.022139	0.51671	0.024636	0.022765	0.038698	0.017394	0.019585	0.033288	0.025323	0.028773	0.027389	0.03728	0.025381	0.02267	0.026202	0.048853	0.026722	0.028942	0.027345	0.034264	0.018404	0.078423	0.036519	0.026653	0.028292	0.063091	0.031705
Meth__cg11316784__NSD1	0.043442	0.059824	0.060506	0.045549	0.55549	0.061369	0.048069	0.099003	0.043981	0.043598	0.3151	0.1897	0.21759	0.79378	0.046249	0.10439	0.17857	0.056172	0.059161	0.031715	0.068033	0.18703	0.58279	0.032786	0.60528	0.044745	0.078297	0.039689	0.1116	0.04884	0.10608	0.035054	0.034862	0.6874	0.042076	0.069287	0.046529	0.037363	0.076208	0.06229
Meth__cg01535453__ACADS	0.50289	0.96803	0.92864	0.15151	0.97295	0.10014	0.079316	0.04812	0.08931	0.21009	0.093761	0.071077	0.93647	0.98089	0.36773	0.072031	0.050949	0.13158	0.048585	0.16734	0.12486	0.091584	0.11514	0.10465	0.58504	0.96465	0.097405	0.054503	0.94702	0.081264	0.93738	0.1287	0.065188	0.090626	0.034667	0.73624	0.062523	0.96573	0.75111	0.96446
Meth__cg13162810__PREI3	0.074603	0.50619	0.0633	0.062379	0.15181	0.10132	0.13556	0.14871	0.53118	0.081813	0.047748	0.20964	0.19617	0.038708	0.34372	0.052279	0.036374	0.094053	0.054635	0.041805	0.045821	0.28794	0.043872	0.058776	0.064162	0.23366	0.093719	0.026513	0.10186	0.18631	0.27648	0.029835	0.30229	0.27067	0.10794	0.11765	0.044142	0.40675	0.15179	0.48502
Meth__cg17887537__RRAGA	0.042788	0.022811	0.058859	0.035381	0.032455	0.029693	0.054719	0.024438	0.020259	0.027612	0.027676	0.030536	0.06701	0.014465	0.026251	0.023652	0.024762	0.022196	0.023625	0.034982	0.034759	0.030037	0.030667	0.031428	0.066197	0.060907	0.041089	0.036172	0.062375	0.030389	0.047646	0.031799	0.29585	0.039352	0.040149	0.081748	0.035064	0.03076	0.031994	0.034451
Meth__cg20444256__CKM	0.22579	0.066365	0.69877	0.239	0.32458	0.47305	0.42902	0.88786	0.59083	0.11714	0.62306	0.74148	0.4648	0.046079	0.3283	0.50775	0.39171	0.091906	0.022029	0.38058	0.38725	0.8739	0.61916	0.75205	0.21918	0.18671	0.13038	0.44594	0.17526	0.32699	0.15681	0.2475	0.033946	0.24499	0.20606	0.15305	0.091372	0.10416	0.12881	0.12821
Meth__cg14751914__SMAD7	0.077096	0.098322	0.09491	0.067495	0.093116	0.11597	0.10718	0.086595	0.060545	0.13853	0.10086	0.12714	0.32427	0.45144	0.075006	0.098813	0.050336	0.23043	0.075779	0.069323	0.12053	0.098639	0.12651	0.12163	0.15724	0.12512	0.14862	0.094211	0.12142	0.48571	0.23139	0.058167	0.09683	0.11391	0.095265	0.17216	0.098485	0.073814	0.5948	0.076112
Meth__cg20420433__HLXB9	0.047722	0.32756	0.22066	0.13299	0.90805	0.37057	0.90101	0.56294	0.064093	0.48623	0.24034	0.94142	0.68498	0.068451	0.092267	0.80796	0.49582	0.3249	0.45518	0.080023	0.12474	0.8681	0.91222	0.098483	0.15035	0.10058	0.094471	0.85891	0.049322	0.73488	0.48493	0.10869	0.53783	0.10234	0.10385	0.080188	0.061715	0.12841	0.14188	0.042652
Meth__cg13526007__LRFN5	0.44371	0.053142	0.22045	0.054878	0.077474	0.42909	0.69519	0.74563	0.078052	0.066157	0.81977	0.85844	0.75084	0.84123	0.071568	0.61867	0.1192	0.27837	0.069556	0.35605	0.49383	0.29434	0.062395	0.15479	0.69951	0.071872	0.14764	0.15244	0.37485	0.51541	0.12695	0.055329	0.068207	0.066624	0.11578	0.52229	0.06346	0.10288	0.31153	0.10904
Meth__cg02511532__TAF2	0.040196	0.024229	0.033411	0.028237	0.038557	0.034104	0.080024	0.031137	0.04044	0.035187	0.031711	0.045567	0.083968	0.025279	0.038821	0.043214	0.034738	0.040799	0.02597	0.032076	0.035323	0.033428	0.032278	0.034876	0.089265	0.036521	0.066634	0.029613	0.08616	0.041611	0.053281	0.033126	0.079112	0.025444	0.043374	0.14537	0.036871	0.0448	0.59929	0.035561
Meth__cg25167838__SHH	0.054507	0.034112	0.23268	0.025962	0.30384	0.042457	0.046468	0.58572	0.060796	0.051595	0.65458	0.26852	0.26904	0.029636	0.048841	0.078075	0.090481	0.065797	0.023732	0.18523	0.31195	0.22212	0.62107	0.62121	0.86876	0.042445	0.07525	0.35322	0.60204	0.32576	0.055605	0.02557	0.28433	0.045614	0.14896	0.037773	0.032726	0.051388	0.1525	0.044818
Meth__cg19786920__FLJ14001	0.76115	0.70646	0.30985	0.30841	0.86979	0.75015	0.82223	0.088742	0.4135	0.20254	0.20117	0.027396	0.31142	0.070808	0.34743	0.10999	0.10463	0.15839	0.15064	0.090183	0.12138	0.7741	0.57598	0.35932	0.23716	0.094129	0.16934	0.83676	0.13601	0.10186	0.3425	0.8925	0.63103	0.24501	0.89783	0.24496	0.083211	0.69196	0.24818	0.90538
Meth__cg02121427__LRRC15	0.17036	0.058151	0.62453	0.32408	0.072343	0.51388	0.59387	0.66406	0.093584	0.23917	0.29768	0.72387	0.25263	0.11307	0.074922	0.31442	0.65481	0.13715	0.040348	0.24688	0.50145	0.8732	0.67776	0.69201	0.24183	0.67445	0.068844	0.37656	0.10749	0.17496	0.064115	0.17112	0.06156	0.3169	0.13669	0.16599	0.53201	0.20882	0.52789	0.16868
Meth__cg14115004__STARD3	0.050054	0.04096	0.040905	0.048347	0.073536	0.072703	0.12071	0.080619	0.07661	0.10624	0.45794	0.0672	0.045031	0.034286	0.091119	0.072905	0.043983	0.098184	0.085339	0.07184	0.10862	0.07968	0.066128	0.058609	0.12772	0.050562	0.10731	0.099097	0.10176	0.087919	0.034116	0.05853	0.065984	0.071886	0.051702	0.14157	0.051471	0.094062	0.04395	0.065916
Meth__cg06110728__NELL2	0.064612	0.044152	0.098365	0.042428	0.47362	0.56305	0.14221	0.3592	0.062757	0.068335	0.60621	0.43884	0.45239	0.46736	0.079277	0.069219	0.11539	0.21797	0.36092	0.085679	0.052666	0.13197	0.058454	0.035267	0.5171	0.049122	0.20846	0.91055	0.16766	0.41931	0.091417	0.060146	0.081041	0.060132	0.06004	0.090971	0.061305	0.066498	0.16747	0.056571
Meth__cg05677402__UBE2L6	0.03114	0.65472	0.96997	0.020964	0.44437	0.022308	0.042854	0.017753	0.023152	0.025652	0.020637	0.01437	0.046187	0.019694	0.38274	0.49791	0.026569	0.063647	0.016515	0.048202	0.19931	0.018688	0.022132	0.038819	0.070125	0.27073	0.033892	0.022908	0.046394	0.024068	0.42333	0.024494	0.017821	0.020707	0.017814	0.048953	0.02274	0.43695	0.055653	0.75832
Meth__cg02400248__CDKN2B	0.019449	0.01146	0.022334	0.011184	0.012474	0.016633	0.034501	0.011013	0.0090408	0.011547	0.011592	0.0081735	0.031272	0.015053	0.012974	0.010626	0.41568	0.014189	0.0084045	0.026125	0.02294	0.012633	0.014947	0.011359	0.51327	0.020521	0.031721	0.015487	0.030163	0.012459	0.029416	0.41629	0.01576	0.012133	0.011314	0.11389	0.018441	0.014866	0.03055	0.016543
Meth__cg23002761__FBLIM1	0.14246	0.87155	0.48758	0.54211	0.037717	0.38172	0.97348	0.68325	0.038836	0.63374	0.05524	0.096801	0.71362	0.59995	0.040044	0.12471	0.05134	0.096554	0.022967	0.60053	0.4796	0.43121	0.042689	0.12334	0.55076	0.96405	0.075994	0.043894	0.84412	0.045826	0.4766	0.6225	0.084958	0.033386	0.97153	0.10773	0.16531	0.96004	0.95178	0.95284
Meth__cg08397758__C10orf33	0.047195	0.060419	0.046762	0.039605	0.88177	0.074009	0.056765	0.04076	0.053378	0.051551	0.037272	0.12041	0.11133	0.04926	0.061005	0.050358	0.12013	0.071095	0.042098	0.058421	0.045577	0.054977	0.063093	0.0406	0.053249	0.057831	0.054392	0.054714	0.099132	0.05344	0.10227	0.8114	0.043277	0.04183	0.043253	0.059265	0.049966	0.050382	0.077443	0.04376
Meth__cg00918005__REG3G	0.26406	0.031475	0.72241	0.02899	0.04975	0.41682	0.092537	0.31524	0.61952	0.047778	0.57417	0.41454	0.14365	0.12811	0.40172	0.051394	0.034809	0.12534	0.040323	0.037726	0.043386	0.39129	0.051268	0.31686	0.16202	0.049876	0.086746	0.05875	0.3855	0.046197	0.046597	0.039331	0.059216	0.37686	0.07183	0.096541	0.044771	0.056515	0.16283	0.036532
Meth__cg26747293__FLJ39155	0.047583	0.036226	0.039429	0.059729	0.64608	0.065078	0.13537	0.048838	0.039361	0.056845	0.064938	0.041424	0.91231	0.028942	0.033127	0.052674	0.056704	0.053405	0.026578	0.056442	0.051022	0.056002	0.036438	0.030743	0.86631	0.047022	0.10077	0.043836	0.90899	0.17703	0.053195	0.077631	0.08785	0.045218	0.22936	0.084332	0.088099	0.066804	0.092427	0.093961
Meth__cg11961618__PHLDA2	0.043776	0.042329	0.056599	0.049582	0.31789	0.053029	0.065675	0.17973	0.045832	0.058852	0.75176	0.062098	0.096401	0.03859	0.058278	0.061376	0.049603	0.12395	0.065844	0.04999	0.052776	0.12524	0.17244	0.045494	0.11629	0.056781	0.070582	0.089192	0.095182	0.049884	0.082847	0.063692	0.047015	0.089817	0.05121	0.060326	0.048775	0.045356	0.11983	0.046246
Meth__cg16431978__KRTAP13-3	0.91546	0.11336	0.8727	0.56309	0.1856	0.65723	0.080421	0.96686	0.91576	0.1252	0.78814	0.15811	0.14538	0.31256	0.76757	0.4421	0.12492	0.17376	0.1301	0.16782	0.12839	0.20757	0.13594	0.67848	0.11816	0.12601	0.20477	0.2414	0.14899	0.12889	0.11274	0.12642	0.12696	0.92747	0.092801	0.099415	0.11294	0.29879	0.19417	0.41199
Meth__cg18979491__LBP	0.17217	0.048797	0.51741	0.26538	0.088703	0.3393	0.40672	0.62216	0.11224	0.24355	0.24041	0.75264	0.43094	0.0578	0.090219	0.16653	0.34546	0.13072	0.06592	0.27966	0.24283	0.89415	0.28111	0.17369	0.072552	0.20113	0.12867	0.27343	0.11815	0.13854	0.064395	0.13314	0.070701	0.3416	0.12134	0.053702	0.2705	0.15196	0.12079	0.097749
Meth__cg00216361__GAP43	0.18379	0.030707	0.37669	0.038462	0.092419	0.60721	0.063377	0.94297	0.38119	0.044896	0.18937	0.71057	0.055361	0.05613	0.25921	0.085214	0.036246	0.047988	0.32527	0.042178	0.03475	0.87407	0.04169	0.045706	0.59274	0.047788	0.069023	0.57599	0.30754	0.041777	0.08467	0.041953	0.028402	0.74269	0.067612	0.0449	0.035752	0.17588	0.28977	0.36933
Meth__cg21602160__AOC3	0.11882	0.10507	0.52162	0.085511	0.34316	0.16892	0.47448	0.82081	0.37593	0.18767	0.29037	0.78503	0.27364	0.12308	0.25571	0.20615	0.44181	0.16472	0.073569	0.12156	0.14726	0.69782	0.55568	0.21367	0.32335	0.31855	0.11785	0.29036	0.24326	0.20761	0.10149	0.12325	0.13469	0.58488	0.14666	0.056917	0.14286	0.11211	0.29434	0.092162
Meth__cg14008119__MGC16028	0.044214	0.041645	0.075579	0.059908	0.040601	0.055878	0.033411	0.095429	0.058763	0.070629	0.049941	0.12598	0.089231	0.02516	0.05171	0.04577	0.036793	0.10085	0.037531	0.055745	0.23037	0.069223	0.047503	0.050794	0.12386	0.052011	0.098772	0.043906	0.084074	0.044459	0.054819	0.035634	0.03574	0.72437	0.037953	0.050225	0.043234	0.044346	0.12558	0.06013
Meth__cg15309264__VRK2	0.06238	0.068225	0.069802	0.037946	0.70935	0.060621	0.080889	0.046741	0.049721	0.063893	0.053414	0.041419	0.097231	0.0455	0.054397	0.046294	0.053342	0.19304	0.057412	0.052205	0.058461	0.06252	0.069707	0.050433	0.039594	0.049005	0.056062	0.047038	0.10855	0.047662	0.10421	0.060951	0.05208	0.047468	0.047784	0.12722	0.075875	0.054831	0.091005	0.063609
Meth__cg15646782__FAM55C	0.029361	0.025501	0.023432	0.1133	0.02589	0.030691	0.042402	0.02982	0.030079	0.018506	0.02351	0.031156	0.054928	0.017534	0.025537	0.025034	0.037187	0.042028	0.020058	0.033231	0.025457	0.023604	0.029718	0.019083	0.048203	0.034733	0.037438	0.02588	0.050452	0.023333	0.030901	0.015327	0.026182	0.0355	0.021186	0.025793	0.022548	0.29278	0.042493	0.48403
Meth__cg18915211__ZCRB1	0.07878	0.11256	0.1374	0.098738	0.10213	0.33814	0.75053	0.14363	0.084134	0.1521	0.15228	0.71831	0.062621	0.33109	0.098457	0.1002	0.10938	0.10628	0.085695	0.1422	0.094401	0.21014	0.28551	0.51315	0.68189	0.17826	0.13336	0.079815	0.089331	0.11293	0.20281	0.061441	0.23616	0.078268	0.073621	0.09956	0.30666	0.086274	0.11067	0.069285
Meth__cg16984944__TBC1D23	0.42378	0.053673	0.77786	0.1194	0.2151	0.11554	0.24264	0.031075	0.10394	0.093546	0.044521	0.057758	0.21376	0.042094	0.098178	0.051446	0.055627	0.064595	0.048184	0.052374	0.083297	0.86005	0.061862	0.11368	0.13481	0.25981	0.12523	0.047456	0.10336	0.082601	0.085865	0.045667	0.64239	0.19438	0.2191	0.20229	0.054968	0.30753	0.23248	0.18019
Meth__cg08896053__SNTG1	0.64157	0.038702	0.81728	0.18316	0.42803	0.86221	0.20993	0.67814	0.15686	0.27086	0.85722	0.5118	0.43229	0.43253	0.15054	0.63152	0.49782	0.10593	0.039733	0.55152	0.80704	0.65655	0.090134	0.55273	0.49023	0.056556	0.086574	0.1447	0.46458	0.053016	0.053245	0.06062	0.076758	0.77046	0.66211	0.11173	0.073924	0.13104	0.61557	0.15588
Meth__cg06150468__SNFT	0.042234	0.064041	0.05981	0.03537	0.44642	0.030625	0.03206	0.75969	0.025892	0.031455	0.54694	0.17176	0.96289	0.1383	0.022452	0.62617	0.023958	0.16874	0.095977	0.053411	0.10849	0.7047	0.043317	0.49237	0.50287	0.028583	0.034669	0.77645	0.58023	0.63713	0.029073	0.02598	0.86974	0.79059	0.90219	0.021486	0.031668	0.18842	0.05908	0.31244
Meth__cg00747849__SLC25A1	0.031056	0.023187	0.042252	0.026043	0.023373	0.054563	0.031814	0.047466	0.024928	0.025988	0.029771	0.57473	0.075034	0.032731	0.029494	0.031517	0.02513	0.067394	0.019595	0.019432	0.031676	0.030983	0.093705	0.031395	0.16555	0.029723	0.038442	0.024056	0.050055	0.11726	0.040987	0.020396	0.019672	0.018084	0.019112	0.040655	0.033107	0.025989	0.15787	0.024948
Meth__cg23376526__SLC27A3	0.054231	0.05058	0.038909	0.098742	0.33827	0.043413	0.67092	0.067033	0.030781	0.059981	0.040475	0.048248	0.12735	0.033564	0.041749	0.034536	0.049692	0.094871	0.038149	0.028147	0.040238	0.042707	0.50542	0.031158	0.57125	0.044921	0.089237	0.058074	0.076196	0.039694	0.084047	0.38649	0.10093	0.024943	0.073585	0.86988	0.048168	0.040417	0.072971	0.050748
Meth__cg04589904__ADRB1	0.047455	0.93216	0.068982	0.49876	0.35488	0.43703	0.33696	0.043949	0.77546	0.43806	0.059447	0.060245	0.67706	0.049374	0.6764	0.9377	0.69009	0.22478	0.069116	0.57448	0.54736	0.62066	0.41958	0.065403	0.11979	0.055497	0.065796	0.059638	0.9044	0.18695	0.82007	0.075616	0.11783	0.62189	0.85841	0.080198	0.0695	0.17425	0.14941	0.64277
Meth__cg08548888__MYD88	0.077687	0.065282	0.52453	0.10426	0.7097	0.7001	0.22477	0.24066	0.081678	0.085967	0.089083	0.31097	0.15785	0.059	0.082005	0.18224	0.083503	0.1528	0.097357	0.16513	0.11618	0.17724	0.43181	0.13201	0.52875	0.087104	0.16567	0.45447	0.12146	0.084628	0.078477	0.13257	0.090284	0.098318	0.11264	0.14744	0.36847	0.080733	0.2835	0.087002
Meth__cg10520594__NT5C	0.026846	0.20852	0.038953	0.026519	0.027858	0.54913	0.048193	0.021068	0.03218	0.093892	0.029117	0.13807	0.072405	0.091643	0.033783	0.075245	0.020604	0.053966	0.030775	0.021273	0.043383	0.031618	0.038283	0.038455	0.11506	0.024666	0.060069	0.042748	0.048565	0.049714	0.090403	0.025969	0.031657	0.058651	0.022505	0.043661	0.059147	0.024658	0.13592	0.022693
Meth__cg11390468__IFT57	0.401	0.53604	0.92269	0.089311	0.058763	0.59994	0.25	0.082902	0.91498	0.0759	0.057234	0.083131	0.23275	0.04103	0.7273	0.075385	0.11597	0.11125	0.062515	0.098968	0.090021	0.08793	0.084204	0.094261	0.10363	0.1935	0.090457	0.06178	0.86972	0.18176	0.21241	0.041672	0.083084	0.59922	0.088105	0.12747	0.06842	0.1936	0.50868	0.12681
Meth__cg20326853__CPSF1	0.028894	0.018538	0.024627	0.020163	0.020035	0.031651	0.020166	0.030394	0.023927	0.043682	0.022919	0.038725	0.044812	0.019897	0.020358	0.0247	0.02765	0.051786	0.015984	0.019771	0.029409	0.064245	0.027552	0.02204	0.21496	0.019755	0.034375	0.026539	0.037831	0.028925	0.034868	0.021069	0.02879	0.018418	0.018156	0.031047	0.022995	0.021696	0.021854	0.018379
Meth__cg24166097__NPM3	0.088623	0.12197	0.074263	0.085901	0.050821	0.081244	0.22787	0.078624	0.1029	0.10826	0.10949	0.27509	0.7705	0.072014	0.30916	0.079809	0.090545	0.14536	0.090708	0.043999	0.07428	0.064831	0.067081	0.06923	0.091625	0.07877	0.14247	0.060439	0.15209	0.087906	0.10381	0.086241	0.088866	0.087317	0.096934	0.23795	0.073978	0.93161	0.16862	0.90764
Meth__cg02649608__ZBTB33	0.43757	0.071208	0.057862	0.28913	0.058547	0.065039	0.059683	0.25076	0.50648	0.064573	0.06689	0.032967	0.11753	0.047283	0.43151	0.28879	0.4405	0.20192	0.047597	0.050951	0.07	0.44552	0.085151	0.38727	0.11719	0.063121	0.36343	0.47961	0.35376	0.05717	0.087695	0.46151	0.4206	0.051351	0.22705	0.17464	0.51546	0.36331	0.47785	0.066486
Meth__cg00755043__C9orf121	0.05035	0.047861	0.063999	0.041875	0.9187	0.051084	0.034184	0.041654	0.052494	0.053272	0.056753	0.032799	0.11542	0.041369	0.062836	0.051176	0.63684	0.050077	0.72139	0.037972	0.053746	0.043739	0.047299	0.04244	0.43104	0.068807	0.06717	0.032172	0.10959	0.079359	0.10686	0.051228	0.058101	0.034547	0.056522	0.12817	0.065268	0.058326	0.064846	0.061525
Meth__cg16334840__SCLY	0.016855	0.017957	0.34493	0.016813	0.019653	0.019679	0.019738	0.073446	0.021263	0.024559	0.020597	0.060772	0.051597	0.035704	0.025784	0.014351	0.017212	0.03224	0.019944	0.02425	0.034741	0.023586	0.32459	0.052225	0.063488	0.030496	0.033674	0.019966	0.043595	0.025235	0.02477	0.021694	0.018509	0.022277	0.014534	0.035977	0.022355	0.022583	0.094687	0.022414
Meth__cg15059932__ZNF236	0.047264	0.083048	0.13553	0.065486	0.10218	0.24948	0.63456	0.20961	0.10647	0.43131	0.045928	0.1696	0.14243	0.17025	0.11868	0.10743	0.055572	0.19885	0.0345	0.05346	0.12551	0.4552	0.06506	0.084881	0.15588	0.17875	0.16451	0.045416	0.15736	0.15282	0.20181	0.036931	0.041692	0.50725	0.063609	0.14843	0.050176	0.039194	0.21591	0.043115
Meth__cg03883348__KLC3	0.043523	0.042558	0.75109	0.12148	0.72197	0.20696	0.47903	0.13963	0.030603	0.24703	0.53574	0.14955	0.25453	0.069762	0.061615	0.154	0.37459	0.11948	0.40407	0.23669	0.090816	0.11866	0.24171	0.046688	0.50006	0.49828	0.29818	0.86381	0.10397	0.078724	0.063822	0.073966	0.12888	0.15675	0.057385	0.041302	0.042099	0.2309	0.098221	0.10165
Meth__cg07684796__DKK1	0.05063	0.041861	0.052029	0.02878	0.037552	0.057752	0.02796	0.90908	0.037937	0.60137	0.059309	0.098838	0.044254	0.72464	0.28328	0.58059	0.038628	0.091394	0.53325	0.031821	0.047029	0.59975	0.043747	0.034524	0.052819	0.73334	0.61115	0.034351	0.63656	0.045247	0.050923	0.035332	0.044874	0.049527	0.026794	0.84865	0.44237	0.03886	0.58117	0.055356
Meth__cg11314684__AKT3	0.27401	0.061147	0.66658	0.057193	0.89691	0.10636	0.16166	0.12165	0.037263	0.089902	0.16762	0.14106	0.11191	0.045578	0.054893	0.078065	0.046884	0.098958	0.070976	0.057976	0.083675	0.07975	0.17948	0.45803	0.10866	0.08961	0.13039	0.1193	0.11027	0.1738	0.082789	0.065657	0.10105	0.38517	0.043773	0.13961	0.35915	0.078934	0.097176	0.053659
