Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg01257202__DKC1	0.45424	0.037193	0.045877	0.053792	0.035296	0.026485	0.040562	0.43915	0.029858	0.035977	0.055587	0.10068	0.056974	0.030499	0.030112	0.064185	0.27932	0.071627	0.040779	0.033702	0.042424	0.42945	0.04732	0.41684	0.069275	0.04115	0.06498	0.13476	0.055556	0.077365	0.02251	0.081282	0.029812	0.08262	0.13061	0.55918	0.076783	0.039893
Meth__cg21298523__NUDT9	0.12382	0.063146	0.079444	0.057798	0.0373	0.044429	0.048625	0.48951	0.065423	0.088639	0.046311	0.49872	0.10542	0.044714	0.085815	0.051721	0.04812	0.18475	0.078738	0.084196	0.13441	0.061821	0.45366	0.085665	0.1114	0.1415	0.13985	0.091292	0.083726	0.035919	0.045295	0.043241	0.044183	0.057399	0.10251	0.41872	0.10387	0.074881
Meth__cg05380570__ARHGEF10L	0.094277	0.066858	0.079588	0.065358	0.0583	0.13378	0.06232	0.89903	0.051035	0.085838	0.060125	0.052582	0.10138	0.050161	0.061777	0.081612	0.069656	0.092708	0.035455	0.077854	0.05322	0.063114	0.063931	0.061949	0.071385	0.059036	0.068278	0.10595	0.08199	0.032433	0.037362	0.044014	0.023828	0.051863	0.11988	0.091571	0.04829	0.049162
Meth__cg00090147__GATA4	0.96481	0.047012	0.93251	0.03494	0.037751	0.8471	0.70038	0.97585	0.11356	0.035797	0.6618	0.48422	0.93917	0.14877	0.1073	0.80339	0.86295	0.13446	0.035651	0.96267	0.96992	0.9742	0.9326	0.98045	0.51607	0.86093	0.061477	0.056198	0.087368	0.13781	0.17306	0.064585	0.081174	0.42637	0.95514	0.9646	0.79777	0.75445
Meth__cg05358291__CYP4F2	0.57188	0.13722	0.72968	0.64031	0.46048	0.081393	0.12984	0.33154	0.050121	0.2441	0.40592	0.77455	0.69082	0.10014	0.074021	0.28057	0.2285	0.20082	0.09047	0.63181	0.56098	0.79837	0.22862	0.6646	0.081698	0.34512	0.16457	0.157	0.17988	0.064066	0.065684	0.096183	0.15004	0.53585	0.17106	0.42674	0.2318	0.21704
Meth__cg12219915__FAM50A	0.55871	0.050038	0.89729	0.067931	0.4582	0.035161	0.061128	0.28349	0.10555	0.61074	0.038022	0.67226	0.75301	0.035385	0.11803	0.34756	0.41305	0.15385	0.065788	0.69735	0.083096	0.42217	0.041691	0.62511	0.10175	0.070684	0.097276	0.29997	0.11353	0.55581	0.097015	0.36217	0.16338	0.22938	0.079312	0.6315	0.17817	0.053864
Meth__cg22131691__PDE1C	0.94389	0.038738	0.95613	0.70815	0.099355	0.038862	0.9068	0.94376	0.423	0.070351	0.64952	0.70006	0.89665	0.12229	0.45342	0.051838	0.059954	0.10082	0.029838	0.53698	0.44917	0.22811	0.30365	0.53444	0.51543	0.15883	0.30202	0.84445	0.066436	0.11029	0.061267	0.40546	0.059287	0.90485	0.083416	0.61565	0.46604	0.16116
Meth__cg00128197__HADH2	0.49726	0.031298	0.063468	0.033802	0.1722	0.036976	0.056692	0.059358	0.20582	0.16276	0.044086	0.35085	0.30385	0.27068	0.19521	0.031378	0.04334	0.24749	0.044675	0.029154	0.044457	0.32614	0.52707	0.40737	0.14037	0.038727	0.11745	0.54257	0.19952	0.49615	0.033476	0.44137	0.032928	0.048549	0.073171	0.39988	0.26957	0.039501
Meth__cg04451988__C10orf38	0.2651	0.035638	0.78055	0.034906	0.037936	0.029623	0.31883	0.017351	0.031927	0.037607	0.030505	0.047006	0.15023	0.031889	0.041725	0.036418	0.029806	0.059099	0.04097	0.83954	0.41656	0.32813	0.033861	0.04486	0.11734	0.063575	0.068908	0.74858	0.073262	0.035735	0.033022	0.041173	0.032404	0.33554	0.050889	0.039311	0.038027	0.039363
Meth__cg23503501__RIBC2	0.060055	0.094974	0.044818	0.040833	0.027809	0.33056	0.046689	0.48071	0.038957	0.042076	0.047087	0.090665	0.14866	0.031741	0.030672	0.33503	0.031644	0.053699	0.060678	0.50067	0.041824	0.30391	0.55301	0.36515	0.058598	0.036693	0.061182	0.065549	0.19894	0.03548	0.14301	0.064183	0.018186	0.02599	0.083089	0.037592	0.063898	0.5522
Meth__cg26133068__SLC2A11	0.074645	0.06614	0.088174	0.082821	0.077211	0.15246	0.09318	0.45148	0.071193	0.09403	0.068383	0.069024	0.16646	0.06512	0.07577	0.061648	0.050097	0.12969	0.073101	0.068123	0.081602	0.096891	0.097961	0.0584	0.88906	0.080414	0.092546	0.085467	0.10303	0.059153	0.06231	0.50631	0.056132	0.060295	0.10521	0.095336	0.057496	0.067271
Meth__cg17043101__NOLC1	0.038493	0.034562	0.04366	0.040049	0.034934	0.034826	0.045778	0.056121	0.033249	0.044138	0.032905	0.019733	0.088464	0.033741	0.034911	0.02979	0.030272	0.092505	0.028925	0.03429	0.037925	0.038302	0.039506	0.038353	0.08178	0.045017	0.066271	0.11898	0.083945	0.034823	0.035376	0.039449	0.038347	0.028002	0.063417	0.041301	0.058927	0.47568
Meth__cg11700584__RPL36AL	0.05321	0.042894	0.095842	0.45248	0.032659	0.048744	0.064331	0.058884	0.050125	0.04513	0.079348	0.075345	0.050955	0.047175	0.040512	0.047698	0.023077	0.10137	0.057708	0.038071	0.04033	0.069317	0.0678	0.84651	0.043915	0.078739	0.054889	0.079451	0.055195	0.050412	0.033083	0.043494	0.037407	0.040256	0.057924	0.18319	0.057408	0.032007
Meth__cg21688264__SNAP91	0.033559	0.039291	0.50529	0.036969	0.038297	0.030115	0.94749	0.96084	0.032683	0.051732	0.086014	0.039286	0.78374	0.94969	0.29757	0.032253	0.057619	0.1008	0.057335	0.087991	0.04271	0.60622	0.04142	0.94016	0.64237	0.48976	0.14978	0.88673	0.066098	0.038972	0.026523	0.089027	0.056055	0.6887	0.051154	0.78888	0.59332	0.73141
Meth__cg01887353__ZNF41	0.43234	0.041613	0.044463	0.042649	0.072234	0.032137	0.031096	0.027665	0.0652	0.028846	0.034399	0.50885	0.15171	0.16858	0.066213	0.51729	0.029835	0.13547	0.024893	0.030395	0.038437	0.44232	0.13375	0.47477	0.079433	0.19475	0.10801	0.21303	0.076442	0.18677	0.034974	0.54121	0.03339	0.038592	0.045902	0.40535	0.11903	0.032951
Meth__cg17959722__MRPL41	0.034987	0.037294	0.03668	0.042373	0.026644	0.027151	0.02915	0.040771	0.03532	0.054514	0.030741	0.089097	0.053403	0.020715	0.036027	0.033623	0.025003	0.048539	0.029301	0.02814	0.039204	0.038396	0.071645	0.034349	0.062135	0.15071	0.070617	0.058154	0.070152	0.032308	0.023435	0.028149	0.027722	0.022753	0.0469	0.042443	0.036518	0.032523
Meth__cg02873524__PAPPA	0.50807	0.084937	0.58096	0.054931	0.051937	0.039642	0.64503	0.36696	0.029329	0.05136	0.84219	0.28002	0.11888	0.050729	0.040273	0.038856	0.034249	0.066472	0.037193	0.8226	0.63098	0.40735	0.041259	0.15813	0.37232	0.047599	0.12488	0.88446	0.052424	0.045774	0.025973	0.070457	0.03516	0.19501	0.35694	0.056796	0.042787	0.042719
Meth__cg25345005__C3orf9	0.03082	0.021472	0.26514	0.029828	0.02228	0.024488	0.031315	0.043254	0.029586	0.032064	0.024196	0.023639	0.28786	0.017707	0.026777	0.021552	0.028025	0.088659	0.025211	0.018863	0.033022	0.028042	0.026593	0.023458	0.073284	0.035668	0.06618	0.078284	0.0411	0.023891	0.019432	0.031732	0.025634	0.022465	0.057721	0.03327	0.028709	0.026175
Meth__cg13575604__TCP11L1	0.092065	0.065335	0.096497	0.068663	0.031445	0.055258	0.072585	0.59653	0.057985	0.052238	0.066964	0.040946	0.089495	0.027449	0.046015	0.041569	0.051703	0.078491	0.042351	0.046783	0.08342	0.052119	0.071967	0.042052	0.10266	0.075508	0.082052	0.096929	0.12079	0.044035	0.042555	0.045172	0.047472	0.029488	0.092767	0.049428	0.044574	0.055779
Meth__cg25808906__DGKG	0.90887	0.044096	0.22784	0.073445	0.04123	0.85536	0.77803	0.5288	0.05435	0.060456	0.20811	0.4117	0.15454	0.048306	0.064124	0.066113	0.084417	0.088207	0.12142	0.85392	0.91359	0.22229	0.052145	0.90512	0.84297	0.17224	0.1874	0.71869	0.092653	0.066408	0.18893	0.29446	0.047805	0.14023	0.19993	0.62394	0.080827	0.060333
Meth__cg03067226__TPI1	0.033545	0.037145	0.05096	0.046574	0.035105	0.10126	0.049523	0.041572	0.031754	0.033819	0.06331	0.30541	0.27108	0.034909	0.036592	0.072869	0.036888	0.059305	0.049752	0.17002	0.067049	0.13296	0.27743	0.066707	0.087237	0.11334	0.053439	0.27963	0.048425	0.030337	0.043332	0.057472	0.043586	0.026026	0.064058	0.066741	0.084049	0.03659
Meth__cg10076009__SMARCA1	0.62257	0.081307	0.075892	0.081633	0.40317	0.051164	0.092926	0.44971	0.077124	0.11336	0.084743	0.04067	0.14422	0.79256	0.085546	0.082291	0.43205	0.28209	0.080137	0.080385	0.078692	0.59826	0.063281	0.55948	0.19191	0.093854	0.40441	0.45206	0.10859	0.057078	0.051659	0.60436	0.059319	0.26658	0.117	0.67125	0.079944	0.090069
Meth__cg16584911__KIAA0828	0.087701	0.090017	0.10677	0.086627	0.06645	0.085049	0.092013	0.060132	0.090004	0.098036	0.090602	0.06975	0.10702	0.15511	0.09951	0.0818	0.089771	0.10482	0.076472	0.85802	0.097191	0.099868	0.098097	0.11332	0.07521	0.090355	0.095944	0.11	0.11141	0.094241	0.099482	0.098977	0.09597	0.062517	0.072701	0.085361	0.083883	0.096304
Meth__cg19560758__ERRFI1	0.46231	0.075579	0.096564	0.062539	0.040081	0.028157	0.085839	0.082903	0.036997	0.02671	0.093176	0.042794	0.1059	0.013774	0.042048	0.030502	0.067348	0.11081	0.016825	0.026841	0.094741	0.44491	0.35287	0.061462	0.06316	0.083627	0.0427	0.15746	0.12216	0.032471	0.02607	0.034245	0.020333	0.02382	0.089351	0.023812	0.048382	0.07109
Meth__cg14580567__HHIP	0.096272	0.066859	0.90705	0.12158	0.044508	0.14202	0.86553	0.08369	0.04861	0.062727	0.56452	0.053475	0.75277	0.048913	0.06708	0.069216	0.059609	0.10254	0.044939	0.62919	0.52019	0.12838	0.066154	0.25405	0.31396	0.74115	0.49094	0.84809	0.090094	0.055291	0.072687	0.052248	0.052688	0.62572	0.097641	0.23866	0.1001	0.087369
Meth__cg05922972__TSPAN3	0.035155	0.042797	0.88907	0.17799	0.042105	0.028965	0.047341	0.045611	0.060789	0.050935	0.041836	0.041003	0.071043	0.044609	0.040079	0.030367	0.034028	0.082556	0.025405	0.040859	0.048328	0.078263	0.047792	0.055429	0.10553	0.069773	0.087642	0.13632	0.053681	0.030643	0.029178	0.034433	0.028003	0.034103	0.067262	0.037981	0.036393	0.034771
Meth__cg08946989__TBC1D7	0.032502	0.015408	0.026708	0.026349	0.017881	0.019492	0.032599	0.28844	0.023106	0.026819	0.031232	0.018336	0.059711	0.015121	0.018332	0.018052	0.02277	0.046558	0.020819	0.024528	0.02576	0.023302	0.027687	0.019972	0.10104	0.031736	0.043382	0.045131	0.039459	0.026596	0.013725	0.01888	0.01877	0.020423	0.043914	0.029315	0.027694	0.030599
Meth__cg14320796__GAJ	0.029028	0.01926	0.4367	0.17151	0.045933	0.028378	0.034851	0.063111	0.031977	0.064671	0.025236	0.1693	0.17318	0.028624	0.041717	0.04988	0.037161	0.041792	0.025765	0.034324	0.034963	0.075301	0.031771	0.048117	0.068764	0.045312	0.29276	0.095036	0.12284	0.029388	0.024408	0.078702	0.054337	0.044395	0.08616	0.3083	0.27631	0.072788
Meth__cg14260918__ZNF673	0.45135	0.014321	0.045672	0.020833	0.17226	0.018916	0.024595	0.026454	0.41774	0.020341	0.022444	0.45031	0.50782	0.17075	0.33504	0.61641	0.022315	0.20714	0.014566	0.015089	0.022267	0.45836	0.076064	0.41283	0.043148	0.38314	0.30492	0.26981	0.075134	0.47927	0.016377	0.52735	0.02778	0.043871	0.043171	0.42155	0.12578	0.021251
Meth__cg12995941__INSRR	0.48641	0.059086	0.59256	0.80315	0.54089	0.42039	0.14437	0.58616	0.075318	0.91853	0.84918	0.37561	0.83803	0.14667	0.085143	0.60962	0.092103	0.11824	0.079821	0.89832	0.9517	0.96074	0.95959	0.68433	0.7752	0.76997	0.12469	0.60845	0.10137	0.080859	0.051302	0.090709	0.058578	0.3229	0.10266	0.94709	0.57901	0.49274
Meth__cg25148589__GRIA2	0.60948	0.070535	0.5751	0.092082	0.04322	0.18851	0.92568	0.76964	0.043357	0.055919	0.33029	0.31085	0.79149	0.20254	0.35609	0.63692	0.18378	0.87021	0.28486	0.66269	0.097461	0.44415	0.10148	0.35095	0.91287	0.89407	0.45958	0.91502	0.11673	0.42191	0.47316	0.53664	0.34123	0.71555	0.14635	0.58982	0.24255	0.064497
Meth__cg06848073__FBXO44	0.65897	0.35015	0.62021	0.817	0.74638	0.76099	0.65746	0.1497	0.02198	0.55056	0.026673	0.040108	0.77771	0.11593	0.046942	0.20044	0.050254	0.021572	0.055372	0.36531	0.54397	0.68766	0.58661	0.83969	0.074625	0.7367	0.2767	0.77127	0.58729	0.26456	0.01848	0.045375	0.14457	0.38437	0.66048	0.7812	0.77337	0.74332
Meth__cg01943185__NMU	0.069025	0.070517	0.84155	0.078391	0.052747	0.56454	0.088361	0.38918	0.044322	0.068869	0.48607	0.10255	0.35338	0.048272	0.057267	0.047291	0.068821	0.093509	0.3806	0.27961	0.19246	0.3001	0.43393	0.098743	0.11653	0.074722	0.056784	0.11291	0.10927	0.081554	0.043942	0.13448	0.054279	0.18732	0.073356	0.062367	0.053995	0.055167
Meth__cg10398950__CRKRS	0.0519	0.045697	0.061678	0.065233	0.031258	0.054704	0.053777	0.075274	0.046314	0.056837	0.045878	0.053147	0.51409	0.050451	0.05037	0.054646	0.047843	0.07391	0.054774	0.054288	0.058165	0.093499	0.052774	0.045973	0.11126	0.055692	0.061271	0.09533	0.1559	0.32523	0.055697	0.057352	0.044252	0.03512	0.069741	0.062268	0.040592	0.049454
Meth__cg16664233__ETHE1	0.052234	0.025777	0.043646	0.041151	0.027728	0.028175	0.037047	0.4057	0.032648	0.05079	0.047608	0.12775	0.052491	0.02887	0.029779	0.041504	0.028395	0.048246	0.029671	0.043752	0.046432	0.041257	0.070597	0.019882	0.03587	0.038951	0.062567	0.07094	0.059513	0.025699	0.036803	0.034721	0.025274	0.023537	0.096631	0.034334	0.037789	0.029617
Meth__cg06899582__SUHW3	0.18531	0.029999	0.03766	0.05743	0.17588	0.02938	0.051442	0.2072	0.035553	0.037528	0.035861	0.044071	0.078063	0.093304	0.049286	0.060237	0.46475	0.069565	0.035505	0.040257	0.040405	0.45433	0.05374	0.46299	0.068238	0.055991	0.16076	0.35773	0.068409	0.46333	0.040719	0.39419	0.033258	0.086844	0.12754	0.5312	0.21445	0.034846
Meth__cg17943999__GEM	0.07476	0.062339	0.42421	0.49964	0.12727	0.086988	0.18822	0.40744	0.070317	0.069114	0.05501	0.21257	0.52874	0.16367	0.080557	0.1603	0.046079	0.071139	0.044186	0.16387	0.12396	0.86323	0.085832	0.12795	0.074238	0.16534	0.070302	0.4976	0.08771	0.042679	0.072346	0.26144	0.15337	0.77267	0.06197	0.087563	0.11738	0.48304
Meth__cg11854007__RP11-49G10.8	0.14681	0.12812	0.6787	0.059566	0.056388	0.029748	0.085751	0.10687	0.074396	0.089035	0.077437	0.46261	0.43915	0.056157	0.09474	0.056383	0.036313	0.12512	0.0708	0.069876	0.072162	0.58642	0.077371	0.058632	0.15588	0.087511	0.1129	0.08962	0.10318	0.043113	0.055636	0.088235	0.09861	0.18351	0.073718	0.12702	0.072621	0.069846
Meth__cg08422599__KCNIP1	0.91801	0.090108	0.93918	0.39888	0.057747	0.034586	0.92582	0.089735	0.048159	0.1056	0.22908	0.31855	0.91308	0.36446	0.048261	0.059054	0.04834	0.11237	0.037565	0.92581	0.92343	0.58399	0.39897	0.95432	0.86951	0.89442	0.24794	0.83168	0.22325	0.11225	0.087719	0.19877	0.046147	0.94847	0.36464	0.056015	0.38068	0.51961
Meth__cg11572744__DPYSL3	0.076104	0.04979	0.85109	0.054041	0.03674	0.56279	0.58536	0.78021	0.054803	0.093091	0.47803	0.069643	0.33791	0.045269	0.068239	0.077069	0.051029	0.13045	0.056396	0.51721	0.06028	0.40212	0.056966	0.040958	0.36544	0.064399	0.068374	0.83261	0.11739	0.03875	0.036984	0.27018	0.034773	0.39119	0.069014	0.072305	0.050466	0.046314
Meth__cg23257840__ZNF264	0.032251	0.027767	0.045963	0.033824	0.023047	0.032769	0.037956	0.057439	0.025413	0.031327	0.036666	0.024798	0.71011	0.52463	0.030077	0.037886	0.036586	0.052029	0.028818	0.55682	0.52515	0.035488	0.039278	0.031221	0.077844	0.038622	0.055162	0.079802	0.087776	0.03557	0.035987	0.035105	0.022021	0.020056	0.040508	0.037695	0.038697	0.036146
Meth__cg23833452__RAB32	0.076295	0.068179	0.63427	0.074639	0.080543	0.078568	0.096196	0.075705	0.082148	0.072826	0.12799	0.085444	0.14137	0.057884	0.49138	0.077456	0.077292	0.11117	0.055603	0.16343	0.064793	0.084459	0.12893	0.10053	0.12572	0.18326	0.088905	0.62655	0.13719	0.064052	0.090453	0.072818	0.071737	0.073951	0.15496	0.089932	0.10416	0.10422
Meth__cg05998426__RIN1	0.028316	0.03184	0.041574	0.024559	0.032434	0.021812	0.4179	0.035272	0.051651	0.025189	0.034799	0.044323	0.069664	0.022562	0.059734	0.021316	0.028974	0.039246	0.017191	0.60898	0.15927	0.054839	0.035638	0.021772	0.035982	0.17228	0.074822	0.13863	0.061549	0.030935	0.019509	0.02922	0.023565	0.031561	0.055987	0.035584	0.022194	0.024127
Meth__cg20470275__SNX24	0.026296	0.024969	0.032898	0.028601	0.021893	0.02209	0.020307	0.52041	0.020454	0.029933	0.021284	0.023647	0.03574	0.029832	0.026961	0.019963	0.018015	0.034911	0.016551	0.02146	0.018778	0.026303	0.030165	0.017035	0.039306	0.02874	0.029595	0.071536	0.035519	0.018655	0.02097	0.020055	0.015191	0.01711	0.026387	0.022082	0.021557	0.025958
Meth__cg24516061__RGS19	0.027122	0.029934	0.034619	0.037092	0.02345	0.031373	0.032164	0.035328	0.023467	0.030582	0.027194	0.18835	0.22994	0.32158	0.034629	0.042272	0.030496	0.065587	0.019307	0.10563	0.033697	0.12689	0.095716	0.06023	0.063735	0.036463	0.064894	0.05774	0.047834	0.026706	0.17071	0.039843	0.026364	0.02888	0.075016	0.043913	0.03319	0.029888
Meth__cg12265604__HAS3	0.30886	0.27353	0.12	0.10281	0.050483	0.13761	0.060816	0.076304	0.058724	0.06341	0.086471	0.053903	0.12227	0.040613	0.073342	0.06684	0.049943	0.11072	0.12133	0.087393	0.057103	0.74076	0.10636	0.068479	0.1026	0.057264	0.11924	0.11688	0.11542	0.048661	0.053679	0.063044	0.047052	0.55172	0.083077	0.063674	0.041765	0.052767
Meth__cg26233209__ATG12	0.12294	0.064638	0.13784	0.11176	0.061016	0.16471	0.107	0.50193	0.40644	0.079782	0.086146	0.28742	0.11127	0.1128	0.26218	0.1769	0.10285	0.10734	0.1652	0.092837	0.079798	0.84293	0.23311	0.23861	0.27467	0.10032	0.12551	0.12599	0.13863	0.080219	0.11166	0.33686	0.060768	0.07588	0.088898	0.1533	0.088915	0.094301
Meth__cg03950654__ARRB2	0.031787	0.030024	0.032188	0.031779	0.022637	0.033698	0.033418	0.58704	0.025372	0.041047	0.043299	0.022997	0.069271	0.023257	0.027165	0.031184	0.030511	0.064498	0.034567	0.033391	0.032593	0.033249	0.033513	0.029541	0.070342	0.033142	0.06189	0.071497	0.065564	0.028675	0.036757	0.030581	0.026296	0.026152	0.047619	0.036266	0.030851	0.028369
Meth__cg13697387__LCE2A	0.27509	0.043983	0.20308	0.65477	0.15407	0.054804	0.14731	0.13113	0.12864	0.086573	0.068216	0.10582	0.31409	0.040217	0.11734	0.074821	0.066347	0.099091	0.065626	0.12432	0.14704	0.070858	0.071259	0.22852	0.084909	0.26708	0.13685	0.10434	0.087605	0.046214	0.085968	0.083064	0.061221	0.068738	0.12438	0.20918	0.12555	0.2164
Meth__cg24779040__TSPYL2	0.69307	0.64886	0.05369	0.028886	0.5428	0.021012	0.045801	0.06644	0.5614	0.65662	0.045535	0.79407	0.57336	0.41573	0.49863	0.81531	0.026766	0.52247	0.027186	0.023271	0.035569	0.69667	0.75413	0.61226	0.077322	0.61379	0.74518	0.74474	0.7196	0.7158	0.023474	0.75875	0.031597	0.031987	0.046694	0.49762	0.47494	0.029219
Meth__cg13297865__ELOVL4	0.59645	0.029363	0.98416	0.28758	0.02509	0.63476	0.68403	0.032604	0.048738	0.021187	0.24412	0.091312	0.6325	0.03121	0.45171	0.023648	0.032408	0.47151	0.021131	0.65944	0.49875	0.036669	0.030115	0.66542	0.95347	0.96565	0.5189	0.94143	0.071198	0.019665	0.022951	0.071963	0.029152	0.032825	0.035149	0.023318	0.026539	0.027604
Meth__cg04172348__SYN2	0.80988	0.063827	0.95211	0.94073	0.86205	0.8493	0.91053	0.94075	0.058421	0.92387	0.05796	0.088019	0.90513	0.47815	0.069229	0.053123	0.084716	0.18587	0.10869	0.90551	0.82197	0.88635	0.044455	0.92515	0.88641	0.71732	0.17303	0.88276	0.09482	0.043517	0.045506	0.61027	0.094828	0.41927	0.13652	0.89902	0.61256	0.71698
Meth__cg10501065__IGF2AS	0.088186	0.08258	0.12678	0.14232	0.089615	0.26834	0.12455	0.1121	0.077399	0.083481	0.11879	0.10925	0.4245	0.085631	0.082381	0.10336	0.095218	0.18509	0.059584	0.43641	0.33333	0.30337	0.094007	0.40145	0.64647	0.49743	0.117	0.81042	0.090546	0.044077	0.058795	0.083882	0.046645	0.1832	0.13687	0.15615	0.06701	0.097475
Meth__cg27546237__COL4A1	0.35818	0.0527	0.54487	0.15725	0.19443	0.25777	0.77147	0.68436	0.11391	0.066684	0.052902	0.36587	0.8176	0.27139	0.28051	0.053038	0.049646	0.10342	0.049382	0.92143	0.93456	0.13127	0.073447	0.91778	0.096087	0.89816	0.065865	0.83748	0.078463	0.41738	0.049297	0.50287	0.08409	0.87511	0.45212	0.90005	0.26178	0.4231
Meth__cg05806233__GNAI1	0.031396	0.01804	0.43756	0.55256	0.052025	0.26669	0.032471	0.038173	0.022067	0.023082	0.029943	0.049861	0.10227	0.040096	0.021784	0.026604	0.03082	0.052784	0.029172	0.081465	0.090834	0.60189	0.028908	0.21997	0.031335	0.043131	0.055708	0.07892	0.036885	0.024244	0.02037	0.038175	0.023794	0.037424	0.047052	0.051537	0.079757	0.1835
Meth__cg14321399__RRAGB	0.32379	0.021747	0.047886	0.030318	0.025163	0.027578	0.0325	0.052579	0.069163	0.032531	0.032696	0.25217	0.085208	0.19819	0.049394	0.034971	0.25833	0.041618	0.023207	0.019169	0.034905	0.29233	0.073654	0.29252	0.10481	0.15691	0.033631	0.24159	0.18986	0.056638	0.024364	0.019622	0.01873	0.026866	0.050233	0.26215	0.025014	0.020534
Meth__cg08262933__MORF4L2	0.34579	0.026737	0.088404	0.069919	0.13245	0.03148	0.04931	0.23675	0.024544	0.024482	0.055762	0.067093	0.090199	0.18613	0.030804	0.11673	0.20902	0.089588	0.065016	0.039557	0.046214	0.41351	0.054125	0.30845	0.074988	0.077931	0.057681	0.23724	0.099746	0.045839	0.072279	0.040763	0.043444	0.035098	0.10184	0.51733	0.10985	0.053475
Meth__cg10957200__HSPA14	0.030715	0.035954	0.057058	0.033344	0.020491	0.027396	0.046085	0.055027	0.022507	0.036928	0.055105	0.034846	0.03732	0.029931	0.020636	0.034715	0.018255	0.034607	0.026338	0.025866	0.04648	0.038412	0.036034	0.020806	0.04294	0.042701	0.061065	0.064556	0.20369	0.027031	0.024133	0.041999	0.0338	0.02629	0.046423	0.045872	0.050676	0.031021
Meth__cg15612436__MPPED1	0.29544	0.016418	0.078789	0.38883	0.23512	0.038556	0.32837	0.79577	0.024248	0.054453	0.10292	0.36608	0.33508	0.023475	0.021561	0.060209	0.45336	0.029026	0.023662	0.48399	0.38087	0.65658	0.50211	0.78027	0.041153	0.11905	0.035194	0.19388	0.026986	0.26268	0.025477	0.031002	0.051466	0.042239	0.053094	0.36844	0.22685	0.06719
Meth__cg16114640__THSD1	0.14028	0.12103	0.21383	0.16121	0.1219	0.10231	0.13749	0.65188	0.09106	0.091426	0.16279	0.21739	0.25919	0.25063	0.13138	0.17717	0.13842	0.19622	0.19456	0.17044	0.20392	0.54836	0.19064	0.52361	0.26254	0.79773	0.16601	0.52182	0.16145	0.09035	0.13389	0.48606	0.068036	0.76589	0.75263	0.17236	0.38332	0.62417
Meth__cg10866709__GATA4	0.45871	0.043783	0.06302	0.056188	0.0752	0.35694	0.14093	0.81664	0.21812	0.067593	0.38389	0.61877	0.62713	0.056437	0.18869	0.49169	0.3312	0.13381	0.03727	0.74907	0.61824	0.82634	0.68339	0.72309	0.4081	0.45379	0.083485	0.13652	0.080931	0.05527	0.069719	0.054588	0.049111	0.15604	0.55136	0.68927	0.13047	0.25769
Meth__cg07028533__CNTNAP2	0.56168	0.042883	0.87799	0.050667	0.035908	0.058146	0.90435	0.92816	0.041356	0.077205	0.91675	0.88374	0.6057	0.030712	0.044011	0.0661	0.69106	0.48192	0.48227	0.43996	0.34135	0.056935	0.078575	0.48228	0.81169	0.70705	0.67317	0.86597	0.080361	0.068885	0.096255	0.58741	0.043801	0.61218	0.11084	0.77923	0.049803	0.054635
Meth__cg09076077__FLJ33860	0.9135	0.095383	0.91976	0.88458	0.64237	0.20871	0.74994	0.9471	0.071361	0.6525	0.89522	0.80475	0.78764	0.11208	0.1722	0.58229	0.62779	0.19752	0.044325	0.28591	0.67228	0.89346	0.086079	0.94333	0.17611	0.71059	0.14736	0.91126	0.092322	0.049679	0.040029	0.10275	0.48567	0.84222	0.073372	0.93637	0.086513	0.0558
Meth__cg13756879__IGF2	0.041981	0.026439	0.36774	0.044643	0.026202	0.62157	0.24536	0.80555	0.033054	0.035355	0.76613	0.87634	0.39144	0.038892	0.031729	0.036356	0.037971	0.13813	0.07572	0.83533	0.7575	0.15088	0.04175	0.79324	0.90291	0.046713	0.041808	0.78247	0.054709	0.038643	0.025954	0.49396	0.024335	0.21551	0.065348	0.12218	0.031401	0.03039
Meth__cg18535534__BCORL1	0.58795	0.029511	0.76952	0.066771	0.40304	0.067173	0.10024	0.94168	0.029028	0.47242	0.19603	0.028601	0.6808	0.60749	0.04453	0.87647	0.46692	0.14046	0.019455	0.10986	0.1047	0.55518	0.75849	0.53992	0.10234	0.030516	0.25018	0.46154	0.061048	0.59378	0.032854	0.46598	0.022161	0.7494	0.070456	0.59027	0.41177	0.13111
Meth__cg12548454__PSAT1	0.049974	0.033581	0.037561	0.042591	0.051768	0.031235	0.22411	0.03034	0.046898	0.043215	0.04661	0.036988	0.079106	0.030993	0.041266	0.84876	0.019734	0.043669	0.037266	0.59851	0.24901	0.90962	0.19017	0.82998	0.072826	0.42247	0.076161	0.80167	0.0956	0.032165	0.030129	0.049511	0.043949	0.67176	0.16172	0.83172	0.3486	0.71006
