Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg12650780__SH3BGRL	0.40382	0.0522	0.88795	0.41202	0.60504	0.035986	0.0795	0.30728	0.68622	0.5448	0.052804	0.21896	0.27407	0.65262	0.23975	0.06691	0.084105	0.051074	0.28134	0.088145	0.62447	0.13043	0.47389	0.10877	0.080485	0.065335	0.31265	0.30242	0.04951	0.17535	0.1789	0.87701	0.61131	0.58688	0.29899	0.66921	0.45356	0.76722
Meth__cg03292149__CBLC	0.075403	0.077924	0.067632	0.081752	0.043025	0.94914	0.058719	0.090366	0.072123	0.063818	0.29016	0.13326	0.15985	0.061311	0.2534	0.94787	0.12642	0.92253	0.064227	0.06458	0.06873	0.8948	0.048084	0.84596	0.066317	0.13019	0.23308	0.12181	0.42397	0.065908	0.89286	0.052733	0.048075	0.036512	0.28048	0.067153	0.0586	0.065107
Meth__cg04245402__C19orf21	0.033274	0.028392	0.044926	0.03281	0.0434	0.96162	0.028215	0.027473	0.035513	0.87944	0.19839	0.09484	0.046489	0.034799	0.34035	0.97317	0.092414	0.96715	0.027015	0.048047	0.030754	0.95174	0.021723	0.12566	0.038448	0.078617	0.34167	0.038792	0.69939	0.031802	0.97037	0.032284	0.029179	0.020819	0.12456	0.035772	0.058892	0.044523
Meth__cg08570275__P2RY1	0.09353	0.035141	0.21073	0.049781	0.022666	0.090626	0.30683	0.19275	0.032983	0.019924	0.11384	0.064076	0.05684	0.022731	0.027827	0.02738	0.078074	0.023589	0.13794	0.071567	0.033255	0.036124	0.022319	0.45947	0.045188	0.026736	0.12117	0.044653	0.028443	0.015	0.028591	0.019095	0.0218	0.016035	0.10064	0.022464	0.024197	0.033257
Meth__cg20143092__CD44	0.16043	0.13835	0.2978	0.73874	0.76383	0.13215	0.91294	0.077751	0.71146	0.088204	0.085008	0.3599	0.23973	0.76338	0.074611	0.062924	0.18547	0.07369	0.58463	0.15737	0.16771	0.10082	0.37042	0.11951	0.15348	0.094381	0.74589	0.10348	0.063107	0.09857	0.056797	0.94037	0.18214	0.75992	0.055487	0.51858	0.24624	0.86917
Meth__cg24855780__TNKS1BP1	0.031848	0.020648	0.41856	0.035134	0.026584	0.95329	0.036243	0.077938	0.028992	0.037675	0.75482	0.76241	0.084576	0.048765	0.065861	0.11046	0.11259	0.055394	0.38696	0.071582	0.080041	0.59691	0.051179	0.8805	0.042191	0.033642	0.067038	0.052741	0.56105	0.45686	0.64323	0.041517	0.031375	0.0313	0.12976	0.029889	0.03403	0.034636
Meth__cg14338887__GNMT	0.048423	0.044547	0.053432	0.060108	0.056414	0.98389	0.069886	0.087326	0.055819	0.06991	0.50426	0.058906	0.17897	0.057448	0.049997	0.063983	0.10338	0.86234	0.040232	0.049765	0.050953	0.96142	0.061054	0.95495	0.064933	0.076909	0.13874	0.066652	0.64821	0.040236	0.31083	0.046995	0.044425	0.058745	0.10322	0.060515	0.070986	0.06499
Meth__cg03950654__ARRB2	0.031787	0.030024	0.032188	0.031779	0.022637	0.033698	0.033418	0.58704	0.025372	0.041047	0.043299	0.022997	0.069271	0.027165	0.031184	0.030511	0.064498	0.034567	0.033391	0.032593	0.033249	0.033513	0.029541	0.070342	0.033142	0.06189	0.071497	0.065564	0.028675	0.036757	0.030581	0.024344	0.026296	0.026152	0.047619	0.036266	0.030851	0.028369
Meth__cg08416046__IRS4	0.51233	0.063854	0.12831	0.068735	0.37831	0.67078	0.10843	0.5229	0.058938	0.63761	0.49901	0.069857	0.07507	0.076183	0.52814	0.55541	0.19929	0.6489	0.69291	0.063113	0.49763	0.55113	0.51563	0.9036	0.054191	0.55923	0.38752	0.087172	0.54168	0.05836	0.28852	0.044333	0.047295	0.29649	0.93077	0.56734	0.45224	0.052694
Meth__cg24751129__GNMT	0.043883	0.032461	0.0557	0.03855	0.043119	0.97311	0.060176	0.64365	0.036655	0.054782	0.94092	0.59977	0.44173	0.048643	0.23701	0.9499	0.097011	0.95368	0.2285	0.084266	0.11061	0.96769	0.072045	0.93344	0.046872	0.061993	0.13716	0.104	0.89644	0.32309	0.96014	0.17536	0.034706	0.10769	0.099678	0.046854	0.045469	0.059799
Meth__cg14737977__ITGA3	0.065457	0.11248	0.080396	0.19356	0.24761	0.071128	0.1975	0.038292	0.37274	0.061105	0.77974	0.1445	0.11204	0.375	0.07349	0.056862	0.12216	0.095521	0.083244	0.062694	0.080382	0.06955	0.087869	0.17699	0.10404	0.15631	0.12191	0.14787	0.08362	0.083322	0.072556	0.28878	0.097536	0.10495	0.11757	0.25204	0.12578	0.24152
Meth__cg25241845__NEURL2	0.024099	0.017922	0.030947	0.024367	0.014705	0.034822	0.030757	0.042284	0.020932	0.022679	0.03045	0.015889	0.059445	0.023621	0.024167	0.023484	0.038084	0.018768	0.021921	0.028286	0.022788	0.036539	0.019019	0.1701	0.02797	0.036538	0.044193	0.043272	0.026398	0.022889	0.022957	0.023347	0.015649	0.016226	0.039317	0.022781	0.027174	0.021935
Meth__cg10362591__SLC6A2	0.57122	0.051729	0.59688	0.29628	0.067504	0.91925	0.7833	0.72219	0.040084	0.09965	0.96986	0.029585	0.81515	0.47105	0.9726	0.11233	0.092183	0.08092	0.74195	0.55942	0.89769	0.078799	0.060242	0.8717	0.62879	0.40324	0.89168	0.11099	0.057239	0.2259	0.5784	0.045858	0.032911	0.85622	0.089044	0.050396	0.050068	0.080227
Meth__cg02397514__HES4	0.054613	0.034298	0.058817	0.033688	0.022799	0.034801	0.045608	0.081664	0.025342	0.024197	0.042039	0.07116	0.040636	0.030305	0.68297	0.045846	0.063478	0.40481	0.032468	0.062256	0.11485	0.062236	0.04412	0.06668	0.042044	0.0472	0.088115	0.083226	0.056342	0.026103	0.064567	0.024413	0.020218	0.02964	0.1284	0.031838	0.024017	0.024289
Meth__cg15095327__IL17RE	0.043641	0.050845	0.20318	0.048744	0.047566	0.83814	0.069404	0.11624	0.074411	0.055282	0.75355	0.08564	0.10955	0.072375	0.054397	0.794	0.10376	0.48599	0.39975	0.38583	0.86714	0.80469	0.05485	0.52734	0.062282	0.13768	0.77963	0.098734	0.35929	0.23003	0.79736	0.047811	0.041318	0.063932	0.084012	0.054134	0.057524	0.076272
Meth__cg05719902__LOC136306	0.62022	0.081224	0.070585	0.096723	0.23394	0.94658	0.56036	0.12775	0.065421	0.073537	0.072677	0.19613	0.23689	0.069753	0.16505	0.20656	0.14385	0.71836	0.086918	0.63461	0.86187	0.30775	0.069788	0.9039	0.087311	0.3682	0.73474	0.1327	0.51398	0.15094	0.53713	0.048244	0.062488	0.59251	0.14194	0.080448	0.51157	0.5288
Meth__cg23799313__PAQR7	0.074643	0.03129	0.061469	0.090851	0.053866	0.443	0.043641	0.32986	0.053151	0.053814	0.082471	0.083239	0.081552	0.053106	0.11418	0.37085	0.12001	0.34088	0.064523	0.090024	0.067745	0.54268	0.19927	0.6003	0.077852	0.058216	0.066436	0.074615	0.51678	0.12556	0.17658	0.060346	0.029076	0.029388	0.22172	0.054137	0.037208	0.04449
Meth__cg03534410__TMEM40	0.029676	0.030107	0.030388	0.25572	0.10104	0.8817	0.74197	0.026845	0.03656	0.03342	0.84457	0.025034	0.040458	0.055413	0.022147	0.95733	0.11611	0.76257	0.78909	0.842	0.92423	0.83707	0.029116	0.81939	0.10597	0.39225	0.75236	0.037324	0.77457	0.69041	0.1286	0.024324	0.024008	0.017943	0.4336	0.092292	0.059934	0.48423
Meth__cg23214267__EYA2	0.13012	0.041452	0.063208	0.066323	0.072243	0.33143	0.26573	0.4521	0.22896	0.11503	0.05441	0.12731	0.15669	0.0978	0.10914	0.036758	0.11621	0.078278	0.04738	0.066854	0.072539	0.15779	0.046772	0.54219	0.11905	0.068192	0.75113	0.052775	0.20899	0.050782	0.076223	0.05568	0.036158	0.061703	0.36769	0.10194	0.09408	0.08005
Meth__cg06722792__PDE9A	0.060504	0.070556	0.062508	0.040857	0.055308	0.9148	0.25944	0.21415	0.052082	0.049136	0.08261	0.054958	0.29804	0.058789	0.050515	0.058121	0.1028	0.069129	0.049317	0.060478	0.056214	0.083581	0.044447	0.098667	0.054551	0.082904	0.73741	0.087652	0.059281	0.058236	0.070031	0.049135	0.047667	0.049783	0.089234	0.059436	0.10175	0.050692
Meth__cg14884741__PPP1R14C	0.042636	0.031801	0.054135	0.051835	0.044516	0.92851	0.050378	0.03759	0.04275	0.044679	0.28269	0.09713	0.099142	0.037791	0.04951	0.048164	0.08908	0.044028	0.52289	0.60377	0.10314	0.056405	0.034473	0.66532	0.040253	0.056985	0.92219	0.062142	0.040023	0.030159	0.039983	0.033723	0.039632	0.029572	0.093315	0.049451	0.053726	0.039065
Meth__cg27238470__EDN2	0.039079	0.048924	0.07974	0.042509	0.046265	0.67522	0.042523	0.088471	0.041521	0.038442	0.50625	0.026792	0.072567	0.031101	0.084532	0.33082	0.07018	0.79296	0.036581	0.056081	0.057722	0.88699	0.035482	0.37021	0.038172	0.06422	0.095476	0.03502	0.1699	0.044306	0.065918	0.71498	0.026771	0.032185	0.081388	0.054654	0.039546	0.03299
Meth__cg16899442__C16orf25	0.082495	0.1244	0.3466	0.095671	0.055504	0.66883	0.10853	0.49231	0.043255	0.12109	0.47081	0.81566	0.59193	0.057555	0.48048	0.31335	0.20298	0.5165	0.429	0.15521	0.093301	0.77176	0.1138	0.4214	0.20077	0.079649	0.14596	0.14462	0.16291	0.1658	0.46916	0.25611	0.070856	0.25579	0.12196	0.088903	0.30476	0.076523
Meth__cg27158867__LRRC56	0.047228	0.048805	0.50374	0.10377	0.036558	0.94071	0.05533	0.052334	0.036589	0.038517	0.068693	0.2363	0.36504	0.038971	0.92635	0.95764	0.39286	0.88907	0.03508	0.065666	0.05001	0.94715	0.023398	0.90834	0.1065	0.068941	0.079418	0.085114	0.13804	0.038544	0.19846	0.043848	0.037956	0.037749	0.053788	0.037748	0.056607	0.041227
Meth__cg26374101__ARRDC1	0.035939	0.042679	0.043988	0.036489	0.023637	0.16274	0.034814	0.04174	0.02674	0.033582	0.063952	0.029713	0.081002	0.039945	0.035997	0.05375	0.044843	0.3569	0.038475	0.052027	0.03706	0.73131	0.029612	0.071728	0.029703	0.048351	0.05934	0.099701	0.039975	0.026916	0.061672	0.02834	0.023986	0.021949	0.061266	0.034212	0.028491	0.036881
Meth__cg15164103__MEST	0.10477	0.061122	0.079719	0.10935	0.067746	0.83768	0.32679	0.77847	0.089425	0.070967	0.7729	0.22371	0.18813	0.080125	0.48316	0.093475	0.086716	0.73864	0.069605	0.075672	0.6032	0.80676	0.044821	0.39966	0.082264	0.074784	0.13324	0.084048	0.85847	0.074231	0.16068	0.24663	0.062201	0.4498	0.49294	0.075451	0.06903	0.080966
Meth__cg04355435__TMEM125	0.03376	0.031498	0.036961	0.058673	0.034024	0.87813	0.058741	0.040345	0.035671	0.041456	0.93379	0.062036	0.074948	0.025121	0.13934	0.64199	0.096695	0.052938	0.021999	0.0392	0.034136	0.83238	0.035908	0.59318	0.03952	0.08046	0.036822	0.052555	0.040631	0.02143	0.069782	0.027403	0.024152	0.025979	0.09948	0.041487	0.061021	0.042498
Meth__cg01316819__PPP1R1A	0.037477	0.037677	0.2771	0.046132	0.023165	0.7817	0.061649	0.14029	0.02421	0.029383	0.68795	0.037441	0.14005	0.025476	0.03676	0.079654	0.04681	0.024924	0.045167	0.042491	0.025587	0.07169	0.028397	0.81215	0.037742	0.051481	0.15112	0.030439	0.029705	0.026341	0.03482	0.034872	0.024592	0.037277	0.049889	0.027558	0.032024	0.024718
Meth__cg19220586__CREG1	0.050464	0.04129	0.065038	0.050458	0.036963	0.52486	0.051353	0.089608	0.040086	0.055195	0.069853	0.069912	0.065387	0.044057	0.052157	0.06568	0.13188	0.46558	0.034264	0.065688	0.06118	0.1325	0.035552	0.58325	0.05841	0.086374	0.14101	0.071048	0.056792	0.047212	0.041216	0.062185	0.040141	0.042547	0.18355	0.050488	0.058124	0.046195
Meth__cg13496736__OVOL1	0.10847	0.095285	0.11774	0.11128	0.039861	0.96726	0.081658	0.10965	0.031532	0.053561	0.2139	0.31223	0.10866	0.041202	0.83519	0.30538	0.11567	0.67063	0.037037	0.11069	0.043535	0.97239	0.050448	0.8639	0.082814	0.049196	0.08762	0.092716	0.18602	0.11522	0.62323	0.025162	0.028514	0.027825	0.11706	0.03852	0.40294	0.34891
Meth__cg17028039__FGFR2	0.050646	0.048923	0.13568	0.052679	0.022386	0.053655	0.069251	0.098945	0.024904	0.029627	0.058372	0.081978	0.44574	0.032882	0.026051	0.062633	0.10308	0.084958	0.83562	0.63652	0.13612	0.08665	0.038725	0.79827	0.12265	0.027594	0.094379	0.066874	0.043496	0.038375	0.05635	0.02269	0.043655	0.089948	0.083218	0.026224	0.035392	0.062106
Meth__cg05316065__MLZE	0.059014	0.03928	0.054755	0.34097	0.348	0.87752	0.16273	0.048959	0.09708	0.21504	0.042594	0.016913	0.06867	0.10639	0.031956	0.90005	0.12953	0.32574	0.61014	0.59327	0.89234	0.88427	0.042415	0.73654	0.32956	0.068568	0.79044	0.10849	0.1218	0.051078	0.079384	0.055807	0.027037	0.03868	0.22572	0.06117	0.081116	0.11294
Meth__cg00720137__DYNLRB2	0.025833	0.011606	0.019363	0.017099	0.010657	0.97684	0.019254	0.92854	0.078261	0.022665	0.80475	0.97664	0.034758	0.058313	0.021067	0.48787	0.0711	0.05748	0.012682	0.020849	0.02003	0.037023	0.012074	0.7536	0.021931	0.015696	0.028676	0.042629	0.46936	0.017417	0.024311	0.016514	0.010835	0.012827	0.036759	0.01792	0.023206	0.021206
Meth__cg08923450__HEY2	0.17844	0.04963	0.057107	0.056345	0.065716	0.21934	0.13343	0.048853	0.05561	0.071616	0.053304	0.12953	0.13601	0.057876	0.1308	0.16828	0.092505	0.059382	0.2864	0.12763	0.12642	0.068422	0.12301	0.16314	0.052249	0.08939	0.51613	0.070364	0.058329	0.049241	0.062033	0.068795	0.049017	0.069823	0.12666	0.047159	0.063324	0.053
Meth__cg07422345__CEBPA	0.045392	0.036282	0.19029	0.060622	0.037028	0.048003	0.069728	0.10616	0.041856	0.047873	0.061735	0.055501	0.15704	0.050119	0.045551	0.054136	0.11058	0.081947	0.035998	0.095581	0.048362	0.070104	0.037286	0.35024	0.10097	0.047422	0.091598	0.072714	0.047538	0.053615	0.11646	0.028063	0.030111	0.032239	0.15355	0.042589	0.035207	0.037893
Meth__cg13757640__ARHGAP8	0.019627	0.018656	0.034462	0.019309	0.028167	0.95373	0.022511	0.011898	0.018361	0.022705	0.017072	0.0177	0.049273	0.018419	0.01995	0.085307	0.034516	0.34852	0.022994	0.029716	0.021817	0.83965	0.02389	0.76033	0.04247	0.036699	0.038812	0.03068	0.30019	0.021524	0.057348	0.020387	0.016915	0.019506	0.047453	0.021278	0.028678	0.027353
Meth__cg02849695__CCDC19	0.03696	0.044498	0.054146	0.044958	0.038323	0.96989	0.039678	0.74973	0.040082	0.058451	0.066084	0.080697	0.062919	0.047777	0.050932	0.94473	0.07746	0.44781	0.041336	0.061758	0.05005	0.92494	0.027752	0.095631	0.071132	0.15041	0.076439	0.06606	0.28093	0.053785	0.95477	0.040532	0.042209	0.034612	0.099887	0.070497	0.042971	0.046635
Meth__cg16155382__GRHL3	0.048869	0.029336	0.034599	0.036492	0.06333	0.8112	0.051297	0.039012	0.046087	0.042151	0.85066	0.035134	0.09501	0.031436	0.23111	0.12611	0.044934	0.092428	0.043919	0.045713	0.035019	0.90352	0.045533	0.8288	0.04304	0.088301	0.10541	0.11054	0.24108	0.023156	0.51361	0.039258	0.026026	0.052276	0.10892	0.056222	0.041581	0.042662
Meth__cg09874752__SFRP5	0.57191	0.042928	0.94819	0.65626	0.045226	0.51225	0.81316	0.2371	0.038552	0.11061	0.63952	0.070351	0.89858	0.041333	0.53221	0.055901	0.082062	0.037566	0.94747	0.95539	0.12495	0.90829	0.47688	0.91906	0.60734	0.074098	0.91788	0.088973	0.040454	0.063402	0.067201	0.063371	0.034816	0.27297	0.87262	0.048482	0.55043	0.076095
Meth__cg11214889__CLUL1	0.041391	0.027944	0.072708	0.038262	0.032343	0.29705	0.041673	0.023525	0.02319	0.045957	0.045534	0.029415	0.059021	0.035544	0.023269	0.051412	0.054623	0.88483	0.033151	0.041597	0.051926	0.36305	0.033226	0.70005	0.034581	0.06003	0.14515	0.046486	0.049096	0.036057	0.071154	0.034424	0.028149	0.044546	0.079935	0.041253	0.066431	0.035939
Meth__cg25283297__GNAS	0.21703	0.11224	0.90538	0.11785	0.091695	0.81152	0.13305	0.21661	0.098309	0.11739	0.16448	0.0896	0.41089	0.12731	0.4903	0.5157	0.15834	0.19554	0.13158	0.32177	0.77067	0.71118	0.1397	0.9301	0.12912	0.15728	0.14191	0.15027	0.13977	0.16212	0.23268	0.097465	0.13176	0.1735	0.17283	0.1113	0.72894	0.68758
Meth__cg15003158__KENAE	0.053349	0.043698	0.074767	0.055494	0.038817	0.06385	0.048978	0.077116	0.055921	0.053854	0.044532	0.041211	0.0692	0.058488	0.05866	0.045519	0.080292	0.060681	0.044223	0.058818	0.081491	0.10656	0.046146	0.089004	0.060136	0.060678	0.19583	0.056568	0.056605	0.051441	0.045324	0.042343	0.0362	0.042638	0.067773	0.055546	0.054732	0.048386
Meth__cg01095590__KIAA0040	0.028452	0.026931	0.033287	0.02563	0.022823	0.92582	0.030997	0.031168	0.037681	0.030684	0.030579	0.022806	0.045503	0.038548	0.039101	0.22651	0.090518	0.502	0.030534	0.034044	0.036538	0.10943	0.02312	0.11642	0.032536	0.059381	0.04714	0.056353	0.066512	0.02897	0.037021	0.032978	0.021514	0.023304	0.070516	0.037211	0.027863	0.029322
Meth__cg23257840__ZNF264	0.032251	0.027767	0.045963	0.033824	0.023047	0.032769	0.037956	0.057439	0.025413	0.031327	0.036666	0.024798	0.71011	0.030077	0.037886	0.036586	0.052029	0.028818	0.55682	0.52515	0.035488	0.039278	0.031221	0.077844	0.038622	0.055162	0.079802	0.087776	0.03557	0.035987	0.035105	0.026488	0.022021	0.020056	0.040508	0.037695	0.038697	0.036146
Meth__cg24727182__AGXT2L1	0.013012	0.017431	0.020171	0.0169	0.012017	0.59039	0.018859	0.072548	0.013547	0.016235	0.034436	0.013756	0.054329	0.016475	0.4632	0.013951	0.029797	0.36626	0.015635	0.01768	0.026166	0.028409	0.014522	0.63447	0.014029	0.02426	0.028502	0.025074	0.063387	0.015235	0.026164	0.01817	0.015341	0.03326	0.060164	0.014208	0.016754	0.01359
Meth__cg01939681__GABRB2	0.48369	0.032509	0.85765	0.52874	0.042899	0.77759	0.89671	0.23043	0.034568	0.41661	0.82913	0.087012	0.37691	0.23489	0.53108	0.53037	0.13483	0.051219	0.88017	0.88301	0.15897	0.096201	0.081487	0.73444	0.19519	0.17787	0.89034	0.07947	0.35978	0.052992	0.082247	0.18242	0.036101	0.72727	0.62456	0.36707	0.12846	0.040364
Meth__cg03316864__B3GNT3	0.04218	0.031665	0.073398	0.91932	0.47878	0.59156	0.70795	0.024448	0.081499	0.66438	0.052428	0.034838	0.5466	0.10725	0.59249	0.77986	0.086049	0.034308	0.43514	0.4807	0.76238	0.80883	0.064093	0.16492	0.088642	0.062223	0.78368	0.054525	0.55325	0.030823	0.54631	0.034476	0.025672	0.024791	0.35275	0.052625	0.38876	0.33673
Meth__cg08185661__SYT9	0.046786	0.028492	0.94487	0.059991	0.021447	0.92144	0.037173	0.59523	0.025866	0.034102	0.97	0.21236	0.88602	0.02567	0.046632	0.57775	0.0678	0.29544	0.53527	0.047994	0.52128	0.18255	0.028404	0.90706	0.031756	0.034397	0.71407	0.037266	0.041872	0.076466	0.56446	0.025697	0.026636	0.12501	0.13957	0.025744	0.025164	0.088372
Meth__cg08376864__HRASLS	0.092958	0.064994	0.15253	0.088594	0.084001	0.30878	0.094387	0.13454	0.10557	0.071155	0.14948	0.12155	0.1581	0.096364	0.088638	0.086404	0.19755	0.1268	0.91762	0.88774	0.094608	0.090648	0.067642	0.41286	0.10755	0.12202	0.13675	0.13017	0.16535	0.090982	0.39263	0.096207	0.1253	0.063407	0.13232	0.079158	0.094307	0.070664
Meth__cg04001668__GPR56	0.041001	0.037432	0.048415	0.033728	0.030449	0.95121	0.040688	0.030744	0.03643	0.042255	0.14736	0.043276	0.046972	0.04707	0.033097	0.95789	0.089771	0.93351	0.038054	0.048029	0.045043	0.95315	0.02888	0.93058	0.034646	0.059244	0.075675	0.049207	0.9299	0.033063	0.93144	0.040388	0.023502	0.028946	0.062234	0.044579	0.036278	0.043204
Meth__cg03160508__RHOD	0.021419	0.80453	0.03319	0.29692	0.022562	0.92197	0.078923	0.95821	0.018216	0.067687	0.28785	0.046384	0.069129	0.018234	0.26828	0.080416	0.04714	0.16354	0.29472	0.1158	0.03292	0.95363	0.030962	0.53925	0.21547	0.033698	0.054176	0.7431	0.53411	0.018002	0.54044	0.023209	0.036381	0.047963	0.062278	0.017331	0.022621	0.03428
Meth__cg15981265__KIAA1900	0.041726	0.032501	0.065164	0.043625	0.05399	0.75541	0.050882	0.059986	0.041646	0.057173	0.06539	0.052653	0.18142	0.041817	0.035056	0.061076	0.063921	0.083685	0.043711	0.034858	0.039691	0.045446	0.032708	0.10419	0.035865	0.093514	0.094942	0.047878	0.041195	0.029048	0.10164	0.033325	0.028017	0.03659	0.12389	0.037671	0.045923	0.034685
Meth__cg26610808__BLOC1S2	0.075949	0.16341	0.17268	0.3262	0.33286	0.031414	0.10168	0.18329	0.71357	0.10606	0.30333	0.37798	0.22702	0.54508	0.1964	0.054664	0.11887	0.052059	0.19107	0.1057	0.36965	0.077645	0.12938	0.056588	0.095566	0.18444	0.072553	0.23569	0.048763	0.065914	0.064868	0.75205	0.07836	0.23713	0.23515	0.074576	0.11678	0.34643
Meth__cg09657265__SMPDL3A	0.0174	0.011559	0.01439	0.015805	0.01396	0.017743	0.024726	0.013429	0.016044	0.026377	0.024256	0.015418	0.029655	0.018813	0.018385	0.020828	0.038671	0.014273	0.013528	0.020721	0.11926	0.031135	0.01369	0.045864	0.02264	0.025027	0.03333	0.028255	0.01656	0.012957	0.017877	0.018446	0.01686	0.014076	0.035091	0.02086	0.021043	0.017064
Meth__cg18435900__ZNF485	0.016187	0.019034	0.016112	0.016583	0.01531	0.020559	0.028258	0.1054	0.014998	0.03398	0.023245	0.014397	0.23255	0.017601	0.018713	0.011574	0.040218	0.013023	0.018691	0.018658	0.018586	0.017819	0.012494	0.07034	0.020095	0.016468	0.034815	0.022533	0.022547	0.020369	0.64624	0.014561	0.013989	0.022924	0.029252	0.018408	0.02166	0.025197
Meth__cg24101359__GNMT	0.049198	0.048733	0.044999	0.068249	0.030271	0.97559	0.053484	0.092328	0.049123	0.064112	0.502	0.049809	0.14987	0.066341	0.042945	0.048841	0.1053	0.77154	0.047685	0.041872	0.044786	0.95686	0.037654	0.93857	0.051626	0.090948	0.094787	0.097717	0.54433	0.029505	0.24865	0.043043	0.033005	0.043289	0.091965	0.051728	0.057014	0.053721
Meth__cg20376899__EDN1	0.067029	0.037168	0.061621	0.062871	0.043665	0.049852	0.074695	0.092308	0.049164	0.07335	0.090549	0.066726	0.20145	0.06414	0.035627	0.052982	0.11352	0.051464	0.048313	0.075195	0.89098	0.064671	0.05205	0.14166	0.054573	0.079415	0.13637	0.068625	0.11536	0.055995	0.097287	0.051894	0.052082	0.034677	0.14604	0.057353	0.083172	0.072967
Meth__cg07059875__TACSTD1	0.13204	0.091491	0.091173	0.13351	0.092857	0.64855	0.18688	0.069936	0.17099	0.15262	0.099898	0.11085	0.12433	0.13007	0.10521	0.14055	0.15622	0.4566	0.065335	0.11767	0.11778	0.15933	0.088988	0.53084	0.10998	0.13534	0.16799	0.12142	0.38393	0.059336	0.31076	0.085918	0.081832	0.071983	0.15711	0.10564	0.11072	0.10299
Meth__cg25167643__PTPRZ1	0.42579	0.023721	0.97719	0.036077	0.038648	0.9717	0.049006	0.51684	0.024411	0.40961	0.11793	0.29993	0.95423	0.02288	0.050973	0.067288	0.13872	0.14126	0.96905	0.83698	0.32023	0.049245	0.05998	0.23539	0.45591	0.14051	0.95403	0.026042	0.046826	0.034178	0.033877	0.032037	0.035896	0.87612	0.60659	0.07216	0.045447	0.039756
Meth__cg23179168__FAM84B	0.045961	0.04251	0.053992	0.044558	0.034309	0.3948	0.056449	0.044218	0.060173	0.046786	0.041767	0.034587	0.11587	0.048688	0.040546	0.086241	0.096045	0.5008	0.041813	0.045894	0.047791	0.075573	0.036965	0.11135	0.047187	0.070112	0.063822	0.093789	0.052871	0.036899	0.04994	0.033787	0.033691	0.036983	0.074685	0.041521	0.044617	0.045206
Meth__cg18530748__SULT1A1	0.049366	0.83088	0.97725	0.062705	0.037986	0.96602	0.37779	0.084202	0.036532	0.052913	0.96474	0.12372	0.17907	0.049124	0.97209	0.059178	0.090626	0.050239	0.70466	0.60277	0.21158	0.96029	0.041926	0.95169	0.040278	0.055933	0.062547	0.12508	0.14627	0.045303	0.3586	0.060289	0.038108	0.043324	0.088552	0.049755	0.058723	0.048643
Meth__cg07214572__LHX9	0.11074	0.016044	0.32647	0.37053	0.088369	0.9041	0.58639	0.96433	0.028251	0.04192	0.90993	0.024131	0.65435	0.024459	0.83189	0.030244	0.036828	0.063651	0.23125	0.34794	0.79438	0.92551	0.85707	0.59701	0.4538	0.028063	0.56151	0.032519	0.036896	0.024328	0.042036	0.28307	0.025104	0.14604	0.12567	0.14515	0.62927	0.32465
Meth__cg21391660__LLGL2	0.05027	0.060042	0.064244	0.050266	0.030568	0.39616	0.036935	0.036531	0.027491	0.043459	0.054712	0.056907	0.073709	0.043785	0.037075	0.067771	0.078279	0.20264	0.029263	0.061416	0.035394	0.21238	0.03613	0.75509	0.040165	0.070527	0.096908	0.05848	0.06272	0.021819	0.11312	0.026619	0.028784	0.026244	0.088899	0.034204	0.027314	0.036497
Meth__cg23889010__SLPI	0.10733	0.05593	0.059423	0.2254	0.30856	0.7451	0.41861	0.099466	0.11688	0.23739	0.078378	0.068928	0.084407	0.097659	0.2154	0.87544	0.10854	0.085185	0.59396	0.64115	0.64824	0.61438	0.21951	0.33168	0.17351	0.15058	0.15393	0.064061	0.58387	0.0539	0.51865	0.2598	0.057724	0.06218	0.33983	0.36703	0.080119	0.10217
Meth__cg11378686__ZNF318	0.22962	0.68681	0.83235	0.4956	0.42451	0.43086	0.40158	0.083969	0.52547	0.35266	0.037017	0.761	0.52044	0.43904	0.54251	0.053798	0.57077	0.049652	0.23742	0.11608	0.078757	0.20574	0.44457	0.14825	0.17593	0.083347	0.33563	0.73674	0.045788	0.047918	0.060734	0.18673	0.57186	0.32172	0.093169	0.37321	0.26407	0.43322
Meth__cg23960723__ECHDC3	0.067377	0.038616	0.1158	0.06417	0.032388	0.21748	0.055628	0.64639	0.026747	0.042848	0.051285	0.049624	0.077915	0.03476	0.064827	0.1	0.037319	0.04442	0.36377	0.10256	0.047722	0.041852	0.049829	0.11576	0.045844	0.045896	0.4537	0.088295	0.042982	0.033878	0.046647	0.036181	0.030985	0.041909	0.072105	0.054344	0.041332	0.039727
