Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G16239__CCBE1__CCBE1	1.1161	0.50662	0.87902	0.61557	0.55127	0.78538	1.6318	1.3054	1.0989	1.887	0.44792	1.9175	2.0205	0.58084	1.3956	1.9127	0.50876	6.035	0.6116	0.6678	1.8377	0.77331	6.1112	0.45356	1.0472	0.67266	0.6324	2.1768	3.0047	0.37002	4.2038	0.17808	0.74833	0.72401	1.2971	0.83157
RS_G11533__CAMP__CAMP	3.5155	4.8465	2.3552	5.5361	0	1.5471	1.4882	0.68855	3.706	1.3219	3.0019	0	1.4238	2.1738	2.1103	0	1.4246	0.38086	0.61461	1.6506	6.1769	0.52214	0	5.1903	5.6421	3.9921	4.6372	0	3.9762	5.7091	0.87957	2.9579	0	8.2504	2.8438	2.6927
RS_G12862__LGALS9__LGALS9	6.1513	3.8085	2.4838	4.3619	1.2065	0.16906	1.1498	2.0604	1.6809	0.81283	3.6725	3.8578	4.5519	8.239	3.5171	1.8164	8.8117	1.1612	0.30805	0	2.0891	3.6262	1.098	1.1014	0	4.8931	4.3563	0.74292	5.2937	7.885	4.2458	2.1547	2.1856	2.0067	1.8861	0.97357
RS_G34074__RP11-258C19.3__RP11-258C19.3	3.8291	2.8681	3.1395	2.661	1.3579	4.1726	3.0209	3.4128	4.8519	4.6919	1.5425	2.3974	3.452	1.9856	0.44921	2.4535	1.3594	2.8584	1.9851	3.3219	4.9203	3.9604	0.73805	1.7849	1.9667	2.8222	1.3973	0.99103	4.5668	0	0	1.6502	2.3215	2.5155	0	3.4593
RS_G22312__AC135891.3__AC135891.3	0.4869	0.37864	0	0	0	0	3.4384	2.0861	0	0	0	1.6631	0.61027	2.4285	0.6037	0.21884	0	5.5447	0	0	0	0.18453	4.7476	0.21443	0	0	0	0	0	0	3.4376	0	0	0	0	0.98678
RS_G1232__CRMP1__CRMP1	3.3209	0	3.014	5.2991	3.059	0.64075	0	2.2175	0.16006	3.0892	5.3528	2.3382	2.547	2.0576	5.2997	3.5543	0.87195	3.3146	0.28254	0.15011	9.1072	0	2.1643	5.713	3.2428	5.8901	0	2.8821	0.8311	2.2466	1.6613	2.1455	2.2182	3.4145	5.8315	4.9652
RS_G5057__FKBP1B__FKBP1B	1.9851	2.7594	2.1489	1.8948	1.23	0.48755	3.562	3.1728	3.1942	4.5799	0.90864	3.5513	3.3906	1.6684	4.3029	1.5406	1.0391	2.7095	3.3037	2.5102	5.2797	2.0636	1.6759	1.8057	0	2.3657	3.8746	5.3924	4.0097	0	3.3648	0	2.1257	4.2508	0	0.89388
RS_G18941__ELOVL2__ELOVL2	0.97832	0	3.1252	7.4774	5.5966	8.5441	1.7512	1.7666	0.070198	6.2925	0.42152	0.29691	1.3447	0	2.9121	4.5434	0.059748	1.7002	1.7841	4.9042	7.7265	2.7866	0.3406	4.9088	0	0.95714	1.7719	0	0.46971	1.6876	0.37686	2.9014	4.5296	1.4157	3.6414	3.3965
RS_G5308__TNFSF10__TNFSF10	7.4598	3.8064	6.2377	6.7549	0.14673	2.2596	0.44806	0.89885	7.403	6.2489	1.8662	4.0073	5.596	7.5225	5.9926	0.27813	10.8217	0	0.28181	2.6571	5.9145	3.0257	3.778	5.0998	5.7963	0.39116	0	0	2.1075	8.5317	3.6864	7.5606	6.4195	4.4717	5.434	0.95845
RS_G7748__IFI44__IFI44	3.8056	0.59385	0.46246	6.1055	2.1195	0.30353	2.8333	7.1034	0.31583	4.6246	9.3298	6.5299	7.3962	6.8635	2.6237	7.0366	10.8415	2.8004	0	1.098	2.4211	0.44083	6.4009	0	0	6.2452	0	0.88563	5.9345	7.5377	4.7341	0.59359	4.5095	0.20578	1.2093	0.41488
RS_G17665__FAM25A__FAM25A	0.91608	7.1962	4.2358	5.7438	0	3.7671	0	0	3.3216	3.1388	0	4.8461	0	2.0457	2.761	0	0	0	6.2332	0	3.654	6.0496	0	4.6771	0	0	5.606	0	2.74	0	0	3.3555	4.3747	9.3534	0	2.0778
RS_G22179__AC104692.1__AC104692.1	0	1.0213	6.1553	5.323	4.6508	0	0	1.8859	5.2296	1.4075	5.5417	2.2715	0	4.987	7.6104	0	4.8789	0	0	0	0	7.8349	5.5001	0.65229	0	6.8873	0	6.7274	5.1084	7.147	0	0	0	0.84432	0	0
RS_G12538__KLK5__KLK5	6.1288	4.2346	0	4.9387	0.87783	0.32442	9.7741	0.50368	0	0	1.7287	9.0743	12.8418	11.5097	10.0348	1.7585	4.9998	0.87841	1.9651	0	1.4592	12.0662	0	1.6783	2.1958	1.2579	0	0.54237	1.3136	14.2018	7.7474	10.6798	0	5.3638	4.337	0
RS_G12878__KLK7__KLK7	0.43855	0	0.13593	1.9992	0.11677	0.12675	2.968	0	0.25641	2.2202	1.3488	2.5039	6.8763	5.6672	5.4814	0	2.4911	0.14189	0.2323	0.1255	0	5.034	0.22201	0.12111	0.41216	1.7347	0.30901	0.22455	0.24511	8.0034	11.1557	3.7048	0.50406	0.37498	2.2158	0.33096
RS_G18071__CXCL17__CXCL17	1.6218	1.6066	6.1534	1.2095	0	0.74132	0.6322	0.45695	3.1228	1.3713	0	0	3.6124	9.5671	3.7511	0	12.3037	0	2.1353	2.7126	0	7.6157	0	5.9685	0.3767	2.0065	0	0.38286	0	3.7402	1.4859	0	0	3.4737	6.5787	4.2359
RS_G12120__LARP6__LARP6	4.2188	1.299	3.6514	2.9647	6.568	0.41765	5.2848	8.1059	3.3645	1.9411	9.7435	4.7567	5.4148	3.8387	5.773	5.0126	6.7561	5.8904	3.7507	2.9315	4.4766	4.378	6.7601	4.6908	0.67497	7.6855	0	8.9712	6.2283	6.3424	5.1701	5.3971	3.8833	5.3123	3.6215	3.6772
RS_G178__GAS7__GAS7	0.23393	0.79868	3.7512	0.60208	0.060325	0.26435	0.4579	0.89591	1.6052	0.58061	7.4591	0.81088	3.7882	3.5067	2.8269	0.42668	0.02884	0.46526	0.091648	0.1238	0.83713	5.9946	0.059891	0.18529	0.057997	6.4908	0.53052	0.11579	0.34439	5.4391	0.43877	3.5497	2.8263	4.9676	0.13361	0.17756
RS_G133__CX3CL1__CX3CL1	0.24547	6.7838	7.0627	7.822	0	0	6.7812	7.5633	1.391	8.2104	6.6072	0.25047	4.6676	7.3727	6.6963	6.137	9.7259	0.67937	0.15441	0.30007	5.6642	7.8818	0.075576	2.585	0.27955	7.3399	7.4488	0	0	9.7126	1.1972	0.59899	0.094372	0.69842	0	0.22386
RS_G16320__PCBP3__PCBP3	0	1.233	2.8412	5.1319	4.7329	0	1.8135	7.1215	2.717	1.4734	6.7411	1.1414	3.7919	3.7675	3.7909	4.1238	5.8191	0.75128	4.5505	4.5556	4.431	2.5031	3.5964	0.47491	0	1.0568	0	3.3797	3.9459	5.3921	1.2824	5.3456	0	0	0	0
RS_G14997__ODF3B__ODF3B	4.8507	2.6239	1.1155	5.0856	1.2456	2.7493	4.4677	2.9589	2.6522	1.5611	8.8354	2.1381	3.5457	1.9196	1.0577	1.01	7.96	2.3139	1.0288	2.1161	4.3639	4.3224	1.5806	4.3544	6.2574	7.7654	2.0834	1.7179	7.1725	5.704	6.1547	0.97023	3.3624	4.0077	5.6032	4.2153
RS_G15970__C1S__C1S	1.1454	2.4353	2.1969	1.3139	7.0906	0.2046	3.227	10.2073	2.1667	0.75472	9.4664	4.1604	5.9223	5.6662	6.9319	7.4507	8.7764	5.3335	0.61186	1.8366	1.7222	1.0289	1.1111	3.0973	1.1785	8.531	2.0352	3.0277	6.111	1.6759	2.1257	1.762	1.0168	0.55144	3.8718	0.89723
RS_G16610__AC022080.37__AC022080.37	0.93267	0.59414	1.9349	4.8707	2.2902	1.5979	5.2245	2.7741	1.498	0.84547	2.84	5.0291	5.2462	7.0423	0.37193	2.7053	5.812	2.6303	0	1.2721	4.8136	0	0	1.0648	0	0	0	1.0378	2.9934	0.40875	2.7794	2.9208	0	3.2585	3.4213	4.9887
RS_G4707__OLFML3__OLFML3	5.2801	0.43101	0.28131	6.1475	4.1278	7.1685	0.40889	1.2181	0.39365	3.2528	0	0.39538	1.9049	1.9945	1.5895	9.084	0.33632	4.7223	5.3441	0.47602	0.85276	11.0176	2.4568	6.4233	0	0	0	0	0	0	2.0853	3.3348	6.7764	7.5525	4.5297	0
RS_G8719__DQX1__DQX1	5.6099	3.965	0.20971	1.1459	0.57524	3.789	0.78162	0.57264	1.3792	0.37708	1.3782	1.3153	1.5275	0.84184	4.096	0.87143	0.3289	1.2424	1.3906	1.5839	4.8405	0.98642	0	3.7419	4.363	0.38452	3.8751	1.7522	0.36883	0	3.2749	1.7461	2.8997	1.878	0.49587	0.69789
RS_G10592__HOXB13__HOXB13	0.13852	0.41729	7.3933	4.8456	3.0727	0.090791	3.2697	0.58562	4.225	0	4.5096	4.0837	3.6472	0	0.82986	4.5798	0	2.4854	0.90775	0.86504	0	4.3853	0	1.7184	0	4.5655	0	2.9856	0	5.5425	3.0351	5.4196	0	6.077	0	0
RS_G28921__AP002448.3__AP002448.3	0.15678	2.16	4.5166	1.1037	0	0	0	0.40965	3.7876	3.4604	4.2473	0	3.7405	4.6547	0.36884	0.35732	6.8538	0.72705	0.36192	0.36419	1.2286	1.5217	0	4.6525	0	0.86445	4.0954	0.60887	0	0	2.9716	0	5.3124	4.4783	5.8805	0.5014
RS_G10048__NCAM2__NCAM2	0.90591	0.059094	5.8956	5.5119	4.3315	7.6151	0.16098	0.37026	4.9363	5.8073	0.17185	2.3537	0.24293	0.091683	0.80572	0	0.22422	0.99046	4.4702	5.91	4.3296	0.62114	0.23448	3.8161	5.5146	0	0.48347	0	0.25252	0.18146	0.1996	0	7.7429	2.5721	3.7889	2.5183
RS_G7220__AC009656.11__AC009656.11	2.7728	1.3543	0.21494	0.13307	4.9473	0.67267	6.6933	2.7947	0.27108	1.5657	0.47824	3.1129	2.6674	3.6353	1.6047	4.259	2.2956	5.8737	2.3902	0.25327	2.2197	4.3194	4.3125	0.93459	1.2714	3.1148	0.17347	2.0208	6.7593	0	1.1061	0.50532	0.53125	0.44155	0.56996	1.2237
RS_G12150__PLEKHF1__PLEKHF1	4.5664	7.5697	3.2743	4.3786	6.093	7.1768	6.4073	4.6835	1.364	8.3562	10.9616	8.2934	7.2064	6.3537	4.6339	2.4264	8.5432	5.7401	5.4259	2.8211	2.8979	7.7212	4.6745	6.4721	7.3023	7.37	7.3531	10.6223	7.1304	7.5789	5.6561	5.6202	5.5604	6.684	5.8939	5.0086
RS_G406__GPR124__GPR124	1.8829	1.7232	0.053107	4.3719	5.7625	0.78853	2.0625	4.8648	1.0604	1.6615	8.1524	1.1026	2.1843	1.0762	3.9021	3.3607	3.4824	6.1456	1.9608	1.1512	3.6587	3.8246	1.8291	1.3221	0.94288	5.0637	0.60658	4.189	0.5674	3.2144	1.2619	2.3916	2.0141	2.5418	2.0064	1.8159
RS_G9301__LCN2__LCN2	7.9862	7.5065	0.2591	2.5214	1.0548	0	8.9465	1.2914	0.25542	3.2659	14.4056	5.866	10.9978	11.4171	8.3978	0	12.1109	0	1.1701	0.24297	0.80642	9.3061	0.75668	1.4008	2.8619	11.611	10.1865	2.3419	9.8541	9.6157	9.1873	0.26478	4.6674	0.88603	6.7469	2.4633
RS_G15547__GAS1__GAS1	0	0	0.20138	0.62347	6.8017	0.35442	3.9425	6.4901	0	0	4.9514	0	3.5582	1.1793	5.7523	4.7642	3.202	3.9524	0	0.34607	0.64055	3.8028	0	1.0246	0.98655	6.4512	0	4.0824	5.0688	0.10817	3.4259	0.80311	0.55514	0.12587	0.66117	0
RS_G5593__PTGIS__PTGIS	3.0378	0.50905	0.24849	0.58746	0.70782	0.66543	0.79291	5.3109	1.0653	0.87824	6.5345	0.52663	5.969	0.73956	0.88407	2.4779	3.1099	3.4734	0.78877	0.5584	4.7485	4.5107	0.36191	0.50222	0.45283	3.6031	0	0.52522	1.4475	2.7148	0.93871	1.9172	0.38671	4.2777	1.414	0.47916
RS_G2254__SEPT3__SEPT3	6.0681	2.128	4.9259	6.2715	4.0342	7.0323	5.5395	6.587	2.8368	6.2334	9.9177	2.4132	3.8373	5.0382	6.0119	6.3541	7.4978	1.0676	3.8242	4.4659	7.7589	3.6069	2.331	4.6968	5.3424	7.9558	1.0761	2.2186	3.1444	4.9445	2.392	1.7564	4.2999	3.5537	6.3302	6.7753
RS_G4297__DPYSL3__DPYSL3	4.2682	0.83739	3.5608	4.3315	0.35313	0.36739	0.99867	6.742	0.05365	0.13571	4.9268	2.2627	1.653	0.09219	1.0895	7.5919	1.2393	9.5025	2.118	0.35981	1.9442	0.92822	2.376	1.1786	0.17482	5.85	0	3.4451	0.51889	1.7287	1.6933	7.2656	3.9465	1.8393	2.248	4.8161
RS_G8103__FBLN5__FBLN5	2.4898	3.7031	3.3013	1.7502	4.6055	0.76715	0.54751	5.2391	2.3253	1.2888	2.8473	1.9258	3.8111	2.4345	2.4563	1.81	3.9975	6.5096	0.35073	0.62774	0.88865	4.1303	2.6517	2.5515	1.5994	8.6354	4.668	0.70417	3.152	4.1943	0.82392	3.2984	5.1443	2.8958	4.031	1.544
RS_G2195__SUSD2__SUSD2	9.5721	12.9805	4.5994	6.4995	0.77228	6.1627	4.8384	0.6937	7.5174	10.8044	1.7112	4.6173	6.3905	5.5285	8.6238	3.3648	2.2529	5.9218	6.0348	5.1737	8.0181	8.8025	5.7008	10.4084	9.9673	2.6368	12.6232	1.6938	8.6608	11.9002	6.8074	10.2734	4.6774	8.3618	3.7359	2.6465
RS_G6759__XAF1__XAF1	0.70494	0.24912	0.077767	3.8743	4.3757	0.34105	0.51684	0.78531	0.15423	0.37371	8.1182	1.6447	5.2741	3.6319	0.3472	4.516	7.9514	1.8859	0.74722	0.55715	0.21993	0.27561	0.070228	0	0.25471	5.1957	0	2.2428	4.2314	6.9815	4.6265	0.15909	0.9767	0.050434	0.10585	0.10335
RS_G1762__MMP2__MMP2	0.4728	0.51784	0.16333	0.14627	1.1858	0.21659	6.7222	10.4729	0.2313	0.53378	1.1497	4.3334	3.1849	4.7367	0.74091	5.5154	4.458	10.0294	0.50701	0	0.15291	5.9153	0	0.47804	0.67254	6.3519	0.71178	8.0913	6.8538	1.7789	5.4073	1.6774	0	3.3427	0.5521	0
RS_G1258__GSDMB__GSDMB	4.7283	10.0772	7.4928	3.7606	2.7807	2.9772	3.6969	4.6781	3.5467	4.7565	3.2791	2.1913	5.0688	9.6147	4.5209	5.8219	4.5338	0.96991	2.7699	2.573	5.054	1.4808	1.526	2.9419	4.2907	3.365	11.4397	2.1741	3.0874	3.2711	4.2586	4.6204	4.528	6.4607	4.3342	3.4357
RS_G11349__FBLN2__FBLN2	0.39761	11.101	0.2534	6.3401	0.23155	0.89252	10.8382	3.7514	1.0239	4.0648	5.9735	4.6059	8.1195	0.93459	1.9516	0.6412	5.0908	1.9731	0.56682	0.52712	1.2761	5.399	0	6.3892	0	11.1067	8.4706	3.8971	5.4564	7.4762	7.0764	7.3138	0	10.8093	8.9052	7.0003
