Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg15307169__FLJ33718	0.073548	0.050877	0.5105	0.051239	0.070941	0.69106	0.060061	0.09695	0.042059	0.063531	0.89869	0.057389	0.59809	0.043969	0.89608	0.060712	0.13345	0.046469	0.038531	0.064771	0.078535	0.61595	0.036666	0.1383	0.047383	0.10307	0.33753	0.10192	0.091706	0.052589	0.057061	0.67656	0.030129	0.039901	0.12464	0.054895	0.048448	0.055858
Meth__cg08397758__C10orf33	0.047195	0.060419	0.060567	0.046762	0.039605	0.88177	0.074009	0.04076	0.053378	0.051551	0.037272	0.12041	0.11133	0.061005	0.050358	0.12013	0.071095	0.042098	0.058421	0.045577	0.054977	0.063093	0.0406	0.053249	0.057831	0.054392	0.099132	0.10227	0.8114	0.037196	0.043277	0.04183	0.029896	0.043253	0.059265	0.049966	0.050382	0.04376
Meth__cg21201572__AGR2	0.087938	0.051537	0.61013	0.065894	0.11165	0.85673	0.10081	0.29263	0.054959	0.11769	0.2657	0.079256	0.11427	0.085174	0.13194	0.59621	0.10874	0.72625	0.10519	0.082409	0.65132	0.86306	0.04482	0.15998	0.077594	0.21651	0.1035	0.13683	0.27791	0.10468	0.79252	0.073901	0.057961	0.045562	0.18669	0.074152	0.067327	0.070375
Meth__cg06366981__HPGD	0.04251	0.63145	0.19723	0.046679	0.030321	0.9231	0.07358	0.38507	0.032723	0.048223	0.033474	0.46031	0.35223	0.042409	0.17563	0.044308	0.072003	0.39247	0.05638	0.041045	0.86767	0.18808	0.043911	0.27517	0.033486	0.11529	0.09516	0.12637	0.3139	0.023813	0.27005	0.056777	0.037511	0.93937	0.074282	0.049049	0.053	0.034397
Meth__cg13686115__PHYHIPL	0.87823	0.266	0.87513	0.87216	0.81597	0.3286	0.88475	0.38135	0.03993	0.04028	0.63881	0.11686	0.86765	0.19355	0.05913	0.083431	0.059983	0.4136	0.17714	0.50974	0.85595	0.065124	0.52966	0.59936	0.67382	0.072792	0.77454	0.37468	0.04963	0.061006	0.21461	0.33119	0.53704	0.84401	0.3151	0.49789	0.84445	0.72581
Meth__cg09660171__LMX1B	0.041526	0.045565	0.062516	0.053009	0.037114	0.48889	0.059437	0.068008	0.040009	0.048155	0.045296	0.05707	0.079747	0.046661	0.043089	0.040939	0.082207	0.2422	0.081137	0.15456	0.046725	0.048622	0.042075	0.16118	0.045494	0.068462	0.53309	0.072242	0.040144	0.050209	0.059612	0.22684	0.038609	0.030033	0.056758	0.044947	0.033791	0.045069
Meth__cg04133652__MLLT6	0.032843	0.057746	0.08567	0.056751	0.040082	0.44755	0.044089	0.070432	0.31849	0.042027	0.044627	0.11246	0.10003	0.30016	0.10993	0.069603	0.19784	0.0237	0.03925	0.04137	0.050897	0.12889	0.039199	0.056193	0.048889	0.03876	0.057351	0.043373	0.044936	0.035672	0.21495	0.06981	0.026753	0.030065	0.060203	0.084207	0.026658	0.035796
Meth__cg13796218__C1orf187	0.076495	0.12985	0.903	0.062578	0.10532	0.76554	0.10814	0.13256	0.046581	0.071535	0.63334	0.42168	0.73603	0.06983	0.81131	0.39231	0.47236	0.36818	0.17368	0.062633	0.057888	0.789	0.14385	0.75032	0.070556	0.099539	0.24095	0.061092	0.0981	0.062873	0.4469	0.080454	0.090659	0.74028	0.075167	0.082762	0.15279	0.18659
Meth__cg24006361__EPN3	0.024376	0.03443	0.048594	0.019226	0.025888	0.25121	0.051429	0.025289	0.043843	0.025812	0.027719	0.04486	0.058472	0.053723	0.029285	0.19383	0.082523	0.028608	0.035349	0.029326	0.035904	0.89174	0.026316	0.10564	0.027013	0.06636	0.042565	0.077218	0.048005	0.026226	0.06594	0.03469	0.026975	0.023396	0.030478	0.035104	0.031071	0.028844
Meth__cg13346411__CCKBR	0.066818	0.14756	0.93932	0.15095	0.057127	0.73007	0.9136	0.62445	0.056807	0.078036	0.68153	0.17572	0.93559	0.068286	0.17702	0.10921	0.21587	0.56685	0.93747	0.62304	0.35734	0.18976	0.062098	0.92842	0.1005	0.087456	0.93111	0.12328	0.083161	0.12615	0.29385	0.35715	0.074848	0.61887	0.10122	0.095787	0.080483	0.089535
Meth__cg15544036__CLDN4	0.070365	0.07651	0.087092	0.086687	0.040271	0.90246	0.072186	0.74483	0.056794	0.061457	0.28063	0.035566	0.0749	0.059484	0.057726	0.91331	0.11086	0.88533	0.049186	0.064337	0.055514	0.89436	0.051605	0.30727	0.050864	0.06305	0.087228	0.090923	0.61702	0.069876	0.91049	0.042922	0.04303	0.040252	0.14933	0.050241	0.043782	0.056735
Meth__cg02144298__CEBPA	0.026815	0.27616	0.96878	0.026384	0.024366	0.79954	0.031583	0.054669	0.030458	0.027448	0.95093	0.029435	0.25962	0.031324	0.59886	0.039555	0.070757	0.25899	0.043693	0.044909	0.020408	0.79439	0.036905	0.92121	0.038606	0.1832	0.041017	0.049153	0.23957	0.10649	0.50185	0.021368	0.016416	0.024446	0.077262	0.032353	0.020997	0.02493
Meth__cg26825755__ACSM2	0.31943	0.03162	0.076339	0.84684	0.7752	0.053456	0.58444	0.049958	0.68454	0.13401	0.045287	0.043953	0.059708	0.49248	0.069407	0.035246	0.077886	0.064191	0.051009	0.1656	0.84363	0.42737	0.066698	0.11771	0.051618	0.1197	0.11221	0.079982	0.037198	0.089463	0.048921	0.62579	0.052428	0.057464	0.092606	0.3097	0.17431	0.17911
Meth__cg14870461__AER61	0.69573	0.94442	0.75392	0.97486	0.95143	0.03558	0.22057	0.69238	0.85566	0.24271	0.027343	0.77487	0.87496	0.87452	0.040534	0.020638	0.14968	0.011646	0.2137	0.27823	0.26523	0.17849	0.59615	0.037273	0.25964	0.022156	0.5696	0.79922	0.017455	0.019148	0.011109	0.94438	0.6021	0.73793	0.24775	0.49158	0.82783	0.77426
Meth__cg09882647__C20orf35	0.19529	0.10757	0.76483	0.069343	0.061235	0.40313	0.11823	0.32004	0.14922	0.23111	0.067004	0.081363	0.28668	0.10296	0.21147	0.51348	0.17281	0.30076	0.12278	0.051799	0.23192	0.11476	0.22312	0.56486	0.072495	0.076051	0.25543	0.06786	0.051347	0.90385	0.45887	0.087695	0.076548	0.22847	0.030689	0.046467	0.053007	0.10209
Meth__cg12603043__EHD2	0.018397	0.014393	0.83869	0.79661	0.57101	0.015228	0.014747	0.0087876	0.020765	0.022736	0.64376	0.025704	0.038102	0.018247	0.020842	0.014009	0.10366	0.014781	0.014862	0.050648	0.030744	0.02961	0.036797	0.024044	0.5002	0.030667	0.036709	0.051305	0.015875	0.01688	0.015337	0.035983	0.02508	0.018127	0.02135	0.023824	0.023302	0.018529
Meth__cg14019317__PROX1	0.046567	0.04118	0.06077	0.056563	0.11263	0.056622	0.046759	0.06472	0.51442	0.15836	0.17431	0.11042	0.096405	0.44379	0.055078	0.055456	0.17854	0.10742	0.69701	0.7286	0.50928	0.052225	0.57721	0.59574	0.046561	0.15469	0.12069	0.11653	0.044301	0.061301	0.051171	0.041333	0.037632	0.38675	0.41202	0.066568	0.46656	0.31385
Meth__cg21529807__CEACAM4	0.70078	0.05845	0.045091	0.80248	0.81565	0.027494	0.063861	0.046347	0.040513	0.044357	0.078231	0.037869	0.16283	0.038055	0.054103	0.043335	0.095366	0.046887	0.18177	0.16558	0.86218	0.11671	0.82437	0.055377	0.093377	0.059216	0.1276	0.078246	0.06243	0.054774	0.041566	0.22294	0.036262	0.40508	0.086351	0.43294	0.18032	0.17143
Meth__cg06023257__GAB2	0.02621	0.039296	0.31432	0.072996	0.21908	0.4323	0.51052	0.056091	0.023484	0.1023	0.22371	0.036277	0.27059	0.029087	0.52117	0.051717	0.077693	0.021551	0.11625	0.034183	0.10984	0.039764	0.37123	0.66093	0.038974	0.068157	0.5831	0.059994	0.066581	0.029387	0.043053	0.38825	0.024611	0.14613	0.11043	0.025373	0.35641	0.11151
Meth__cg05927017__BCL2	0.038913	0.14424	0.84461	0.038001	0.027964	0.70592	0.035381	0.2235	0.052501	0.029322	0.058171	0.16514	0.17608	0.060481	0.49038	0.35395	0.14828	0.19028	0.032972	0.032799	0.035414	0.89464	0.032288	0.48174	0.037637	0.056026	0.086837	0.13467	0.039283	0.032025	0.14138	0.068674	0.030441	0.039959	0.086834	0.045231	0.034933	0.028387
Meth__cg26095194__DUSP1	0.043358	0.059945	0.056636	0.042937	0.03439	0.037807	0.05374	0.047449	0.037376	0.054187	0.03669	0.040258	0.074918	0.048465	0.052023	0.040122	0.075249	0.035563	0.57985	0.053149	0.039777	0.070241	0.040244	0.074951	0.041773	0.086101	0.062915	0.09569	0.042364	0.031885	0.040379	0.034952	0.032361	0.038651	0.074052	0.03998	0.032906	0.039474
Meth__cg15900980__GPX1	0.040667	0.94337	0.053815	0.051706	0.96708	0.029646	0.18086	0.028742	0.9451	0.45459	0.95722	0.095941	0.063996	0.9552	0.033965	0.038094	0.066721	0.1622	0.9691	0.96247	0.43895	0.90008	0.95744	0.055759	0.088757	0.056099	0.065529	0.92836	0.034062	0.033818	0.029214	0.9744	0.036206	0.86217	0.94103	0.94246	0.94083	0.93726
Meth__cg04711050__SLC1A1	0.038258	0.025921	0.030851	0.029974	0.018358	0.45664	0.037253	0.036322	0.021093	0.03811	0.064169	0.041129	0.073778	0.037797	0.059713	0.039301	0.060693	0.020525	0.44602	0.13874	0.03047	0.034236	0.058685	0.34911	0.034709	0.072054	0.87774	0.071312	0.022714	0.023823	0.10474	0.035699	0.019685	0.028206	0.05268	0.029667	0.024054	0.024794
Meth__cg11251858__ESR1	0.043122	0.021661	0.051909	0.040506	0.045889	0.86898	0.054319	0.40646	0.033301	0.037621	0.41743	0.047859	0.48639	0.032628	0.83028	0.15516	0.065008	0.038652	0.27508	0.036017	0.035955	0.13767	0.035238	0.80311	0.035203	0.090744	0.085968	0.091545	0.04171	0.033429	0.062001	0.060344	0.028998	0.32228	0.10342	0.037232	0.04162	0.050561
Meth__cg05801648__SYK	0.10544	0.10226	0.11106	0.10691	0.10235	0.87487	0.14196	0.27619	0.09733	0.13999	0.60114	0.1091	0.1224	0.094785	0.079635	0.49815	0.13585	0.12478	0.076791	0.092559	0.53721	0.17893	0.10837	0.73364	0.11477	0.36228	0.79153	0.15902	0.12082	0.081052	0.71146	0.67569	0.10809	0.094701	0.15053	0.11089	0.093039	0.091988
Meth__cg17769238__H19	0.5687	0.056374	0.065951	0.058196	0.56026	0.68583	0.058641	0.0857	0.044526	0.056429	0.2829	0.91749	0.08813	0.05686	0.048337	0.062036	0.080226	0.061436	0.045616	0.65488	0.2905	0.056617	0.3676	0.65721	0.064009	0.10131	0.10529	0.083783	0.04748	0.12101	0.068767	0.10757	0.051282	0.52315	0.10133	0.89238	0.077552	0.092923
Meth__cg02774439__HAND2	0.92696	0.056757	0.67065	0.93519	0.52137	0.051204	0.87441	0.42387	0.061265	0.06042	0.053218	0.12877	0.69848	0.23613	0.082824	0.40627	0.1032	0.14743	0.85356	0.80055	0.91523	0.053735	0.88157	0.81346	0.75534	0.34389	0.85131	0.064165	0.047154	0.036746	0.14737	0.050008	0.52457	0.9242	0.43971	0.91076	0.73893	0.9004
Meth__cg10503138__CNTN4	0.84909	0.060665	0.37336	0.49605	0.4339	0.60883	0.27279	0.61466	0.8442	0.15605	0.72716	0.60345	0.27987	0.86628	0.20814	0.13619	0.30165	0.11291	0.039156	0.18859	0.80837	0.092896	0.88404	0.20489	0.10188	0.19799	0.59569	0.13535	0.073446	0.77985	0.10897	0.072306	0.079826	0.12602	0.2179	0.077012	0.85301	0.71788
Meth__cg03160508__RHOD	0.021419	0.80453	0.03319	0.29692	0.022562	0.92197	0.078923	0.95821	0.018216	0.067687	0.28785	0.046384	0.069129	0.018234	0.26828	0.080416	0.04714	0.16354	0.29472	0.1158	0.03292	0.95363	0.030962	0.53925	0.21547	0.033698	0.054176	0.7431	0.53411	0.018002	0.54044	0.023209	0.036381	0.047963	0.062278	0.017331	0.022621	0.03428
Meth__cg22055427__P2RY1	0.048284	0.035189	0.77504	0.04356	0.034233	0.32119	0.067849	0.077724	0.046603	0.16119	0.050759	0.057434	0.080084	0.060068	0.042369	0.052859	0.06693	0.065149	0.23027	0.044936	0.21616	0.056153	0.031505	0.54503	0.057148	0.082164	0.088213	0.093694	0.046352	0.038599	0.087957	0.057929	0.045005	0.039605	0.24236	0.053411	0.039008	0.052339
Meth__cg09896445__GPC5	0.052953	0.07502	0.87469	0.062014	0.042911	0.66027	0.59354	0.050423	0.04713	0.089186	0.11321	0.072314	0.71434	0.050337	0.074205	0.083188	0.10063	0.2443	0.09706	0.079939	0.085559	0.053313	0.043438	0.11976	0.09701	0.15093	0.80108	0.1385	0.055796	0.077021	0.1006	0.076718	0.038416	0.12872	0.12806	0.034884	0.07458	0.059226
Meth__cg19162106__GPC5	0.071957	0.07069	0.95398	0.059566	0.032277	0.82858	0.67915	0.061404	0.046823	0.077393	0.091127	0.071687	0.84584	0.040926	0.041378	0.7838	0.16999	0.20951	0.063946	0.071845	0.069731	0.042082	0.03711	0.19894	0.066165	0.37085	0.83092	0.067687	0.051382	0.04336	0.071354	0.062014	0.038109	0.078686	0.95749	0.02923	0.058322	0.047336
Meth__cg08446111__ABCC11	0.17423	0.14122	0.48959	0.14019	0.82967	0.30121	0.088571	0.14947	0.70917	0.62036	0.15445	0.72742	0.13815	0.70668	0.20057	0.084633	0.24923	0.26256	0.43489	0.36215	0.32852	0.80811	0.2394	0.48439	0.42903	0.16557	0.104	0.1707	0.072613	0.28924	0.1001	0.055969	0.047033	0.077438	0.3552	0.1232	0.12077	0.54028
Meth__cg08244522__THBD	0.043397	0.25408	0.95457	0.067014	0.048239	0.80814	0.054036	0.75013	0.21075	0.036973	0.53478	0.96194	0.77705	0.17277	0.86825	0.051634	0.10769	0.039247	0.44696	0.44549	0.035256	0.29707	0.039103	0.073936	0.042394	0.065079	0.052772	0.158	0.16635	0.038178	0.56571	0.15027	0.037327	0.67591	0.056253	0.050049	0.038457	0.040733
Meth__cg10061117__SORL1	0.016696	0.013689	0.74631	0.021845	0.02058	0.44619	0.021847	0.023665	0.01197	0.018013	0.081166	0.15029	0.11838	0.01507	0.08672	0.042547	0.2004	0.01206	0.052458	0.059021	0.17787	0.033392	0.018312	0.83941	0.011425	0.038462	0.053218	0.020979	0.024111	0.22595	0.029946	0.23923	0.014094	0.01447	0.022636	0.016701	0.01898	0.031188
Meth__cg27495845__FCRLM2	0.5036	0.028987	0.40779	0.64864	0.77647	0.068506	0.18094	0.56939	0.36124	0.076687	0.26636	0.43119	0.35158	0.25728	0.2694	0.13469	0.13626	0.066583	0.43877	0.29772	0.92441	0.28949	0.94486	0.50068	0.34684	0.1279	0.14032	0.072702	0.33034	0.40404	0.50163	0.11512	0.036937	0.22983	0.14646	0.89484	0.46677	0.23621
Meth__cg22016571__MASK	0.31727	0.068156	0.10873	0.081676	0.22406	0.65527	0.079625	0.37541	0.060792	0.23908	0.067849	0.057666	0.12377	0.064028	0.46744	0.6021	0.199	0.065604	0.047431	0.066739	0.57214	0.39038	0.58545	0.10653	0.070677	0.28834	0.4376	0.13866	0.657	0.066948	0.22226	0.28888	0.065425	0.38281	0.17179	0.61628	0.15374	0.084751
Meth__cg10025443__SYK	0.07835	0.060413	0.065778	0.057574	0.045185	0.88954	0.14651	0.18393	0.043818	0.056916	0.55245	0.11087	0.099695	0.053001	0.046535	0.33465	0.16374	0.17001	0.038847	0.069589	0.31348	0.22925	0.046222	0.84583	0.052559	0.085696	0.86207	0.067032	0.39932	0.13256	0.55016	0.64856	0.04373	0.05273	0.099896	0.06059	0.049748	0.046584
Meth__cg20057066__FLJ42957	0.059506	0.046324	0.13262	0.29707	0.085837	0.048726	0.058153	0.058499	0.06121	0.052691	0.06539	0.1319	0.42363	0.061009	0.05998	0.048187	0.095714	0.053593	0.037734	0.048824	0.063393	0.053534	0.10723	0.080404	0.29295	0.078	0.32982	0.084866	0.050048	0.052179	0.054582	0.22455	0.074481	0.075808	0.13844	0.078374	0.31981	0.27041
Meth__cg24155668__MAPK13	0.018834	0.7477	0.027503	0.019135	0.020247	0.98148	0.35934	0.021728	0.014274	0.72009	0.97815	0.02728	0.46561	0.45546	0.97948	0.053623	0.044731	0.73367	0.457	0.46086	0.021627	0.97775	0.019907	0.036002	0.020673	0.031047	0.030069	0.53018	0.14153	0.014241	0.59347	0.018707	0.014104	0.56636	0.074846	0.015493	0.019929	0.015593
Meth__cg20496643__RASL10B	0.037743	0.4722	0.90242	0.062651	0.016694	0.025737	0.39752	0.95832	0.025463	0.06744	0.045898	0.049503	0.84603	0.030793	0.84193	0.016766	0.071138	0.32795	0.035076	0.04486	0.041916	0.036176	0.0496	0.867	0.059348	0.060034	0.086154	0.44729	0.84804	0.46565	0.068282	0.91485	0.027348	0.88254	0.055785	0.025328	0.070269	0.031257
Meth__cg15264255__NPAL2	0.076617	0.073457	0.088746	0.072279	0.044141	0.40472	0.084265	0.085102	0.095423	0.051688	0.067571	0.15061	0.089942	0.072951	0.075806	0.061328	0.12721	0.042439	0.043949	0.065566	0.073088	0.07071	0.046508	0.12706	0.063148	0.27418	0.0919	0.10612	0.087154	0.047086	0.095255	0.080453	0.058943	0.049272	0.088421	0.065584	0.070384	0.074681
Meth__cg18285951__INPP5E	0.047988	0.069021	0.93549	0.25474	0.037606	0.033028	0.036854	0.028228	0.04359	0.048948	0.0398	0.41478	0.071035	0.27678	0.090285	0.033881	0.08044	0.052045	0.034341	0.054153	0.052493	0.14974	0.057994	0.12191	0.047954	0.079614	0.09184	0.13002	0.041741	0.035594	0.036633	0.040754	0.17955	0.60425	0.13598	0.064554	0.045329	0.047459
Meth__cg02265318__MOSC1	0.022284	0.51241	0.8393	0.029598	0.032035	0.77797	0.33076	0.56076	0.1491	0.10008	0.4428	0.03614	0.55515	0.13553	0.97127	0.42108	0.078731	0.49762	0.014655	0.032883	0.12432	0.7867	0.055635	0.06985	0.031095	0.043735	0.14015	0.38289	0.22934	0.038811	0.098951	0.28771	0.082775	0.5444	0.076885	0.030145	0.24481	0.2346
Meth__cg04325632__ADRA2C	0.051841	0.0612	0.17774	0.62132	0.78745	0.36183	0.51255	0.055453	0.061688	0.54361	0.27959	0.20135	0.40999	0.079579	0.056136	0.045943	0.11118	0.06331	0.48203	0.45072	0.76657	0.082143	0.43196	0.57166	0.47471	0.086735	0.1255	0.19948	0.059711	0.059595	0.075636	0.067861	0.046753	0.38887	0.26713	0.59426	0.43616	0.58913
Meth__cg21912567__GADD45G	0.046526	0.055281	0.051401	0.04759	0.052642	0.87335	0.055904	0.052709	0.043783	0.041176	0.045158	0.038445	0.083601	0.049683	0.45331	0.064269	0.091856	0.084758	0.036602	0.049243	0.046455	0.054868	0.043304	0.35421	0.050838	0.092088	0.087449	0.066041	0.048335	0.049884	0.05513	0.049538	0.041598	0.053386	0.073784	0.046532	0.04809	0.05092
Meth__cg15452426__DFFA	0.025776	0.031381	0.12117	0.29543	0.037025	0.027631	0.035472	0.029664	0.18654	0.048698	0.02782	0.10955	0.037142	0.13797	0.024151	0.041574	0.095373	0.21788	0.068809	0.062815	0.083319	0.078029	0.11802	0.071158	0.39648	0.044074	0.054143	0.05627	0.021705	0.024447	0.11113	0.032413	0.07733	0.029087	0.20275	0.046117	0.030155	0.2242
Meth__cg19844287__MOCS2	0.040971	0.053139	0.081658	0.11938	0.037493	0.026809	0.036366	0.02999	0.082857	0.041407	0.029595	0.032381	0.061471	0.088969	0.036558	0.02728	0.064241	0.026467	0.027194	0.035115	0.3184	0.061924	0.11187	0.049616	0.065383	0.034788	0.056881	0.074476	0.032687	0.046396	0.028047	0.079148	0.033813	0.048176	0.081263	0.041064	0.033587	0.051624
Meth__cg25391023__BTNL2	0.22093	0.13744	0.19155	0.39171	0.72783	0.096529	0.088209	0.76687	0.65585	0.12959	0.20414	0.14032	0.20225	0.45934	0.24957	0.13131	0.13093	0.16043	0.13553	0.18283	0.61198	0.12482	0.47271	0.12965	0.30032	0.15389	0.2069	0.15605	0.062816	0.21736	0.11075	0.58023	0.088493	0.12449	0.18765	0.17463	0.22173	0.27346
Meth__cg00815605__ACOT2	0.066589	0.54777	0.081616	0.076174	0.079405	0.39865	0.085456	0.058386	0.081464	0.10247	0.067716	0.071762	0.64658	0.094285	0.10197	0.064734	0.16954	0.34172	0.74117	0.53552	0.061944	0.085858	0.19467	0.1146	0.078571	0.093013	0.11946	0.27994	0.079772	0.065903	0.47917	0.10204	0.063582	0.055901	0.08671	0.07937	0.064324	0.075357
Meth__cg19144013__PIR	0.55748	0.17297	0.19799	0.62017	0.34592	0.54763	0.040411	0.026576	0.027691	0.034047	0.057093	0.064402	0.60321	0.069594	0.040172	0.037477	0.37579	0.047311	0.028614	0.040689	0.75731	0.19007	0.5559	0.10372	0.48513	0.05667	0.21501	0.34762	0.034119	0.095737	0.070607	0.33712	0.10621	0.039667	0.05662	0.51122	0.3421	0.036793
Meth__cg19304410__CACHD1	0.026998	0.033008	0.034736	0.032235	0.022516	0.36622	0.029439	0.81303	0.031781	0.029705	0.23034	0.12405	0.24255	0.034823	0.30429	0.030007	0.05231	0.030747	0.022765	0.028651	0.027912	0.074585	0.02533	0.062956	0.025362	0.097563	0.12692	0.072469	0.068299	0.037886	0.27604	0.09788	0.024606	0.024766	0.063877	0.027093	0.08513	0.098728
Meth__cg24794531__TRPC1	0.91451	0.026039	0.62834	0.60619	0.033954	0.08384	0.088848	0.065344	0.85426	0.03467	0.077373	0.827	0.82437	0.6374	0.049414	0.027571	0.1291	0.33876	0.022909	0.040459	0.33376	0.034067	0.19403	0.47624	0.11888	0.084001	0.92091	0.12252	0.032831	0.026956	0.031672	0.87685	0.0925	0.93868	0.38044	0.038188	0.34234	0.32497
Meth__cg18565355__RBM35A	0.053114	0.06417	0.058305	0.04936	0.045203	0.89511	0.049756	0.042357	0.055787	0.052689	0.050598	0.089882	0.10983	0.05262	0.053972	0.68863	0.11547	0.56503	0.057271	0.051508	0.05243	0.89147	0.04287	0.74396	0.053287	0.09179	0.072782	0.12594	0.83076	0.041838	0.86879	0.045591	0.045734	0.039021	0.054825	0.048901	0.045585	0.050395
Meth__cg14070162__PTRF	0.0855	0.27762	0.08891	0.94841	0.94611	0.062074	0.46719	0.06051	0.098137	0.55734	0.079545	0.10158	0.58804	0.09584	0.74082	0.061913	0.090011	0.08066	0.43357	0.47552	0.92706	0.089991	0.94012	0.10348	0.80192	0.13576	0.12882	0.48775	0.078004	0.068745	0.076582	0.70598	0.098634	0.82646	0.11525	0.6201	0.65135	0.80033
Meth__cg04452713__DST	0.12625	0.64237	0.53421	0.57753	0.82961	0.054087	0.6556	0.04578	0.85954	0.086442	0.889	0.096876	0.72735	0.61844	0.25062	0.079738	0.17166	0.049745	0.15486	0.56151	0.56603	0.41634	0.8512	0.15861	0.71058	0.20393	0.81098	0.51571	0.05891	0.063647	0.060396	0.89734	0.38762	0.80687	0.39889	0.64529	0.63721	0.24449
Meth__cg01939681__GABRB2	0.48369	0.032509	0.85765	0.52874	0.042899	0.77759	0.89671	0.23043	0.034568	0.41661	0.82913	0.087012	0.37691	0.23489	0.53108	0.53037	0.13483	0.051219	0.88017	0.88301	0.15897	0.096201	0.081487	0.73444	0.19519	0.17787	0.89034	0.07947	0.35978	0.052992	0.082247	0.18242	0.036101	0.72727	0.62456	0.36707	0.12846	0.040364
Meth__cg25228746__BIN1	0.20172	0.1975	0.02278	0.074083	0.058535	0.11881	0.063318	0.051279	0.15515	0.025925	0.12343	0.82574	0.74189	0.12767	0.069477	0.021172	0.06489	0.11796	0.71625	0.23342	0.22868	0.024775	0.062705	0.28363	0.029782	0.051488	0.048039	0.31206	0.018625	0.41998	0.087798	0.048918	0.019369	0.060337	0.085973	0.080879	0.03888	0.041277
Meth__cg25119415__MNDA	0.71372	0.072091	0.14534	0.19744	0.047543	0.10196	0.11561	0.63362	0.25285	0.11591	0.27726	0.092892	0.12186	0.16289	0.1372	0.067797	0.084528	0.064371	0.040908	0.13116	0.44722	0.12129	0.73402	0.12108	0.1457	0.08089	0.21113	0.12355	0.064734	0.52946	0.11119	0.065857	0.053636	0.074202	0.1345	0.073938	0.18314	0.18696
Meth__cg27239921__CACNA1D	0.034528	0.062555	0.55841	0.048714	0.032118	0.43247	0.082039	0.047785	0.040342	0.041819	0.24238	0.42047	0.47978	0.048632	0.1361	0.057302	0.086615	0.028382	0.025757	0.034833	0.048126	0.15358	0.032508	0.61769	0.04431	0.068597	0.085981	0.087463	0.31044	0.082892	0.066992	0.10038	0.034011	0.033637	0.047886	0.039523	0.035209	0.034658
Meth__cg16052901__VPS52	0.13674	0.088658	0.094998	0.1773	0.14193	0.076799	0.25979	0.087564	0.075146	0.17407	0.14191	0.61015	0.14114	0.11793	0.10292	0.11618	0.21448	0.11184	0.079422	0.12025	0.76145	0.41109	0.28173	0.14233	0.38881	0.24825	0.26655	0.14052	0.051725	0.071487	0.10558	0.080844	0.1847	0.090505	0.19627	0.29047	0.13631	0.094028
Meth__cg04121771__TM4SF4	0.13041	0.11007	0.37516	0.11232	0.075393	0.87307	0.1492	0.13333	0.19647	0.08796	0.12121	0.058926	0.17697	0.16504	0.12006	0.50556	0.20932	0.12718	0.085963	0.13558	0.12258	0.52203	0.092573	0.1865	0.11582	0.24706	0.20334	0.29156	0.25617	0.065902	0.15193	0.18598	0.10951	0.10391	0.4622	0.10166	0.20319	0.10439
Meth__cg16254764__HDAC11	0.054001	0.35404	0.45089	0.33949	0.07575	0.58448	0.33472	0.071122	0.051738	0.41974	0.10743	0.18726	0.29733	0.053306	0.12764	0.18143	0.10093	0.41816	0.20419	0.1015	0.11679	0.53411	0.16922	0.20855	0.22976	0.15606	0.10128	0.27037	0.087496	0.049194	0.2059	0.14756	0.049529	0.042039	0.065211	0.070167	0.07984	0.065108
Meth__cg26896762__ISL1	0.90657	0.056597	0.098009	0.90819	0.65799	0.75567	0.90545	0.8391	0.064951	0.18086	0.24321	0.13158	0.59009	0.28039	0.05925	0.37601	0.093541	0.14625	0.39783	0.25754	0.45048	0.072293	0.88546	0.66301	0.84106	0.12653	0.20926	0.094618	0.057434	0.054333	0.19496	0.055248	0.27977	0.67172	0.52668	0.48186	0.89832	0.8553
Meth__cg01087382__MAP3K7	0.055638	0.054299	0.058367	0.050319	0.064901	0.05128	0.09419	0.080647	0.067692	0.086431	0.061293	0.067835	0.09694	0.078689	0.068454	0.069648	0.20905	0.14891	0.060386	0.048687	0.061796	0.06431	0.05291	0.1497	0.05104	0.20154	0.14959	0.08024	0.10765	0.059636	0.54703	0.063325	0.051708	0.061862	0.10586	0.064513	0.069873	0.076056
Meth__cg00893636__EPM2AIP1	0.023758	0.020373	0.020166	0.023739	0.038775	0.76105	0.021227	0.025574	0.03207	0.022413	0.95463	0.023368	0.047429	0.027201	0.023298	0.014336	0.044836	0.016646	0.022225	0.026291	0.031991	0.030888	0.026121	0.034197	0.02827	0.038449	0.019365	0.037776	0.032492	0.035702	0.030134	0.016465	0.041439	0.025568	0.025454	0.021363	0.031812	0.026777
Meth__cg10487127__ATXN1	0.031048	0.016482	0.019657	0.030239	0.027707	0.028549	0.024813	0.023439	0.2333	0.021586	0.039272	0.064111	0.064743	0.21108	0.022886	0.014967	0.052545	0.019507	0.029594	0.02431	0.029033	0.024238	0.022997	0.084788	0.029507	0.048712	0.074814	0.041329	0.02829	0.015346	0.014637	0.020719	0.022501	0.023456	0.044305	0.026917	0.037827	0.033781
