Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM229PE	SUM52PE	T47D	UACC812	UACC893	ZR751	ZR7530	ZR75B
RS_G15925__TSEN54__TSEN54	7.2344	8.3459	6.4633	7.5892	6.3917	7.9159	7.7411	6.4839	6.8253	8.3035	7.0863	7.4429	7.0836	7.421	8.0853	7.972	6.2994	7.2044	6.6307	10.0525	8.9556	6.8742	8.4277	7.161	9.7546	9.4051	9.1787	7.8424	7.1251	8.4663	7.997	8.3349	8.7783	12.7359	8.8604	5.6995	8.5107
RS_G1436__FAP__FAP	0	0	0	0.18706	0.18332	0.19117	0.94484	3.9543	0	0	0	0.83298	0.5157	4.0178	0	5.4188	3.9292	0.45519	5.6902	0	0	0.72062	2.496	0	0	0	0	3.5532	5.4313	4.7177	0.20414	0	0	0	0	0	0
RS_G5427__SRGN__SRGN	0	0.86436	0	0	1.889	0	0	5.5557	0	0	0.63384	1.3082	1.2829	0.89407	0.3789	3.0125	6.0192	0	9.3304	0.3731	0	0	0	9.9268	0	0	0	2.0368	0	0.57078	3.6571	3.931	0	0.27804	0.7318	0	0
RS_G16319__SERHL2__SERHL2	5.5576	9.6885	4.2228	5.1276	3.5316	4.1391	4.4021	2.9824	9.3149	3.0556	6.0929	4.8312	4.2306	3.487	4.2993	5.1006	5.2126	4.4447	4.1099	5.1008	8.2175	3.9131	8.19	3.8247	5.6157	3.797	11.2439	4.1716	4.2778	4.8636	3.1849	6.6946	6.6957	10.5394	10.0126	3.2253	9.7217
RS_G4882__NRP2__NRP2	0.9771	0.20883	0.35126	0.070484	5.1284	0	4.7753	5.4477	2.767	0	6.9605	5.4682	6.1647	1.8408	0	5.4395	6.3585	3.0381	4.719	0.93829	0.60902	2.8202	1.0506	4.1193	0.27601	0.53772	1.3656	9.3677	1.3344	6.321	2.2134	0.87418	0.047311	1.0807	0	0.12061	0.1009
RS_G6333__CBFA2T3__CBFA2T3	1.8336	0	5.3611	7.1927	0	5.2837	1.1064	0	0.54497	5.7199	0	0.42865	0.090715	0	0	0.23609	0.50007	0	0	9.1725	6.5271	5.0922	0.18912	0	6.2349	0	0	0	0.1218	2.368	0	7.6543	6.4261	0.30966	6.7696	1.3786	6.3594
RS_G1317__SEMA3A__SEMA3A	0	1.446	0	0	4.8682	0	0.22776	5.911	0	0.55754	0.085551	5.9332	2.6768	1.7369	0.55589	0	4.2407	4.3885	4.1137	0	0	0	1.2805	5.4226	0.046512	0	0	0.32428	0.92652	2.2665	0	0.83084	0	0.066364	0.13429	0	0
RS_G16005__AC132938.1__AC132938.1	3.3968	7.0684	3.238	3.177	1.1178	3.9758	3.6169	3.755	2.6302	3.0794	0.23316	1.5437	0.9469	1.9486	2.0463	2.4857	1.3451	0	0.74679	4.6038	4.1822	2.4883	3.0345	0.95226	4.3185	3.5446	4.409	2.2798	1.0105	1.6071	1.2745	4.283	2.2745	2.2512	9.0349	1.0272	10.1017
RS_G21888__SLC44A4__SLC44A4	10.1997	2.5993	3.2179	3.4584	0.35858	1.975	0.68161	1.0928	1.3355	1.6234	1.0694	0.30153	1.3511	0.95468	8.2946	0.2895	0.70528	5.6633	0.79152	1.3571	1.618	5.8168	4.6087	0.18325	5.3455	5.4773	5.7888	0.4787	1.0129	2.6885	1.277	2.3329	4.2833	3.1405	8.7733	8.0261	7.8269
RS_G7__CFH__CFH	1.2601	0.21358	0	0.12495	6.8359	0	0.20366	5.8212	0	0.86297	0.11269	5.1026	0.50616	6.0005	0	1.4161	4.6605	6.9368	6.3026	0	0	0.24742	0.19249	5.7137	0	0	0	0	4.5765	1.5146	0	0	0	0	0.17597	0	0
RS_G14028__SUSD5__SUSD5	4.1374	0.2278	1.652	1.4189	7.4136	0.79899	3.8409	6.9339	2.5299	0.95948	0.80769	2.9449	2.9382	3.1619	1.2317	4.0329	6.9944	0.6891	4.6281	0.52125	0.29324	2.9912	3.0817	7.5128	1.1616	0.81957	1.4101	6.1608	1.8309	2.0915	0.27212	3.4141	3.0074	0.36284	0.075385	2.5544	0.35588
RS_G7026__NGF__NGF	0	0	0	0.44039	8.2263	0	1.5055	5.462	0	0	0	5.0698	3.456	0.41902	0	7.7309	6.0518	0	7.9757	1.5749	0	0	0.80236	4.6169	0	0	0	4.7581	0.80466	3.6174	0	0	0	0	0	0	0
RS_G8221__CDH11__CDH11	0.79052	0.19957	1.1551	0	8.6171	1.5558	5.8768	8.8783	0.1995	0.15665	0.46098	2.9491	6.0302	4.7511	1.4071	2.1427	5.2153	0.78652	7.7193	0	0.078446	0	0.063857	7.6977	0.12672	0	0	6.0073	0.74857	0	0	0	0.55314	0	0.40122	0.17606	0
RS_G19176__ITGBL1__ITGBL1	0.16651	0	0	0	0.20264	0	4.0493	0.68818	0	0.28041	0	4.3601	7.3595	0.1923	0.54398	0	6.5539	0.69579	6.9503	0	0.29988	0	3.9306	6.4769	0.052559	0	0	6.6087	4.4647	1.0651	0	1.5074	0	0	0	0	0
RS_G13234__AC135457.2__AC135457.2	4.438	5.5184	2.9816	4.176	0	4.1144	0.57084	0.81969	8.4437	3.1298	0.76268	0	0.3818	0.91582	3.4289	0.58332	0	0	0.90435	1.9106	3.1711	4.0342	2.8411	0.1258	6.1146	7.5507	4.8409	0.23253	0	0	0.80114	3.9769	3.6333	0.091365	6.1201	3.6195	5.5207
RS_G6326__AC006273.1__AC006273.1	4.7058	0.44652	0	6.9571	4.8531	2.6603	1.0627	1.6414	0.52069	0.8433	6.875	3.8642	0.70315	0.67825	0	0.22203	5.498	0	2.1711	3.6612	3.7451	9.1647	2.0081	0.29709	2.1202	1.1253	0	9.396	1.41	3.9901	0	4.3873	6.578	1.3958	5.6514	0.64854	4.4249
RS_G2752__C13orf15__C13orf15	1.6778	0	0.2523	1.5405	1.0073	0	7.0141	5.6897	0	1.543	1.4384	2.3605	3.5916	1.9013	0	5.5066	1.8871	5.2724	0.83926	0	0.42973	0.44241	2.8603	4.7928	0.80035	0	0	0.40215	4.3445	2.0999	2.9343	1.478	0.3017	0	2.636	0	1.8022
RS_G12106__FBN1__FBN1	1.2014	1.8895	2.1102	0.65511	7.5586	2.1463	1.108	8.4746	0.6436	0.18388	0.66708	3.0923	4.1752	1.0146	0.74839	4.3982	6.9848	4.5742	9.8221	0.29333	1.5016	1.6413	0.80989	5.7106	1.3307	3.0962	1.224	5.4877	1.9859	2.2667	1.2437	0.29429	1.1637	0.74856	1.0261	2.1826	0.5397
RS_G807__CAMK2B__CAMK2B	2.055	1.083	4.9995	6.7296	0.2691	2.5981	1.3003	0.35965	1.7145	6.897	0.053428	0.80048	2.9125	1.3969	0.80405	1.2759	0.92393	0.20156	0.69563	4.7918	4.0117	6.9571	3.3654	0.35082	3.2641	0.38027	1.0315	0.54473	1.0781	0.79091	0.12731	2.5763	6.9971	1.1459	4.9143	0.13091	4.8944
RS_G1779__PTHLH__PTHLH	0	0	2.2732	1.8152	2.1658	0	7.2097	4.2484	0	0	0.32391	9.1068	2.3649	2.1959	0	2.287	1.3148	1.5258	4.0306	0	0.76599	3.356	1.957	0.83936	2.8815	1.3368	0	1.8976	0.5104	3.4073	2.0487	0	0	0	0.48471	0.2175	0
RS_G4911__TNFAIP3__TNFAIP3	3.4229	2.5241	1.0022	2.341	3.086	2.2536	6.0137	4.7093	4.1702	1.7707	7.0341	7.7645	7.6887	3.9834	3.1691	6.975	4.977	4.4333	6.6145	3.1333	1.8825	2.9038	2.0664	4.8906	1.4189	0.39628	3.774	3.5072	5.7983	3.8722	2.863	2.6747	2.037	3.7756	1.5191	2.5182	2.18
RS_G12004__RET__RET	1.3467	3.1518	7.9063	5.6597	0.87543	5.1853	0.89165	0.30187	8.0782	9.1389	0.31723	1.7701	1.0823	1.4569	2.1055	1.1764	1.548	0	0.10745	6.9421	7.479	8.4747	5.2297	0.99732	6.4964	5.759	0	0.32614	0.097243	0.14819	5.6052	2.6186	8.8377	9.2257	3.7588	4.0769	1.5535
RS_G11429__CXCL3__CXCL3	0.33948	0	0	0	3.4106	0	2.5204	3.2775	0	0	4.4838	3.1649	1.7437	1.4393	0	4.6319	3.5497	3.3576	4.5588	0.22001	0	0	0.6239	2.2938	0	0	0	6.9196	8.1321	2.8659	0	0	0	0	0	0	0
RS_G12120__LARP6__LARP6	4.2188	1.299	3.6514	2.9647	6.568	0.41765	5.2848	8.1059	3.3645	1.9411	9.7435	4.7567	5.4148	3.8387	1.199	5.773	5.0126	6.7561	5.8904	3.7507	2.9315	4.4766	4.378	6.7601	4.6908	0.67497	0	8.9712	6.2283	5.1701	5.3971	3.8833	5.3123	0	3.6215	2.1745	3.6772
RS_G3919__LIN7A__LIN7A	3.7677	0.35537	7.4724	5.0956	3.1116	2.128	0	0	3.2538	8.0213	0	1.175	0	0	1.5019	0	2.764	0	0.77667	5.0665	7.3978	6.8717	1.8961	2.4763	5.1648	5.2908	0	2.3303	0	0.58074	0	0	5.0376	6.0056	5.7957	1.178	0.54285
RS_G15547__GAS1__GAS1	0	0	0.20138	0.62347	6.8017	0.35442	3.9425	6.4901	0	0	4.9514	0	3.5582	1.1793	0	5.7523	4.7642	3.202	3.9524	0	0.34607	0.64055	3.8028	0	1.0246	0.98655	0	4.0824	5.0688	3.4259	0.80311	0.55514	0.12587	1.6805	0.66117	0.70183	0
RS_G9697__SACS__SACS	2.067	1.5539	2.7128	2.6618	7.5446	3.9356	3.7448	6.2877	3.522	2.4697	2.1369	4.2963	3.1799	3.5032	0.069102	3.8339	6.3153	2.2163	5.8931	1.7435	2.3215	0.95951	0.95544	5.6932	0.64456	0.83687	1.783	3.7786	3.1724	2.3061	1.7719	2.088	1.7195	0	1.5692	0.079871	3.5968
RS_G13241__LONRF2__LONRF2	3.7903	0.13384	4.3477	6.6943	2.2956	4.2931	1.4733	0.35575	5.1387	7.8064	0.33337	0.31323	0.59924	0.20636	0.11329	0.35946	0.8376	0.035217	0.26581	4.131	5.2239	6.7852	0.7994	0.66303	4.3186	0.070664	0.30533	1.1188	0.15278	0.089869	4.0044	3.3933	4.6452	0.23247	3.8043	3.1376	3.1669
RS_G7748__IFI44__IFI44	3.8056	0.59385	0.46246	6.1055	2.1195	0.30353	2.8333	7.1034	0.31583	4.6246	9.3298	6.5299	7.3962	6.8635	4.9226	2.6237	7.0366	10.8415	2.8004	0	1.098	2.4211	0.44083	6.4009	0	0	0	0.88563	5.9345	4.7341	0.59359	4.5095	0.20578	0.20695	1.2093	2.4246	0.41488
RS_G17577__P2RX2__P2RX2	1.3699	5.6587	1.7281	7.6192	0.25976	0.69501	1.6549	0.15633	5.106	3.9282	4.3574	2.5458	0.38581	0.63772	6.1438	0.69729	0.25811	0	0.54424	6.4267	5.6475	0.38942	5.1452	0.63987	2.6185	1.1863	4.2646	0.45772	0	0.71099	0	8.5345	6.106	0	4.7114	0.55388	5.3932
RS_G27296__IGHE__IGHE	0	6.9908	1.3543	4.0388	0	0.60738	0	0.51827	1.5466	1.1694	0	0.87206	0.6756	4.4599	0.58338	0.48354	0	0	0	4.756	1.6579	1.583	2.7019	0	1.3237	0	2.7515	0	0	0.68655	6.537	1.5464	7.9834	5.2637	4.3878	0	2.5552
RS_G1374__ACACB__ACACB	3.908	5.2688	3.2278	2.9195	2.2539	6.1215	0.62692	2.9029	4.272	2.6055	2.7762	2.8917	3.4241	2.2371	1.1644	2.6825	3.9113	0	2.0041	5.2458	6.5934	4.5103	5.2822	3.3443	3.3371	4.1871	3.6865	4.39	4.4947	3.4655	4.0283	3.3294	5.1162	7.1097	5.1677	2.1754	2.0258
RS_G12257__B2M__B2M	11.205	9.5507	10.0365	10.7284	12.7723	9.9151	11.1783	13.0887	9.4968	10.4742	13.8925	12.2174	12.0721	13.0742	9.3201	12.5616	11.9706	15.751	10.0038	8.7483	10.1023	11.7189	9.3765	12.5876	9.4284	10.1329	11.3537	9.1302	10.4107	10.8859	11.3149	11.3883	8.6614	8.7557	10.9148	11.7016	8.6662
RS_G920__BCAS1__BCAS1	6.6372	8.9475	11.0683	7.1505	0.93032	5.61	1.127	1.64	10.7186	6.2652	0.25653	0.51932	2.3365	4.0923	7.4486	1.1356	0.70967	1.8382	0.95512	8.6848	6.957	6.1282	6.1222	0.83247	6.1234	2.181	9.4061	0.49246	0.40769	1.9885	4.6113	6.1188	8.185	7.9615	7.2271	10.7575	7.9636
RS_G835__GNA15__GNA15	1.2334	0.21489	0.37624	0	0.43131	0	2.4189	0.77872	0.6554	0.32327	0.21659	8.3867	5.6862	2.9916	0.43841	0.54819	0.52322	5.7739	0.77707	1.0429	0	1.56	6.699	7.4091	1.7814	0.4093	0	0.58613	6.8932	7.4618	0	0.69439	0.16463	0.16969	0	0	0.4793
RS_G7308__CAPN9__CAPN9	6.4438	3.1332	3.5347	3.5598	0	1.0939	0.31269	0.32114	6.6264	0.27084	0.18039	0	0.54781	0.42803	2.2606	0	0	0.48368	0.58627	2.7745	2.9198	2.5747	3.4162	0	6.9213	2.4802	2.4484	0	0	0	2.8086	4.4383	4.2802	2.1151	5.3116	5.64	6.7046
RS_G16432__C1orf64__C1orf64	7.5817	5.6156	7.5603	5.6306	0	3.097	0.1454	0.9382	8.8167	1.8555	0.21876	0.25986	0.25555	0.15475	8.3654	0	0.16111	0.15095	0.4392	0.63111	0.17079	1.6817	2.3787	0	6.8421	1.2505	8.026	0	0.46451	0	0.096899	2.7013	7.8181	0.43084	6.8627	8.2468	5.9547
RS_G3155__CEACAM5__CEACAM5	7.7277	3.0865	5.2121	4.8633	0.070684	0.77155	0.33646	0.23729	6.8653	2.8689	0.19396	1.5222	1.9951	3.6506	2.6469	0.67372	0.38368	1.983	0.44479	4.5313	5.7591	1.2814	6.2762	0.25678	6.8029	0.24994	1.7276	0	0	0.66264	3.5968	3.7252	3.876	1.5839	4.8808	7.1634	6.2929
RS_G5781__OPRL1__OPRL1	4.534	1.6695	0.95283	4.2781	1.5212	1.6941	1.5183	0.62697	2.1401	1.4334	3.2103	0.3316	0.80273	0	0.79524	2.1467	2.3743	2.1919	1.2947	4.4101	3.2073	3.3572	0.86525	0.48697	1.694	1.73	1.6668	6.922	3.9209	1.6348	1.7889	1.0742	2.0271	3.0021	3.8285	0.89153	3.6366
RS_G3621__RASD1__RASD1	5.969	3.1449	0.68218	4.3604	1.2555	2.573	2.5312	1.9517	9.8031	1.1515	3.5046	3.8191	1.2438	1.4534	3.8761	1.8056	1.9539	1.1264	2.8615	6.7543	8.3099	4.2693	6.4316	5.2432	4.799	2.2009	1.6598	1.155	3.3133	3.1136	2.7128	0.32639	5.474	8.2312	2.5211	8.2593	1.6951
RS_G11441__TM4SF18__TM4SF18	0.063627	0.33303	5.7812	5.1303	2.4429	4.9049	7.7835	1.6684	4.4129	6.1745	0.21054	0	6.7182	3.4103	6.1319	3.3713	5.3957	3.9681	0.17964	1.3098	2.3027	1.2533	0.55321	8.1172	2.2255	2.2631	0	1.5581	0	0.24403	0.76783	2.6463	0.97751	3.4624	1.224	0	0.11762
RS_G7691__FXYD6__FXYD6	5.7685	2.1274	2.1789	3.8716	0	0.3027	5.739	1.3528	0.57647	6.4826	6.0859	0.24504	4.7351	0.27962	0.541	4.212	1.002	0.38471	0.17696	4.1257	3.1482	4.0237	4.4754	0	2.9596	0	0	1.1793	0.55351	0	0	5.0247	3.1366	5.0017	2.8838	1.1372	1.5806
RS_G7469__GATA4__GATA4	0	0.071455	5.0461	5.7202	0	0.15928	0	0.25613	0.24147	7.6513	4.2841	4.4421	0	0	0	0	0	0	0.17587	4.1894	0.48135	5.5359	2.3787	0.28015	2.9878	3.9039	0	1.7774	0	2.7153	0	1.8259	4.0538	0	0.86042	0.67276	0
RS_G19300__APCDD1L__APCDD1L	0.069099	0.73015	0.34728	0.1681	0.31255	0.46148	3.8937	5.4361	0.98939	1.19	0	2.4493	3.5305	0	0.56885	1.4309	3.6234	2.4928	8.2577	0	0.57933	0.32832	2.602	1.7279	0.46267	0	0	0	4.6435	6.2723	0	0.099032	0.21913	0.513	0	0.83621	0.34479
RS_G5897__C20orf114__C20orf114	7.2811	4.1593	6.4009	4.4106	0	0.79278	0.42508	0.85199	5.3667	1.576	0.63302	0	6.651	7.7517	0.67061	0	0.2615	6.3258	0.30149	2.4042	2.3954	6.6345	11.8817	0	6.9239	0.24599	6.1223	0	0.87411	0	3.1221	4.9933	9.8768	9.3686	8.9966	10.4025	6.0651
RS_G8867__TM4SF19__TM4SF19	1.6938	0	1.7121	1.2061	1.4021	0.82399	4.2581	0.71457	1.1425	1.0244	0.22523	8.02	5.4001	3.7259	0	1.5527	2.3795	3.6887	2.0732	0.4553	1.6893	1.6472	2.016	7.2146	1.4234	0.74831	0	2.859	3.8026	4.2	1.1632	2.8123	1.6337	1.4954	0	1.3337	0.63044
RS_G6090__GNG11__GNG11	0.71502	0	0	0	7.1496	0	0	5.5049	0	0	0	2.63	1.1777	0	0.46383	4.103	4.6713	3.4475	7.7723	0.67123	0	0	1.3968	8.221	0.46116	0	0	6.0924	3.2617	2.8833	0	9.7098	0.34563	0	0.65578	2.3835	0
RS_G4436__CCL20__CCL20	1.9698	0	0	0	0.92801	0.95898	0.82603	1.8539	0.57533	0	9.1032	2.6324	1.6539	0.51556	0	6.5061	0.53131	1.0229	0.60805	0	0	0	0.45769	0.90037	0	0	0	0	6.4299	3.4352	0	0	0	0	0	0	0
RS_G15160__THBD__THBD	2.1121	3.0337	1.9883	4.929	0	3.8626	0	1.4846	0.37671	2.3226	0.27449	6.4554	0	0	0	0	0.1815	0.17079	1.0032	5.1053	4.1804	6.4552	2.5167	4.9336	6.3586	6.7423	1.4443	7.6701	3.2897	6.9106	0.26966	0.40369	3.3066	0	3.7341	0.62202	0
RS_G18787__SERPINB2__SERPINB2	0	0	0	0	1.1115	0	3.2226	0	0	0	0.68625	8.935	7.0426	1.6439	0	3.9413	0.41102	8.0819	6.2158	0	0	0	0.75171	0.56362	0	0.38777	0	0	4.3306	4.8748	0	0	0	0	2.543	0	5.4605
RS_G10801__S100A1__S100A1	12.2539	5.1734	4.3125	8.846	2.2497	10.0502	6.8321	2.8645	9.8429	7.3739	5.4273	1.8777	3.0618	1.939	10.6979	5.2693	4.0757	5.6141	3.2969	6.1014	4.2464	4.4537	9.6898	2.9113	5.8621	4.0999	5.1531	5.5304	2.123	4.343	5.0315	5.96	8.354	8.4907	3.8626	11.8033	2.5385
RS_G11215__EN1__EN1	0	1.6203	1.7416	2.0997	3.3363	0	6.9753	4.5556	2.3857	0	6.6847	4.0274	2.9926	1.3909	0.92511	6.7749	1.863	2.198	4.1982	0	0	0	4.627	0	0.12776	0.30582	0	5.4291	7.244	1.2845	0	0	0.33268	0.69571	0	0	0
RS_G13933__SNCG__SNCG	10.7928	7.9446	1.5171	9.3345	0.56038	7.4267	0.49198	0.6228	8.4757	3.676	0.52156	7.4115	0	8.29	3.1888	5.7251	1.1233	6.6394	2.0984	6.6334	1.9549	5.39	10.4681	6.7702	9.2171	0	6.2318	0	5.2603	9.4602	9.511	6.7271	12.5266	7.777	7.6609	10.2955	11.4412
RS_G13255__CDH2__CDH2	0.95252	0.11179	3.8179	3.037	9.5863	0.59708	7.9074	7.9637	0.065964	0	3.3876	4.6749	1.3151	0.59305	0.62312	7.3261	9.9603	0.65088	8.8508	0.061776	0.34768	6.7543	1.1428	0.95446	5.4598	2.9731	0	2.3343	4.6813	5.7937	0	0.64866	0.92462	0.1671	1.9772	0	1.4403
RS_G10636__AC140077.17__AC140077.17	6.4734	6.1038	3.6772	4.9298	6.3114	4.3628	5.7212	10.4706	2.8701	3.3701	10.9558	5.729	6.1452	6.4867	6.0287	8.6229	7.1547	8.5327	8.2138	2.1652	2.5573	6.7464	5.3674	4.1819	4.0261	2.353	3.5703	2.1811	7.9831	5.4752	4.4278	2.8825	1.3347	5.085	4.7804	2.871	2.011
RS_G17307__KRT14__KRT14	0.24717	1.1678	1.781	1.2666	2.595	1.5424	12.9384	11.6802	1.0895	3.3626	2.6226	13.5674	10.8786	2.5079	0.55228	9.1398	0	7.7913	12.0549	2.3875	0.29759	0.44893	10.8776	0.91201	0.29051	5.7017	0.54968	0	7.0103	4.5846	0.71452	0.85755	1.1256	1.4642	0.41714	0	0.5899
RS_G5313__TMEM156__TMEM156	6.3667	0.68625	0.25002	1.0743	0.22017	0.68688	2.7164	0.97297	2.409	0.55338	0.20704	4.3234	2.8657	5.3247	1.1203	0.23463	1.0467	4.5866	5.865	0.59194	0.50402	0.76171	1.653	7.439	0.65543	0.54852	0	0.21308	1.9252	2.0397	5.2275	0.75174	0.60236	0.23678	0.16554	3.3665	0.45639
RS_G7338__SERPINE2__SERPINE2	2.3994	0.79327	3.83	2.2086	10.1196	0.18958	7.4411	11.5894	0.28363	0.46684	9.8235	6.7055	2.8475	7.0236	0	8.1647	6.4473	2.5456	9.5902	2.7962	1.3238	1.0935	5.4003	6.5495	4.3532	2.126	0	6.0111	6.9672	5.6749	0	0.83906	1.3572	0	3.4753	0.39899	1.5784
RS_G7745__IFI44L__IFI44L	0.23732	0	0	4.5645	0.60514	0	0.99127	3.5141	0	2.0578	9.2152	1.5653	3.916	4.217	4.1907	0.47385	1.9555	10.2427	1.0245	0	0.60717	0.55766	1.1744	1.9467	0	0	0	0	7.3195	2.6778	0.41582	0	0	0	0	0	0
RS_G13254__IRX1__IRX1	0	0	0	0	0	0	9.066	6.4132	0	0	0.24446	2.8355	0.71958	0.25437	0	3.6235	3.7902	0	0.86673	0	0.14025	0	0	0	0	0	0	0	3.8275	0	0	0	0	0	0	0	0
RS_G12875__MFSD7__MFSD7	5.9134	5.9466	0	5.134	0.87243	1.5542	0.39831	0.27981	2.9756	3.974	0.50965	1.6432	2.5464	0.69369	0.24852	0	1.8338	0.32742	1.3851	1.148	1.087	1.8221	2.8234	3.1895	1.7338	2.1995	5.7598	1.462	3.5056	0.37387	4.665	7.7798	7.0837	0.33251	5.0269	4.7293	3.5491
RS_G6440__COL5A1__COL5A1	3.8517	3.1224	0.40165	5.4151	10.1958	7.0167	4.1353	8.0257	0.059076	1.7108	0.44888	3.3905	6.243	6.8198	2.7499	5.9398	8.5532	1.3704	9.4954	4.8717	3.0794	0.85124	2.9642	4.163	1.235	0.099041	0.20663	2.239	5.6444	6.5509	4.9687	3.6637	2.6721	3.7828	2.6056	0.60344	1.0735
RS_G3540__NEURL__NEURL	3.6573	1.604	3.2167	5.0826	0.12804	3.0672	0.56345	0.076146	1.6913	4.6273	1.1639	5.7313	6.2309	0.38961	0.35474	3.8044	0.50272	3.7048	3.6771	4.3433	2.5675	5.907	3.7849	0.48852	0.94156	2.459	0.2406	0.43683	0.82688	0.53848	3.1075	1.336	6.0556	0.8311	3.9368	1.033	4.0827
RS_G21898__CARD16__CARD16	0.84619	1.2359	0	0	0	0	0	0	0	0.4364	1.243	4.3336	2.7053	4.9938	2.0011	3.3761	0	7.5705	1.1067	0	0	0	0	1.5332	0	0	3.0494	0	2.3581	4.1815	3.8427	5.8372	0	0	0	0	0
RS_G9860__DAB2__DAB2	2.8095	2.6767	1.9608	0.84202	7.8425	1.0483	5.6917	7.6059	9.6164	8.572	3.2249	4.2838	2.5393	4.435	3.3926	5.0783	5.6126	6.3679	7.6893	0.22032	2.9612	1.2783	2.7123	6.6862	1.4309	0.99415	4.3122	5.9163	3.1804	1.1255	5.8937	2.6474	2.0384	1.2662	2.1991	6.9402	0.16587
RS_G5570__C20orf95__C20orf95	7.1527	5.7301	0.36922	6.5895	0	0.95995	0	0.53327	0	3.1196	6.5813	3.8441	4.4064	3.3533	0.32432	0	0.17468	1.2766	0.37972	0	0.4825	0.96841	5.9026	5.4557	7.0925	1.4186	5.6898	0.31651	5.4739	5.0249	8.2665	6.8861	10.0052	1.9227	5.7786	7.9073	3.3218
RS_G10280__RAB11FIP1__RAB11FIP1	7.6887	6.2778	7.0128	12.2859	4.5822	8.1106	7.2796	4.0893	8.438	8.7856	8.1977	5.5418	6.2577	5.6096	7.1473	5.7509	6.7727	5.928	3.3836	5.4681	6.386	10.7433	6.6273	5.9329	7.033	5.945	6.155	2.8408	4.7669	4.8767	7.8875	7.9949	6.493	6.6429	9.2453	7.1473	8.7531
RS_G8410__EMP3__EMP3	2.911	2.2536	0	5.4885	10.665	3.4648	8.5826	10.5314	2.4683	3.5154	2.9505	6.6359	7.2148	2.5904	2.7206	3.8705	10.036	5.246	12.2115	4.767	4.5667	2.7647	3.9866	11.253	3.255	3.7386	1.1597	11.5916	9.0071	8.949	4.0601	3.8818	2.6646	3.4737	3.7137	2.9148	1.0148
RS_G28095__AC084880.12__AC084880.12	2.6458	0.39162	1.7242	6.5075	2.0128	4.2328	0	0.47769	0.8068	5.5432	0	1.422	2.6796	0.4027	0	0	0	0	1.578	5.5496	2.9325	3.2725	0	0	3.729	0	0	0	0	0	4.0225	0.48828	6.5179	0	3.7538	0	1.8171
RS_G10186__RAB39B__RAB39B	0.38428	0.62376	0	3.5463	3.185	0.29144	1.5096	0.46077	2.1624	3.4233	0.2595	0.43834	0	0.14128	3.7832	1.1671	0.80855	0	0.24693	3.8003	4.4548	5.2678	0.23737	0.13887	0.7854	0.37994	0	7.1328	0.53598	0	0	1.1418	4.4134	0	4.9092	4.0183	2.3891
RS_G12262__NNMT__NNMT	8.5516	2.0132	0.48442	0	9.4448	0	1.147	7.6778	0	0	1.6205	1.4637	5.9883	7.7288	0	5.9076	6.1323	8.4278	6.7404	1.7656	0	0.46256	3.0779	0.7415	0.55533	0.52928	0	9.0646	10.6571	6.8006	9.2782	0	1.7073	1.4987	0.22668	0.18146	0
RS_G6428__OLFM1__OLFM1	6.1853	1.2059	5.2618	8.8231	5.7987	8.0377	3.4766	6.4622	0.27506	8.5601	4.7135	0.70135	0.61996	5.9175	0.25648	5.9528	6.0875	0.12153	0.68657	7.6818	6.9156	8.3574	4.6574	0	6.3923	0.44053	0	0.92765	1.374	0.62473	2.8874	8.5529	8.6067	0.68601	8.172	0	7.3426
RS_G11080__DNAJB4__DNAJB4	5.2481	2.6683	2.103	2.8453	9.2845	3.4604	3.6926	7.1968	4.45	2.7546	4.4632	4.5992	3.4336	4.2361	2.4822	5.9018	6.3162	5.4822	6.7432	1.3773	2.6579	4.1523	2.2465	5.9448	1.8261	2.2012	3.7086	3.9964	3.852	4.099	3.7067	1.7083	0.85314	3.3767	3.1523	4.5721	0.8945
RS_G18751__COL4A6__COL4A6	0.67594	0.13292	0.082024	0	2.7738	0.18736	0.39431	0.12632	0.04069	0.15342	0.06856	5.2708	4.3231	2.4073	0.27736	0.8942	3.3987	0.59125	2.8252	0.45164	0.87533	1.2266	1.004	0.68802	3.537	2.2581	0.099219	0.63428	4.2757	5.7836	3.0149	3.9285	0.34172	0.41123	0.38657	0.088037	0.43794
RS_G11256__SPRR3__SPRR3	1.7298	0.23122	0	5.638	0	0	0.98659	0	0	0	0	2.728	4.5123	3.2536	0	0	0	0	0	1.1027	0.83238	0	6.4478	0	0.45042	0	0	0	0	0	1.7475	0	2.2911	1.5011	2.7222	0	0.6426
RS_G22653__SERPINB5__SERPINB5	5.5773	0.48724	1.0519	0.8082	0.37229	0.20657	9.0874	5.7456	0.71494	0.39411	6.5654	9.9021	7.8999	8.3625	0	8.4593	3.95	8.3206	0	0.66939	0.37159	3.6119	2.6496	0.27736	1.948	1.6061	0	0	7.6307	8.0227	7.3521	1.3471	0.13854	0.073184	1.1275	0.23219	1.3386
