Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg12506373__CAD	0.044603	0.053796	0.079829	0.047999	0.05008	0.032399	0.04772	0.021822	0.036589	0.034795	0.14568	0.090438	0.10261	0.073631	0.040984	0.054635	0.041142	0.036526	0.067015	0.043329	0.05518	0.055392	0.043144	0.069894	0.054574	0.060098	0.62477	0.055128	0.074643	0.097434	0.036185	0.037828	0.03727	0.04804	0.0473	0.049075	0.038023	0.044603	0.042862	0.036091
Meth__cg27118809__FLJ20699	0.064013	0.038063	0.086614	0.068543	0.031883	0.038727	0.069585	0.027205	0.15887	0.051845	0.043868	0.072836	0.046528	0.063642	0.050323	0.35723	0.040886	0.066403	0.10112	0.039559	0.034632	0.081276	0.044351	0.08833	0.048994	0.087468	0.056539	0.059602	0.36138	0.089997	0.039061	0.039256	0.04453	0.20232	0.043457	0.035866	0.070759	0.050509	0.053767	0.051436
Meth__cg03933322__CSAD	0.20299	0.18652	0.43889	0.3121	0.061424	0.11079	0.2467	0.05978	0.96276	0.081313	0.16347	0.37706	0.071012	0.13559	0.19238	0.23324	0.057476	0.088347	0.30855	0.063844	0.18331	0.26353	0.25669	0.26398	0.31524	0.10291	0.18069	0.1708	0.23947	0.082491	0.16355	0.072297	0.55183	0.060982	0.34012	0.08012	0.1283	0.073333	0.070257	0.17652
Meth__cg17731079__CDC42EP3	0.033182	0.021298	0.043035	0.023899	0.019794	0.018836	0.028647	0.023486	0.0159	0.021809	0.027485	0.042759	0.021365	0.056974	0.029462	0.028957	0.022802	0.020397	0.048384	0.016726	0.03347	0.3007	0.02032	0.024224	0.016615	0.067419	0.0362	0.041781	0.047294	0.069638	0.024051	0.017698	0.020616	0.029149	0.021504	0.019727	0.06494	0.03346	0.030931	0.028161
Meth__cg18285951__INPP5E	0.047988	0.069021	0.93549	0.25474	0.037606	0.033028	0.036854	0.04249	0.028228	0.04359	0.048948	0.0398	0.41478	0.071035	0.97821	0.27678	0.090285	0.033881	0.08044	0.052045	0.034341	0.054153	0.052493	0.14974	0.057994	0.12191	0.047954	0.079614	0.09184	0.13002	0.041741	0.035594	0.036633	0.040754	0.17955	0.60425	0.13598	0.064554	0.045329	0.047459
Meth__cg10313675__C1orf74	0.019912	0.022203	0.030749	0.024879	0.021088	0.022099	0.037596	0.0097813	0.03345	0.43601	0.040129	0.020901	0.035944	0.037967	0.36981	0.38094	0.024286	0.029246	0.83709	0.028419	0.026741	0.029393	0.029871	0.027037	0.030775	0.044454	0.027605	0.050725	0.044062	0.030037	0.025942	0.47109	0.078445	0.93162	0.029093	0.025696	0.034296	0.030815	0.025632	0.023049
Meth__cg26229274__SLC22A4	0.043066	0.039773	0.053152	0.042966	0.029205	0.030517	0.037905	0.04656	0.026354	0.033721	0.037908	0.045639	0.027755	0.44163	0.036829	0.03995	0.029633	0.031447	0.11775	0.024277	0.031135	0.044465	0.033552	0.035474	0.034533	0.093375	0.042547	0.061069	0.06312	0.060936	0.032516	0.032562	0.023554	0.04853	0.023791	0.027829	0.12753	0.031207	0.030027	0.033557
Meth__cg19523029__TLE4	0.096034	0.10667	0.11072	0.15299	0.0937	0.052955	0.11254	0.097138	0.11658	0.14173	0.13385	0.1445	0.090857	0.16728	0.055159	0.1091	0.087412	0.048138	0.24573	0.09746	0.080155	0.14917	0.095762	0.11726	0.091106	0.69833	0.10575	0.21197	0.22387	0.13948	0.080473	0.076905	0.13103	0.061422	0.098651	0.11242	0.66587	0.18003	0.12195	0.098262
Meth__cg13778073__HSPA4	0.065864	0.065339	0.093098	0.058691	0.043055	0.048112	0.060986	0.020627	0.052763	0.048026	0.079898	0.06225	0.046554	0.10503	0.058361	0.047629	0.048123	0.059225	0.13755	0.037197	0.048741	0.48169	0.050418	0.055239	0.041167	0.094212	0.065885	0.073692	0.10939	0.069737	0.05347	0.049303	0.04721	0.051934	0.049517	0.05464	0.0837	0.058243	0.050208	0.048414
Meth__cg03270376__STK36	0.050168	0.045023	0.063325	0.052512	0.041095	0.03894	0.051694	0.035666	0.051014	0.043186	0.052586	0.077242	0.056933	0.14479	0.4755	0.053135	0.048679	0.044805	0.076177	0.04221	0.041858	0.045885	0.049031	0.05261	0.042654	0.069567	0.039071	0.054925	0.28567	0.083149	0.040618	0.040735	0.041707	0.04143	0.044226	0.044959	0.11234	0.050084	0.10012	0.05462
Meth__cg19515518__TMEM80	0.066134	0.062713	0.8587	0.13447	0.084123	0.056061	0.098162	0.11049	0.058898	0.096745	0.10553	0.09584	0.59749	0.22234	0.12915	0.088855	0.15435	0.07383	0.18928	0.058216	0.067838	0.11311	0.065891	0.3112	0.096701	0.14423	0.15704	0.06814	0.15895	0.11608	0.041659	0.050186	0.7806	0.10339	0.06126	0.069525	0.20381	0.079774	0.1234	0.11369
Meth__cg00359973__RIBC1	0.025379	0.017949	0.024557	0.02142	0.016603	0.019072	0.026402	0.012658	0.018789	0.02486	0.027839	0.027218	0.4599	0.027262	0.023147	0.024196	0.022022	0.021755	0.31293	0.019242	0.019339	0.021578	0.023173	0.028255	0.020296	0.056242	0.018613	0.042494	0.57153	0.028887	0.018217	0.022714	0.028599	0.021157	0.021952	0.025809	0.038156	0.025933	0.024116	0.020545
Meth__cg06719391__KCNQ1	0.06972	0.047485	0.43379	0.073827	0.027472	0.072405	0.046272	0.049219	0.18894	0.052554	0.044918	0.11917	0.037823	0.075212	0.030659	0.10192	0.03435	0.023067	0.12197	0.029239	0.0468	0.084959	0.050897	0.14486	0.047173	0.039727	0.042351	0.070913	0.15442	0.025185	0.029241	0.027434	0.13795	0.025362	0.026807	0.023138	0.056994	0.034649	0.027469	0.02503
Meth__cg06456031__FLJ11000	0.092898	0.064077	0.075478	0.099291	0.074112	0.8554	0.085895	0.3489	0.8686	0.36127	0.081578	0.092923	0.10959	0.12865	0.04847	0.32163	0.79726	0.17039	0.12548	0.26549	0.072659	0.08759	0.13421	0.075789	0.049968	0.11257	0.080563	0.14547	0.19788	0.071909	0.45786	0.87439	0.092658	0.086778	0.082507	0.1192	0.10499	0.083372	0.089524	0.34311
Meth__cg10608333__HIST1H4K	0.034496	0.040181	0.38089	0.032381	0.42862	0.043277	0.031591	0.020241	0.036706	0.029518	0.0322	0.54446	0.021635	0.47285	0.025576	0.24831	0.032263	0.025836	0.060147	0.57536	0.027396	0.036798	0.036587	0.03568	0.90972	0.46886	0.03343	0.060498	0.079296	0.064304	0.027195	0.026559	0.026519	0.91585	0.57556	0.69846	0.035206	0.032387	0.030023	0.033239
Meth__cg22126266__LHX4	0.061304	0.052614	0.13253	0.0644	0.04512	0.054921	0.056646	0.041422	0.046301	0.045285	0.049813	0.081245	0.072698	0.095776	0.042793	0.060847	0.042356	0.036205	0.070114	0.049114	0.033529	0.073829	0.067472	0.060983	0.049956	0.069125	0.055168	0.067919	0.16172	0.083095	0.041426	0.045311	0.04925	0.039792	0.036616	0.03103	0.11746	0.051726	0.041214	0.042071
Meth__cg23795623__FLJ10769	0.061989	0.076157	0.05621	0.039879	0.042972	0.034629	0.056407	0.049304	0.064559	0.039365	0.044913	0.057996	0.034526	0.55001	0.027581	0.046788	0.039391	0.053375	0.076069	0.04403	0.035498	0.065745	0.045714	0.089043	0.036994	0.16437	0.046157	0.071735	0.066846	0.085386	0.035308	0.040598	0.034688	0.55244	0.045317	0.037155	0.075131	0.053506	0.037521	0.045252
Meth__cg05429895__TLR4	0.82148	0.085859	0.67707	0.92976	0.60637	0.8525	0.91777	0.14216	0.23875	0.94487	0.46294	0.81041	0.57857	0.17203	0.10639	0.79668	0.36166	0.55639	0.1223	0.094574	0.25046	0.096661	0.94337	0.13286	0.07425	0.13167	0.83904	0.16783	0.90043	0.12244	0.095861	0.3595	0.077899	0.66924	0.096519	0.78151	0.15867	0.10421	0.83125	0.89997
Meth__cg10834439__ZNHIT4	0.041946	0.048065	0.075895	0.059187	0.030067	0.038108	0.045069	0.031798	0.62059	0.041442	0.051144	0.04796	0.05945	0.059977	0.04426	0.044167	0.033074	0.04208	0.065036	0.043922	0.040464	0.051285	0.047944	0.052917	0.040208	0.089236	0.050676	0.07672	0.16295	0.058163	0.045663	0.041383	0.054838	0.046607	0.038246	0.033277	0.076923	0.042589	0.044783	0.045252
Meth__cg02566518__FUT11	0.083125	0.18464	0.4376	0.26722	0.11705	0.028089	0.10853	0.16688	0.39525	0.028404	0.72416	0.054286	0.73613	0.42972	0.44435	0.064953	0.035959	0.040253	0.061337	0.019856	0.38456	0.2871	0.040991	0.055775	0.27346	0.39536	0.67766	0.059914	0.090326	0.047979	0.026362	0.024455	0.45565	0.24963	0.92976	0.17247	0.46567	0.25603	0.16176	0.92916
Meth__cg00635481__ZNF76	0.045094	0.10714	0.078098	0.033825	0.021072	0.026257	0.090946	0.028596	0.090746	0.050461	0.12268	0.050133	0.033629	0.29693	0.018782	0.056441	0.027564	0.028484	0.063918	0.025018	0.032478	0.071376	0.028732	0.047749	0.065176	0.079977	0.028979	0.045496	0.065264	0.10701	0.022739	0.019569	0.030228	0.024883	0.020072	0.046463	0.12437	0.037939	0.028003	0.029449
Meth__cg05879334__ACAT2	0.02114	0.019475	0.033542	0.031157	0.018188	0.018307	0.034961	0.022482	0.038803	0.01981	0.036594	0.028059	0.027885	0.06597	0.019397	0.32025	0.026606	0.017173	0.055615	0.021814	0.022566	0.031549	0.022654	0.02607	0.03387	0.037615	0.26906	0.03849	0.52768	0.083118	0.017608	0.019723	0.016285	0.97533	0.97649	0.02062	0.054051	0.026414	0.027012	0.021986
