Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G16696__PRR16__PRR16	0.41506	0.24797	2.8974	0	8.729	0.51715	5.5895	5.757	0.29138	2.5036	5.5104	2.0171	2.0923	0.25845	5.8394	6.3792	1.3786	7.437	0	0.88141	0.1435	0	6.9914	0.32306	0.65491	4.8509	0	7.3612	3.379	1.175	1.7352	0	0	1.625	0.80822	0.6793
RS_G16239__CCBE1__CCBE1	1.1161	0.50662	0.87902	0.61557	0.55127	0.78538	1.6318	1.3054	1.0989	1.887	0.44792	1.9175	2.0205	0.58084	1.3956	1.9127	0.50876	6.035	0.6116	0.6678	1.8377	0.77331	6.1112	0.45356	1.0472	0.67266	0.6324	2.1768	3.0047	0.37002	4.2038	0.17808	0.74833	0.72401	1.2971	0.83157
RS_G4919__CTGF__CTGF	9.505	4.4992	0.78195	1.8219	12.8527	0	8.7089	7.2404	1.2136	1.2462	8.3956	5.4822	6.3887	7.5308	10.7526	9.5522	5.6891	12.5646	2.5154	1.758	0.22651	5.5647	10.5691	3.2516	1.4824	11.3633	4.5607	6.2663	7.3857	6.1576	5.3545	6.591	2.1019	4.4628	1.8454	1.1337
RS_G14071__HOXB2__HOXB2	0	1.4939	0.61128	3.8831	6.8712	2.1445	0	0.49328	8.0832	0.41649	0.51773	5.0166	1.9303	6.6224	0	4.6361	7.1941	3.1744	0.43886	1.9508	0.16898	5.5597	0	5.126	7.0143	0	0	1.9493	0	5.5557	5.4183	7.3697	8.5803	7.6631	1.4454	1.5406
RS_G6637__RARA__RARA	7.4958	9.1151	6.2662	9.3666	5.5867	8.6755	5.3	5.5698	6.1388	8.1484	6.2953	6.0039	5.8682	7.1367	6.4304	5.9595	5.8703	6.0758	9.2031	7.118	7.7675	7.7624	5.7313	7.2389	5.8846	6.0231	8.386	6.6856	6.8134	7.2525	7.9308	6.8151	8.3269	12.7129	8.5605	8.8544
RS_G8395__COL6A1__COL6A1	5.4602	5.1508	3.3975	4.7457	7.3394	3.4729	9.921	10.6743	1.6458	3.4276	8.8942	7.4773	8.2099	3.563	4.938	10.6909	0.88895	13.8151	5.0202	3.678	1.0221	5.5817	7.6313	5.1513	0.86484	10.1471	2.4509	9.1319	9.7023	7.0085	9.4911	5.3568	5.7383	6.3313	5.3044	5.3749
RS_G31237__RP11-314P12.3__RP11-314P12.3	5.1108	4.7786	1.0891	0.72198	3.0541	0.76693	9.1926	1.5589	0.43528	2.6438	0.38715	8.2861	8.0064	7.3593	6.2174	5.1254	2.5452	4.2085	1.007	1.237	1.0416	4.7344	3.9704	1.091	0	2.9622	1.4768	1.1666	6.063	0.66767	7.9529	2.0039	0	0.9313	0	0.58419
RS_G15449__PSTK__PSTK	3.0441	2.5953	2.506	2.888	3.4201	1.9302	3.6997	3.918	3.1924	3.047	4.0419	3.5195	3.7742	3.8694	4.1269	3.8838	3.0608	2.759	3.2617	3.0766	3.4609	2.7387	4.1285	3.3489	3.8483	5.2788	2.2706	4.3471	3.1501	3.2526	2.3549	9.5518	2.9723	3.3824	3.321	2.3236
RS_G6363__APOE__APOE	4.2881	4.7187	0	2.382	5.2995	1.3208	2.9543	2.0475	0.42935	4.4855	2.5012	5.566	3.0563	1.0451	1.0041	2.1619	3.6414	4.6007	6.7091	5.158	1.0037	2.8448	2.0232	0.83225	1.4749	6.4436	4.0786	4.4021	3.4789	2.8382	8.3738	2.2518	10.4583	5.5087	5.8134	0.56077
RS_G6413__KLHDC7B__KLHDC7B	0.44351	1.5307	0.26069	3.0774	0	0.36018	2.9582	0	0.57664	0.17453	6.5033	2.0385	8.7777	1.2454	3.2379	0.23533	9.8389	0.27498	1.5856	0.44704	0.36343	1.4672	0.51994	0.11993	0.41783	5.7495	0	3.5951	9.2685	6.0434	4.1718	0.85166	0.80079	1.2281	2.9772	0
RS_G11572__GUCY1A3__GUCY1A3	2.1771	3.1726	6.4643	3.3749	2.7359	0	6.4477	4.1023	6.8828	0	3.6806	4.4499	2.4961	6.7048	0.41764	2.2033	8.1568	0.45496	0.056954	2.1317	0.22101	4.4527	0	5.9314	6.7064	4.7362	0	1.7081	3.0364	3.5309	1.891	0	0	1.1889	3.6042	3.0295
RS_G3189__FAM83E__FAM83E	5.5054	1.2887	6.353	0.46463	0	0.66648	2.1666	0.72379	2.2539	2.0567	0	0.54652	0.91415	0.6177	1.8641	1.3612	6.4207	0.62619	0.24924	0.64938	2.6827	3.2312	0.43665	6.4674	1.5424	1.724	0.31951	1.7205	1.4596	2.1883	3.2627	0.50302	0.72718	0.71148	0	1.3318
RS_G9937__PID1__PID1	3.531	3.4933	0.99515	2.4397	2.7231	0	3.8103	7.2734	3.7721	1.9968	4.77	1.9694	1.4947	1.1073	5.107	5.6305	3.47	5.7238	0.46569	1.2408	3.3321	0.79121	3.9905	0	0	4.7638	4.4948	5.1605	9.1818	2.9212	4.2784	5.3652	0.53315	1.9316	2.6993	1.5765
RS_G17030__AL391099.12__AL391099.12	0.79472	0	0.34856	3.2495	7.0864	0.12082	0.50749	2.7995	0.34788	1.7984	0.38468	6.4598	0.47817	0.21289	3.135	7.1336	0.29773	4.0806	0	0.59638	0.61194	0	5.5472	0.11398	0.92648	6.6016	0	5.2696	1.9796	0	2.6767	0	3.4413	0.35791	0.16657	3.3942
RS_G3221__UPK1A__UPK1A	0.8528	1.0252	6.1111	8.1689	0.3617	1.1309	1.2971	0.73223	8.1177	2.4971	0.47554	0	2.2747	1.1508	2.1001	1.0908	0.93519	4.0595	6.4552	2.0695	3.8393	6.4601	0	4.3151	3.5316	0	0	2.1671	1.3118	1.9598	0.94107	0	2.1181	7.8605	4.9489	0.50994
RS_G1983__CCDC80__CCDC80	3.047	4.5842	0.24634	0.95276	10.2098	0.12049	5.2177	5.0089	0	1.3406	1.1731	5.231	6.9418	3.9554	7.2517	8.6794	7.4749	9.7159	2.3768	1.9402	0.12167	4.6807	6.4667	0.23618	0.2076	3.8	1.7652	4.6926	6.5604	0.13246	6.081	5.2147	2.8761	0.70055	0.45007	0.086745
RS_G12889__AR__AR	4.6371	4.6227	6.4437	4.4301	5.9187	7.5601	0.19231	1.476	6.5225	6.1875	0.10622	0	0.18004	5.5774	0.97224	0.22082	3.9166	3.5014	5.9163	6.3628	4.5895	2.3964	0.40029	7.5779	9.2818	0.68318	3.9527	5.974	0.23057	4.0998	2.03	0	4.8483	5.5328	6.3137	3.0122
RS_G16693__ZBTB7C__ZBTB7C	4.9082	2.1996	7.6395	5.8051	0	0.99374	5.0083	4.4477	6.063	5.4933	0	0	2.3605	3.7543	0.27205	0.62879	6.1524	1.113	1.7838	0.14048	5.198	5.4074	0.36556	7.5242	8.3673	0.28509	3.3857	2.6545	2.9881	7.4648	1.5913	1.2642	2.1151	5.5966	5.5484	2.8967
RS_G5426__PLAU__PLAU	4.9652	0.36757	1.2876	2.2999	9.0614	0.22386	9.1713	2.5209	1.9585	3.1838	1.0194	9.2365	7.5055	2.119	3.1276	9.1874	5.9535	8.605	4.6866	2.3653	0.4213	9.4252	10.184	2.873	1.8798	7.5009	3.0319	11.8438	4.8632	4.4882	6.6779	1.2837	2.4118	5.7631	0	0.16276
RS_G19080__ZIM2__ZIM2	6.3995	0	1.6217	3.8248	0.068706	2.3328	0.17028	6.1929	0.14616	0	0.063162	0.10869	4.8515	0.3263	5.5466	0.12794	4.134	0.079499	0	0	7.342	1.0229	0.72704	0.034218	0	4.3588	1.0769	3.3596	0	1.666	0.21099	7.7102	0	7.3298	2.6177	0.099799
RS_G7220__AC009656.11__AC009656.11	2.7728	1.3543	0.21494	0.13307	4.9473	0.67267	6.6933	2.7947	0.27108	1.5657	0.47824	3.1129	2.6674	3.6353	1.6047	4.259	2.2956	5.8737	2.3902	0.25327	2.2197	4.3194	4.3125	0.93459	1.2714	3.1148	0.17347	2.0208	6.7593	0	1.1061	0.50532	0.53125	0.44155	0.56996	1.2237
RS_G1450__HOXA9__HOXA9	0.17011	0	0	0	0	0	4.2747	6.0684	0.42162	1.0745	0.51342	2.9381	3.8685	6.2627	0	2.0643	3.0713	5.5064	0	0.1108	0	1.3105	0	0.20088	0	7.564	0	0	4.3002	0.78151	3.8141	2.6181	0	0.14669	0.54402	0
RS_G7939__LL22NC03-75B3.6__LL22NC03-75B3.6	2.4782	0.1394	0.49211	1.2766	4.5176	0.15466	4.1286	7.2692	0.15764	0.053937	1.2511	3.8732	4.4105	0.61415	3.9325	6.1773	0.071757	8.1771	0.83738	0	1.5554	1.6898	2.2202	0.76908	0.13865	1.1217	0.10411	3.9719	0	4.6122	1.4349	0.63433	0.25885	0.50332	0.21832	0.31876
RS_G12257__B2M__B2M	11.205	9.5507	10.0365	10.7284	12.7723	9.9151	11.1783	13.0887	9.4968	10.4742	13.8925	12.2174	12.0721	13.0742	12.5616	11.9706	15.751	10.0038	8.7483	10.1023	11.7189	9.3765	12.5876	9.4284	10.1329	11.3039	11.3537	9.1302	10.4107	11.9582	10.8859	11.3149	11.3883	8.6614	10.9148	8.6662
RS_G8410__EMP3__EMP3	2.911	2.2536	0	5.4885	10.665	3.4648	8.5826	10.5314	2.4683	3.5154	2.9505	6.6359	7.2148	2.5904	3.8705	10.036	5.246	12.2115	4.767	4.5667	2.7647	3.9866	11.253	3.255	3.7386	5.7953	1.1597	11.5916	9.0071	4.185	8.949	4.0601	3.8818	2.6646	3.7137	1.0148
RS_G9369__ADAM12__ADAM12	0.37678	0.38403	0.24804	0.42494	8.3315	0.049067	5.2786	9.4472	0.32772	0.19292	0	3.2172	3.5568	1.5722	5.4117	9.4437	3.6546	8.4025	0.09372	0.095561	2.8231	0.14991	1.2518	0.04683	0	4.3271	0	8.5985	2.6669	0	2.3223	0	0.767	0.51386	0.25878	0.42998
RS_G13227__CD14__CD14	4.5079	2.146	0	2.1032	1.7905	2.0092	5.0494	1.3892	0.86762	0.93813	0.75898	3.0681	4.1249	2.2887	1.3699	3.1865	9.9831	2.4861	0.81232	2.7439	1.229	2.5762	1.3486	1.2355	0.47784	0.70237	2.2491	0.49366	6.0549	6.8506	3.0821	6.2816	1.3333	4.5229	2.5184	0.4014
RS_G7167__ADAM19__ADAM19	5.0712	6.9435	0.69705	2.9636	7.4741	0.38305	6.6385	5.3497	0.17265	0.22092	1.5558	4.4122	1.7055	5.2338	4.4636	5.8058	3.8545	7.6783	1.6872	0.69548	3.9726	2.9015	6.0789	0.040708	0.28145	2.3256	4.8527	5.6307	2.7338	4.0595	6.556	3.2612	2.3468	1.6562	3.1471	2.3855
RS_G7943__ERP27__ERP27	7.6388	1.2801	6.1285	5.5273	0	3.4983	3.2757	0.3565	6.1989	0.7548	4.0817	1.5752	3.8164	4.7452	7.2268	0	8.7732	0	0.79097	2.1126	2.4821	5.1998	2.4509	5.4332	2.3241	7.6761	4.3544	0	5.1827	4.9496	1.7343	1.2358	3.9084	3.4227	6.7415	1.574
RS_G2210__PRODH__PRODH	6.6996	8.8601	8.1502	4.8255	0.12095	8.7378	5.7577	0.77143	8.8848	5.7828	1.603	2.3836	5.1535	2.1092	3.4667	0.7919	0.3561	1.043	4.9495	1.9741	5.4938	7.7774	0.11484	10.9405	11.3567	6.7245	8.0182	1.3588	2.1155	10.7743	4.0417	8.8787	7.139	7.072	9.1687	9.3919
RS_G19421__ANKRD43__ANKRD43	0.68894	0.2593	3.6807	5.9951	0.14915	8.0828	0.2467	0.39425	4.0266	5.3162	2.7259	0.3412	1.4485	1.9012	1.8589	0.34528	2.0114	0.32538	1.9544	1.3813	4.5803	1.4627	0.073516	2.734	0.68446	2.4367	0	0	1.9312	0.58703	0	0.7374	6.731	7.7023	2.4612	3.3888
RS_G5919__SLURP1__SLURP1	1.6964	3.5263	0.83884	1.8081	0	0.79327	0.67817	0	6.8835	1.3081	0	0	3.6621	0.41528	0	0	2.1742	0	4.2731	2.746	0	5.2151	0	2.0254	0.72351	1.335	0	0	0.79023	4.85	0	2.5992	3.9811	3.3385	2.0289	1.0161
RS_G27910__CR381670.5__CR381670.5	4.1178	5.7688	0.62829	5.0352	1.4721	0.41785	4.2117	6.8566	2.0622	7.2552	1.0275	4.8	2.9294	7.5782	2.0201	2.1241	0.3738	5.8515	0.7092	2.0929	3.8594	1.2196	2.2834	3.0966	0.37898	5.1289	0.70831	2.4725	1.7426	4.4	0.60599	2.4172	4.8267	2.1014	1.1252	4.0839
RS_G13907__ADCY5__ADCY5	4.7972	9.5091	1.3853	2.137	3.3713	0.73212	1.1076	0.25153	7.8828	0.56612	0.10578	0.27387	0.74037	2.3353	0	2.0944	0	1.1236	6.8663	8.0975	4.6028	7.1349	0.71745	0.38401	0.38978	1.3778	7.1157	2.8061	0.43515	0.19881	0.18466	0.60349	0	8.1408	0.69567	0.088049
RS_G12350__NKX3-1__NKX3-1	4.0111	3.0421	4.5967	3.2193	5.9168	0.20679	3.4163	2.8754	8.2383	2.2197	2.5014	4.5082	5.0436	4.5614	2.108	3.6481	2.9619	4.6247	2.6249	2.2666	4.0113	4.4838	5.0431	1.9725	0.74777	5.608	3.6696	4.5496	2.7666	2.43	4.7663	3.8792	4.0238	4.3938	2.1251	2.5927
RS_G10674__PIP__PIP	2.9964	1.7353	9.5819	4.291	0	0	0	0	6.2869	1.4841	0.66661	0	0	6.4468	0	0	3.1539	2.713	0.71805	1.8507	2.0123	6.3497	0	4.4832	5.3906	0.94948	6.4578	0	0	7.2874	0	3.8345	13.277	2.2284	6.4281	3.0258
RS_G14428__C7orf10__C7orf10	3.7743	1.0982	0.7662	0.89114	5.2894	0.14994	3.7882	2.8196	2.0669	0.37628	4.9639	4.3508	2.6963	2.255	2.9243	4.0509	0.65512	4.1949	0.3938	0.96976	1.5258	1.2013	2.0049	0.13633	0	4.5349	0	4.8912	2.9044	0	1.2329	0.30448	2.8094	1.8546	1.8441	2.0889
RS_G8354__PMAIP1__PMAIP1	4.0124	3.1341	5.0862	4.7247	5.4108	3.4802	5.7681	5.6443	0.25956	3.9484	9.8502	4.4074	4.8414	5.4832	2.9297	7.3392	6.0246	5.9079	2.6823	2.1942	6.0173	3.7396	6.9079	4.193	0.73814	7.4225	1.8729	4.2525	4.0255	3.8656	5.387	2.6193	2.8566	3.0695	4.9198	3.01
RS_G21575__AC073585.8__AC073585.8	3.8264	0	2.278	3.2495	3.6652	3.6842	0	3.0824	0	3.6266	0	3.0862	4.9089	3.2126	3.227	3.6645	3.961	1.468	2.1498	3.7007	0	0.704	2.0993	1.1956	2.5717	2.823	2.3436	1.2864	2.8635	0	1.5066	10.4013	1.8729	1.8412	0	0
RS_G13448__KRT15__KRT15	5.6084	7.3499	6.7924	10.1044	1.6019	2.1401	8.8359	2.2532	11.4728	6.5404	9.0315	5.7168	10.5476	12.5316	9.7623	1.8575	5.6722	2.3194	4.8297	3.9225	3.523	9.0893	2.5715	3.421	2.6323	8.4361	6.2237	2.157	5.7716	4.1064	6.2661	5.9218	8.0833	5.988	5.8624	6.6787
RS_G3361__SERPINE1__SERPINE1	3.34	3.0676	0.59751	2.4332	5.0316	0.27016	6.6992	3.2308	0.83167	1.6028	2.0024	7.2689	6.7282	7.1883	6.7085	6.8413	0.30685	12.9763	5.4003	1.4898	1.9126	6.056	9.7718	2.0705	3.8827	2.3465	2.1126	7.2491	0.86367	4.6185	11.3681	8.7657	0.75362	1.085	1.8838	0.90015
RS_G19430__TGM2__TGM2	5.7731	4.6351	0.075916	1.8639	2.1072	1.5359	1.1001	3.5707	1.4478	2.0468	2.7949	4.4499	9.0075	9.2277	2.5436	7.904	4.964	6.8507	5.4294	2.0974	2.9293	4.6858	7.9893	1.2109	1.8048	3.27	2.1179	2.6677	8.7502	0	12.5541	5.6263	0.8381	10.315	1.5682	0
RS_G8626__S100A7__S100A7	0	2.9737	0	3.7002	0	1.3655	0	0	0.49492	1.8871	4.1975	0	3.9463	5.5511	7.4029	0	5.0528	0	0	0	0	7.7248	0	0.92604	0	6.0079	6.0961	0	0	1.8616	6.3833	0	0	4.4876	5.5475	2.3016
RS_G11101__FAM5C__FAM5C	0.21266	3.6632	2.4902	0.60928	0	0.91414	0	0.38169	7.4316	0	0	1.3209	0	0	1.0654	0.72076	4.5769	1.4133	3.7182	0.61657	0	2.7863	0	6.0253	7.372	0	0.68983	0	0	5.1657	0	0.90882	0	6.6578	9.1072	8.0858
RS_G7983__GLIPR1__GLIPR1	0.55287	0.2859	0.94121	0.19873	8.8142	0.67508	3.8198	6.0225	0.83764	0.62063	3.6456	5.4165	4.5642	4.8421	6.5035	8.1578	4.0803	7.825	0.6577	0.57361	0.73209	1.9436	6.5993	0.1263	0	4.548	1.235	1.7892	3.8954	0.71376	4.6243	0.72126	1.595	0.29975	0.35881	0.094808
RS_G17577__P2RX2__P2RX2	1.3699	5.6587	1.7281	7.6192	0.25976	0.69501	1.6549	0.15633	5.106	3.9282	4.3574	2.5458	0.38581	0.63772	0.69729	0.25811	0	0.54424	6.4267	5.6475	0.38942	5.1452	0.63987	2.6185	1.1863	0	4.2646	0.45772	0	1.0983	0.71099	0	8.5345	6.106	4.7114	5.3932
RS_G7__CFH__CFH	1.2601	0.21358	0	0.12495	6.8359	0	0.20366	5.8212	0	0.86297	0.11269	5.1026	0.50616	6.0005	1.4161	4.6605	6.9368	6.3026	0	0	0.24742	0.19249	5.7137	0	0	0.17479	0	0	4.5765	1.8511	1.5146	0	0	0	0.17597	0
RS_G14301__CHST2__CHST2	1.0835	0.13336	0.23835	2.7032	4.1777	0	3.102	3.8426	0.1568	0	2.6096	1.3665	1.1804	0.13922	1.2898	4.074	0	6.1227	0.14698	0	0.15375	1.5489	4.6798	0	0.26037	6.8572	0	5.0333	4.8977	1.8192	2.0316	2.7945	0	4.0125	0.62457	1.5682
RS_G29190__AC023300.19__AC023300.19	0	1.2367	0	1.186	0	0	0.51339	0	0	0	0	0	2.5168	3.9066	1.3632	1.6846	5.3328	0	1.327	0	0	1.6133	0	0	0	0	0	0	4.4664	0	6.5868	0.35615	0	0.99619	1.3003	0.45052
RS_G8036__ITGB7__ITGB7	2.8381	3.0819	1.1466	2.1593	0.68558	1.0459	1.566	1.2253	2.9661	2.2489	2.0587	1.0802	2.7707	2.6655	0.71429	1.6216	2.2171	0.30674	3.9679	2.3043	2.6539	3.0913	0.258	2.0046	0.91278	2.8123	1.8192	2.9868	1.7663	2.7812	2.6722	1.5759	3.646	2.6657	0.84553	0.26265
RS_G16049__EPGN__EPGN	0.62908	1.2748	0.81396	1.382	0	0	2.3756	0	0.79607	0.96975	0.49786	3.9373	1.4815	5.3723	2.3909	0	3.8394	0	0	0	0.56023	0.80166	0	1.4689	0	1.9751	1.4898	0.88324	4.5126	5.4435	2.7586	6.7991	2.2266	0	0	0
RS_G17647__ARL4C__ARL4C	6.4058	3.9508	6.5819	4.9192	8.0292	4.7101	7.6877	9.0067	6.0138	2.9942	6.2663	7.0619	6.2607	5.9989	6.9743	7.5755	6.7168	7.9861	5.7583	4.3584	5.9484	7.7683	7.5221	4.073	1.3609	5.306	5.4578	10.7033	6.3785	4.8348	5.2782	6.5854	3.1525	4.5654	3.7385	3.6318
RS_G13766__MUCL1__MUCL1	8.2971	9.2684	12.3825	10.0828	0	8.4661	0	0.90826	7.872	5.344	1.4703	1.545	2.4156	8.9393	0	0	5.508	0	7.4503	7.7859	7.1029	9.5099	0	13.1852	9.8025	5.3187	9.1199	1.9667	0.85403	14.8568	1.8097	13.9402	2.6873	12.0261	11.3802	3.1773
RS_G7332__DOCK10__DOCK10	1.1769	0	0.81907	4.3261	6.4728	0.034377	3.5572	7.0449	1.688	0.096607	0	3.778	0.15905	0.59306	3.6414	6.408	2.3596	5.7244	0.39855	2.8215	3.2391	3.6964	4.7719	0.9992	0.58083	2.2482	0	6.6391	0.38286	0.87349	0.2106	0	2.1623	0.047303	2.6	2.0998
RS_G5593__PTGIS__PTGIS	3.0378	0.50905	0.24849	0.58746	0.70782	0.66543	0.79291	5.3109	1.0653	0.87824	6.5345	0.52663	5.969	0.73956	0.88407	2.4779	3.1099	3.4734	0.78877	0.5584	4.7485	4.5107	0.36191	0.50222	0.45283	3.6031	0	0.52522	1.4475	2.7148	0.93871	1.9172	0.38671	4.2777	1.414	0.47916
RS_G17559__CARD9__CARD9	2.0174	7.0099	0.6706	5.6672	1.4088	2.6325	2.0393	1.4984	3.6816	5.0528	2.7027	1.4486	2.5832	2.3415	4.4666	3.4205	1.4162	4.6677	3.0093	1.3258	0.86781	4.6972	1.1757	2.3871	2.5131	8.2604	6.5049	3.0512	2.7976	2.6832	2.6337	1.2984	7.1332	2.2405	4.3282	2.7942
RS_G1729__CEACAM6__CEACAM6	11.2531	7.9363	10.8111	5.9404	0	1.8647	1.1825	1.3513	10.349	2.7211	0	3.8865	5.1973	10.3268	2.3833	0	9.8898	0.33274	7.0239	6.9464	1.0683	5.9412	0	8.5402	0.18692	3.1528	7.701	0.64487	0	10.0528	1.3566	4.5531	5.094	6.3261	7.8943	9.4952
RS_G16319__SERHL2__SERHL2	5.5576	9.6885	4.2228	5.1276	3.5316	4.1391	4.4021	2.9824	9.3149	3.0556	6.0929	4.8312	4.2306	3.487	5.1006	5.2126	4.4447	4.1099	5.1008	8.2175	3.9131	8.19	3.8247	5.6157	3.797	4.0032	11.2439	4.1716	4.2778	10.349	4.8636	3.1849	6.6946	6.6957	10.0126	9.7217
RS_G13794__SLFN11__SLFN11	0.90388	3.9958	0.21697	4.8183	6.7477	0.052023	4.7006	0.22325	0	0	0.17932	5.2052	0.85204	1.2043	0	7.3164	0.13555	0.11312	0.1012	0	0.053939	4.6084	1.3692	4.19	1.0505	0.60708	5.0278	0.1846	0.1044	2.0677	0.81293	6.0743	6.0277	4.5582	3.2933	0
RS_G17665__FAM25A__FAM25A	0.91608	7.1962	4.2358	5.7438	0	3.7671	0	0	3.3216	3.1388	0	4.8461	0	2.0457	2.761	0	0	0	6.2332	0	3.654	6.0496	0	4.6771	0	0	5.606	0	2.74	0	0	3.3555	4.3747	9.3534	0	2.0778
RS_G14028__SUSD5__SUSD5	4.1374	0.2278	1.652	1.4189	7.4136	0.79899	3.8409	6.9339	2.5299	0.95948	0.80769	2.9449	2.9382	3.1619	4.0329	6.9944	0.6891	4.6281	0.52125	0.29324	2.9912	3.0817	7.5128	1.1616	0.81957	3.0604	1.4101	6.1608	1.8309	4.5563	2.0915	0.27212	3.4141	3.0074	0.075385	0.35588
RS_G18796__ZNF323__ZNF323	4.0592	4.7404	4.0046	3.0955	0.64925	4.6182	4.4034	5.7516	3.7182	1.871	1.786	3.694	2.5334	3.3804	4.7592	3.1953	5.4161	2.505	2.6108	3.7035	3.4829	4.5911	2.41	4.2997	3.2401	2.8491	4.3569	1.7508	4.3278	7.3598	2.2784	3.8048	3.1218	2.3392	2.4992	3.5796
RS_G21817__COL5A2__COL5A2	2.0325	2.4879	4.2716	1.7192	11.4161	1.8125	2.7886	3.2901	2.1766	2.6395	1.0823	4.7681	2.9836	1.2547	2.2847	10.9635	3.0288	8.2933	2.2846	2.8326	2.1198	3.2509	2.519	1.951	2.3008	1.2735	2.4832	10.0055	1.6485	5.2249	1.7676	2.5043	3.9287	1.6189	2.0477	2.0215
RS_G1180__TRIP13__TRIP13	7.5721	7.4435	7.9846	7.1647	9.1263	8.0353	8.804	9.0066	7.5718	7.523	7.8106	9.3162	9.2501	12.9158	9.1767	9.4439	9.3182	8.6357	6.9338	7.2772	7.6464	8.421	8.7378	7.7527	7.2485	6.4602	8.6847	6.8113	6.8324	5.5775	8.2887	8.6085	8.8612	7.3171	7.5677	7.2672
RS_G10072__APCDD1__APCDD1	3.6283	0	3.4981	1.7279	5.1196	0.94106	8.1676	5.0126	4.698	4.311	0.49093	0.3134	4.4235	0.7662	5.3693	0.79178	4.2019	6.4553	4.2763	1.278	2.5733	3.1425	0.77135	4.5634	0	1.0504	0	1.5594	0	3.3661	0	3.1684	0.75881	4.9168	3.3698	2.6144
RS_G13378__SOX7__SOX7	1.0588	0.80182	0.33529	0.37561	2.2023	0.73492	1.4256	0.908	1.4048	0.41113	3.8063	7.2916	4.6599	0.35444	0.57451	3.0217	1.1564	1.5305	0.49771	0.44132	1.1929	1.6638	1.6426	1.246	1.1283	3.1652	1.9944	0.7326	1.8712	0.048543	6.6796	0.17357	1.1133	0.74282	0.95838	1.3032
