Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg13140267__ASCC3L1	0.045793	0.091599	0.19276	0.47386	0.33027	0.045868	0.062572	0.066029	0.85331	0.24281	0.037307	0.14435	0.12038	0.92784	0.72992	0.093098	0.078196	0.1791	0.03666	0.066271	0.31563	0.16393	0.14404	0.61299	0.076633	0.31996	0.12175	0.24131	0.29748	0.035998	0.031768	0.60727	0.038139	0.042087	0.15734	0.12459	0.094467	0.094492
Meth__cg23959705__TNFRSF9	0.35644	0.047179	0.68785	0.1543	0.36901	0.41475	0.43216	0.88149	0.077386	0.058521	0.35927	0.3587	0.67194	0.08838	0.10815	0.57717	0.36834	0.4272	0.37949	0.078637	0.056394	0.41096	0.72536	0.11681	0.75743	0.20503	0.066693	0.13681	0.067751	0.052542	0.12705	0.81645	0.15639	0.46729	0.067994	0.046414	0.12232	0.25811
Meth__cg19384697__UPK3B	0.077999	0.07585	0.11037	0.34731	0.0963	0.46246	0.15257	0.10996	0.078267	0.10479	0.096249	0.063856	0.25621	0.18838	0.12869	0.15206	0.32762	0.097802	0.11949	0.069637	0.084561	0.45866	0.47694	0.066121	0.76983	0.11446	0.11524	0.14927	0.072077	0.10636	0.37344	0.55879	0.092723	0.078963	0.084227	0.069977	0.13846	0.37555
Meth__cg10723020__CREB1	0.066085	0.32097	0.053755	0.6757	0.61349	0.086396	0.68541	0.053674	0.45341	0.59076	0.036367	0.11035	0.14913	0.26291	0.41077	0.14418	0.065094	0.064212	0.057891	0.22221	0.16694	0.37967	0.14431	0.26216	0.078582	0.25209	0.091133	0.28372	0.43289	0.034191	0.040189	0.041552	0.25019	0.37404	0.52607	0.49905	0.08527	0.22061
Meth__cg27239921__CACNA1D	0.034528	0.062555	0.55841	0.048714	0.032118	0.43247	0.082039	0.047785	0.040342	0.041819	0.24238	0.42047	0.47978	0.026514	0.048632	0.1361	0.057302	0.086615	0.028382	0.025757	0.034833	0.048126	0.15358	0.032508	0.61769	0.04431	0.068597	0.085981	0.087463	0.31044	0.082892	0.066992	0.034011	0.033637	0.047886	0.039523	0.035209	0.034658
Meth__cg06905514__CAMK2B	0.044599	0.03452	0.096487	0.047649	0.039859	0.83198	0.055521	0.14967	0.029144	0.041448	0.77242	0.053308	0.16887	0.023272	0.035192	0.042224	0.058241	0.065684	0.033192	0.025748	0.039174	0.030067	0.058611	0.034693	0.94357	0.056256	0.064734	0.83574	0.11855	0.027185	0.036159	0.042737	0.036119	0.46248	0.085069	0.037317	0.049895	0.074183
Meth__cg19167673__PDGFB	0.046916	0.72744	0.13156	0.048245	0.030884	0.3332	0.055407	0.088835	0.035568	0.038938	0.43232	0.08623	0.17909	0.034464	0.047125	0.4918	0.05569	0.12953	0.20753	0.0343	0.081675	0.039592	0.19842	0.032121	0.089426	0.056442	0.067879	0.082775	0.11646	0.097541	0.035973	0.081403	0.032243	0.027607	0.051616	0.036274	0.039162	0.052212
Meth__cg01775414__PHF21B	0.052948	0.05621	0.072952	0.061885	0.06369	0.077325	0.053245	0.28392	0.048149	0.0656	0.26273	0.16291	0.13363	0.050851	0.072046	0.050306	0.057866	0.10648	0.10545	0.045793	0.066779	0.047301	0.058301	0.054853	0.90577	0.060237	0.21474	0.16308	0.11059	0.068026	0.57774	0.059784	0.041683	0.030759	0.12058	0.068139	0.068333	0.058943
Meth__cg08162780__GDF15	0.027304	0.016579	0.51307	0.053497	0.031127	0.55947	0.034346	0.97654	0.1631	0.017749	0.15771	0.28927	0.029767	0.019602	0.12069	0.12556	0.57431	0.078351	0.035099	0.016581	0.02372	0.041406	0.15627	0.020635	0.03405	0.025235	0.035956	0.03283	0.029333	0.020571	0.024497	0.020024	0.013982	0.017367	0.044837	0.020219	0.022928	0.01984
Meth__cg24478145__SCFD1	0.16582	0.1058	0.16766	0.095615	0.04091	0.14527	0.16692	0.11239	0.13931	0.12455	0.19149	0.11925	0.14041	0.082019	0.094604	0.11901	0.10598	0.16813	0.1775	0.060116	0.11636	0.13071	0.17453	0.10887	0.82823	0.11215	0.20382	0.1689	0.17141	0.10528	0.13649	0.14555	0.078954	0.093729	0.26092	0.088677	0.17344	0.082949
Meth__cg19761273__CSNK1D	0.044021	0.031319	0.13788	0.035356	0.035196	0.17129	0.039393	0.1334	0.05564	0.038223	0.047313	0.18177	0.13329	0.026713	0.051101	0.053411	0.34598	0.072838	0.039253	0.040657	0.044499	0.039036	0.11037	0.035258	0.14061	0.044173	0.066934	0.083018	0.085913	0.042489	0.046369	0.045997	0.035998	0.0269	0.060278	0.034958	0.036572	0.033209
Meth__cg14679202__L3MBTL2	0.40413	0.20872	0.46721	0.13778	0.28888	0.4118	0.74811	0.29967	0.28075	0.26881	0.43753	0.14322	0.84418	0.043345	0.16552	0.21556	0.1423	0.10588	0.054696	0.12782	0.63372	0.076593	0.24151	0.38731	0.79387	0.5395	0.45607	0.60938	0.14573	0.037426	0.88946	0.31348	0.059026	0.22347	0.065376	0.072986	0.67638	0.41168
Meth__cg18919097__C3orf57	0.059428	0.88799	0.9025	0.064628	0.059227	0.75993	0.15125	0.069851	0.91517	0.04801	0.92486	0.82168	0.50978	0.04326	0.70201	0.88545	0.42752	0.19545	0.47835	0.046005	0.050128	0.90779	0.6894	0.036963	0.91384	0.070293	0.20996	0.13172	0.68477	0.11617	0.895	0.89164	0.089856	0.036873	0.12463	0.048114	0.49939	0.74965
Meth__cg11016563__TRPC6	0.074752	0.072237	0.80122	0.68573	0.10689	0.65016	0.87833	0.90781	0.064943	0.065175	0.77658	0.16054	0.69247	0.75147	0.074872	0.55544	0.081487	0.1424	0.20693	0.095809	0.074639	0.074801	0.099745	0.1644	0.71791	0.081004	0.13747	0.82567	0.16752	0.062552	0.48384	0.11025	0.082779	0.78354	0.36701	0.10557	0.31503	0.73908
Meth__cg12936220__RPL26L1	0.035328	0.023093	0.84422	0.46603	0.08962	0.31233	0.58033	0.62399	0.21581	0.27379	0.069872	0.17889	0.3635	0.051529	0.17054	0.083364	0.35633	0.41033	0.92704	0.059726	0.032427	0.38647	0.03554	0.056032	0.049548	0.038371	0.14083	0.072628	0.038018	0.1816	0.06003	0.87654	0.061124	0.02956	0.045943	0.030024	0.82511	0.67378
Meth__cg07845390__KCNT2	0.49922	0.042918	0.60254	0.3974	0.044838	0.59679	0.8003	0.91211	0.1905	0.058308	0.11906	0.38077	0.54223	0.097178	0.16633	0.6766	0.29811	0.16827	0.097715	0.13633	0.080598	0.49801	0.28766	0.034832	0.74504	0.30903	0.12614	0.64167	0.087579	0.049559	0.41212	0.052394	0.042514	0.55783	0.063695	0.54846	0.14463	0.56122
Meth__cg13364756__CYP3A43	0.12757	0.097206	0.29339	0.091689	0.074797	0.5311	0.077266	0.8769	0.41225	0.11451	0.82936	0.57974	0.2244	0.051109	0.30985	0.75644	0.86855	0.20715	0.10381	0.045643	0.069488	0.09324	0.33434	0.058971	0.56504	0.10577	0.13151	0.18144	0.19843	0.86696	0.49968	0.16554	0.072591	0.25519	0.19342	0.11212	0.088645	0.094356
Meth__cg02720618__ESR1	0.023973	0.024822	0.03648	0.029126	0.035556	0.4103	0.042618	0.54581	0.034402	0.021203	0.13167	0.050963	0.37282	0.021777	0.022407	0.053798	0.032448	0.034994	0.030174	0.44462	0.022159	0.022686	0.12291	0.022653	0.61903	0.033103	0.062303	0.078821	0.03629	0.033893	0.028436	0.078278	0.024413	0.095859	0.082554	0.022712	0.07743	0.25558
Meth__cg24292612__DEFB1	0.063507	0.069412	0.16099	0.10685	0.054987	0.12041	0.1115	0.82771	0.045238	0.10842	0.30426	0.15574	0.11395	0.065728	0.063907	0.27352	0.74428	0.21669	0.038147	0.11365	0.099842	0.10707	0.13488	0.23597	0.18566	0.13254	0.15145	0.20125	0.11214	0.077188	0.85543	0.062063	0.057	0.12164	0.11679	0.092473	0.073149	0.07886
Meth__cg13435381__LGR5	0.11764	0.043954	0.95359	0.045825	0.071646	0.87043	0.35119	0.9395	0.20693	0.047107	0.95298	0.83717	0.65484	0.061254	0.32201	0.90423	0.34042	0.10093	0.051942	0.064652	0.049912	0.73312	0.16594	0.37785	0.082885	0.046162	0.30503	0.41658	0.095387	0.64276	0.53369	0.077612	0.039332	0.95773	0.39997	0.14303	0.46766	0.3487
Meth__cg15839448__SFRP1	0.93665	0.040289	0.50895	0.95046	0.82839	0.48204	0.88949	0.069652	0.35486	0.41397	0.039626	0.023471	0.8973	0.97102	0.35347	0.03766	0.068033	0.094424	0.15602	0.92556	0.86369	0.82738	0.042198	0.94446	0.92812	0.81265	0.1345	0.88663	0.18841	0.74017	0.029358	0.56523	0.036109	0.9355	0.53521	0.93675	0.69931	0.69443
Meth__cg00338702__CHFR	0.081521	0.039809	0.20696	0.069098	0.049117	0.066099	0.054158	0.055704	0.04402	0.052192	0.05759	0.16703	0.1867	0.021591	0.049555	0.048785	0.070846	0.17479	0.39344	0.043506	0.05878	0.071149	0.060629	0.044803	0.86124	0.049043	0.090202	0.11452	0.1003	0.041914	0.35202	0.15532	0.061362	0.043985	0.076923	0.055102	0.084119	0.089309
Meth__cg02590345__PRG-3	0.063036	0.062412	0.62433	0.059067	0.058366	0.5209	0.058273	0.094444	0.043535	0.27824	0.08162	0.26464	0.38808	0.037403	0.054772	0.054895	0.12891	0.10112	0.10065	0.2249	0.065833	0.073261	0.091354	0.046409	0.78529	0.50105	0.11924	0.049189	0.074028	0.04052	0.083137	0.37566	0.046617	0.066981	0.073968	0.052677	0.050098	0.045415
Meth__cg16269097__CASK	0.46897	0.044024	0.042461	0.032518	0.35896	0.030425	0.035937	0.054153	0.61428	0.24439	0.031487	0.56513	0.38978	0.47086	0.48745	0.054091	0.037361	0.4718	0.032501	0.032211	0.03637	0.93871	0.11277	0.41148	0.10602	0.45389	0.35011	0.2688	0.45593	0.45991	0.032157	0.51906	0.042479	0.076747	0.039607	0.38678	0.28238	0.034048
Meth__cg03242666__PMP22	0.092351	0.11897	0.80057	0.38507	0.55312	0.38033	0.13641	0.83032	0.10165	0.77041	0.77609	0.4185	0.58726	0.15649	0.1005	0.47836	0.54887	0.26525	0.085569	0.39651	0.16531	0.12185	0.80092	0.083835	0.69756	0.34405	0.17893	0.45086	0.15365	0.1101	0.10467	0.71137	0.081049	0.16902	0.20113	0.11249	0.11129	0.20525
Meth__cg14865868__TRIB2	0.10308	0.64561	0.57252	0.90034	0.47951	0.92525	0.34918	0.06615	0.12181	0.087788	0.10818	0.38206	0.15318	0.36293	0.34573	0.21309	0.076984	0.082829	0.059734	0.53975	0.11093	0.93116	0.076992	0.1001	0.10791	0.80564	0.24542	0.32624	0.74625	0.21996	0.11775	0.55821	0.39512	0.40836	0.37627	0.87268	0.45903	0.085101
Meth__cg04245402__C19orf21	0.033274	0.028392	0.044926	0.03281	0.0434	0.96162	0.028215	0.027473	0.035513	0.87944	0.19839	0.09484	0.046489	0.026267	0.034799	0.34035	0.97317	0.092414	0.96715	0.027015	0.048047	0.030754	0.95174	0.021723	0.12566	0.038448	0.078617	0.34167	0.038792	0.69939	0.031802	0.97037	0.029179	0.020819	0.12456	0.035772	0.058892	0.044523
Meth__cg09084200__hCAP-D3	0.13347	0.079648	0.79014	0.26991	0.073898	0.13049	0.15884	0.28319	0.11013	0.15749	0.066803	0.73026	0.25623	0.046452	0.13399	0.37718	0.12587	0.15009	0.426	0.19492	0.12297	0.13239	0.39566	0.16594	0.1586	0.21667	0.17408	0.090432	0.084903	0.10809	0.46625	0.22662	0.45185	0.10606	0.050339	0.25985	0.14467	0.13955
Meth__cg21360828__CENPA	0.1967	0.085288	0.36824	0.22229	0.048972	0.533	0.31791	0.17552	0.12118	0.064301	0.13811	0.27274	0.52492	0.12022	0.10097	0.22206	0.54317	0.096748	0.063619	0.066543	0.054887	0.64381	0.51381	0.096655	0.69872	0.25021	0.11102	0.11729	0.11067	0.058662	0.47476	0.16302	0.14111	0.50108	0.13427	0.08476	0.081531	0.70725
Meth__cg20876010__CACHD1	0.084818	0.13883	0.20248	0.081795	0.1414	0.71565	0.079577	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.094255	0.15839	0.70968	0.24072	0.21864	0.11676	0.055412	0.07805	0.09923	0.65817	0.076453	0.19294	0.080567	0.11655	0.08649	0.12713	0.59703	0.069117	0.10954	0.075446	0.063041	0.05982	0.10072	0.072739	0.10868
Meth__cg16555388__TNFSF10	0.094425	0.1482	0.8276	0.12146	0.14779	0.86874	0.19718	0.49902	0.088787	0.0756	0.84883	0.052411	0.14735	0.10354	0.086892	0.22654	0.89794	0.074466	0.70235	0.65885	0.40394	0.076663	0.096774	0.062056	0.18236	0.070637	0.085505	0.082134	0.45828	0.75395	0.37843	0.13361	0.064638	0.058063	0.11455	0.072697	0.20884	0.4967
Meth__cg00832994__ATPAF1	0.04648	0.47701	0.95615	0.69326	0.36093	0.97326	0.17211	0.81007	0.51532	0.91389	0.4376	0.90238	0.54391	0.44488	0.45817	0.10245	0.18734	0.53248	0.92363	0.46389	0.23691	0.51119	0.24562	0.16262	0.92875	0.42863	0.12199	0.087675	0.22973	0.034946	0.19669	0.14364	0.07663	0.074414	0.27086	0.060491	0.68312	0.86806
Meth__cg11668844__MCF2L	0.034627	0.076284	0.064538	0.056371	0.071603	0.88008	0.15511	0.43522	0.047968	0.065325	0.11212	0.25772	0.20238	0.059936	0.057086	0.50223	0.92133	0.069243	0.04233	0.12972	0.16451	0.11274	0.92413	0.039789	0.072732	0.10944	0.15996	0.17173	0.056807	0.85967	0.033749	0.051275	0.062349	0.059231	0.11185	0.070134	0.1218	0.14642
Meth__cg27610561__SLC2A10	0.084748	0.19747	0.94814	0.059762	0.43409	0.89157	0.095835	0.89039	0.92983	0.49355	0.9582	0.89256	0.90539	0.74825	0.55302	0.8837	0.95718	0.89835	0.95577	0.39821	0.68533	0.93255	0.93058	0.043882	0.85798	0.069955	0.066386	0.10163	0.26406	0.6479	0.94005	0.70686	0.032595	0.028574	0.20765	0.06148	0.057998	0.075305
Meth__cg12406559__ZNF532	0.91344	0.93042	0.23596	0.86113	0.65717	0.065192	0.83474	0.076037	0.7128	0.83341	0.12665	0.16352	0.19673	0.075748	0.69876	0.1885	0.032781	0.11551	0.073847	0.89921	0.91448	0.93584	0.13701	0.88756	0.19709	0.47903	0.32182	0.24529	0.91357	0.10545	0.050257	0.067582	0.12405	0.9	0.16723	0.39293	0.34716	0.78647
Meth__cg17307280__DRD1	0.048513	0.047482	0.90773	0.24782	0.088796	0.77153	0.12499	0.4048	0.041618	0.059489	0.27415	0.15414	0.40566	0.070144	0.060018	0.058299	0.29007	0.10353	0.035994	0.059734	0.060758	0.056029	0.065043	0.043863	0.71227	0.056171	0.071211	0.23534	0.04542	0.037255	0.060048	0.12583	0.029071	0.35975	0.16453	0.055823	0.066301	0.083616
Meth__cg11961618__PHLDA2	0.043776	0.042329	0.068625	0.056599	0.049582	0.31789	0.053029	0.17973	0.045832	0.058852	0.75176	0.062098	0.096401	0.03859	0.058278	0.061376	0.049603	0.12395	0.065844	0.04999	0.052776	0.12524	0.17244	0.045494	0.11629	0.056781	0.070582	0.095182	0.082847	0.063692	0.058214	0.047015	0.04031	0.05121	0.060326	0.048775	0.045356	0.046246
Meth__cg15205507__ZNF331	0.16977	0.13222	0.1635	0.1371	0.13062	0.099535	0.25171	0.088599	0.096857	0.18275	0.33228	0.12017	0.28042	0.061506	0.11075	0.29286	0.1645	0.18623	0.20767	0.11224	0.14247	0.11812	0.24476	0.13725	0.87776	0.10779	0.10714	0.16871	0.20361	0.13549	0.26677	0.25391	0.088068	0.12908	0.23557	0.14766	0.25629	0.17792
Meth__cg04394967__RDH12	0.10447	0.034143	0.51142	0.60722	0.11977	0.093908	0.11532	0.91458	0.066885	0.19556	0.84854	0.27881	0.48499	0.072333	0.049318	0.19489	0.097137	0.066573	0.064413	0.1404	0.14895	0.59059	0.23227	0.060387	0.62245	0.12359	0.061224	0.46441	0.055994	0.053012	0.27295	0.080227	0.029023	0.22437	0.15966	0.16559	0.22427	0.16462
Meth__cg07426960__CCND1	0.038915	0.034313	0.4412	0.061148	0.05649	0.802	0.03269	0.51761	0.51835	0.057784	0.7324	0.78985	0.32441	0.025804	0.40221	0.65707	0.79145	0.25366	0.26056	0.050159	0.076663	0.072296	0.78367	0.058951	0.06195	0.055254	0.093726	0.077376	0.071411	0.58481	0.77327	0.19309	0.03368	0.034752	0.037746	0.045133	0.050558	0.033028
Meth__cg03133269__WNT4	0.096028	0.51066	0.94859	0.10913	0.073864	0.62224	0.133	0.12271	0.070387	0.05946	0.93693	0.63527	0.64021	0.30014	0.081885	0.66735	0.086149	0.33345	0.34433	0.83898	0.13262	0.062081	0.63484	0.095094	0.18204	0.087151	0.1202	0.17192	0.10458	0.067728	0.072703	0.096848	0.42519	0.098923	0.11162	0.081068	0.17831	0.62339
Meth__cg15485859__C1orf116	0.051914	0.04523	0.60451	0.070221	0.11278	0.46861	0.067868	0.10776	0.055734	0.070759	0.20135	0.26478	0.19879	0.037497	0.070686	0.34061	0.86098	0.11283	0.31726	0.065925	0.10369	0.31997	0.41817	0.15334	0.83616	0.071188	0.085886	0.52881	0.093844	0.82889	0.35692	0.84192	0.052818	0.092157	0.20738	0.15192	0.14635	0.31016
Meth__cg16685388__HIVEP3	0.057786	0.087157	0.058594	0.050107	0.036944	0.67915	0.063751	0.12649	0.047187	0.072355	0.1158	0.045492	0.20082	0.032903	0.054045	0.059576	0.03808	0.076946	0.066229	0.048881	0.052913	0.056231	0.34973	0.050237	0.11434	0.052905	0.082862	0.0689	0.071924	0.063671	0.039939	0.052484	0.044384	0.046075	0.11751	0.054061	0.07303	0.52615
Meth__cg06731599__ATP6AP2	0.64122	0.3832	0.081258	0.072776	0.50789	0.063712	0.069575	0.049874	0.68969	0.56466	0.093323	0.63137	0.60492	0.60461	0.62656	0.055163	0.049664	0.5037	0.056378	0.049003	0.099867	0.6237	0.39398	0.59784	0.1095	0.60284	0.50619	0.56731	0.5652	0.60187	0.05723	0.65613	0.054271	0.057377	0.11311	0.57448	0.27506	0.048969
Meth__cg01835489__KRT8	0.06704	0.15679	0.129	0.09875	0.092514	0.63088	0.16077	0.22344	0.19476	0.24175	0.29513	0.35596	0.30668	0.050128	0.25224	0.15735	0.6907	0.30785	0.78666	0.30041	0.21642	0.28519	0.79819	0.11809	0.6179	0.099801	0.23408	0.17175	0.12744	0.55015	0.79709	0.27538	0.21452	0.11894	0.074353	0.067795	0.087853	0.06684
Meth__cg05238794__GK	0.51533	0.047956	0.064152	0.044554	0.28742	0.037592	0.040373	0.039712	0.068921	0.14174	0.04978	0.37135	0.2961	0.27489	0.058495	0.049507	0.045048	0.47725	0.037822	0.039408	0.043398	0.86733	0.049385	0.4108	0.13394	0.43378	0.34342	0.38744	0.375	0.13499	0.041044	0.48077	0.039132	0.061959	0.10456	0.42776	0.045429	0.044326
Meth__cg15604467__POU4F1	0.78584	0.048593	0.50918	0.94927	0.89938	0.035643	0.95129	0.032875	0.057066	0.056491	0.054447	0.024373	0.71962	0.87486	0.047498	0.037323	0.053197	0.56988	0.063737	0.9615	0.95183	0.94318	0.049797	0.93508	0.89775	0.9208	0.39275	0.90067	0.48903	0.040116	0.058519	0.073911	0.84757	0.90875	0.83994	0.92259	0.8356	0.91006
Meth__cg16695354__LYSMD2	0.058651	0.11356	0.076731	0.09456	0.073864	0.047166	0.094563	0.055197	0.081342	0.069857	0.067782	0.064673	0.17415	0.18406	0.089219	0.058185	0.07807	0.22634	0.059805	0.068819	0.12069	0.3874	0.090812	0.1183	0.12266	0.11472	0.072082	0.10571	0.15093	0.058458	0.068475	0.079514	0.058222	0.071138	0.15816	0.097916	0.066678	0.056452
Meth__cg25104030__RASGEF1A	0.057249	0.04033	0.31348	0.060835	0.051146	0.4472	0.081241	0.45393	0.041467	0.044912	0.49508	0.08152	0.36717	0.044909	0.059034	0.45259	0.053621	0.081723	0.039421	0.035256	0.04827	0.18108	0.46131	0.064386	0.3243	0.04657	0.075085	0.13272	0.053804	0.039706	0.049151	0.069546	0.04145	0.031162	0.08744	0.082668	0.07011	0.046049
Meth__cg08185661__SYT9	0.046786	0.028492	0.94487	0.059991	0.021447	0.92144	0.037173	0.59523	0.025866	0.034102	0.97	0.21236	0.88602	0.030623	0.02567	0.046632	0.57775	0.0678	0.29544	0.53527	0.047994	0.52128	0.18255	0.028404	0.90706	0.031756	0.034397	0.71407	0.037266	0.041872	0.076466	0.56446	0.026636	0.12501	0.13957	0.025744	0.025164	0.088372
Meth__cg20172280__OLFML2B	0.033859	0.035797	0.6742	0.053478	0.053141	0.071037	0.05993	0.042565	0.043763	0.091213	0.38449	0.078199	0.13502	0.041741	0.046559	0.064428	0.028453	0.045209	0.038922	0.088174	0.070768	0.061474	0.069876	0.037597	0.19141	0.072481	0.092672	0.28364	0.058688	0.037361	0.10086	0.049473	0.04567	0.097319	0.042041	0.080107	0.13797	0.39645
Meth__cg07708788__SLCO2A1	0.015971	0.057925	0.037517	0.026432	0.023447	0.69372	0.037764	0.60465	0.026239	0.22455	0.88384	0.19603	0.48234	0.013459	0.024212	0.081771	0.031643	0.01727	0.020986	0.081589	0.41814	0.053688	0.079545	0.12932	0.50193	0.020757	0.044095	0.026429	0.048191	0.017632	0.024809	0.022235	0.01582	0.24774	0.028432	0.02813	0.021991	0.025982
Meth__cg03973663__LYN	0.078525	0.061648	0.89329	0.084351	0.032846	0.86859	0.056897	0.3023	0.91793	0.034635	0.92582	0.67003	0.88329	0.086025	0.767	0.87148	0.9304	0.16543	0.81605	0.087465	0.079744	0.65056	0.93678	0.047105	0.15364	0.10029	0.18803	0.12821	0.074676	0.9126	0.42793	0.14908	0.13734	0.29198	0.18533	0.05233	0.08799	0.12318
Meth__cg22747092__BTBD14A	0.066853	0.073927	0.12421	0.1518	0.5248	0.56384	0.30988	0.7968	0.27614	0.78217	0.23982	0.83994	0.42701	0.15965	0.22008	0.60845	0.74513	0.31623	0.099537	0.10642	0.097232	0.52822	0.69742	0.064619	0.17587	0.1659	0.16141	0.17375	0.10307	0.092598	0.87719	0.22614	0.045229	0.060754	0.17285	0.13433	0.052666	0.049025
Meth__cg10943191__TMEM52	0.035658	0.025577	0.068488	0.36107	0.030853	0.97311	0.06801	0.023051	0.024734	0.034277	0.037463	0.057664	0.065926	0.025476	0.033914	0.027148	0.95842	0.052044	0.20979	0.030896	0.033973	0.029018	0.14913	0.029453	0.66492	0.43245	0.073596	0.055556	0.060268	0.043531	0.03668	0.12137	0.025012	0.029058	0.0693	0.032184	0.60426	0.051371
Meth__cg07672479__DYNC1H1	0.024472	0.018028	0.038813	0.03146	0.029338	0.032508	0.042609	0.48525	0.025174	0.024849	0.053205	0.056197	0.033311	0.01851	0.024593	0.023757	0.030411	0.096437	0.037685	0.020499	0.018491	0.025036	0.020954	0.016725	0.090323	0.034396	0.057592	0.049443	0.058895	0.020556	0.028162	0.021258	0.018776	0.024845	0.034413	0.046945	0.035941	0.040579
Meth__cg19038228__FLJ90834	0.022967	0.019611	0.48422	0.03179	0.029668	0.091097	0.078106	0.026344	0.022708	0.019723	0.048829	0.059524	0.077897	0.022897	0.019477	0.024453	0.028823	0.043766	0.028209	0.044399	0.039976	0.12027	0.035666	0.018364	0.26353	0.018659	0.032489	0.072423	0.02433	0.025086	0.14232	0.025251	0.026985	0.035801	0.046443	0.031656	0.032692	0.041344
Meth__cg17420360__FLJ13236	0.01805	0.012955	0.029971	0.018376	0.015875	0.45266	0.016365	0.027105	0.028583	0.020987	0.88824	0.021291	0.49849	0.013278	0.020759	0.80169	0.020878	0.025942	0.030721	0.014877	0.02198	0.035119	0.94908	0.019787	0.040915	0.019137	0.025531	0.034392	0.01484	0.48062	0.023148	0.017223	0.015727	0.24063	0.043576	0.020327	0.02464	0.017984
Meth__cg06101212__CLDN3	0.035757	0.11814	0.90665	0.54153	0.015265	0.97301	0.023661	0.031141	0.7607	0.10512	0.87432	0.044052	0.60086	0.013963	0.79669	0.89205	0.34195	0.07884	0.90927	0.01543	0.022708	0.022612	0.97113	0.76288	0.86085	0.045105	0.010245	0.058729	0.36341	0.8962	0.19426	0.37038	0.014246	0.022863	0.024562	0.024364	0.69657	0.59938
Meth__cg04388983__P2RY2	0.14557	0.057278	0.11754	0.042575	0.097409	0.9494	0.13256	0.39442	0.061794	0.066231	0.85873	0.20275	0.12077	0.045102	0.067568	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.11884	0.86588	0.044526	0.11598	0.086735	0.1464	0.15065	0.095495	0.10455	0.049822	0.91001	0.048928	0.082451	0.21605	0.093489	0.092204	0.13243
Meth__cg20867633__GOLT1A	0.023741	0.020883	0.51563	0.49381	0.026591	0.90501	0.023763	0.031325	0.1937	0.02562	0.87031	0.44056	0.065728	0.02116	0.21964	0.18816	0.81849	0.8748	0.5686	0.025314	0.036873	0.031141	0.91243	0.022669	0.96318	0.26601	0.046501	0.042374	0.027679	0.057544	0.93032	0.09821	0.053446	0.011707	0.073128	0.024699	0.027422	0.031829
Meth__cg17639046__HS3ST3B1	0.062075	0.053671	0.19465	0.063922	0.047387	0.56859	0.06445	0.6699	0.051716	0.067864	0.23336	0.20667	0.11081	0.049411	0.061366	0.10126	0.10908	0.40616	0.060726	0.050236	0.073668	0.065299	0.075233	0.05223	0.79662	0.1184	0.53573	0.87496	0.089071	0.19884	0.11072	0.051497	0.0543	0.21767	0.04127	0.06183	0.057832	0.052649
Meth__cg06428055__ELF4	0.57661	0.025155	0.025397	0.69954	0.54642	0.011146	0.031995	0.40963	0.96472	0.49193	0.024339	0.025005	0.03261	0.60192	0.80519	0.46713	0.62134	0.13962	0.015785	0.019749	0.030405	0.57731	0.68889	0.56235	0.029853	0.040481	0.51687	0.50852	0.040263	0.92509	0.018224	0.64925	0.015942	0.70956	0.071261	0.66081	0.48175	0.019253
Meth__cg12728032__ELF5	0.099195	0.044628	0.25314	0.055069	0.11541	0.20075	0.091379	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.042031	0.054822	0.11003	0.69142	0.3814	0.085784	0.077253	0.081201	0.60534	0.57474	0.044368	0.35253	0.078688	0.39324	0.35557	0.065063	0.12293	0.1659	0.21163	0.048534	0.48637	0.083481	0.051311	0.15539	0.091433
Meth__cg03718026__RPS20	0.15455	0.059228	0.12072	0.40387	0.060246	0.066725	0.057873	0.12107	0.070577	0.050029	0.050728	0.052426	0.081873	0.40295	0.075426	0.058228	0.068153	0.086491	0.046159	0.059801	0.060067	0.15066	0.066803	0.1343	0.16547	0.11353	0.1003	0.13282	0.12972	0.11956	0.059084	0.097575	0.073199	0.061941	0.069268	0.16349	0.074236	0.071722
Meth__cg08607082__ICAM1	0.034304	0.039016	0.029295	0.18254	0.1313	0.89509	0.058159	0.95539	0.0527	0.063202	0.026019	0.081297	0.092703	0.048404	0.05624	0.87797	0.75336	0.076122	0.14636	0.04815	0.073767	0.18277	0.44707	0.057442	0.79079	0.051206	0.061408	0.048426	0.049708	0.052911	0.031201	0.027956	0.027258	0.71975	0.039434	0.035058	0.091182	0.47116
