Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
U133A__UNC13B	5.8654	6.5725	8.6947	6.836	6.2814	7.5756	6.3921	6.0785	6.0703	6.063	6.198	6.356	6.456	6.2065	6.365	10.5586	7.1594	6.4438	6.3226	6.2149	6.499	7.2795	7.301	6.063	7.1499	6.3471	6.8049	6.9117	6.7771	7.4585	7.2927	6.1252	6.9704	5.8598	6.6068	6.5921	6.4418	6.7886	7.3338	5.8494	6.7137	6.6952
U133A__ALDH4A1	6.0591	7.4246	8.3471	6.7169	6.082	7.9374	6.3639	5.962	6.3012	7.4468	6.466	6.4855	7.1706	5.8314	9.2661	7.2935	6.2652	5.8633	7.3004	6.2349	6.5478	7.738	7.2079	6.0012	7.847	5.8512	7.521	6.2685	6.068	9.9506	6.211	7.4964	5.9475	6.3586	5.7202	7.4961	6.5002	7.6683	7.696	7.7586	5.9932	7.7793
U133A__PLXND1	8.0278	8.0521	6.8569	8.0591	6.1152	6.932	6.9463	6.7389	7.6025	7.7119	7.432	6.9718	7.012	6.7294	7.4985	8.5089	6.3405	7.3005	7.767	7.1712	7.5315	8.1479	7.045	8.3326	9.6295	6.9015	7.1637	6.9815	6.9543	8.0254	6.6018	6.8911	7.248	7.013	6.1165	9.3213	7.2942	7.5523	8.2313	6.6068	7.6864	6.7508
U133A__AHNAK	5.281	5.7218	5.9388	5.7781	5.2206	5.2713	4.9275	6.1827	6.0559	6.224	5.2952	5.0968	6.7373	7.6819	5.6581	6.8806	5.6812	5.9843	7.446	5.8018	5.7293	4.9851	8.2307	5.331	5.487	5.0914	7.506	6.7486	5.7884	6.7658	6.1818	6.1605	5.0432	4.7147	5.4686	5.7549	7.3006	5.636	5.4948	6.6421	7.3673	7.5269
U133A__SPRY4	9.1625	7.666	7.0909	6.6778	6.1402	6.2326	6.2548	6.5822	6.2255	6.1928	6.858	6.8281	6.4451	6.6843	7.6043	6.3436	6.0899	6.4449	6.0177	6.9419	6.1993	6.3284	6.8972	6.7042	8.6704	9.0079	6.9669	6.9797	7.0684	7.1359	6.7391	7.2561	6.6597	6.6632	7.669	6.9477	7.2227	6.3081	7.6452	6.1551	9.786	6.3391
U133A__POPDC3	4.9801	4.9063	4.6823	4.7037	4.9301	4.7796	5.5058	5.9364	4.6287	4.9503	7.1219	6.8476	4.7879	6.7287	5.0516	4.8478	5.5473	6.8111	6.8852	5.7957	4.8642	4.8038	4.6629	6.6873	4.8127	7.3238	4.7884	4.741	7.6503	4.6897	7.1886	5.0638	6.7314	7.1693	4.899	5.0638	9.3478	4.6326	4.7804	4.8257	5.132	4.8086
U133A__THBS3	6.2912	5.8276	6.275	6.7039	7.1068	6.3338	5.5685	8.126	6.7233	6.0136	6.1875	5.1508	5.7931	5.6536	6.6141	6.7703	6.3532	7.2496	6.8148	6.0048	5.9467	5.9646	5.7134	6.1586	6.4049	5.3286	5.9381	6.1711	5.9741	6.1654	5.9068	6.0105	8.1531	5.5847	6.1891	8.5329	6.0802	6.2639	7.7209	6.9753	6.6468	6.1098
U133A__CYB5A	6.6338	7.709	6.3098	6.617	5.7624	7.9642	4.8279	6.9887	4.4315	6.1598	6.0589	5.0605	5.3328	6.0628	7.199	8.2505	5.2687	4.701	6.1142	3.8628	6.5067	6.1092	7.8149	4.6541	7.0276	6.1533	6.26	7.9185	5.411	7.5663	6.3495	6.7328	4.648	7.3606	7.1314	6.3256	5.551	6.3159	8.6476	7.8435	7.2546	8.1908
U133A__ASAH1	6.782	7.6309	6.3725	8.8965	6.263	7.5971	4.7702	6.3153	6.9968	5.0105	5.7667	4.9323	6.2513	6.0697	5.0817	8.3842	5.5519	5.7256	5.6042	5.8445	5.7707	5.2513	5.7445	5.9329	8.181	5.5178	6.9474	6.1367	6.8027	6.0655	7.0752	7.0733	5.3256	5.8795	4.5582	8.1595	6.4194	6.6742	7.7847	7.9367	6.6268	7.1685
U133A__MT1X	8.4084	8.2002	8.1249	7.4471	9.3471	8.3782	9.6993	10.0479	6.6892	9.4273	8.2086	8.6822	8.4598	10.1523	7.0356	8.178	8.9091	10.0628	10.8713	10.1184	6.7858	7.3453	7.4573	9.6321	8.505	10.0782	8.8258	10.9035	9.7955	8.2451	10.3187	8.777	9.7324	10.4715	10.7999	8.8989	9.7216	6.9663	7.1999	9.2386	9.9108	6.7383
U133A__ALDOC	6.5777	8.3205	6.6705	8.4622	5.9173	6.748	8.2793	8.3786	7.6054	6.2571	8.268	6.8246	5.9627	7.5516	9.5103	6.3166	7.6059	5.9395	5.9531	6.084	7.2912	7.7475	7.8802	5.3038	6.7481	7.1603	6.11	6.5345	6.252	6.1454	5.4054	8.8374	6.2906	6.7714	6.409	6.929	6.3134	7.7955	11.3442	6.2557	6.4764	6.2591
U133A__PSCA	6.6794	6.7882	5.2285	4.9533	4.2226	4.8065	4.7535	5.209	4.548	4.64	4.7495	4.3334	5.1205	5.3627	6.3379	7.273	4.5253	4.1651	4.4817	4.9353	4.7136	5.3853	4.4292	4.5383	9.04	4.3378	10.8662	8.2352	4.1869	4.6424	5.0975	5.1155	4.7656	4.5504	4.7827	9.1162	6.9657	4.3908	5.4954	4.3161	8.8131	4.4651
U133A__FABP5	4.1904	4.0367	3.7473	6.4085	3.5435	5.3344	3.9169	9.2366	8.4386	7.491	9.3953	9.7792	11.1944	3.3571	3.6996	3.6829	8.758	9.6872	11.0183	8.9013	5.7227	6.7429	3.8621	8.3248	8.5209	9.7444	8.3436	6.9507	8.5762	3.6349	3.1469	5.3397	10.4027	8.9495	9.9405	3.7177	3.5081	3.7815	3.5285	4.8338	3.7601	9.0063
U133A__MCFD2	5.4711	6.2773	5.0626	5.1834	6.386	6.4827	6.3448	5.7931	4.3098	5.5137	6.2944	8.0238	6.3483	7.2626	5.7939	5.5338	6.2847	6.213	5.9582	8.8193	6.5741	6.1142	5.5427	7.6131	5.3628	7.2542	6.0619	5.909	7.0597	6.2241	6.2628	5.4566	7.0765	7.4358	7.5063	7.3567	7.341	5.5784	5.8902	5.351	4.7251	6.6413
U133A__ZHX2	6.6374	9.2638	7.8713	7.8561	4.9952	6.5017	6.1914	6.0232	7.4021	7.1239	5.0842	5.9716	7.2131	6.5772	6.5952	8.4563	6.9501	6.0953	8.0637	5.4724	6.7913	7.4885	6.2762	4.9739	7.7711	6.05	7.6426	6.7416	5.0924	7.0132	7.2631	6.648	6.059	6.029	4.8623	6.4096	6.0315	5.7254	6.6176	7.2085	7.2749	7.0087
U133A__SH3GLB2	6.5425	6.1316	7.5758	6.9276	5.7078	7.1346	5.6773	6.1178	5.6393	7.6168	5.069	5.9234	7.0037	5.1924	6.6129	6.4713	5.3567	5.5879	6.4594	5.1439	5.1173	7.4452	7.2121	5.1126	7.0174	5.9868	6.6336	6.07	6.0047	6.1606	5.8607	5.7669	4.7977	6.3724	5.9489	9.1407	6.9105	7.6052	6.7678	5.9303	6.2513	6.9862
U133A__MT1G	9.5396	9.8014	9.5375	9.1879	10.2389	9.5497	10.9803	10.1966	8.9364	10.0569	9.4293	10.1144	9.3626	10.3956	9.6338	8.9171	9.9396	10.5941	10.0105	11.0897	9.5614	9.4205	9.4776	9.8725	9.5197	10.9873	9.9641	11.216	10.8516	9.6989	10.5912	9.9504	10.9458	11.5697	11.2823	9.5986	9.9742	9.6423	8.985	9.3284	10.8216	8.7799
U133A__BIN1	6.4237	8.362	6.4352	6.1854	8.6377	6.2759	7.0051	6.655	6.2781	7.1999	6.9047	7.8473	6.3914	7.5205	6.575	5.867	6.5609	8.452	6.4451	7.2778	6.4746	6.324	5.8916	8.4158	6.2689	6.4772	6.4021	6.3341	9.1825	6.0966	6.3768	7.052	9.2603	7.9808	8.5909	6.3494	6.4031	6.3309	6.8244	6.3347	6.2817	6.2291
U133A__MYH10	7.7391	7.0683	7.7365	8.0332	9.7416	5.8115	8.0637	6.4076	8.7884	6.8916	7.9537	8.356	7.6228	7.1923	6.6651	7.5968	7.6521	8.4861	6.6804	8.1849	7.1557	7.4958	6.7144	8.8112	6.7401	7.0599	7.7911	5.3969	9.3994	6.3497	7.7655	6.0481	7.4316	8.043	6.0291	7.5215	6.4442	7.2604	8.1056	6.0016	6.5593	7.2706
U133A__CLIC3	4.5666	8.3548	6.491	6.4612	3.6425	6.6116	3.7317	6.5625	4.1162	9.4396	3.2494	4.1193	7.3005	3.2852	3.8082	7.8558	3.5136	3.8325	4.8032	3.4001	4.7747	7.6637	4.0788	3.6152	7.5984	3.714	6.3844	4.7366	3.0339	7.8342	4.5989	6.9665	3.6517	3.9377	4.0323	7.4723	4.2879	9.4402	9.412	5.9785	3.5347	6.9891
U133A__LGALS1	9.2382	7.7525	5.8446	8.8126	11.9757	12.336	12.3419	12.1952	11.1399	10.6651	11.5613	8.1987	9.9206	10.3303	10.8452	5.0472	11.7356	11.486	11.2154	12.9455	7.8464	8.893	10.3526	12.5884	11.124	11.6327	5.2613	11.3986	11.7984	10.2053	9.4923	8.8885	12.472	11.6862	11.8188	5.4749	9.5798	11.0411	10.1593	6.0697	9.5206	8.6626
U133A__FNBP1L	5.7282	6.3494	6.3034	7.1137	5.7258	7.0659	3.4285	4.9683	6.9366	5.9928	5.0314	4.7531	5.4856	5.0975	5.066	6.6526	6.1696	6.4593	6.5269	4.7117	4.8914	4.3192	7.5094	4.6485	3.3218	5.9207	6.0796	6.3206	3.9647	7.3428	7.1583	5.9159	4.2674	4.7058	3.693	6.4658	6.033	5.5292	7.0101	5.9501	6.0866	6.1131
U133A__GALNT7	10.2749	7.7966	7.8677	6.8942	5.9383	6.9964	6.9831	6.6851	5.6639	3.9737	5.7113	6.7685	7.3988	7.0344	6.2122	7.7397	4.6655	5.1799	8.3199	6.9868	6.8564	5.8593	6.8119	5.811	7.398	7.0977	8.8145	8.7549	5.1126	8.0766	7.2616	7.524	6.8101	7.2673	6.1104	10.1522	9.6661	5.5302	7.9458	7.9301	9.1525	7.8191
U133A__CARD10	5.7778	6.6189	6.0074	5.6113	7.1832	6.9806	7.1831	5.8013	5.447	5.0291	6.8955	7.94	6.4404	6.6995	4.8749	5.3041	6.1251	5.6387	6.8007	8.2432	6.0254	5.8035	6.6709	6.9111	6.3909	6.3107	6.2227	6.8504	5.2046	5.0682	7.0436	5.6466	5.2563	6.1299	5.5845	8.1902	5.6863	5.8941	5.8825	5.1234	6.2024	6.1903
U133A__SPDEF	10.4241	9.495	10.1198	9.8359	5.8444	10.4996	6.3272	6.2908	5.8013	9.2013	6.2848	5.3899	6.8656	7.0677	10.3649	9.5734	6.6571	5.9869	5.2999	6.5909	10.0367	8.9085	8.9427	5.5694	9.9494	6.027	10.078	9.6299	6.3312	10.1262	8.3452	9.8712	6.631	6.472	6.5064	10.0966	9.9188	9.3052	9.6714	10.8242	10.4874	10.1563
U133A__IGFBP5	11.2847	8.6852	11.7481	11.5887	6.1922	12.1021	5.0776	6.8264	6.4959	9.6121	5.288	4.8427	9.2046	5.4966	12.4229	11.1816	7.78	9.9612	5.5974	5.609	5.3545	8.3505	5.423	4.852	10.1337	5.0172	10.895	11.2849	5.3314	11.5891	8.2681	8.5214	5.4366	4.9226	4.9351	6.1866	8.988	10.8465	11.82	8.0394	11.4846	6.0761
U133A__TOB1	8.8416	8.1199	9.54	10.0412	5.6991	8.2963	6.2978	8.2331	6.9626	9.9774	7.4185	7.3983	7.7978	6.7211	9.922	8.3342	7.3782	8.2944	7.4541	4.4955	8.4614	8.9689	8.6463	7.562	8.9663	5.935	10.6432	8.5555	5.5873	9.5297	7.5843	8.6703	5.2081	4.7449	5.9356	8.5847	8.8228	9.8445	9.2366	9.6404	9.9614	9.1081
U133A__SUSD4	6.6086	6.9508	6.7363	7.677	6.2558	6.0884	5.9114	8.035	9.813	6.3402	6.2625	6.3492	7.6664	6.2718	6.2591	6.1387	6.5387	6.4985	8.0919	6.1728	6.4318	7.0102	8.3366	6.7017	6.6934	6.3552	6.9363	6.3086	6.1736	7.1127	6.8838	6.7029	7.0237	6.5651	6.4004	6.1749	6.7666	6.2368	7.3472	7.9352	7.3727	7.4194
U133A__ACSL1	5.8954	8.2165	8.658	6.2343	5.1716	7.2737	4.6456	7.9344	5.8146	6.185	8.0636	6.2	8.2443	6.2225	6.6356	6.7455	5.5297	7.044	8.7631	4.7826	4.917	6.1018	6.4659	5.6861	7.0502	5.928	7.5073	7.6861	6.6647	8.5253	7.5371	6.84	4.6924	7.4148	6.8998	6.3058	8.5472	6.3515	8.1543	5.7848	9.1911	5.8106
U133A__KRT8	10.7115	11.2525	11.1708	11.8105	4.6994	10.4767	8.954	9.9402	9.7313	11.932	8.4941	8.913	10.6646	11.1743	11.3477	11.4994	9.9269	9.5922	9.5457	5.7145	11.6793	12.1159	10.506	7.5837	11.0665	8.3426	11.2063	10.4653	7.4827	9.1194	10.6725	11.5414	4.6224	9.8963	8.3775	10.5897	9.9593	11.9459	11.5683	9.9995	10.623	11.4816
U133A__NLRP2	6.9582	8.4793	7.6657	7.8933	4.764	5.0248	4.7665	4.8855	6.4806	7.8545	5.032	9.1216	4.6322	6.5268	5.4387	8.656	4.7964	7.7795	7.8198	5.2571	4.9573	5.2798	7.4121	7.515	7.621	4.6412	7.7192	4.8763	4.6838	4.826	8.1008	6.0291	4.8136	6.4483	4.9886	5.2006	6.8504	7.7586	8.0687	4.9008	6.8533	4.7108
U133A__AHNAK2	4.3732	3.6455	3.7668	4.2833	7.8526	4.6283	6.6866	9.299	3.5509	4.9391	3.8991	6.3896	4.45	6.0159	3.693	4.1841	7.2624	6.7199	6.3673	5.4933	3.9157	4.2351	4.6591	8.267	4.9602	5.1847	4.0095	4.1542	8.1732	3.6524	5.7244	3.8567	9.5019	5.603	7.6929	8.3787	4.0909	4.2427	4.4986	3.8844	4.0133	4.6233
U133A__TESK1	6.1277	6.4533	6.2831	7.0087	6.1632	6.7421	6.238	6.6612	6.773	6.5293	6.5209	6.533	5.8371	6.3716	7.4384	10.6915	6.4996	6.3326	7.0714	6.205	6.4097	6.3519	6.8934	6.7607	6.6341	5.7422	7.5346	6.8662	6.654	7.7649	7.5919	6.2511	6.2481	5.9159	6.4373	7.9816	6.8686	6.5403	6.1772	7.1722	7.1283	6.9118
U133A__DCTD	6.7368	5.2551	5.1467	5.2233	6.3193	7.0626	6.6695	6.191	5.2222	5.2165	8.2899	7.0776	7.2563	7.3378	4.372	5.1893	5.3932	7.6038	6.9105	6.8982	5.9638	6.1875	3.9253	7.3325	7.087	8.1583	6.0793	6.8102	7.0588	6.0422	5.5091	5.4363	7.4175	8.6957	7.8895	6.5288	7.7797	6.4909	6.1735	6.6284	5.2744	7.042
U133A__RARRES3	6.2411	9.4968	5.5572	6.055	5.0381	5.4944	6.3901	5.277	9.0935	6.0281	5.4879	6.1373	9.54	7.6356	9.1496	7.8721	5.3288	7.4354	9.2101	6.0114	5.3198	5.0877	8.4487	8.6168	6.2465	5.42	5.3185	8.767	5.0975	4.7062	10.6594	6.5872	5.4085	5.0522	5.5527	5.5433	7.481	6.2309	9.4509	5.626	6.9221	4.9116
U133A__CASC3	8.0662	9.5254	7.896	7.8331	7.3214	7.8822	7.6086	7.4055	8.0717	6.9048	7.4362	7.247	7.6934	7.357	6.7513	7.24	7.5153	7.5471	7.7717	7.1902	7.2305	7.0158	7.7874	6.8132	7.0879	7.6189	6.8153	7.1054	6.7842	6.3196	7.4004	9.5638	7.2235	6.6186	7.6981	6.8808	7.7518	8.0652	10.4373	7.5613	6.8273	7.8892
U133A__CDC42EP3	6.5387	5.3841	4.6925	3.6723	4.5565	3.1213	5.8254	6.9265	4.1005	3.5236	5.3886	7.7389	6.2455	6.0531	4.3747	5.6163	6.6861	4.9871	4.6904	8.1804	3.4122	3.5095	4.5022	5.9676	4.1611	8.5465	4.5654	4.5823	5.1224	3.2159	6.6844	3.9786	4.1004	5.9385	6.0244	3.4122	9.3553	4.4616	4.6908	3.2918	4.4069	3.4654
U133A__LMCD1	6.5609	6.4091	6.1756	7.4953	5.3439	6.2751	5.829	7.8319	5.3364	7.8935	7.3762	5.3461	5.7221	5.6691	5.9457	7.0603	5.1047	6.4592	6.3042	5.9992	6.2394	5.9717	8.0941	5.9372	7.2973	5.7364	6.2042	7.0151	5.3802	6.8584	5.0196	6.1463	5.4766	5.0203	5.7004	7.9499	7.4884	7.5056	8.1009	6.6191	8.1152	5.7219
U133A__CRIP1	8.4245	4.9101	9.7016	12.0514	5.0897	4.9873	4.8363	5.2707	8.3369	5.2036	8.8011	6.9537	4.8419	4.9281	6.1535	4.8404	5.1706	5.7282	7.8829	4.6486	5.4919	5.8025	10.1788	4.3166	9.4513	4.6497	9.8876	9.8166	4.7566	8.6704	4.5905	5.2638	5.2501	8.6033	4.6048	5.5028	5.1629	10.2423	9.5778	10.2373	6.3351	11.2244
U133A__MB	7.4236	8.8244	8.3925	7.7501	6.4009	7.7355	6.2279	8.32	6.2043	7.2	6.8466	6.6614	7.0329	7.5746	8.7101	9.3254	8.8972	6.5353	7.1009	6.1489	7.3687	7.2662	6.8012	5.9791	8.9188	5.6782	8.6018	8.4996	6.0373	7.5244	8.5503	9.1745	6.167	6.6543	6.5481	7.8482	7.9644	7.1885	8.5176	9.4389	8.3061	8.2806
U133A__UQCRFS1	10.0269	10.6652	9.9943	10.0223	10.9053	10.2782	10.0072	10.0791	10.9378	10.9334	13.007	10.5304	10.5051	10.2465	9.4942	10.8613	10.4987	10.4377	10.6239	10.3676	10.6056	10.4159	10.2653	11.9652	10.0527	10.5271	10.1782	10.8522	9.9328	10.6767	11.0577	10.6897	10.4716	10.5062	10.0575	9.6761	9.5102	10.0002	10.14	10.4875	8.9402	10.7572
U133A__PLBD1	5.7748	5.8209	6.4016	5.8179	9.6028	6.1258	5.6676	6.4536	6.2081	8.458	6.9179	9.3657	9.8827	5.8011	7.172	7.8974	8.9343	7.8913	8.582	5.7965	6.4143	6.7902	5.583	7.3745	6.331	6.3713	6.3844	10.2417	9.0573	5.9946	6.1715	6.8279	6.8435	6.2724	5.4299	5.8549	7.0457	6.3584	8.2876	6.5022	5.8588	5.8222
U133A__POP4	6.8419	7.4049	7.1197	7.7849	8.0832	7.9172	7.6761	7.8361	7.7486	8.4515	11.1108	10.0044	7.8973	8.0752	6.8166	7.8422	7.7811	7.7881	8.3413	8.1448	8.035	7.5683	7.4469	10.0874	7.6411	8.3447	7.1572	8.2194	6.987	7.8404	8.4244	7.6935	7.7345	7.8677	8.0336	6.7014	6.8998	7.8231	8.2127	7.5607	7.9835	8.1788
U133A__CD164	8.8299	7.4328	9.2592	7.0173	6.725	7.417	6.8778	6.2788	6.6028	7.1499	7.0635	7.0555	8.4732	7.2985	6.4019	8.7913	7.3645	5.813	8.0951	6.2029	6.6221	7.6965	7.5817	6.8808	8.2318	6.227	8.7748	8.5415	7.5302	7.5779	7.7342	7.1225	6.9702	6.1841	7.3245	9.5526	9.2897	7.6503	8.2668	9.5015	9.3	7.5031
U133A__KDM4B	7.0519	7.1044	7.4491	8.6966	7.1928	8.1492	5.8728	6.1444	7.9974	8.6306	5.6694	6.594	6.2074	5.1967	7.3001	6.7817	6.8032	6.8838	6.5409	5.945	6.1848	6.9393	9.4039	7.2455	6.7971	6.6163	7.5952	6.4755	6.3841	8.2976	6.357	6.1498	6.6724	6.5498	6.4961	7.8561	6.5551	8.9722	7.696	8.1269	6.7305	7.1149
U133A__PFDN4	6.2736	8.0407	9.9712	7.5744	7.8459	6.6001	7.1942	7.3549	5.76	8.5312	7.8556	8.1576	7.8759	7.2268	4.7922	6.9091	7.9864	8.1208	7.2717	7.9155	10.2674	10.3283	7.1502	8.4414	7.3345	8.3553	7.0275	6.9578	7.7535	6.7379	7.1611	8.3906	6.4956	8.1635	7.6051	6.7373	6.3582	7.2095	8.4608	6.8423	7.2809	7.7724
U133A__OPTN	6.6894	6.7093	5.5393	6.345	8.1659	6.364	7.1064	7.7235	9.3179	7.3846	7.9131	7.5348	7.1387	6.3321	6.0953	6.655	7.9647	8.647	8.9296	7.0793	4.8093	6.1075	7.0115	8.782	5.5732	6.5546	5.5827	6.3509	7.7492	5.1888	7.6344	6.4005	8.6671	7.8784	6.3001	6.4963	5.9897	6.853	7.3481	5.5903	4.9479	6.235
U133A__IFI35	5.4977	6.6211	5.9007	8.0682	6.7676	7.0366	7.7739	6.3878	6.7278	6.8486	7.4278	6.9672	8.0101	6.8443	7.6942	5.418	6.0747	7.3015	7.4774	7.0745	5.9294	6.2196	6.5578	8.5606	5.4165	7.0996	6.7662	6.195	7.0669	5.2079	8.0044	5.7756	8.126	6.2137	6.6562	5.3685	5.7674	7.0133	6.0084	5.5399	5.9985	5.1334
U133A__PYGL	6.1764	6.1307	4.9125	8.0597	7.5817	4.3046	7.4555	7.4084	4.163	8.6838	7.7568	7.3237	4.9142	7.3781	4.8608	4.8757	7.8709	7.0616	6.0458	5.7669	6.1285	5.7923	5.2368	6.3293	4.9706	7.8474	4.3501	4.681	6.8424	4.8473	4.9647	5.8791	7.3971	8.3703	4.7817	4.7269	4.499	5.5812	7.9852	4.661	4.7526	4.5797
U133A__PLAUR	7.2636	7.0817	6.3774	6.0661	7.9196	6.3478	7.0145	8.6018	7.3217	6.6571	6.7499	6.7768	7.13	8.4113	6.868	6.8516	8.1211	7.2534	7.3607	8.1234	6.4877	6.4579	6.6082	6.9693	6.7436	8.9904	6.1449	6.6998	7.9687	6.2084	8.0323	6.715	7.4222	9.277	7.1697	6.0395	6.7814	6.3108	6.3435	6.3425	6.1753	6.7746
U133A__PLSCR1	5.7683	6.133	5.6899	7.381	7.0623	5.5627	7.7485	9.5252	8.7953	6.0307	7.8496	7.6944	10.6908	8.7217	7.12	6.6667	8.7989	7.5371	10.1561	6.8395	6.7902	6.9671	6.7378	7.3472	6.7924	7.2952	6.6431	6.6225	6.6973	5.9994	10.0131	5.5298	6.3075	8.9766	8.1261	4.5375	6.4163	6.1377	6.1938	4.9059	4.7673	6.114
U133A__C2orf54	7.7605	8.4685	6.8355	6.3039	5.7915	6.2505	5.9893	6.405	6.0855	6.3454	6.0255	5.9557	6.8201	6.0669	7.3183	7.6327	6.4253	6.0383	5.8493	5.9139	6.2292	6.1448	6.1992	5.841	7.4306	6.0411	7.0844	6.0172	6.344	7.549	7.2735	8.1948	6.0615	6.1171	6.017	6.361	7.5534	5.9837	8.6595	8.4196	9.2578	6.0049
U133A__HERPUD1	7.8504	9.9706	10.0646	9.0896	8.6585	9.142	7.5796	7.0075	7.9117	8.656	7.5817	9.2323	9.0643	6.9124	9.0105	8.1682	8.0528	9.5369	8.9705	7.9078	6.5098	7.4347	8.0214	8.0284	8.3141	8.3246	9.9331	9.6455	7.1893	8.3991	9.0018	10.3633	9.0879	7.3524	8.4577	10.0106	10.7658	8.1685	9.0364	10.0959	9.6204	7.8382
U133A__ST6GALNAC2	9.2262	6.011	8.851	7.7077	6.409	8.5175	6.781	7.0245	7.166	6.5847	6.2859	6.3744	6.8142	6.3756	8.0541	7.364	6.3358	7.542	7.0362	6.505	6.3558	7.1622	9.1084	6.5767	9.2193	6.2919	10.5822	8.0335	5.7951	8.8748	6.6746	5.9877	6.0963	6.6151	6.6624	9.496	9.0304	7.8321	8.3814	8.9466	8.5084	9.3208
