Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg26616347__IRF5	0.14677	0.058382	0.33128	0.43503	0.81039	0.2491	0.9133	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.046891	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.75665	0.47389	0.41427	0.46016	0.18779	0.094738	0.63628	0.11156	0.28777	0.06692	0.60522	0.12047	0.055207	0.62283	0.19644	0.17922	0.58015	0.31227	0.43634	0.45994
Meth__cg20420433__HLXB9	0.047722	0.32756	0.22066	0.13299	0.90805	0.37057	0.90101	0.56294	0.064093	0.48623	0.24034	0.94142	0.68498	0.068451	0.092267	0.80796	0.49582	0.3249	0.45518	0.080023	0.12474	0.8681	0.91222	0.098483	0.15035	0.10058	0.094471	0.85891	0.049322	0.73488	0.48493	0.10869	0.078449	0.53783	0.10234	0.10385	0.080188	0.061715	0.12841	0.14188	0.042652
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.72257	0.079727	0.81308	0.041119	0.65836	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.04133	0.14359	0.49943	0.55411	0.80224	0.4827	0.049001	0.074518	0.23209	0.83995	0.039296	0.80353	0.22128	0.20157	0.68445	0.065789	0.8336	0.14739	0.35135	0.83626	0.28397	0.70635	0.13073	0.095624	0.21359	0.053552	0.14925	0.10004
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.90801	0.063655	0.41904	0.090787	0.11954	0.17366	0.062756	0.3382	0.86655	0.415	0.49655	0.12529	0.078174	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.48039	0.18738	0.3953	0.78979	0.12046	0.12932	0.065932	0.35276	0.81388	0.077756	0.81638	0.13609	0.11341	0.091017	0.10478	0.18382	0.30174	0.069981	0.78382	0.077616
Meth__cg12412075__LIN7B	0.019378	0.031262	0.1419	0.019518	0.028455	0.022231	0.90408	0.38747	0.016206	0.056106	0.021103	0.64663	0.54823	0.011108	0.018942	0.19133	0.18421	0.017532	0.023797	0.05031	0.028873	0.023154	0.96065	0.016863	0.915	0.04263	0.037757	0.051532	0.040571	0.19066	0.052665	0.016518	0.029959	0.043306	0.045624	0.016792	0.035726	0.022361	0.021049	0.047021	0.018895
Meth__cg26894575__S100A4	0.022274	0.022516	0.12479	0.10473	0.9203	0.023276	0.81952	0.030791	0.16059	0.024737	0.8913	0.073987	0.22382	0.30099	0.13156	0.22488	0.52425	0.079678	0.025262	0.18871	0.27949	0.5278	0.17207	0.022522	0.18152	0.01961	0.02986	0.35538	0.92867	0.029446	0.032712	0.021978	0.41803	0.048797	0.01856	0.0184	0.025631	0.074371	0.26889	0.052303	0.15981
Meth__cg18780751__G6PD	0.45876	0.038829	0.050928	0.1176	0.026573	0.047467	0.092643	0.14147	0.031948	0.54171	0.036091	0.10566	0.057483	0.019307	0.029929	0.30262	0.32559	0.092449	0.047132	0.046548	0.042581	0.25914	0.58722	0.38546	0.16053	0.043396	0.10583	0.41891	0.17072	0.033628	0.064848	0.49689	0.02989	0.45843	0.029693	0.14296	0.12455	0.60139	0.18775	0.48618	0.037929
Meth__cg12441928__CCR1	0.17453	0.043354	0.36215	0.072333	0.045948	0.07397	0.12426	0.73131	0.13101	0.079272	0.088458	0.17305	0.068584	0.031422	0.16996	0.047957	0.071883	0.095351	0.042359	0.045893	0.080247	0.93714	0.096909	0.026983	0.071174	0.046486	0.16591	0.043714	0.13501	0.065827	0.13391	0.039794	0.045149	0.043329	0.19707	0.24384	0.11243	0.048775	0.050426	0.20731	0.053509
Meth__cg23698956__FAM3A	0.48114	0.03006	0.062089	0.26421	0.057645	0.044084	0.20474	0.30957	0.03032	0.46471	0.029666	0.21617	0.080295	0.026824	0.026594	0.32492	0.30358	0.06729	0.041901	0.022407	0.039891	0.4023	0.039879	0.3983	0.14774	0.047523	0.073806	0.33437	0.15493	0.039909	0.042655	0.4675	0.021653	0.43628	0.04167	0.12564	0.12133	0.55652	0.26731	0.44264	0.041738
Meth__cg20203395__MGC33648	0.25079	0.8173	0.74611	0.083219	0.94487	0.11522	0.40057	0.16348	0.94786	0.10516	0.093608	0.3571	0.89998	0.12738	0.84761	0.16156	0.062059	0.15722	0.10113	0.16709	0.10312	0.095903	0.07848	0.27674	0.59332	0.75326	0.18916	0.093628	0.29532	0.13186	0.5085	0.093226	0.11553	0.09405	0.093549	0.12276	0.10219	0.10657	0.16814	0.23013	0.28271
Meth__cg01731341__FGF6	0.59495	0.031631	0.94467	0.60298	0.2069	0.23149	0.36786	0.80334	0.044633	0.57189	0.94246	0.92999	0.55648	0.033245	0.14235	0.59819	0.96507	0.20962	0.034019	0.66832	0.37095	0.57098	0.32242	0.38337	0.41226	0.56983	0.038707	0.61892	0.26354	0.050894	0.044001	0.94626	0.46815	0.025523	0.91483	0.33116	0.071166	0.10139	0.41365	0.24775	0.13136
Meth__cg16363586__BST2	0.050365	0.70965	0.90209	0.21016	0.9133	0.071339	0.44402	0.81724	0.038872	0.1887	0.059482	0.054172	0.097206	0.032788	0.25715	0.65781	0.90906	0.065627	0.89566	0.75302	0.66259	0.36448	0.77492	0.057499	0.77939	0.83422	0.5775	0.91016	0.11679	0.889	0.85704	0.89816	0.038653	0.042633	0.056982	0.041434	0.13201	0.89138	0.052058	0.83158	0.045429
Meth__cg07640820__MULK	0.071734	0.031152	0.23708	0.16595	0.054316	0.10863	0.096922	0.077186	0.17182	0.064645	0.04634	0.21038	0.10932	0.069867	0.14844	0.049397	0.065653	0.12772	0.062798	0.1439	0.075331	0.43628	0.079115	0.058834	0.31075	0.23107	0.16398	0.050223	0.076998	0.090607	0.072826	0.047124	0.051017	0.067325	0.16655	0.074639	0.24736	0.078054	0.051993	0.37503	0.060793
Meth__cg02611282__CREB5	0.30175	0.060912	0.18208	0.1126	0.28222	0.1517	0.65461	0.58887	0.094218	0.099298	0.19469	0.3658	0.45172	0.04998	0.087266	0.18079	0.45498	0.087625	0.13833	0.22452	0.10819	0.20188	0.15055	0.08697	0.55852	0.15179	0.18905	0.50242	0.16646	0.11896	0.12054	0.26409	0.18589	0.14164	0.62849	0.25208	0.28244	0.15096	0.10717	0.15408	0.10962
Meth__cg13771629__EBP	0.5214	0.20468	0.03563	0.19666	0.4511	0.044692	0.077436	0.03991	0.50455	0.56537	0.039784	0.43011	0.25414	0.31567	0.41344	0.39531	0.048872	0.1835	0.88562	0.0309	0.043012	0.44069	0.51193	0.41876	0.52445	0.44144	0.38254	0.46982	0.29829	0.045547	0.42744	0.72191	0.032754	0.45137	0.038455	0.038891	0.067743	0.44348	0.36839	0.42702	0.034316
Meth__cg27281093__USP18	0.040272	0.02957	0.30384	0.28321	0.79438	0.029127	0.75037	0.43962	0.034862	0.052225	0.043514	0.053096	0.10141	0.70717	0.031616	0.026776	0.11986	0.07321	0.25178	0.032959	0.12481	0.084287	0.33052	0.024367	0.45173	0.037157	0.069725	0.45266	0.073002	0.035772	0.04599	0.04524	0.031475	0.034904	0.076652	0.02874	0.049983	0.070185	0.037532	0.10265	0.28621
Meth__cg17965230__PRDM1	0.30836	0.010092	0.01749	0.017489	0.01696	0.019714	0.034566	0.021346	0.016469	0.019909	0.014974	0.014836	0.025078	0.0090561	0.011312	0.012665	0.010075	0.043869	0.010896	0.010971	0.011159	0.93755	0.013744	0.016485	0.048819	0.01674	0.024533	0.05053	0.31922	0.017736	0.01668	0.011987	0.011493	0.013908	0.017361	0.017729	0.049946	0.02019	0.01216	0.025982	0.029187
Meth__cg01389761__TERC	0.066427	0.42365	0.070079	0.1688	0.057658	0.071559	0.66015	0.39531	0.08385	0.061306	0.61761	0.077021	0.32984	0.54222	0.073408	0.051684	0.25089	0.16176	0.042251	0.50394	0.39311	0.37594	0.098444	0.035373	0.11368	0.24676	0.080278	0.04543	0.10978	0.088076	0.063441	0.032253	0.043772	0.10502	0.17692	0.41657	0.056995	0.072118	0.43715	0.12835	0.71022
Meth__cg22885821__GNAS	0.036338	0.22593	0.037829	0.19204	0.2672	0.24922	0.076501	0.06126	0.028251	0.1453	0.32724	0.051083	0.12	0.29796	0.036632	0.060873	0.03105	0.082214	0.040239	0.24801	0.10314	0.069853	0.056677	0.24642	0.34544	0.88658	0.06891	0.031772	0.066108	0.058981	0.082075	0.031735	0.05148	0.029654	0.034358	0.19424	0.15954	0.069243	0.050201	0.056161	0.43169
Meth__cg15164103__MEST	0.10477	0.061122	0.10935	0.067746	0.83768	0.32679	0.35517	0.77847	0.089425	0.070967	0.7729	0.22371	0.18813	0.048666	0.080125	0.48316	0.093475	0.086716	0.73864	0.069605	0.075672	0.6032	0.80676	0.044821	0.39966	0.082264	0.074784	0.85933	0.13324	0.07129	0.084048	0.85847	0.074231	0.16068	0.24663	0.4498	0.49294	0.075451	0.06903	0.17092	0.080966
Meth__cg01655355__SLC5A5	0.27949	0.06467	0.30092	0.40528	0.18487	0.17057	0.80257	0.74151	0.029736	0.068632	0.52589	0.51692	0.46918	0.024411	0.034425	0.41315	0.089636	0.060936	0.026614	0.12232	0.11068	0.69482	0.70778	0.66102	0.16371	0.12148	0.091823	0.73076	0.41387	0.065481	0.11588	0.14825	0.10617	0.066154	0.68556	0.089795	0.064233	0.052179	0.28606	0.20022	0.35365
Meth__cg11903151__LOC388152	0.049133	0.036669	0.066246	0.033382	0.14697	0.071252	0.29665	0.37162	0.054044	0.061102	0.053338	0.15445	0.30268	0.044062	0.051105	0.045463	0.050499	0.10964	0.050249	0.03707	0.049587	0.29058	0.083598	0.046689	0.39301	0.22806	0.058655	0.50036	0.10948	0.19604	0.056618	0.042	0.044933	0.046028	0.27263	0.15419	0.05924	0.047941	0.058104	0.060769	0.07692
Meth__cg15641998__DHRS8	0.058812	0.047783	0.054165	0.038851	0.058108	0.06181	0.11825	0.086404	0.057344	0.080104	0.045588	0.10737	0.078177	0.053123	0.066674	0.057894	0.057244	0.09507	0.067329	0.046828	0.067332	0.47406	0.06446	0.033664	0.10386	0.065423	0.11853	0.065213	0.077929	0.078025	0.13289	0.044774	0.059178	0.047675	0.16131	0.067291	0.090427	0.05968	0.063352	0.11083	0.054768
Meth__cg18279742__RPS2	0.12967	0.11675	0.41185	0.2528	0.41985	0.084977	0.60606	0.34238	0.16345	0.12904	0.033473	0.87728	0.16553	0.2395	0.19013	0.095382	0.15831	0.33494	0.54119	0.076029	0.035572	0.37749	0.36558	0.31727	0.17222	0.44293	0.11949	0.17651	0.061158	0.16364	0.14694	0.06356	0.048085	0.40948	0.079331	0.046995	0.05274	0.153	0.055039	0.33624	0.047881
Meth__cg26390526__FLG	0.8772	0.042521	0.85113	0.47975	0.066208	0.29524	0.68127	0.66625	0.37721	0.23887	0.1566	0.68885	0.54787	0.045537	0.36217	0.20101	0.63357	0.11397	0.10871	0.10824	0.10746	0.62008	0.12885	0.89128	0.77665	0.14884	0.2433	0.22829	0.19504	0.078974	0.080599	0.31822	0.27513	0.0971	0.83927	0.43952	0.097436	0.32259	0.089027	0.074439	0.18012
Meth__cg04660617__RABL2B	0.047689	0.032493	0.17024	0.039913	0.045899	0.0612	0.021894	0.054179	0.051672	0.054897	0.038178	0.039391	0.088393	0.042174	0.049297	0.041947	0.033709	0.095559	0.037852	0.094633	0.056745	0.042429	0.078272	0.036665	0.11235	0.055255	0.071209	0.30307	0.16934	0.059476	0.094261	0.038168	0.035263	0.048761	0.14549	0.048473	0.068491	0.044986	0.041711	0.13112	0.048543
Meth__cg26133068__SLC2A11	0.074645	0.06614	0.082821	0.077211	0.15246	0.09318	0.73221	0.45148	0.071193	0.09403	0.068383	0.069024	0.16646	0.06512	0.07577	0.061648	0.050097	0.12969	0.073101	0.068123	0.081602	0.096891	0.097961	0.0584	0.88906	0.080414	0.092546	0.80589	0.085467	0.090385	0.10303	0.059153	0.06231	0.50631	0.13827	0.060295	0.10521	0.095336	0.057496	0.11705	0.067271
Meth__cg08942875__OCIAD2	0.067471	0.041447	0.046871	0.03278	0.71556	0.049001	0.27628	0.049346	0.02882	0.033582	0.10426	0.058834	0.096123	0.027846	0.036328	0.051815	0.066334	0.074235	0.51544	0.050305	0.052846	0.091176	0.13802	0.02873	0.078126	0.044211	0.07579	0.1938	0.074273	0.040564	0.071624	0.056306	0.031321	0.059224	0.15112	0.027914	0.04127	0.049782	0.028823	0.073544	0.039412
Meth__cg21861211__ZFYVE26	0.046758	0.035217	0.04629	0.04365	0.044752	0.052196	0.044499	0.050842	0.055261	0.049164	0.056435	0.059865	0.0723	0.026219	0.040848	0.047049	0.037014	0.056127	0.043237	0.035727	0.049085	0.041357	0.039433	0.026506	0.071831	0.044356	0.13163	0.51187	0.069289	0.040074	0.080072	0.043754	0.042079	0.04295	0.054402	0.032076	0.053812	0.036684	0.048897	0.11998	0.035316
Meth__cg25841987__C4orf18	0.15522	0.10476	0.13307	0.074338	0.11072	0.11811	0.17231	0.47238	0.12462	0.15346	0.097585	0.15925	0.16519	0.12848	0.10164	0.22344	0.076305	0.1528	0.10798	0.074028	0.11641	0.80167	0.11861	0.11314	0.17922	0.094531	0.27608	0.083932	0.10104	0.13681	0.21574	0.10681	0.10351	0.1206	0.27015	0.5624	0.14392	0.15164	0.099174	0.52022	0.10229
Meth__cg21747271__AIP	0.16525	0.075618	0.43099	0.62178	0.43037	0.72878	0.30731	0.19649	0.16871	0.73957	0.12801	0.30727	0.13585	0.50999	0.1765	0.087607	0.09655	0.11617	0.44654	0.37825	0.15991	0.71807	0.075412	0.11539	0.17946	0.18132	0.39846	0.081407	0.29234	0.34961	0.082703	0.0504	0.067857	0.18065	0.77389	0.55293	0.399	0.073323	0.21313	0.41832	0.63078
Meth__cg16762195__LGP2	0.029625	0.076357	0.043369	0.024755	0.14529	0.037691	0.33015	0.033215	0.04833	0.067469	0.1291	0.031151	0.15563	0.036015	0.0351	0.33017	0.029089	0.060087	0.037444	0.41257	0.43414	0.030873	0.081125	0.034823	0.16766	0.13311	0.050491	0.4326	0.12418	0.039254	0.044272	0.029743	0.028521	0.030796	0.022191	0.10755	0.077834	0.034659	0.1682	0.12702	0.3161
Meth__cg03813215__BCL2	0.063528	0.072214	0.062862	0.05775	0.068879	0.066348	0.1946	0.044144	0.067176	0.064886	0.078947	0.10498	0.10644	0.57853	0.073234	0.060973	0.07669	0.17519	0.06598	0.061609	0.08945	0.060274	0.071114	0.081612	0.16059	0.076128	0.10559	0.067173	0.56784	0.073178	0.10098	0.076238	0.067404	0.069905	0.10955	0.073365	0.14772	0.076435	0.065989	0.1142	0.076726
Meth__cg20856064__PH-4	0.10517	0.094487	0.098913	0.077829	0.48178	0.11523	0.16717	0.06021	0.14983	0.13376	0.95499	0.13763	0.96031	0.10723	0.091733	0.81946	0.13443	0.10375	0.052212	0.097245	0.1032	0.082141	0.13265	0.096141	0.094157	0.12818	0.19026	0.14344	0.14943	0.10782	0.28219	0.091672	0.10911	0.10125	0.056055	0.060061	0.18175	0.099358	0.1118	0.12772	0.14092
Meth__cg09867835__GLP1R	0.15352	0.10312	0.86711	0.63697	0.13408	0.65337	0.054279	0.19233	0.11382	0.82283	0.72702	0.35199	0.60813	0.098182	0.13977	0.40053	0.09669	0.12185	0.085549	0.54435	0.36926	0.67857	0.1114	0.4987	0.21352	0.45995	0.14169	0.13739	0.08486	0.36847	0.095833	0.10138	0.10992	0.090277	0.72046	0.46237	0.171	0.44269	0.12394	0.63834	0.2224
Meth__cg04452095__SEPT9	0.365	0.60638	0.64321	0.24993	0.054685	0.48911	0.089362	0.038227	0.048382	0.5369	0.046433	0.0693	0.40864	0.82549	0.12759	0.058175	0.045712	0.068739	0.050199	0.8768	0.87637	0.84491	0.052272	0.88724	0.048703	0.83436	0.057143	0.048866	0.87587	0.04983	0.065075	0.37679	0.055856	0.051028	0.1754	0.82915	0.52253	0.83154	0.73164	0.2377	0.78828
Meth__cg11507178__BCL9L	0.1143	0.11104	0.098725	0.061103	0.1102	0.096882	0.20991	0.14736	0.11163	0.10304	0.11767	0.096543	0.15073	0.81066	0.12835	0.12494	0.10807	0.17655	0.11467	0.084423	0.11652	0.10643	0.11202	0.10618	0.10273	0.10067	0.11466	0.095803	0.11885	0.10236	0.11803	0.10605	0.11651	0.095025	0.091795	0.066602	0.1019	0.10922	0.098533	0.16201	0.1301
Meth__cg10481417__CYP1A1	0.036043	0.033206	0.051886	0.021262	0.034352	0.039017	0.016335	0.036351	0.030628	0.035077	0.03526	0.043222	0.051497	0.016864	0.029912	0.03059	0.033385	0.085169	0.21632	0.031908	0.042968	0.028898	0.038511	0.024123	0.089353	0.02625	0.13507	0.025925	0.067885	0.039578	0.042121	0.03174	0.025849	0.1778	0.027025	0.022356	0.033819	0.03191	0.031272	0.042757	0.030768
Meth__cg04587910__XLF	0.085734	0.093994	0.88615	0.52254	0.20184	0.098016	0.11326	0.29362	0.14955	0.59306	0.086053	0.2271	0.14772	0.070307	0.14625	0.15825	0.27744	0.47459	0.072812	0.11138	0.10259	0.30623	0.15275	0.085843	0.15854	0.11287	0.65245	0.11858	0.1311	0.12996	0.14194	0.07394	0.10001	0.080516	0.11413	0.15458	0.11343	0.47041	0.10235	0.5219	0.11069
Meth__cg10834439__ZNHIT4	0.041946	0.048065	0.059187	0.030067	0.038108	0.045069	0.031798	0.62059	0.041442	0.051144	0.04796	0.05945	0.059977	0.04426	0.044167	0.033074	0.04208	0.065036	0.043922	0.040464	0.051285	0.047944	0.052917	0.040208	0.089236	0.050676	0.07672	0.045877	0.16295	0.045196	0.058163	0.045663	0.041383	0.054838	0.046607	0.033277	0.076923	0.042589	0.044783	0.081537	0.045252
Meth__cg16078836__MAP3K13	0.14493	0.069876	0.10805	0.085096	0.55409	0.1412	0.42704	0.37718	0.40631	0.069233	0.31785	0.11893	0.1294	0.067077	0.24691	0.06958	0.093938	0.059042	0.10181	0.07426	0.12605	0.086696	0.14127	0.076664	0.1905	0.096615	0.21561	0.19317	0.10091	0.151	0.059655	0.47959	0.057369	0.11323	0.081081	0.090909	0.082633	0.094212	0.13785	0.15932	0.10994
Meth__cg01242619__PLEC1	0.071044	0.061516	0.069439	0.084677	0.67605	0.063481	0.32622	0.11441	0.054454	0.091508	0.059834	0.45772	0.27211	0.057477	0.08028	0.071249	0.10347	0.09815	0.25432	0.066725	0.081414	0.059935	0.8717	0.088765	0.092243	0.081241	0.12029	0.094131	0.10837	0.082959	0.097254	0.094879	0.072633	0.8337	0.12354	0.052639	0.050233	0.12352	0.064944	0.13372	0.058657
Meth__cg09103232__SLC2A4	0.036767	0.037674	0.044732	0.031089	0.032379	0.033718	0.039477	0.026588	0.030548	0.033028	0.032765	0.029001	0.083767	0.041179	0.037465	0.033184	0.40682	0.08353	0.025092	0.026692	0.038924	0.034688	0.032525	0.028173	0.057958	0.082017	0.053928	0.031715	0.054939	0.031531	0.061117	0.032231	0.077927	0.030462	0.033071	0.027056	0.076999	0.032583	0.037265	0.049603	0.033666
Meth__cg19258882__ERBB3	0.039942	0.036267	0.063007	0.066172	0.13329	0.047175	0.058614	0.056798	0.04483	0.071361	0.046058	0.17765	0.071405	0.026029	0.040339	0.076534	0.088053	0.031152	0.14355	0.06331	0.03822	0.37777	0.065654	0.041971	0.12185	0.038808	0.038691	0.03593	0.051876	0.045563	0.044444	0.068946	0.071797	0.42133	0.053701	0.037677	0.060111	0.049906	0.03682	0.08142	0.037791
Meth__cg17161537__MRPL12	0.30072	0.038813	0.035243	0.046147	0.04231	0.054648	0.063962	0.14006	0.040767	0.042278	0.050394	0.059231	0.14855	0.03821	0.056266	0.041067	0.033769	0.090936	0.20779	0.030266	0.045099	0.042699	0.070801	0.072915	0.18485	0.047487	0.079663	0.039489	0.10504	0.054604	0.077633	0.035088	0.031125	0.04984	0.065116	0.028639	0.076784	0.042182	0.039667	0.074565	0.038352
Meth__cg06366981__HPGD	0.04251	0.63145	0.046679	0.030321	0.9231	0.07358	0.54169	0.38507	0.032723	0.048223	0.033474	0.46031	0.35223	0.031238	0.042409	0.17563	0.044308	0.072003	0.39247	0.05638	0.041045	0.86767	0.18808	0.043911	0.27517	0.033486	0.11529	0.93387	0.09516	0.40651	0.12637	0.3139	0.023813	0.27005	0.056777	0.93937	0.074282	0.049049	0.053	0.20067	0.034397
Meth__cg01427567__TMC4	0.11875	0.14124	0.2551	0.11702	0.47201	0.11302	0.052933	0.093075	0.11883	0.13533	0.13816	0.23739	0.1836	0.095432	0.12211	0.13581	0.12006	0.14951	0.35813	0.1125	0.097999	0.13345	0.69092	0.12296	0.39161	0.16573	0.15801	0.26095	0.14157	0.13157	0.20409	0.52486	0.12426	0.12146	0.094335	0.093271	0.13664	0.11979	0.12567	0.14451	0.11363
Meth__cg08990057__PLS3	0.49928	0.060732	0.057545	0.17583	0.037754	0.058344	0.094608	0.045326	0.30468	0.22982	0.055783	0.053807	0.10495	0.40361	0.23015	0.27003	0.32702	0.11391	0.046781	0.56654	0.93687	0.3581	0.1764	0.46865	0.1231	0.067016	0.26309	0.038551	0.44224	0.04767	0.091993	0.044103	0.055	0.23935	0.062543	0.17863	0.20668	0.83413	0.35855	0.44765	0.038831
Meth__cg16993794__SLC2A11	0.066481	0.056244	0.057858	0.086759	0.14088	0.070861	0.54602	0.1128	0.059645	0.071875	0.050197	0.053681	0.15003	0.044003	0.061133	0.054135	0.046044	0.058321	0.037633	0.062882	0.069924	0.10497	0.058534	0.042511	0.80249	0.059387	0.074992	0.45839	0.064291	0.068975	0.1294	0.057968	0.052615	0.2531	0.1857	0.040111	0.12148	0.062665	0.045336	0.20602	0.05158
Meth__cg14450605__NCOA4	0.088623	0.080627	0.070506	0.051857	0.05133	0.096679	0.11286	0.031966	0.93708	0.071217	0.060436	0.032932	0.16815	0.06232	0.81264	0.052843	0.057856	0.20699	0.081241	0.064277	0.068956	0.058281	0.079779	0.047185	0.10696	0.068262	0.058136	0.051341	0.084721	0.05244	0.085366	0.079543	0.062723	0.092243	0.062069	0.075565	0.076487	0.74135	0.20595	0.10672	0.10821
Meth__cg07874284__PRPS2	0.56704	0.058171	0.083776	0.063553	0.54753	0.06352	0.082608	0.14557	0.071486	0.46173	0.068334	0.80647	0.45297	0.10126	0.0745	0.052893	0.081518	0.24289	0.18409	0.064343	0.078326	0.53809	0.096071	0.53872	0.62838	0.17462	0.14603	0.051025	0.40632	0.078086	0.23096	0.54082	0.073417	0.30303	0.3388	0.048111	0.13899	0.39743	0.064349	0.4858	0.072581
Meth__cg05621401__RET	0.071251	0.067762	0.045105	0.9362	0.8755	0.071494	0.88683	0.31809	0.044376	0.97801	0.49979	0.82926	0.97039	0.028497	0.040055	0.050204	0.19726	0.077992	0.036639	0.048155	0.034938	0.050614	0.16556	0.037503	0.91516	0.048311	0.07058	0.39195	0.092155	0.88095	0.050925	0.048221	0.03728	0.034182	0.096162	0.89685	0.070896	0.083552	0.051518	0.18093	0.20906
Meth__cg21623671__ANXA6	0.067886	0.12156	0.07207	0.060254	0.049538	0.054671	0.08449	0.54659	0.081397	0.18075	0.053083	0.63091	0.84686	0.083171	0.10049	0.30945	0.068503	0.31354	0.056597	0.10914	0.82721	0.053269	0.048219	0.09401	0.086803	0.073157	0.093477	0.055604	0.16549	0.69148	0.12733	0.043784	0.50457	0.40073	0.062266	0.73143	0.090178	0.071412	0.099787	0.12593	0.065428
Meth__cg09360654__MUTYH	0.13669	0.072242	0.64848	0.29374	0.07973	0.26931	0.15173	0.10703	0.27945	0.34488	0.065452	0.61886	0.15197	0.082192	0.27735	0.12243	0.07476	0.12868	0.060982	0.12277	0.20638	0.53544	0.38716	0.27596	0.16635	0.17191	0.30443	0.052893	0.10927	0.22459	0.15336	0.061424	0.055745	0.11895	0.068436	0.084842	0.17645	0.1816	0.074068	0.41147	0.083874
Meth__cg01632825__CLTCL1	0.052195	0.034136	0.059395	0.05443	0.11536	0.063969	0.03682	0.27161	0.061623	0.058448	0.044103	0.18738	0.16808	0.035281	0.072569	0.15867	0.039357	0.11596	0.029883	0.080914	0.056042	0.20041	0.22799	0.049431	0.47931	0.05615	0.087987	0.082467	0.39546	0.14433	0.054338	0.038795	0.057096	0.053294	0.081685	0.070344	0.082828	0.049573	0.055409	0.10973	0.066195
Meth__cg11285003__HCN1	0.076021	0.035795	0.076644	0.058888	0.63537	0.91933	0.40449	0.92069	0.052142	0.21373	0.92123	0.33388	0.18006	0.82536	0.046172	0.075699	0.048528	0.072012	0.13654	0.11062	0.1132	0.14165	0.07781	0.049488	0.64376	0.043658	0.086165	0.24106	0.84442	0.17443	0.060172	0.24829	0.099205	0.13568	0.49354	0.6014	0.24794	0.089569	0.038745	0.45798	0.053639
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.052368	0.053964	0.066556	0.076233	0.21034	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.04196	0.081883	0.1047	0.076575	0.13893	0.090431	0.048262	0.074358	0.074398	0.10108	0.092776	0.13985	0.058107	0.15634	0.57787	0.16008	0.10342	0.076482	0.087938	0.084439	0.058226	0.25015	0.061363	0.086528	0.077661	0.078665	0.1362	0.084746
Meth__cg15307268__GPR176	0.08981	0.073842	0.11536	0.067002	0.071253	0.084414	0.084943	0.05905	0.063147	0.07533	0.062332	0.079684	0.19306	0.076225	0.068548	0.06354	0.083812	0.13839	0.056817	0.05312	0.057078	0.17035	0.35783	0.059582	0.85358	0.063736	0.1642	0.079607	0.078953	0.094963	0.11602	0.060268	0.062193	0.6462	0.35329	0.069861	0.11492	0.073371	0.10701	0.15869	0.082186
Meth__cg04733302__TTC18	0.067138	0.030458	0.0866	0.085997	0.065968	0.11834	0.11256	0.88023	0.05178	0.082706	0.093983	0.1956	0.15077	0.04637	0.05982	0.074523	0.075105	0.11223	0.070866	0.067636	0.082955	0.075104	0.24824	0.057917	0.10884	0.07829	0.12748	0.046858	0.1743	0.054322	0.063786	0.38476	0.070754	0.07079	0.058107	0.095089	0.23301	0.068988	0.067047	0.11643	0.048474
Meth__cg08896945__CALCB	0.053901	0.04835	0.20462	0.03918	0.67538	0.13948	0.43451	0.57538	0.042582	0.052428	0.41903	0.094656	0.53335	0.51117	0.047294	0.50711	0.14598	0.10142	0.051481	0.88885	0.90465	0.18829	0.13781	0.055919	0.85224	0.10886	0.057462	0.057164	0.83774	0.38564	0.14393	0.045033	0.051875	0.29802	0.034339	0.12534	0.1326	0.06188	0.47486	0.076887	0.43772
Meth__cg07313155__THRA	0.031868	0.021378	0.66823	0.2082	0.13839	0.15605	0.071169	0.13667	0.09902	0.28055	0.034768	0.37335	0.091709	0.027111	0.08354	0.051279	0.041088	0.082776	0.019064	0.065456	0.15359	0.38235	0.16122	0.21282	0.040796	0.04694	0.038474	0.085473	0.10147	0.045412	0.032317	0.024198	0.029657	0.037253	0.59932	0.034985	0.024934	0.48547	0.068983	0.41191	0.034746
Meth__cg02153528__OBFC2B	0.029414	0.022253	0.27399	0.08141	0.11467	0.031089	0.2485	0.038044	0.077806	0.66272	0.072099	0.34082	0.18068	0.04044	0.058873	0.030377	0.11858	0.055284	0.01904	0.035849	0.046251	0.060716	0.3358	0.061387	0.27708	0.13522	0.07248	0.063594	0.055927	0.05418	0.032783	0.047599	0.024598	0.026249	0.14881	0.018573	0.066737	0.41963	0.040843	0.56779	0.023071
