Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Response	-1	1	1	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	1
EA_G__SLC12A2	11.0489	7.7784	8.1504	10.349	9.1326	7.0937	7.5373	7.6191	8.0808	8.0458	6.9817	10.8473	7.569	7.6518	7.232	7.8916	8.4272	8.3111	9.589	7.6019	7.7225	8.0086	8.9947	8.7156	8.6511	7.1474	7.7202	11.102	10.3887	8.4168	7.7307	7.6855	6.7804	7.0958	9.8354	8.7048	8.3015	7.5585	7.4819	7.7776
EA_G__TP53INP1	7.1211	4.0339	4.7723	8.5398	8.086	6.3946	6.9129	4.3717	4.1921	4.5465	4.4168	10.0237	8.8782	6.0874	4.385	6.9501	5.9169	8.0398	6.8808	4.0731	6.0588	6.1896	5.8195	7.2924	7.6158	6.6539	4.5579	8.3123	7.0256	6.518	4.5237	3.7159	4.1588	3.8629	7.5959	7.2959	5.8419	6.9661	6.8327	6.9651
EA_G__ATP2C2	7.3612	7.1301	6.3762	8.2179	7.788	5.3497	7.7028	5.2331	5.9351	5.1224	5.0997	8.4417	7.4719	5.2602	7.0346	7.169	5.8961	7.2734	8.3016	6.6985	4.6332	6.8254	4.8393	8.5253	8.1187	4.7757	5.1175	7.5495	8.7963	7.9613	7.5787	5.4452	6.4738	5.2595	8.2752	8.3637	6.7796	7.0768	7.6677	6.6969
EA_G__DEPDC6	7.4503	6.6941	5.2717	9.1632	7.448	4.9752	7.5121	5.0898	6.4015	6.416	7.052	8.3884	8.0948	6.8441	4.7516	5.8902	5.8436	7.74	8.5968	6.2251	6.0457	7.4547	9.2139	6.8396	7.695	7.3615	5.541	9.0918	9.6198	7.432	8.03	6.4449	6.1382	5.6161	7.127	9.8221	6.946	8.0294	6.7683	7.0533
EA_G__S100A3	4.4039	5.3412	4.9353	4.3282	4.2059	5.6023	4.3749	8.6903	6.6335	6.9833	6.4591	4.2712	4.0737	4.3869	5.8534	6.0279	5.0119	4.6463	4.5809	6.6095	7.8016	4.8696	7.5816	4.6237	4.3372	8.4498	6.8913	4.202	4.152	5.2117	6.455	6.0566	6.3403	6.9666	4.1692	4.1719	4.8878	4.3484	4.3595	4.5112
EA_G__LMX1B	6.9476	7.0005	7.2729	9.3656	9.0905	6.9439	7.6305	7.3941	7.1723	6.8839	6.6951	8.6262	8.5572	6.8858	6.9417	6.9284	6.8258	6.8833	7.4215	6.8074	6.8958	7.5919	6.4544	7.7392	8.5642	6.6147	6.5912	8.4106	7.433	7.7919	6.7515	6.5205	6.695	6.3187	8.6843	7.5381	7.564	7.6533	7.4231	8.3092
EA_G__DKK3	5.3981	5.5437	5.662	5.7281	5.4745	8.5109	5.6116	8.8344	5.7278	6.3657	8.1004	5.4808	5.5502	5.6327	6.9404	5.5621	5.7794	5.8143	5.638	6.2634	8.5884	5.6952	7.4382	6.0512	5.7428	10.7195	6.0222	5.2727	5.3942	6.4128	6.08	7.8756	5.8818	9.2136	5.5876	5.8885	6.1618	5.9572	5.8007	5.6656
EA_G__RNF43	5.3598	5.5481	6.4542	9.0024	6.2745	4.517	7.0424	5.2826	6.9704	4.5084	4.5124	6.8189	7.5374	4.6685	6.1754	6.2646	5.8021	5.4243	7.392	6.6274	4.3808	5.6474	5.393	7.2004	8.5708	4.3806	4.7247	9.1075	8.2078	6.6093	5.1643	4.3623	6.5364	6.1999	7.3213	6.961	5.925	6.1298	7.9528	5.3555
EA_G__NPNT	9.7175	4.796	4.7201	6.5012	7.8917	4.441	10.7625	4.4581	8.1607	5.8982	4.3833	7.3872	11.8091	11.6626	5.0469	8.443	5.5542	10.1728	8.6324	7.036	4.1383	8.539	4.1836	8.3548	8.2778	9.2354	4.3101	6.7171	10.0655	8.3994	6.4436	3.8952	5.0532	4.2828	7.6355	5.4506	5.7851	6.7138	6.9318	6.0306
EA_G__SLC24A3	6.1884	5.8567	4.866	7.6921	8.927	4.9069	8.2005	4.916	5.4026	8.4196	5.6591	7.088	7.3408	6.854	5.1651	4.81	5.1148	6.8799	7.4995	5.2071	4.6949	7.2516	7.5909	6.3113	7.6462	4.6514	4.8684	7.4147	6.5707	7.3839	6.6887	4.7718	5.043	4.925	7.853	6.2864	7.3459	7.4011	6.9271	6.0728
EA_G__C8orf38	5.6885	5.2961	6.0933	7.4005	6.7728	6.36	6.5944	5.2213	5.9578	5.9875	5.4229	9.7617	7.3404	6.8741	5.5815	7.5749	6.428	6.7847	7.2665	6.1555	5.9237	6.2838	7.1253	6.3628	6.663	6.2003	6.4429	6.5667	6.5273	6.1991	5.3366	5.7822	6.0141	5.8823	5.7278	6.8811	5.6055	6.2685	6.1164	6.5177
EA_G__B3GALNT1	6.1488	4.8247	4.0581	7.7167	7.4481	4.2293	7.5074	4.8981	5.454	5.5644	4.7191	7.6901	7.8454	7.4987	6.5447	6.5885	5.2193	7.6185	6.9654	3.7969	6.9197	6.6681	5.229	7.4146	6.9288	6.7603	7.6341	7.4663	6.6235	7.1675	5.7178	6.2119	5.2284	5.5004	5.8687	7.7405	6.557	6.9052	4.4337	4.388
EA_G__DFNA5	4.4375	4.9524	5.0814	4.5784	4.6557	8.4986	4.6876	7.3801	4.6458	5.1282	6.5279	4.5264	5.0703	5.5616	7.8414	5.9883	5.1072	4.7021	4.5042	5.8293	6.3843	4.7786	6.9984	4.8523	4.6266	7.4631	8.2468	5.284	4.3728	4.9581	5.0627	7.5676	6.6997	8.1967	5.0913	6.9021	4.6634	5.3806	5.7413	4.8228
EA_G__C3orf57	9.2863	5.9049	4.4867	7.7309	8.9084	4.6794	7.6111	4.7424	4.6058	4.6305	4.8902	7.5725	7.8092	4.6555	4.8895	6.7978	6.3972	8.5908	7.6159	5.5729	4.2895	7.5956	4.3645	9.7988	9.5034	4.7775	4.9538	8.019	6.9899	7.6702	6.6396	4.8998	5.106	4.8812	9.1923	8.0725	6.9367	7.0395	4.7138	4.7469
EA_G__ST8SIA6	7.0753	4.5862	5.6473	7.0737	7.0068	5.2834	6.3589	4.9566	6.0676	4.5761	4.8216	6.835	7.155	6.6238	5.2524	4.5399	4.5335	4.9009	4.8073	4.6244	4.3922	6.5436	4.4308	6.9355	7.088	5.6899	4.6024	6.6297	8.15	6.1219	4.9566	5.1905	5.2097	4.9837	8.8819	5.2775	7.3087	6.0299	5.0173	5.3574
EA_G__WWP1	8.0302	8.9967	7.7907	8.8018	9.7101	8.1978	8.8679	6.5657	8.3785	7.5529	7.4231	11.3334	8.4612	8.6495	7.1267	8.5063	7.861	8.4297	8.3236	7.9304	8.7833	8.4192	7.9482	9.4423	9.7243	7.8338	7.7268	9.4123	8.1499	8.3365	9.3644	7.2959	8.2918	7.7756	9.3304	9.3449	8.0658	7.9781	8.7748	8.939
EA_G__ZNF703	8.9258	7.2036	7.6985	8.3321	10.7497	6.7294	8.7856	7.6315	7.5604	6.8715	7.1891	8.9055	8.3589	6.7036	6.9888	6.8515	6.7668	6.8639	9.5952	6.8245	6.9589	7.3393	7.3347	8.401	8.7959	7.4865	6.8422	9.4783	7.1382	8.1575	7.1893	6.8779	6.9616	7.2656	8.5025	8.7906	8.6151	8.0155	7.8571	8.3007
EA_G__MYB	6.4454	7.3833	5.8315	7.7499	7.6455	5.0163	7.364	5.3651	5.9692	6.8993	5.1898	8.3839	7.6386	5.2504	4.5412	5.2464	5.6456	6.725	8.0208	5.3536	4.5154	5.93	5.8028	7.1808	8.0709	4.4789	5.6926	8.6746	7.4365	7.2492	6.6892	4.7019	5.5426	4.7383	6.1985	6.1338	6.9719	6.8456	6.537	7.2111
EA_G__IGFBP2	8.5819	7.265	8.5701	9.2045	10.6598	5.7406	9.0647	6.409	7.9946	7.7249	6.7037	9.6491	9.7208	8.1824	6.5365	7.6499	7.3055	7.1166	7.7549	8.2099	5.7756	6.114	6.1845	8.9304	9.2132	7.7601	5.934	10.1046	8.3743	9.0101	6.3136	5.7437	6.0489	6.0078	8.2235	7.9551	8.6306	8.9587	8.4837	9.1231
EA_G__CACNG4	8.4308	7.5358	5.5674	8.1032	9.2906	6.8087	9.2541	7.2291	5.6569	5.5719	5.8529	8.0835	9.0764	5.7716	5.8549	6.1478	7.1012	6.3777	7.839	6.7572	5.5176	6.431	5.6094	9.1382	8.0995	7.8307	5.7591	9.7756	8.0782	7.9557	7.3151	5.791	5.8689	5.7018	8.4194	7.8612	7.2037	8.0248	5.6487	6.6438
EA_G__LARGE	7.5776	7.6411	6.3724	8.2811	8.8172	6.4327	9.2071	5.4424	5.23	7.0295	7.4912	8.5957	8.6586	7.3338	5.688	5.8935	6.4137	7.4822	9.0514	5.108	4.9343	7.5548	5.6162	8.0168	8.493	6.9842	5.0348	9.7924	7.8886	8.0502	7.5051	6.4651	5.3077	5.0334	7.6831	7.6621	6.5147	7.7088	8.51	9.0378
EA_G__FZD4	5.7889	5.5317	4.9638	6.8595	6.2736	5.6885	6.4988	5.1492	5.8109	5.3941	5.7167	7.1435	6.711	6.2492	4.9652	5.1574	5.9502	6.668	7.0618	5.2136	5.9353	5.5518	5.8336	6.0994	6.4704	6.509	5.6264	7.4599	7.0075	7.1602	5.3609	5.5266	6.1938	4.6597	8.953	6.7156	7.3894	6.5705	6.2159	5.0788
EA_G__MPP7	8.0834	7.201	6.8077	7.6254	7.7941	3.5809	7.1178	5.6788	6.0094	6.4583	3.9626	7.6765	8.069	7.0109	4.702	6.5822	6.5066	7.1208	8.1318	6.4942	4.974	6.8515	4.1343	6.835	7.312	3.4258	4.8621	7.4319	7.8872	4.7048	6.7447	3.9781	5.7979	4.8244	7.7533	8.0238	5.708	8.7197	7.4885	6.8702
EA_G__KIAA1324	9.1151	8.7391	5.5267	9.9689	9.3165	4.7668	10.7206	5.1131	4.988	4.7104	4.92	9.8157	9.2718	5.0802	4.8433	5.3249	5.2066	8.5814	8.9328	5.2349	4.8067	6.1461	4.7633	8.0162	10.4682	4.8393	5.5117	10.5581	11.1607	8.8761	8.3421	5.2686	5.0444	5.1043	8.8778	10.1644	9.1857	8.7249	9.4421	8.6387
EA_G__USP18	6.4502	7.6312	5.9496	8.1228	8.707	5.4966	7.592	5.5892	7.7863	6.7528	5.3511	7.15	7.4145	6.6359	6.7563	7.453	6.9205	6.9422	7.4281	7.1989	7.1833	9.0351	6.2376	6.6512	6.2841	4.9911	6.2885	7.7328	7.5471	7.9046	6.6632	5.592	6.0274	5.9321	6.1311	8.9507	6.5481	6.5261	7.3981	7.0068
