Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg20030243__F2R	0.56872	0.042234	0.10399	0.066928	0.072574	0.66316	0.076914	0.072615	0.040184	0.058848	0.071318	0.062541	0.14267	0.044075	0.051471	0.049737	0.055025	0.037081	0.093018	0.090186	0.24898	0.061502	0.065067	0.71581	0.060732	0.061875	0.25128	0.047979	0.040239	0.03439	0.058785	0.21993	0.026117	0.21115	0.053096	0.095996	0.051347	0.043503
Meth__cg26233914__ITGAX	0.46708	0.027029	0.49834	0.74144	0.63327	0.085644	0.44914	0.73845	0.072731	0.5	0.079471	0.65505	0.32542	0.057125	0.24308	0.18824	0.046245	0.01657	0.49847	0.37223	0.66461	0.304	0.63623	0.046668	0.24803	0.028841	0.044822	0.094877	0.036229	0.043746	0.039257	0.46639	0.038893	0.21726	0.16924	0.66436	0.45644	0.24439
Meth__cg10335112__ODF3	0.39787	0.043881	0.28784	0.4419	0.18936	0.21188	0.17154	0.55463	0.052566	0.23228	0.4224	0.48979	0.36181	0.047791	0.18969	0.19705	0.070907	0.036943	0.25793	0.38332	0.56689	0.080958	0.73102	0.22212	0.25002	0.062055	0.46258	0.12792	0.18691	0.057469	0.04646	0.2658	0.032254	0.11851	0.071511	0.48996	0.12246	0.098633
Meth__cg02588309__OSRF	0.49874	0.040982	0.83697	0.19496	0.063071	0.34164	0.097627	0.081055	0.13588	0.071327	0.066118	0.12504	0.12206	0.10902	0.062055	0.06958	0.06777	0.052811	0.12266	0.15012	0.51209	0.033153	0.070965	0.54084	0.088222	0.078463	0.18227	0.095683	0.033666	0.75949	0.065278	0.099203	0.060478	0.061227	0.17156	0.073234	0.081895	0.076632
Meth__cg27281093__USP18	0.040272	0.02957	0.06126	0.30384	0.28321	0.79438	0.029127	0.43962	0.034862	0.052225	0.043514	0.053096	0.10141	0.031616	0.026776	0.11986	0.07321	0.25178	0.032959	0.12481	0.084287	0.33052	0.024367	0.45173	0.037157	0.069725	0.073002	0.04599	0.04524	0.031475	0.034904	0.076652	0.027578	0.02874	0.049983	0.070185	0.037532	0.28621
Meth__cg27144395__FOXN4	0.064769	0.033758	0.061285	0.057313	0.025711	0.31803	0.03331	0.12731	0.046198	0.047393	0.071851	0.042247	0.060638	0.03657	0.041646	0.035298	0.077405	0.18762	0.028643	0.066975	0.10267	0.05616	0.037874	0.56102	0.033258	0.052187	0.16838	0.062597	0.048525	0.030186	0.047762	0.027746	0.03032	0.042412	0.050968	0.039649	0.04563	0.047085
Meth__cg08607082__ICAM1	0.034304	0.039016	0.029295	0.18254	0.1313	0.89509	0.058159	0.95539	0.0527	0.063202	0.026019	0.081297	0.092703	0.05624	0.87797	0.75336	0.076122	0.14636	0.04815	0.073767	0.18277	0.44707	0.057442	0.79079	0.051206	0.061408	0.048426	0.049708	0.052911	0.031201	0.027956	0.15025	0.027258	0.71975	0.039434	0.035058	0.091182	0.47116
Meth__cg08069899__CCND2	0.18543	0.037618	0.75491	0.051816	0.041886	0.73348	0.32492	0.97996	0.14357	0.89761	0.96711	0.62489	0.35637	0.12618	0.036762	0.070773	0.11005	0.03509	0.78426	0.5727	0.64466	0.056722	0.38823	0.77503	0.30048	0.058091	0.87158	0.068334	0.034991	0.098896	0.048023	0.025175	0.040857	0.23899	0.12661	0.5952	0.080063	0.058214
Meth__cg00040873__NDUFB10	0.10813	0.076724	0.74529	0.30578	0.20467	0.83255	0.27582	0.7845	0.15388	0.073497	0.65861	0.73768	0.7383	0.15014	0.24769	0.58138	0.16627	0.1521	0.44812	0.62339	0.11489	0.39622	0.26586	0.66732	0.33494	0.060452	0.67279	0.21076	0.050375	0.13001	0.10193	0.25088	0.081098	0.55428	0.18817	0.70077	0.32104	0.37762
Meth__cg07611334__C20orf98	0.078128	0.92055	0.94229	0.079551	0.060195	0.051695	0.0699	0.074969	0.054332	0.057244	0.10033	0.5728	0.52537	0.37607	0.13794	0.064871	0.098354	0.052031	0.055884	0.060912	0.052361	0.59193	0.11156	0.10755	0.068359	0.099903	0.09125	0.54733	0.043418	0.046276	0.081049	0.06141	0.19581	0.044704	0.05874	0.051927	0.053636	0.088096
Meth__cg17644867__FOS	0.015389	0.071616	0.025564	0.037426	0.027165	0.024728	0.067252	0.014074	0.020392	0.019582	0.020779	0.027494	0.041774	0.021951	0.020363	0.012504	0.029831	0.021925	0.027999	0.018296	0.029164	0.021728	0.022094	0.051603	0.023834	0.051169	0.072997	0.022672	0.020083	0.016038	0.013932	0.016873	0.018363	0.015553	0.050692	0.0141	0.098335	0.39144
Meth__cg10052190__C16orf52	0.090678	0.11626	0.21067	0.31662	0.38117	0.059714	0.093738	0.15338	0.061086	0.057453	0.13333	0.071709	0.11242	0.084949	0.38376	0.070654	0.18003	0.049601	0.06101	0.11567	0.066729	0.095773	0.049606	0.39279	0.10838	0.11385	0.12775	0.078145	0.058783	0.066159	0.064681	0.061455	0.066892	0.047611	0.11632	0.056854	0.070824	0.067635
Meth__cg13047892__MEOX2	0.94285	0.03284	0.29084	0.75779	0.062019	0.91854	0.88187	0.96145	0.062953	0.056683	0.95271	0.12561	0.12699	0.053872	0.9211	0.10215	0.079056	0.55584	0.053603	0.1766	0.21276	0.038672	0.71161	0.60957	0.2556	0.041297	0.2624	0.063541	0.043473	0.056308	0.062402	0.098636	0.029633	0.15364	0.044054	0.34209	0.79282	0.89484
Meth__cg08350173__B2M	0.03223	0.02914	0.042914	0.033453	0.029199	0.028322	0.033656	0.018805	0.031877	0.029365	0.043075	0.026	0.048782	0.037421	0.029786	0.02257	0.09262	0.025612	0.029158	0.029633	0.033928	0.52515	0.027407	0.056734	0.037911	0.070117	0.067404	0.078523	0.026782	0.025224	0.039131	0.023736	0.025065	0.026844	0.070801	0.032407	0.033018	0.032624
Meth__cg00720137__DYNLRB2	0.025833	0.011606	0.019363	0.017099	0.010657	0.97684	0.019254	0.92854	0.078261	0.022665	0.80475	0.97664	0.034758	0.058313	0.021067	0.48787	0.0711	0.05748	0.012682	0.020849	0.02003	0.037023	0.012074	0.7536	0.021931	0.015696	0.028676	0.042629	0.46936	0.017417	0.024311	0.016514	0.010835	0.012827	0.036759	0.01792	0.023206	0.021206
Meth__cg11104347__DUSP23	0.04803	0.045486	0.058082	0.59506	0.035448	0.65622	0.045558	0.030458	0.037469	0.040843	0.049596	0.037112	0.064413	0.041806	0.039229	0.038574	0.096731	0.026767	0.040149	0.051969	0.040947	0.26706	0.036358	0.063658	0.16175	0.11354	0.07367	0.088544	0.049565	0.045925	0.05192	0.03301	0.039047	0.036702	0.12829	0.044859	0.04239	0.042193
Meth__cg12297221__ART5	0.042027	0.025634	0.045768	0.039511	0.030813	0.61185	0.039409	0.46169	0.028239	0.12014	0.038707	0.094664	0.60618	0.031896	0.92983	0.076585	0.11923	0.041161	0.037151	0.048903	0.46912	0.032726	0.025485	0.67314	0.27011	0.04252	0.63397	0.063942	0.10051	0.096813	0.06655	0.45319	0.025972	0.32842	0.079403	0.043279	0.050552	0.041117
Meth__cg19766460__C21orf128	0.48717	0.4506	0.1227	0.056509	0.044173	0.61803	0.069117	0.42007	0.041995	0.2585	0.41073	0.18018	0.1578	0.043768	0.069951	0.23712	0.10151	0.66426	0.062553	0.065693	0.34968	0.75385	0.039195	0.12562	0.045754	0.11951	0.62585	0.51922	0.073944	0.1579	0.063614	0.068848	0.05071	0.15261	0.6386	0.51489	0.050703	0.04569
Meth__cg26333317__METTL7A	0.051004	0.039806	0.060465	0.051086	0.03163	0.23277	0.047671	0.079284	0.069643	0.057987	0.22785	0.088331	0.18676	0.061896	0.05491	0.42734	0.08667	0.34234	0.48632	0.64037	0.038094	0.41487	0.040005	0.65236	0.039357	0.045987	0.075272	0.047705	0.047976	0.5112	0.1803	0.18088	0.035025	0.040255	0.047159	0.42036	0.098742	0.041927
Meth__cg13055001__PPP1CA	0.16572	0.033799	0.85858	0.87882	0.29357	0.45006	0.20622	0.80964	0.56763	0.50457	0.096065	0.80109	0.34926	0.4086	0.088119	0.94232	0.17771	0.081163	0.44714	0.58555	0.53247	0.071917	0.056599	0.78189	0.50512	0.12643	0.48963	0.045638	0.042395	0.37033	0.14575	0.17913	0.54234	0.054996	0.089409	0.047259	0.19418	0.044683
Meth__cg12650011__TSPAN12	0.036486	0.016254	0.034699	0.027511	0.02947	0.097188	0.029729	0.034392	0.023319	0.036408	0.021553	0.038412	0.2992	0.028555	0.029531	0.047993	0.037993	0.037131	0.023397	0.028979	0.77608	0.035118	0.021613	0.069056	0.046958	0.038211	0.10851	0.034539	0.040808	0.033195	0.031956	0.029451	0.03625	0.054393	0.084583	0.05519	0.042071	0.03087
Meth__cg01017147__DNM3	0.91203	0.064695	0.93071	0.95273	0.53796	0.19398	0.8203	0.94542	0.30304	0.58	0.11301	0.58535	0.92322	0.30775	0.047225	0.11499	0.032638	0.11556	0.45349	0.61229	0.92902	0.21035	0.94097	0.11614	0.36312	0.065192	0.66365	0.16922	0.19277	0.45911	0.095507	0.85866	0.23208	0.65491	0.10257	0.88443	0.63158	0.53617
Meth__cg14307212__SLC12A6	0.1437	0.11224	0.10271	0.091001	0.1364	0.88744	0.091767	0.13333	0.82662	0.11609	0.70643	0.18432	0.28056	0.71794	0.12697	0.1187	0.16469	0.26249	0.10408	0.13716	0.20448	0.12159	0.070128	0.27409	0.15207	0.15793	0.1456	0.22229	0.13886	0.069254	0.12656	0.17593	0.10111	0.075918	0.12268	0.13587	0.14446	0.10516
Meth__cg20878850__AR	0.20097	0.56474	0.92547	0.073502	0.65492	0.24217	0.050238	0.87557	0.41214	0.040189	0.87117	0.64143	0.73833	0.33386	0.44332	0.39721	0.081752	0.29316	0.093521	0.071313	0.29556	0.2241	0.56163	0.79492	0.051235	0.039851	0.34135	0.44485	0.039281	0.031181	0.056504	0.23424	0.079198	0.90249	0.15231	0.69154	0.22541	0.66857
Meth__cg12441928__CCR1	0.17453	0.043354	0.087832	0.36215	0.072333	0.045948	0.07397	0.73131	0.13101	0.079272	0.088458	0.17305	0.068584	0.16996	0.047957	0.071883	0.095351	0.042359	0.045893	0.080247	0.93714	0.096909	0.026983	0.071174	0.046486	0.16591	0.13501	0.13391	0.039794	0.045149	0.043329	0.19707	0.048854	0.24384	0.11243	0.048775	0.050426	0.053509
Meth__cg18805835__DNAJC18	0.12948	0.11481	0.95414	0.14752	0.086776	0.11397	0.1322	0.10088	0.12065	0.1004	0.13608	0.05354	0.13219	0.12215	0.10302	0.11903	0.1465	0.11253	0.12803	0.13608	0.11215	0.13197	0.10984	0.13558	0.10536	0.14619	0.12283	0.12035	0.12324	0.39255	0.12588	0.077873	0.13879	0.077149	0.15511	0.12423	0.54906	0.92456
Meth__cg07947930__PRELP	0.071486	0.059942	0.80974	0.049466	0.069864	0.3019	0.081853	0.10897	0.21375	0.12068	0.17468	0.31818	0.50206	0.11258	0.10712	0.30012	0.10647	0.26646	0.057208	0.050774	0.11247	0.6021	0.057294	0.303	0.1002	0.13788	0.046347	0.17596	0.54051	0.10003	0.15366	0.17886	0.071328	0.12723	0.13558	0.05361	0.098588	0.060339
Meth__cg17289734__SEMA3B	0.069267	0.060752	0.069259	0.06636	0.051448	0.045132	0.059482	0.05989	0.049816	0.051594	0.14205	0.043229	0.093587	0.059383	0.091772	0.044473	0.081673	0.041509	0.086038	0.10938	0.053387	0.13547	0.047304	0.082395	0.050603	0.0888	0.059521	0.36043	0.046961	0.11041	0.045673	0.042948	0.046618	0.042461	0.068537	0.056752	0.050027	0.049862
Meth__cg15373633__DACH2	0.5765	0.056085	0.93513	0.090805	0.083689	0.82138	0.075527	0.63778	0.053526	0.041251	0.048181	0.17387	0.44461	0.060905	0.10217	0.38487	0.21831	0.059609	0.067686	0.085472	0.67771	0.18026	0.51867	0.65048	0.37481	0.096448	0.33712	0.071142	0.04386	0.026272	0.089994	0.069838	0.032972	0.79327	0.18765	0.41247	0.043378	0.043051
Meth__cg15452573__SNCA	0.93471	0.03383	0.9412	0.078443	0.58551	0.81333	0.61749	0.046018	0.061342	0.032935	0.27803	0.96813	0.95209	0.035021	0.043486	0.032237	0.063834	0.32009	0.22012	0.27234	0.83249	0.045645	0.98314	0.92071	0.16058	0.14828	0.88274	0.057195	0.021963	0.031396	0.039628	0.92539	0.031869	0.89114	0.76105	0.777	0.17123	0.34423
Meth__cg10887021__PCDHB2	0.64448	0.082121	0.34713	0.90936	0.064935	0.064721	0.36651	0.70043	0.15851	0.092952	0.51425	0.19202	0.19434	0.13203	0.88396	0.067827	0.14608	0.097206	0.80335	0.40337	0.55965	0.71833	0.46516	0.11835	0.098481	0.15736	0.51543	0.077164	0.65543	0.83482	0.31382	0.076358	0.049695	0.077309	0.2121	0.090652	0.12471	0.086715
Meth__cg03682712__LOXL1	0.03711	0.86147	0.66632	0.96079	0.15588	0.64798	0.45174	0.37769	0.016943	0.42287	0.97455	0.93219	0.96323	0.55751	0.92425	0.048716	0.23543	0.017503	0.97393	0.94536	0.066567	0.83834	0.596	0.06389	0.76966	0.015635	0.94502	0.55574	0.73774	0.015294	0.018367	0.017339	0.090509	0.014119	0.21174	0.8518	0.26296	0.73375
Meth__cg02452985__BCL11B	0.81308	0.027594	0.032549	0.046263	0.34472	0.72425	0.15759	0.032977	0.060864	0.67981	0.41718	0.022392	0.025311	0.060287	0.017118	0.019093	0.069913	0.040412	0.019595	0.52589	0.7387	0.023281	0.46509	0.94083	0.022065	0.027068	0.97759	0.047302	0.015566	0.015846	0.033887	0.017209	0.020481	0.98635	0.62255	0.72156	0.021517	0.02365
Meth__cg01817029__TRHDE	0.6172	0.063713	0.6215	0.60244	0.061301	0.65461	0.67675	0.58033	0.53438	0.50492	0.059235	0.2711	0.72204	0.55622	0.70425	0.14793	0.16088	0.12236	0.78055	0.43718	0.23146	0.091453	0.10916	0.85383	0.062897	0.11804	0.90502	0.074052	0.075509	0.18164	0.060165	0.44217	0.063227	0.8025	0.14118	0.082581	0.17564	0.16744
Meth__cg06043042__NEUROG3	0.15624	0.049172	0.29622	0.10043	0.096935	0.88662	0.089643	0.44942	0.058683	0.056037	0.26245	0.239	0.22819	0.054236	0.23365	0.25997	0.1094	0.03377	0.044484	0.11284	0.79019	0.11994	0.19789	0.80528	0.10266	0.085232	0.19796	0.07577	0.08662	0.12003	0.060688	0.056438	0.03999	0.1634	0.10687	0.42162	0.16215	0.18044
Meth__cg06605933__BOLA1	0.16806	0.11106	0.038947	0.80618	0.022171	0.75707	0.03593	0.1942	0.50101	0.043222	0.18517	0.16805	0.55694	0.46207	0.044658	0.64832	0.1283	0.64727	0.020406	0.03114	0.90724	0.11932	0.029323	0.94454	0.053552	0.053465	0.099984	0.08659	0.028718	0.032107	0.33653	0.77526	0.031976	0.030164	0.081081	0.030355	0.040927	0.042308
Meth__cg25549459__POU3F3	0.4366	0.037951	0.89735	0.048207	0.093211	0.74605	0.7856	0.72274	0.08577	0.03552	0.22888	0.2914	0.18733	0.10884	0.028708	0.30886	0.081527	0.044328	0.55009	0.84385	0.8855	0.11352	0.91164	0.52658	0.15807	0.096038	0.69885	0.13216	0.03762	0.042044	0.072252	0.049783	0.070746	0.63961	0.67064	0.87682	0.53989	0.57206
Meth__cg15965055__C1orf32	0.11631	0.040671	0.26036	0.089674	0.079336	0.52716	0.13896	0.080543	0.040456	0.06773	0.067412	0.11101	0.16244	0.052331	0.058929	0.054002	0.076475	0.056492	0.58767	0.30741	0.52015	0.063153	0.046973	0.058341	0.060309	0.093893	0.19607	0.14781	0.041061	0.40949	0.054857	0.11936	0.042136	0.73981	0.090936	0.090662	0.12771	0.051651
Meth__cg22050705__ZNF197	0.038339	0.068831	0.040187	0.33009	0.04429	0.027164	0.06519	0.32455	0.046468	0.037892	0.06793	0.088889	0.73003	0.042803	0.049327	0.03754	0.066955	0.027078	0.061933	0.14277	0.038378	0.048216	0.14333	0.050061	0.042418	0.11209	0.059847	0.056561	0.031537	0.041616	0.037042	0.034825	0.037664	0.026679	0.080407	0.041923	0.44793	0.6805
Meth__cg26054540__NKD2	0.5959	0.024003	0.89624	0.045856	0.02183	0.52879	0.03066	0.059181	0.017455	0.02593	0.025045	0.086716	0.61398	0.53205	0.02837	0.037535	0.21797	0.020632	0.020442	0.034951	0.098731	0.020435	0.016547	0.95924	0.028071	0.046837	0.093195	0.033333	0.017486	0.01662	0.015735	0.021759	0.019027	0.56139	0.042499	0.022774	0.026703	0.023388
Meth__cg07207789__CRISPLD2	0.071852	0.0416	0.032095	0.27964	0.7222	0.85604	0.31603	0.85904	0.41265	0.25904	0.53911	0.71975	0.3778	0.27844	0.50834	0.91253	0.087316	0.84012	0.055578	0.18647	0.84036	0.91523	0.21688	0.81184	0.5357	0.10635	0.2125	0.085175	0.054089	0.1055	0.86498	0.86763	0.034067	0.79814	0.34204	0.35958	0.33383	0.41318
Meth__cg02611282__CREB5	0.30175	0.060912	0.21147	0.18208	0.1126	0.28222	0.1517	0.58887	0.094218	0.099298	0.19469	0.3658	0.45172	0.087266	0.18079	0.45498	0.087625	0.13833	0.22452	0.10819	0.20188	0.15055	0.08697	0.55852	0.15179	0.18905	0.16646	0.12054	0.26409	0.18589	0.14164	0.62849	0.082959	0.25208	0.28244	0.15096	0.10717	0.10962
Meth__cg18277754__ALK	0.92758	0.21382	0.9786	0.037579	0.03659	0.96318	0.95328	0.21953	0.16257	0.58937	0.56143	0.35639	0.056129	0.13633	0.051845	0.11409	0.10548	0.47294	0.91696	0.95342	0.67748	0.0386	0.043923	0.85776	0.82031	0.096749	0.8833	0.54126	0.52852	0.034636	0.14901	0.030592	0.033582	0.032429	0.64462	0.4593	0.41061	0.39452
Meth__cg08001895__EPHA7	0.069193	0.056317	0.89968	0.057975	0.071805	0.89677	0.15095	0.062176	0.11397	0.098687	0.4499	0.21873	0.48956	0.084502	0.026536	0.07882	0.1925	0.23621	0.072379	0.060722	0.06838	0.08593	0.060664	0.42583	0.057606	0.098607	0.27724	0.12916	0.057455	0.072368	0.10957	0.066829	0.043468	0.84715	0.7276	0.89368	0.10933	0.10563
Meth__cg21094669__GLRA3	0.11664	0.12048	0.59929	0.53343	0.098651	0.50497	0.12933	0.85795	0.14841	0.14949	0.23274	0.37504	0.21743	0.14237	0.19167	0.14086	0.18052	0.23404	0.093999	0.116	0.58186	0.12344	0.1098	0.43661	0.11295	0.16218	0.73855	0.10473	0.14913	0.098868	0.095742	0.11095	0.09602	0.65366	0.21843	0.12954	0.3929	0.38598
Meth__cg07962315__C9orf95	0.15978	0.15506	0.5542	0.16199	0.26362	0.21944	0.65535	0.89363	0.15111	0.56813	0.13489	0.26133	0.17246	0.14763	0.088816	0.12244	0.15631	0.17203	0.15609	0.15068	0.31338	0.1385	0.17739	0.77727	0.28687	0.1878	0.20255	0.1821	0.54772	0.08348	0.10296	0.5149	0.4027	0.32731	0.2533	0.21466	0.40709	0.56198
Meth__cg24345247__HIST1H4A	0.062443	0.030874	0.09798	0.0687	0.052343	0.036838	0.058	0.89503	0.81499	0.08482	0.09141	0.17217	0.81066	0.62679	0.031932	0.035321	0.13658	0.2247	0.031559	0.067772	0.071276	0.064878	0.061058	0.11258	0.061121	0.074631	0.090844	0.071327	0.022305	0.042165	0.10925	0.087728	0.036537	0.52379	0.07663	0.061814	0.095174	0.098154
Meth__cg06783668__FLJ12056	0.09228	0.079117	0.086091	0.13706	0.065861	0.11032	0.10726	0.89625	0.12506	0.099346	0.11801	0.14178	0.27606	0.11137	0.091386	0.11732	0.11064	0.10199	0.077692	0.11543	0.11185	0.071954	0.15101	0.11398	0.078763	0.13593	0.15891	0.12896	0.095957	0.094902	0.073639	0.13822	0.13586	0.31671	0.10143	0.13502	0.09758	0.088387
Meth__cg20744464__MFI2	0.03616	0.044649	0.94852	0.95388	0.065948	0.85984	0.034285	0.1741	0.069094	0.049272	0.032243	0.78675	0.96073	0.090426	0.070385	0.13277	0.51873	0.22019	0.022107	0.022351	0.21545	0.026235	0.077079	0.069521	0.043285	0.021287	0.25557	0.13735	0.034811	0.030895	0.61814	0.35488	0.11238	0.048932	0.016344	0.82425	0.038754	0.032024
Meth__cg02197293__FBXO27	0.17585	0.54089	0.12411	0.92084	0.91488	0.92746	0.91801	0.069474	0.090888	0.86491	0.73878	0.52228	0.85423	0.26581	0.91794	0.092248	0.11782	0.27599	0.090925	0.49539	0.89912	0.93735	0.39137	0.30155	0.27511	0.287	0.87348	0.3183	0.1284	0.11144	0.87683	0.12801	0.73332	0.3258	0.1666	0.083194	0.2002	0.79184
Meth__cg14037665__PXDN	0.048235	0.77948	0.3749	0.33985	0.798	0.95217	0.94412	0.031701	0.10719	0.070606	0.95653	0.31039	0.76326	0.11107	0.94246	0.026138	0.058791	0.047844	0.96291	0.80877	0.23919	0.40964	0.48397	0.30173	0.70215	0.10262	0.67777	0.28184	0.4905	0.037602	0.3497	0.10348	0.052222	0.77968	0.20045	0.065197	0.53207	0.61474
Meth__cg00336605__NR1H2	0.062209	0.057341	0.065835	0.094915	0.042494	0.031357	0.06538	0.054998	0.097196	0.048431	0.076443	0.042266	0.10938	0.072469	0.078959	0.037559	0.068226	0.059822	0.055662	0.056718	0.48692	0.11609	0.041029	0.085188	0.067592	0.11304	0.098008	0.076142	0.069991	0.069415	0.074295	0.052664	0.039766	0.050554	0.086598	0.042237	0.075958	0.055712
Meth__cg15032239__CYFIP1	0.048373	0.045923	0.058138	0.087113	0.046675	0.44264	0.066962	0.064234	0.17555	0.14272	0.075492	0.12449	0.10447	0.15099	0.046702	0.2227	0.085636	0.80396	0.060308	0.059052	0.066637	0.10819	0.048569	0.51517	0.091504	0.077957	0.099622	0.10018	0.05316	0.031351	0.26125	0.12846	0.046653	0.057363	0.1364	0.058219	0.048468	0.047873
Meth__cg18909638__MIPOL1	0.087736	0.57906	0.10529	0.1968	0.048313	0.081606	0.12229	0.051613	0.12184	0.073565	0.13221	0.095874	0.19685	0.074869	0.061531	0.026834	0.11481	0.11328	0.045692	0.074401	0.088341	0.094954	0.051689	0.10949	0.10298	0.16199	0.38543	0.11962	0.097107	0.086124	0.17202	0.074655	0.039798	0.058561	0.23408	0.060154	0.14822	0.76559
Meth__cg22734480__ABHD8	0.023382	0.024602	0.024558	0.17105	0.018577	0.024353	0.021812	0.37772	0.017145	0.021224	0.49113	0.024866	0.055697	0.02072	0.02463	0.018943	0.038957	0.017008	0.86992	0.031092	0.017859	0.1362	0.02314	0.031668	0.7146	0.044356	0.052516	0.027495	0.022536	0.022624	0.029835	0.022555	0.019658	0.026796	0.027504	0.033795	0.033801	0.86602
Meth__cg27513764__EFCAB3	0.13327	0.10507	0.48295	0.752	0.77174	0.11785	0.48836	0.42416	0.42544	0.66018	0.10747	0.25763	0.4309	0.36635	0.47842	0.76249	0.16384	0.087805	0.50367	0.38592	0.87314	0.057079	0.40452	0.27508	0.33272	0.15765	0.089259	0.20961	0.063388	0.11983	0.12434	0.80139	0.062529	0.39599	0.059429	0.16699	0.20509	0.15379
Meth__cg03334529__ZNF663	0.087649	0.039588	0.39144	0.57758	0.50113	0.066829	0.73786	0.57124	0.55366	0.83326	0.71107	0.18991	0.32847	0.27852	0.22534	0.75796	0.11349	0.056673	0.80807	0.65107	0.75636	0.24708	0.045362	0.15977	0.080281	0.075898	0.23548	0.050634	0.065758	0.068386	0.052277	0.83853	0.037352	0.33265	0.066888	0.1304	0.42397	0.25728
Meth__cg12717203__FLJ90036	0.052034	0.064389	0.063599	0.058223	0.042992	0.054485	0.085962	0.072632	0.045731	0.081594	0.068526	0.094778	0.4145	0.063246	0.11811	0.063833	0.14165	0.06494	0.044504	0.046156	0.051309	0.059661	0.085313	0.12003	0.05779	0.11022	0.12707	0.10629	0.047037	0.067493	0.40166	0.037106	0.037029	0.056737	0.13993	0.054907	0.063011	0.50748
Meth__cg04967538__CXorf42	0.48812	0.039703	0.035261	0.05402	0.035018	0.38563	0.05507	0.49988	0.4299	0.03621	0.033622	0.058288	0.034483	0.38697	0.27452	0.47479	0.064237	0.045986	0.047678	0.03314	0.50586	0.041016	0.44988	0.082932	0.044671	0.10233	0.33749	0.087356	0.4896	0.05465	0.1115	0.063054	0.045984	0.18861	0.12267	0.57904	0.27442	0.031448
Meth__cg12792011__ZNF329	0.026352	0.032072	0.033866	0.0277	0.018067	0.025246	0.031036	0.025487	0.020528	0.023515	0.1117	0.015433	0.027302	0.020008	0.03194	0.019725	0.026012	0.017822	0.027884	0.022762	0.025487	0.050313	0.022456	0.4366	0.027641	0.025499	0.047543	0.02603	0.029771	0.024854	0.026873	0.01252	0.016365	0.02195	0.065817	0.028475	0.95307	0.16939
Meth__cg11854007__RP11-49G10.8	0.14681	0.12812	0.6787	0.059566	0.056388	0.029748	0.085751	0.10687	0.074396	0.089035	0.077437	0.46261	0.43915	0.09474	0.056383	0.036313	0.12512	0.0708	0.069876	0.072162	0.58642	0.077371	0.058632	0.15588	0.087511	0.1129	0.08962	0.10318	0.043113	0.055636	0.088235	0.090503	0.09861	0.18351	0.073718	0.12702	0.072621	0.069846
Meth__cg17022914__BATF2	0.17816	0.02159	0.083825	0.54558	0.044781	0.15611	0.048321	0.56504	0.024815	0.047552	0.04071	0.040355	0.065645	0.026304	0.045963	0.032245	0.05599	0.024664	0.024642	0.047665	0.16145	0.030626	0.058348	0.052188	0.045224	0.027159	0.10296	0.04091	0.02669	0.045352	0.033671	0.14927	0.036593	0.27173	0.043189	0.070199	0.04221	0.042612
Meth__cg24429836__LDHD	0.054925	0.051821	0.070825	0.074102	0.090199	0.080054	0.11316	0.17756	0.51938	0.25487	0.036961	0.52883	0.056069	0.31957	0.077708	0.4549	0.11689	0.10596	0.033032	0.033886	0.10036	0.39373	0.02897	0.052725	0.033504	0.043624	0.098652	0.10712	0.04016	0.90895	0.048171	0.66905	0.035318	0.04355	0.062719	0.087868	0.05911	0.059635
Meth__cg10885645__CLSTN3	0.032063	0.02158	0.036976	0.036123	0.025234	0.02124	0.030755	0.027655	0.016242	0.034985	0.039972	0.012651	0.53411	0.031828	0.024462	0.023569	0.34111	0.023105	0.034892	0.026286	0.021366	0.036654	0.02116	0.060583	0.026319	0.041217	0.057428	0.053927	0.037407	0.020511	0.026376	0.023951	0.028999	0.024543	0.047019	0.036125	0.022423	0.025656
Meth__cg19211800__MARCKS	0.92169	0.023108	0.033746	0.021273	0.044901	0.023662	0.045857	0.021137	0.020396	0.025504	0.028182	0.027813	0.44786	0.63037	0.018898	0.017266	0.039578	0.019155	0.20304	0.027301	0.021085	0.026539	0.038407	0.035891	0.02432	0.049434	0.44434	0.031803	0.022824	0.025836	0.027132	0.016393	0.023342	0.018488	0.91662	0.41844	0.030478	0.027164
Meth__cg00338893__MRPS33	0.05773	0.058522	0.060343	0.059505	0.044946	0.056283	0.047352	0.44254	0.046093	0.048786	0.049044	0.056516	0.088309	0.057732	0.055705	0.049895	0.053517	0.0523	0.045791	0.06394	0.053517	0.048381	0.035449	0.13325	0.058723	0.066794	0.18506	0.094663	0.04035	0.052146	0.04062	0.051259	0.05307	0.082163	0.076623	0.075465	0.059866	0.051418
