Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg18441959__VPREB1	0.095926	0.023971	0.076739	0.39624	0.54693	0.032013	0.10043	0.076865	0.21498	0.16558	0.071189	0.070993	0.053889	0.098836	0.02491	0.11521	0.077371	0.056094	0.072437	0.0288	0.36236	0.17307	0.81936	0.067168	0.64363	0.07025	0.06098	0.072748	0.055195	0.057921	0.031288	0.032588	0.035862	0.076712	0.039458	0.063151	0.19463	0.049386	0.046596
Meth__cg04499325__EPDR1	0.077014	0.116	0.91362	0.087889	0.070034	0.80282	0.077001	0.50697	0.051107	0.72217	0.067754	0.104	0.22625	0.80948	0.47102	0.64829	0.91224	0.074991	0.25358	0.059216	0.74083	0.70783	0.32633	0.38536	0.060115	0.14654	0.080195	0.13262	0.84819	0.13837	0.065016	0.076479	0.13309	0.27753	0.066803	0.90543	0.64669	0.070885	0.078135
Meth__cg06990298__RASD1	0.16935	0.59848	0.91737	0.20005	0.040446	0.52601	0.080338	0.70594	0.53076	0.055699	0.038491	0.26243	0.67391	0.48191	0.13216	0.044405	0.68633	0.12012	0.20429	0.05262	0.051682	0.14272	0.086187	0.25469	0.031127	0.063649	0.0672	0.046148	0.56454	0.27222	0.41792	0.034365	0.79405	0.091704	0.038426	0.035738	0.71494	0.0408	0.42476
Meth__cg06119575__TAL2	0.10012	0.072806	0.39277	0.062783	0.063225	0.89841	0.10781	0.66314	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.064909	0.23555	0.72825	0.91111	0.27867	0.52593	0.096774	0.13725	0.1245	0.87936	0.4417	0.79581	0.070991	0.17377	0.35539	0.14488	0.87783	0.85709	0.84144	0.072355	0.075314	0.12467	0.31347	0.14608	0.096358
Meth__cg15479752__FFAR2	0.053974	0.049646	0.37581	0.07805	0.16886	0.8048	0.043876	0.82199	0.40519	0.24519	0.051029	0.87594	0.36013	0.21567	0.06724	0.2363	0.62324	0.39319	0.12657	0.049021	0.12591	0.1885	0.1677	0.30494	0.16878	0.53001	0.17385	0.10136	0.10543	0.13949	0.41349	0.057307	0.05642	0.12411	0.029728	0.19051	0.21598	0.13289	0.10961
Meth__cg18505908__APBA1	0.067112	0.24306	0.089515	0.056974	0.045108	0.47438	0.084391	0.12756	0.07002	0.047326	0.041126	0.058838	0.051684	0.10344	0.04519	0.047707	0.059158	0.056537	0.071102	0.039062	0.036532	0.059503	0.050445	0.069157	0.040883	0.4521	0.071555	0.12265	0.083978	0.10689	0.043179	0.32934	0.057928	0.057941	0.032496	0.11683	0.081735	0.056414	0.046936
Meth__cg06942445__TRO	0.77156	0.020993	0.93832	0.79459	0.46917	0.024242	0.61942	0.07672	0.97017	0.65652	0.022255	0.90812	0.46907	0.49731	0.40665	0.61062	0.045223	0.016652	0.033725	0.021661	0.34638	0.27617	0.80398	0.17253	0.95049	0.10563	0.48717	0.025773	0.59232	0.024253	0.038526	0.030809	0.040236	0.89793	0.029373	0.35709	0.028722	0.39825	0.19701
Meth__cg19635712__EPB41L4B	0.059356	0.048819	0.12225	0.06249	0.045337	0.096516	0.068403	0.55204	0.058176	0.053847	0.057818	0.062426	0.16066	0.11746	0.10662	0.054539	0.11627	0.059728	0.068697	0.045083	0.069877	0.059686	0.05051	0.2002	0.16465	0.075181	0.065545	0.094631	0.11561	0.12829	0.36592	0.19952	0.10395	0.065063	0.048286	0.05972	0.10166	0.056796	0.066364
Meth__cg06777274__ME2	0.05548	0.079919	0.12008	0.17786	0.17367	0.050628	0.1184	0.29379	0.093204	0.047711	0.077168	0.048356	0.070268	0.075102	0.039005	0.053227	0.058787	0.062069	0.099777	0.047872	0.09915	0.087223	0.096783	0.067185	0.1155	0.12939	0.16707	0.10133	0.097755	0.27123	0.054252	0.046292	0.04584	0.5111	0.39787	0.059403	0.10523	0.050919	0.078329
Meth__cg08141873__HRAS	0.036449	0.050319	0.037764	0.045968	0.044035	0.25114	0.053108	0.19929	0.079807	0.086895	0.04076	0.05443	0.095357	0.060664	0.047549	0.076141	0.14311	0.12275	0.092121	0.077967	0.034711	0.040703	0.037082	0.64196	0.031695	0.53914	0.054101	0.10323	0.038997	0.082197	0.036238	0.05832	0.42361	0.03846	0.025032	0.029341	0.080895	0.053095	0.052367
Meth__cg10962407__ALS2CR15	0.019657	0.046352	0.88478	0.16992	0.31492	0.023006	0.24167	0.03938	0.50954	0.015159	0.048647	0.6358	0.098133	0.43346	0.016844	0.017479	0.022736	0.0097492	0.052266	0.016934	0.026344	0.017486	0.017573	0.013269	0.032198	0.033424	0.022227	0.037473	0.55508	0.041681	0.01678	0.019639	0.025766	0.17966	0.10864	0.15813	0.046429	0.1062	0.025806
Meth__cg19033555__DEFB1	0.1961	0.11038	0.83573	0.89048	0.074641	0.047971	0.37876	0.38384	0.91306	0.93933	0.37518	0.79391	0.85897	0.84113	0.11622	0.93148	0.74385	0.90991	0.69503	0.052569	0.54734	0.21381	0.11731	0.12429	0.92113	0.2122	0.20399	0.17799	0.76548	0.10563	0.077799	0.45484	0.076047	0.90406	0.82128	0.71953	0.15132	0.15614	0.069029
Meth__cg26240939__LOC57149	0.092752	0.11019	0.49467	0.18301	0.11714	0.78985	0.1298	0.61767	0.45372	0.38478	0.10776	0.1484	0.53717	0.30401	0.10705	0.28685	0.7491	0.61561	0.41639	0.70733	0.092926	0.08609	0.11299	0.694	0.30139	0.65211	0.13825	0.29624	0.15576	0.1511	0.69693	0.27541	0.64885	0.17173	0.099593	0.10719	0.18919	0.17127	0.17521
Meth__cg01172899__SLC16A14	0.058537	0.38384	0.34659	0.11106	0.60238	0.86698	0.11523	0.40261	0.17485	0.071455	0.21945	0.12243	0.35792	0.77848	0.064084	0.10135	0.44428	0.13639	0.10199	0.39893	0.53061	0.20053	0.23113	0.86897	0.08361	0.5538	0.089871	0.12688	0.17717	0.34775	0.63182	0.093569	0.6174	0.22436	0.11467	0.44468	0.14427	0.096006	0.15851
Meth__cg19923326__KCNQ1	0.10331	0.10228	0.80401	0.14411	0.19978	0.85631	0.2112	0.89411	0.79723	0.26501	0.65236	0.41511	0.38274	0.4141	0.047843	0.24895	0.45858	0.89536	0.12192	0.060467	0.082756	0.25299	0.36517	0.81263	0.27055	0.13908	0.17093	0.081791	0.17703	0.093433	0.4371	0.89623	0.16851	0.29351	0.085591	0.38514	0.075494	0.30741	0.42101
Meth__cg04444771__C10orf10	0.049124	0.080543	0.035194	0.033884	0.031894	0.58503	0.043196	0.21109	0.422	0.3801	0.040331	0.087482	0.1177	0.06305	0.033185	0.31408	0.35654	0.056718	0.050441	0.042652	0.038024	0.039169	0.044165	0.84506	0.022256	0.48206	0.036273	0.083599	0.048407	0.031978	0.85503	0.84182	0.15447	0.021963	0.10432	0.16001	0.054477	0.035007	0.034544
Meth__cg22476084__FXYD6	0.15583	0.049855	0.52146	0.79668	0.64673	0.13626	0.53993	0.3976	0.21928	0.17178	0.76951	0.1801	0.75367	0.71024	0.095094	0.17161	0.14536	0.069428	0.11203	0.06728	0.759	0.52901	0.71326	0.087491	0.8104	0.15403	0.5834	0.085038	0.10069	0.094957	0.054437	0.046137	0.1556	0.92154	0.27702	0.58248	0.16875	0.76748	0.77314
Meth__cg04431054__LOC133619	0.13014	0.42601	0.3947	0.32714	0.094925	0.71329	0.064116	0.24319	0.37348	0.34151	0.077172	0.76823	0.63801	0.69016	0.07347	0.24335	0.23004	0.33535	0.3555	0.076923	0.14598	0.075239	0.10104	0.27064	0.14602	0.2078	0.095205	0.13518	0.17908	0.33367	0.44825	0.76506	0.31688	0.23394	0.27573	0.28256	0.089081	0.32013	0.17125
Meth__cg15095327__IL17RE	0.043641	0.050845	0.20318	0.048744	0.047566	0.83814	0.069404	0.8492	0.11624	0.074411	0.055282	0.75355	0.08564	0.10955	0.086027	0.072375	0.054397	0.794	0.10376	0.48599	0.39975	0.38583	0.86714	0.80469	0.05485	0.52734	0.062282	0.13768	0.77963	0.098734	0.35929	0.23003	0.79736	0.047811	0.041318	0.063932	0.084012	0.057524	0.076272
Meth__cg00557354__ARHGEF7	0.7831	0.068212	0.74817	0.1719	0.14791	0.78027	0.84247	0.51649	0.094429	0.2563	0.10893	0.8499	0.23718	0.57493	0.096785	0.24878	0.06335	0.052672	0.11709	0.028276	0.95523	0.96515	0.087101	0.05731	0.25547	0.93294	0.93046	0.55884	0.95106	0.061517	0.045405	0.05364	0.26328	0.067483	0.098338	0.85923	0.1083	0.040531	0.076937
Meth__cg19959519__NF1	0.040335	0.11284	0.083734	0.05733	0.062264	0.031581	0.069555	0.12539	0.058796	0.093478	0.2975	0.050606	0.16366	0.074095	0.051979	0.25748	0.0497	0.034535	0.062224	0.092235	0.04522	0.054881	0.04946	0.063143	0.086012	0.071316	0.047725	0.094103	0.039591	0.12895	0.045296	0.036734	0.038276	0.23808	0.16861	0.039914	0.040475	0.046934	0.029727
Meth__cg17665193__GAD2	0.071861	0.026383	0.062581	0.69791	0.92351	0.087782	0.12247	0.1257	0.17209	0.026378	0.037637	0.40791	0.24193	0.13045	0.031187	0.030383	0.29381	0.13089	0.025253	0.021925	0.098021	0.11009	0.062576	0.074403	0.45551	0.083913	0.46901	0.1006	0.079766	0.043105	0.028264	0.17379	0.028125	0.22638	0.040145	0.034806	0.074791	0.037087	0.071497
Meth__cg01191395__SAT2	0.024687	0.017078	0.033373	0.028118	0.030104	0.019488	0.032719	0.021382	0.034298	0.020105	0.019609	0.021439	0.014418	0.025318	0.022174	0.023074	0.018948	0.019451	0.051143	0.015343	0.79187	0.2735	0.026543	0.0306	0.020169	0.029498	0.045598	0.045415	0.047547	0.053158	0.02453	0.018427	0.035611	0.32181	0.044846	0.02351	0.034861	0.028423	0.01887
Meth__cg23061578__SLC9A3	0.17977	0.04784	0.49812	0.57394	0.1292	0.50215	0.37704	0.13836	0.56478	0.62757	0.34284	0.6548	0.83315	0.44741	0.27133	0.44691	0.059699	0.083819	0.086964	0.03644	0.57872	0.78423	0.48055	0.2679	0.86937	0.22688	0.66509	0.084843	0.57464	0.086658	0.053345	0.046373	0.047315	0.051218	0.053634	0.090601	0.20124	0.22613	0.073716
Meth__cg24169915__FLJ25773	0.64716	0.3067	0.89717	0.90013	0.72196	0.10961	0.76007	0.18737	0.93744	0.0473	0.34452	0.16177	0.81847	0.76824	0.11606	0.15716	0.66714	0.36979	0.2059	0.14894	0.11579	0.20054	0.83729	0.060137	0.89993	0.16116	0.61052	0.12139	0.4293	0.35361	0.045735	0.075524	0.07638	0.85401	0.15022	0.44296	0.081175	0.47635	0.29058
Meth__cg10539507__NKX6-1	0.27448	0.059019	0.093273	0.63065	0.5291	0.069356	0.90672	0.081392	0.089657	0.080843	0.083427	0.33274	0.171	0.10072	0.61389	0.094412	0.073412	0.070549	0.38882	0.088565	0.90565	0.9059	0.57531	0.076323	0.4674	0.55903	0.68216	0.17453	0.84223	0.10935	0.047027	0.056732	0.092968	0.071326	0.22086	0.66851	0.58932	0.82697	0.91679
Meth__cg20173259__LHB	0.058063	0.049879	0.25011	0.19784	0.083023	0.54063	0.05912	0.36966	0.10294	0.037469	0.24715	0.073212	0.57186	0.22078	0.41299	0.043381	0.34747	0.66375	0.15645	0.06335	0.08926	0.11266	0.20116	0.81716	0.045548	0.10084	0.34766	0.13362	0.14195	0.13485	0.054517	0.22624	0.099222	0.055272	0.042611	0.05098	0.56895	0.18056	0.10879
Meth__cg19423196__MAT1A	0.91428	0.042573	0.11979	0.80246	0.8798	0.12484	0.84497	0.053266	0.71481	0.7258	0.29188	0.090625	0.201	0.30377	0.19769	0.67683	0.35681	0.62662	0.15918	0.069469	0.63868	0.84083	0.9185	0.074861	0.056854	0.090708	0.82111	0.27026	0.85987	0.13851	0.22291	0.053116	0.051979	0.82364	0.40226	0.84917	0.23168	0.7669	0.82353
Meth__cg25954162__MLC1SA	0.077834	0.063692	0.095462	0.30266	0.13593	0.077487	0.10718	0.069467	0.081179	0.088141	0.69461	0.0893	0.45111	0.38088	0.056265	0.12636	0.087678	0.10634	0.10455	0.067405	0.1588	0.20244	0.067665	0.25827	0.10265	0.212	0.22886	0.12893	0.16555	0.17424	0.036777	0.060522	0.087854	0.73416	0.10317	0.41275	0.20278	0.081052	0.093826
Meth__cg12739034__PTGER3	0.099446	0.041473	0.8729	0.31827	0.057126	0.7193	0.050095	0.30093	0.34089	0.057032	0.047541	0.47652	0.062752	0.098895	0.030432	0.052976	0.25443	0.1391	0.11608	0.1117	0.044881	0.050033	0.090219	0.1155	0.051516	0.54621	0.05217	0.073286	0.32122	0.15483	0.21635	0.042404	0.559	0.065274	0.048151	0.332	0.10638	0.19074	0.48362
Meth__cg17074212__ZNF215	0.97205	0.068662	0.77395	0.75008	0.20639	0.45317	0.93288	0.10393	0.1933	0.046028	0.072445	0.09769	0.14137	0.19139	0.045097	0.052598	0.090379	0.051815	0.19783	0.05037	0.16188	0.21831	0.10083	0.060467	0.92322	0.13321	0.3232	0.075006	0.62155	0.037302	0.051181	0.076269	0.062541	0.82373	0.033285	0.73017	0.066667	0.4701	0.48267
Meth__cg02090283__CNTNAP3	0.65753	0.01852	0.26084	0.20305	0.02606	0.55681	0.96963	0.024877	0.11376	0.019847	0.036881	0.028401	0.46535	0.45348	0.036285	0.036248	0.025037	0.02032	0.054054	0.02191	0.45864	0.50857	0.25249	0.027448	0.50364	0.079448	0.33247	0.10751	0.45102	0.05119	0.02894	0.018743	0.034604	0.032275	0.028244	0.45055	0.040733	0.14757	0.11291
Meth__cg13794888__RNUT1	0.073685	0.070883	0.083143	0.6934	0.30232	0.049213	0.074253	0.066705	0.098152	0.062044	0.069888	0.073051	0.03029	0.6326	0.56246	0.25742	0.062086	0.060068	0.11336	0.059598	0.61962	0.64267	0.14425	0.06178	0.054646	0.14743	0.62673	0.091897	0.086771	0.071663	0.052397	0.053451	0.05947	0.26572	0.05103	0.053678	0.10141	0.056595	0.058736
Meth__cg08804892__TRAK1	0.082364	0.090348	0.38199	0.10427	0.097829	0.82794	0.1116	0.79647	0.05529	0.78743	0.11557	0.77695	0.081284	0.76513	0.051124	0.56751	0.36642	0.71374	0.19473	0.81278	0.09373	0.11522	0.10108	0.77385	0.084757	0.11846	0.10479	0.12541	0.43749	0.13632	0.35805	0.091835	0.81162	0.084974	0.36042	0.089379	0.1293	0.32967	0.76252
Meth__cg03681481__OVOL1	0.040764	0.050693	0.067902	0.39277	0.040256	0.72467	0.084454	0.92877	0.15508	0.38095	0.30013	0.083069	0.079139	0.46009	0.032427	0.35275	0.55819	0.086943	0.12435	0.37821	0.037631	0.047418	0.039086	0.94591	0.06052	0.91772	0.058041	0.11165	0.068096	0.097232	0.74025	0.052813	0.12185	0.030648	0.0283	0.064453	0.073395	0.19243	0.14252
Meth__cg26894575__S100A4	0.022274	0.022516	0.62515	0.12479	0.10473	0.9203	0.023276	0.81952	0.030791	0.16059	0.024737	0.8913	0.073987	0.22382	0.30099	0.13156	0.22488	0.52425	0.079678	0.025262	0.18871	0.27949	0.5278	0.17207	0.022522	0.18152	0.01961	0.02986	0.92867	0.032712	0.021978	0.41803	0.048797	0.01856	0.022139	0.0184	0.025631	0.26889	0.15981
Meth__cg20281815__PSCA	0.056421	0.033802	0.044872	0.038144	0.14262	0.97648	0.032376	0.88387	0.11812	0.123	0.08489	0.67591	0.51153	0.095267	0.039238	0.095583	0.66141	0.96341	0.36228	0.97049	0.057895	0.28945	0.92756	0.95753	0.17419	0.95598	0.046805	0.22074	0.69624	0.053354	0.96432	0.67051	0.89383	0.038165	0.028705	0.050204	0.92544	0.3398	0.42364
Meth__cg20141916__PLEK2	0.025739	0.016512	0.027725	0.024958	0.012363	0.96235	0.022959	0.31381	0.021807	0.01681	0.025009	0.025692	0.014583	0.033263	0.018312	0.015887	0.71779	0.023761	0.033179	0.13087	0.014599	0.017465	0.053162	0.10086	0.065919	0.0377	0.023185	0.03183	0.020557	0.035861	0.24596	0.018641	0.012534	0.01386	0.015672	0.027347	0.02304	0.016765	0.72204
Meth__cg04998282__NOL11	0.04799	0.052824	0.047803	0.048256	0.046069	0.051268	0.047465	0.029017	0.48584	0.043013	0.043693	0.051702	0.045584	0.061716	0.038033	0.06096	0.04232	0.042718	0.08425	0.037542	0.043393	0.049554	0.046777	0.042069	0.044652	0.11503	0.053696	0.083937	0.085858	0.077518	0.03932	0.036787	0.039484	0.047742	0.04864	0.043234	0.086508	0.046521	0.044777
Meth__cg19391527__PNOC	0.14887	0.048461	0.60205	0.73781	0.35488	0.035851	0.19948	0.21746	0.89399	0.39724	0.443	0.1034	0.45685	0.56831	0.06161	0.26554	0.22403	0.11284	0.19048	0.033827	0.26792	0.19855	0.60304	0.31237	0.88826	0.11577	0.16356	0.076018	0.11121	0.082147	0.045763	0.049613	0.045843	0.2461	0.11617	0.10822	0.1407	0.07463	0.065023
Meth__cg14541950__HIST3H2BB	0.8408	0.02117	0.029218	0.038824	0.021831	0.028831	0.70073	0.061701	0.019076	0.032297	0.030618	0.87104	0.043416	0.066984	0.023485	0.037135	0.029341	0.025547	0.055156	0.058134	0.025718	0.042264	0.038399	0.027092	0.94585	0.93356	0.035732	0.071758	0.05335	0.043285	0.027317	0.26788	0.032874	0.94658	0.41585	0.44888	0.042799	0.029404	0.027015
Meth__cg17465304__KIF12	0.076488	0.12585	0.89961	0.35968	0.066774	0.90772	0.101	0.85787	0.92456	0.90356	0.06515	0.80634	0.82575	0.84128	0.12467	0.74332	0.90833	0.9054	0.34254	0.91412	0.16997	0.51638	0.30287	0.87694	0.1588	0.87546	0.076816	0.14139	0.86528	0.2133	0.65889	0.90596	0.90818	0.44074	0.077404	0.081987	0.17891	0.57335	0.2071
Meth__cg11827595__C3orf10	0.076609	0.093968	0.10199	0.097395	0.058192	0.27334	0.082879	0.31714	0.054883	0.29852	0.088806	0.045192	0.19524	0.15472	0.090455	0.2754	0.18976	0.11974	0.15433	0.056714	0.063045	0.070944	0.075044	0.054365	0.12145	0.13624	0.078729	0.12729	0.12809	0.1667	0.050641	0.45256	0.084285	0.079752	0.072817	0.095602	0.17761	0.086377	0.064174
Meth__cg13757640__ARHGAP8	0.019627	0.018656	0.034462	0.019309	0.028167	0.95373	0.022511	0.9024	0.011898	0.018361	0.022705	0.017072	0.0177	0.049273	0.015085	0.018419	0.01995	0.085307	0.034516	0.34852	0.022994	0.029716	0.021817	0.83965	0.02389	0.76033	0.04247	0.036699	0.038812	0.03068	0.30019	0.021524	0.057348	0.020387	0.016915	0.019506	0.047453	0.028678	0.027353
Meth__cg08703971__SGPP1	0.074268	0.07138	0.10821	0.12037	0.23905	0.070086	0.31717	0.050317	0.13038	0.51637	0.060039	0.34682	0.045544	0.082836	0.27307	0.07576	0.059839	0.06734	0.35315	0.050816	0.073322	0.20403	0.3078	0.080941	0.7345	0.211	0.069052	0.12991	0.83112	0.073685	0.057165	0.071879	0.057665	0.11213	0.16284	0.060591	0.15482	0.057467	0.066849
Meth__cg02905245__URB	0.62038	0.090416	0.066201	0.68199	0.44374	0.069683	0.49587	0.12659	0.58756	0.69129	0.11815	0.087965	0.067894	0.54506	0.072417	0.53895	0.084349	0.091989	0.10616	0.10085	0.19756	0.22478	0.40206	0.093332	0.075363	0.1314	0.29132	0.16941	0.59467	0.1586	0.070355	0.0825	0.088281	0.81744	0.30195	0.3781	0.12396	0.55223	0.57352
Meth__cg20143092__CD44	0.16043	0.13835	0.2978	0.73874	0.76383	0.13215	0.91294	0.12346	0.077751	0.71146	0.088204	0.085008	0.3599	0.23973	0.085929	0.76338	0.074611	0.062924	0.18547	0.07369	0.58463	0.15737	0.16771	0.10082	0.37042	0.11951	0.15348	0.094381	0.74589	0.10348	0.063107	0.09857	0.056797	0.94037	0.18214	0.75992	0.055487	0.24624	0.86917
Meth__cg08820801__FBXO17	0.93584	0.80773	0.06298	0.97276	0.033358	0.016496	0.79433	0.42238	0.01796	0.13021	0.56912	0.031096	0.064203	0.95169	0.21527	0.22527	0.019565	0.014604	0.43192	0.014157	0.058838	0.82559	0.21231	0.023953	0.93175	0.031208	0.72689	0.078879	0.89326	0.85478	0.02684	0.019343	0.022066	0.95985	0.84976	0.016953	0.048014	0.79033	0.95731
Meth__cg18904346__LHX2	0.045991	0.042518	0.49017	0.30985	0.061259	0.52743	0.069851	0.92537	0.066375	0.063764	0.051018	0.050399	0.14718	0.77206	0.66442	0.064795	0.28788	0.047077	0.081538	0.523	0.049679	0.053754	0.085819	0.37648	0.050293	0.81767	0.64056	0.089564	0.083749	0.055097	0.03755	0.058355	0.091568	0.058128	0.03892	0.82138	0.076048	0.10638	0.11121
Meth__cg25856811__SPRR3	0.6084	0.049211	0.09487	0.8658	0.82844	0.045792	0.80593	0.14177	0.90624	0.4204	0.3397	0.077968	0.34626	0.4183	0.037168	0.44997	0.064226	0.37601	0.19952	0.043158	0.51121	0.56574	0.56511	0.048869	0.094876	0.097966	0.11855	0.1227	0.16018	0.10823	0.049958	0.48066	0.042255	0.13483	0.046424	0.21771	0.05794	0.4933	0.56495
Meth__cg03302287__PKP2	0.043445	0.083649	0.057006	0.055358	0.030474	0.93296	0.043877	0.095689	0.063005	0.054132	0.038715	0.044027	0.027698	0.11232	0.047179	0.043103	0.040904	0.076315	0.12308	0.43069	0.034847	0.040196	0.039857	0.047751	0.03619	0.1262	0.044025	0.058108	0.11616	0.084804	0.041663	0.038136	0.085839	0.03396	0.036342	0.036931	0.10114	0.043055	0.058149
Meth__cg15210427__CST9L	0.89454	0.22279	0.83429	0.89698	0.78067	0.028283	0.39384	0.023089	0.057645	0.10265	0.68244	0.12458	0.56696	0.41427	0.029804	0.11849	0.079038	0.12768	0.061728	0.030258	0.7802	0.823	0.94388	0.033912	0.93696	0.031235	0.49292	0.58551	0.028298	0.13013	0.04177	0.034676	0.048325	0.78658	0.035733	0.14042	0.37707	0.48963	0.60433
Meth__cg20797766__PRSS27	0.051354	0.071979	0.051667	0.23743	0.11662	0.053177	0.51569	0.12914	0.063866	0.11939	0.33229	0.048387	0.050987	0.1294	0.2422	0.10135	0.090562	0.049602	0.07847	0.048181	0.2359	0.29862	0.7065	0.053939	0.064893	0.058605	0.44299	0.084003	0.2447	0.061582	0.043534	0.032722	0.048449	0.24227	0.046654	0.045551	0.11572	0.042974	0.046119
Meth__cg15207619__CAB39L	0.11648	0.11553	0.086556	0.19164	0.097733	0.89454	0.10434	0.50549	0.212	0.12068	0.22343	0.14286	0.23209	0.13687	0.087506	0.13798	0.26829	0.4984	0.11305	0.37511	0.086453	0.13871	0.20695	0.67146	0.0971	0.61713	0.14076	0.22302	0.15153	0.14164	0.22754	0.78827	0.50824	0.11185	0.14209	0.17593	0.30349	0.1211	0.12036
Meth__cg00194146__GFOD1	0.050505	0.75762	0.48871	0.17367	0.91491	0.91216	0.55706	0.95383	0.057733	0.12294	0.5928	0.77207	0.21289	0.63298	0.057574	0.11878	0.59201	0.58599	0.09604	0.057325	0.61118	0.46934	0.43865	0.38012	0.13918	0.9099	0.31693	0.10913	0.090848	0.29861	0.29147	0.037827	0.8236	0.84082	0.26804	0.91443	0.1117	0.51581	0.92134
Meth__cg05628549__PRKCDBP	0.96622	0.16524	0.25258	0.97629	0.95506	0.49809	0.95208	0.033323	0.033661	0.08577	0.95679	0.046064	0.12535	0.92706	0.19141	0.17949	0.10098	0.03508	0.16353	0.035199	0.9726	0.95186	0.92398	0.10358	0.59688	0.047314	0.96435	0.18426	0.92927	0.18792	0.040717	0.028187	0.047584	0.5329	0.81708	0.97579	0.77639	0.93959	0.9393
Meth__cg05594230__INGX	0.57364	0.43734	0.90674	0.27633	0.61582	0.94436	0.048715	0.45455	0.0563	0.048822	0.29027	0.044463	0.048626	0.91455	0.46477	0.1322	0.87617	0.33297	0.13852	0.077873	0.93712	0.68987	0.95169	0.30958	0.35825	0.85131	0.14735	0.05957	0.35179	0.12756	0.049096	0.034366	0.14827	0.40777	0.04912	0.92863	0.89548	0.050258	0.914
Meth__cg01731685__IL17R	0.37647	0.45195	0.82848	0.61803	0.32924	0.090887	0.64904	0.086758	0.32563	0.040625	0.38848	0.09744	0.52015	0.49005	0.62559	0.10443	0.074706	0.040661	0.10766	0.018433	0.63692	0.40935	0.68685	0.088502	0.32082	0.14194	0.572	0.26916	0.2893	0.40455	0.032373	0.04102	0.056704	0.41133	0.24109	0.19279	0.1343	0.19033	0.25008
Meth__cg23918047__ARHGDIA	0.0805	0.080444	0.36151	0.19936	0.228	0.048334	0.41681	0.084957	0.055941	0.086743	0.3181	0.050184	0.89638	0.18314	0.36674	0.1395	0.11316	0.057127	0.143	0.048025	0.19508	0.077102	0.1653	0.23104	0.38138	0.070739	0.34427	0.25006	0.12769	0.16436	0.043815	0.068906	0.058328	0.10345	0.35102	0.07658	0.12806	0.069776	0.050827
Meth__cg21210758__EVC	0.056189	0.056478	0.063046	0.059256	0.04507	0.05409	0.60847	0.14355	0.93102	0.057985	0.066623	0.075839	0.12746	0.13442	0.057233	0.076594	0.057957	0.051002	0.13671	0.04983	0.94577	0.93983	0.050672	0.054238	0.058278	0.080592	0.069868	0.10948	0.090585	0.11532	0.066474	0.88315	0.056677	0.50906	0.040363	0.046189	0.050751	0.064893	0.050958
Meth__cg12914657__GIMAP1	0.89602	0.02523	0.20713	0.92683	0.88931	0.041187	0.88033	0.10753	0.4794	0.91	0.13846	0.92981	0.72339	0.71466	0.021571	0.68791	0.58446	0.90651	0.082453	0.045755	0.85059	0.72608	0.94203	0.042511	0.944	0.12805	0.16241	0.080396	0.087996	0.069163	0.082321	0.048199	0.036174	0.89387	0.049837	0.77194	0.13182	0.58369	0.73476
Meth__cg04180868__PRTFDC1	0.2152	0.66246	0.9812	0.75201	0.62727	0.67395	0.7223	0.95247	0.021316	0.054562	0.04091	0.038064	0.16847	0.979	0.65745	0.24831	0.97887	0.020739	0.018905	0.13488	0.72045	0.35416	0.40116	0.95842	0.030653	0.062908	0.24706	0.065208	0.67025	0.16152	0.020276	0.45526	0.87353	0.88539	0.02928	0.98333	0.1066	0.59484	0.68602
Meth__cg02275294__SOAT1	0.18572	0.20036	0.84685	0.046988	0.025009	0.06067	0.023731	0.58553	0.86618	0.047688	0.035039	0.76254	0.28239	0.80829	0.026303	0.042114	0.74322	0.59172	0.087812	0.035246	0.033738	0.028062	0.32677	0.04167	0.16599	0.05145	0.03059	0.039302	0.033721	0.057858	0.039448	0.28378	0.076616	0.36252	0.12424	0.38249	0.053059	0.12034	0.089245
Meth__cg20268522__NCAM1	0.042925	0.040993	0.53537	0.051095	0.040152	0.06246	0.089276	0.11726	0.045745	0.065588	0.042957	0.34373	0.22608	0.082084	0.11614	0.057999	0.056649	0.063471	0.081662	0.037212	0.2257	0.069896	0.76459	0.053333	0.037397	0.93603	0.053234	0.071132	0.11184	0.057059	0.053365	0.37278	0.087701	0.03038	0.039155	0.05826	0.20895	0.054117	0.046183
Meth__cg07960846__STK11	0.051447	0.075498	0.057359	0.057634	0.045735	0.049351	0.055713	0.0423	0.046644	0.052326	0.052191	0.044602	0.040121	0.10296	0.036205	0.051118	0.067326	0.052771	0.080995	0.047119	0.042043	0.050489	0.059792	0.060312	0.038091	0.099441	0.055775	0.068328	0.0611	0.10803	0.04645	0.50509	0.045339	0.037619	0.035686	0.040517	0.1134	0.055931	0.04898
