Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg05333568__C1orf65	0.46178	0.059808	0.548	0.093281	0.050435	0.68964	0.34994	0.36153	0.035908	0.044402	0.34228	0.63338	0.60161	0.051369	0.40152	0.045705	0.097986	0.080051	0.26048	0.41609	0.55022	0.57927	0.072655	0.48591	0.063703	0.052701	0.20953	0.063744	0.067459	0.075225	0.093097	0.28109	0.047484	0.34182	0.096569	0.040163	0.09701	0.13602
Meth__cg14775560__FOLH1	0.14435	0.08238	0.81173	0.12793	0.13369	0.28945	0.83522	0.20047	0.11255	0.11998	0.16373	0.33272	0.29259	0.098285	0.14071	0.13628	0.18655	0.16279	0.14425	0.14189	0.68515	0.10202	0.54688	0.36418	0.12497	0.15829	0.20155	0.16854	0.12442	0.07993	0.12668	0.11784	0.071743	0.42225	0.21813	0.1311	0.12928	0.12497
Meth__cg09191327__PRDM12	0.1416	0.046303	0.85649	0.62673	0.082976	0.67414	0.11369	0.20272	0.04946	0.32927	0.82771	0.39084	0.51098	0.060394	0.16305	0.058569	0.11473	0.041306	0.60734	0.90097	0.14292	0.87944	0.91551	0.73776	0.5809	0.093382	0.59328	0.053923	0.047043	0.056763	0.060515	0.050534	0.038366	0.19945	0.19609	0.60013	0.49012	0.51112
Meth__cg04716261__ARPM2	0.080686	0.049545	0.5035	0.5916	0.082085	0.096335	0.087171	0.10167	0.053174	0.075272	0.17342	0.40147	0.11837	0.051572	0.074735	0.12477	0.090705	0.05668	0.26577	0.31016	0.070887	0.48953	0.69492	0.12597	0.15016	0.10867	0.13563	0.06447	0.087048	0.05548	0.052443	0.048054	0.052252	0.036101	0.087794	0.21668	0.083987	0.10382
Meth__cg22190114__NALP8	0.56285	0.060613	0.60309	0.22649	0.070659	0.27576	0.49831	0.46261	0.066505	0.061829	0.52319	0.78757	0.14409	0.057599	0.18659	0.53689	0.12793	0.088151	0.073372	0.48928	0.81601	0.11127	0.91777	0.15006	0.08332	0.09075	0.74505	0.11709	0.32434	0.12575	0.16534	0.03249	0.041662	0.43497	0.25668	0.66238	0.15209	0.093007
Meth__cg12900739__RRAGB	0.42891	0.021925	0.031051	0.021912	0.02239	0.017987	0.023856	0.026547	0.018679	0.030743	0.025719	0.052854	0.22938	0.028326	0.043387	0.31459	0.055815	0.03028	0.018003	0.029034	0.42382	0.032175	0.41756	0.092194	0.024112	0.027897	0.052711	0.046355	0.46324	0.024576	0.02357	0.020755	0.02134	0.029532	0.04502	0.33875	0.03119	0.024411
Meth__cg05937453__SFRP5	0.77349	0.063591	0.96124	0.96048	0.10017	0.7734	0.60312	0.64996	0.052776	0.31993	0.94842	0.31192	0.91016	0.042562	0.48548	0.059446	0.09914	0.034598	0.95409	0.94144	0.25404	0.94795	0.90737	0.92427	0.7371	0.10216	0.93626	0.14028	0.059205	0.077061	0.21745	0.10724	0.054314	0.55873	0.71475	0.811	0.51204	0.17832
Meth__cg07480567__HS3ST3A1	0.95241	0.04934	0.95865	0.049905	0.039264	0.9366	0.058157	0.96541	0.44564	0.14752	0.69029	0.24425	0.49001	0.56751	0.43373	0.046039	0.11559	0.024327	0.13597	0.096806	0.041611	0.035698	0.71093	0.85978	0.063467	0.070618	0.93504	0.067335	0.61525	0.026422	0.036432	0.027784	0.041818	0.24759	0.42382	0.10777	0.035504	0.047416
Meth__cg01172484__MAGEH1	0.42991	0.016834	0.081496	0.054244	0.048371	0.61737	0.054713	0.046959	0.045086	0.021886	0.91725	0.40807	0.1566	0.040461	0.13567	0.51899	0.095519	0.045887	0.025836	0.050835	0.43136	0.064077	0.41409	0.74556	0.17038	0.03394	0.32654	0.037738	0.50935	0.1036	0.029304	0.039406	0.026265	0.034156	0.04474	0.32193	0.026447	0.03236
Meth__cg11979959__SULF2	0.056723	0.020734	0.065448	0.031096	0.030517	0.55434	0.044019	0.019875	0.042981	0.047056	0.37422	0.06018	0.55365	0.036345	0.94413	0.030295	0.072421	0.049387	0.17058	0.23219	0.074804	0.053248	0.024475	0.80439	0.049657	0.056275	0.18583	0.04103	0.041435	0.02744	0.033076	0.0518	0.023984	0.86929	0.13941	0.046083	0.032782	0.044227
Meth__cg02168291__CDH13	0.80182	0.10518	0.77297	0.77721	0.50704	0.77059	0.24662	0.93195	0.06427	0.084976	0.12063	0.83067	0.62766	0.071013	0.30828	0.085621	0.08024	0.25261	0.26226	0.15825	0.2241	0.53333	0.90436	0.66994	0.22847	0.11167	0.16795	0.15593	0.067965	0.24111	0.16166	0.85205	0.10705	0.17943	0.13801	0.75109	0.23887	0.2317
Meth__cg22419075__DPP7	0.04851	0.042443	0.039257	0.0372	0.027126	0.67065	0.032888	0.03067	0.036656	0.039842	0.045356	0.10843	0.14801	0.032288	0.95696	0.032851	0.079643	0.03632	0.05237	0.043646	0.03669	0.65297	0.024453	0.069824	0.057873	0.12456	0.054029	0.089375	0.054783	0.039862	0.025503	0.040959	0.029657	0.039059	0.37879	0.060909	0.04355	0.039313
Meth__cg09717545__KISS1R	0.13414	0.14981	0.95531	0.46507	0.057166	0.30306	0.22449	0.68559	0.09701	0.15493	0.94985	0.15988	0.77231	0.11493	0.94259	0.13281	0.20515	0.44505	0.72296	0.22012	0.22793	0.94594	0.19202	0.88931	0.15292	0.092029	0.28545	0.20951	0.087722	0.13643	0.12287	0.37296	0.08803	0.68012	0.13199	0.09944	0.3763	0.10577
Meth__cg26436315__KLF15	0.043468	0.31476	0.97378	0.46019	0.68759	0.96047	0.96576	0.96741	0.055258	0.036713	0.96342	0.90364	0.93772	0.051279	0.94488	0.36109	0.069871	0.13876	0.98146	0.96468	0.024162	0.96037	0.93972	0.5116	0.90776	0.043573	0.077836	0.12452	0.17161	0.34837	0.044737	0.8828	0.076699	0.97715	0.076482	0.98067	0.44417	0.94861
Meth__cg15461516__CHST1	0.056819	0.04921	0.94665	0.15465	0.11691	0.88059	0.8871	0.51683	0.028381	0.10035	0.91691	0.13708	0.5936	0.043431	0.36393	0.23807	0.13908	0.14488	0.12283	0.36238	0.040037	0.06476	0.12959	0.86049	0.056831	0.18326	0.062754	0.054271	0.042842	0.090246	0.26273	0.036288	0.033003	0.67447	0.093454	0.35632	0.41852	0.35067
Meth__cg27444994__CDH8	0.074882	0.058704	0.46173	0.061472	0.036521	0.68707	0.87148	0.86186	0.072528	0.061109	0.88927	0.90863	0.25246	0.11584	0.057644	0.19258	0.14639	0.058824	0.13888	0.72197	0.16077	0.26894	0.22801	0.3292	0.07329	0.081986	0.68455	0.20356	0.31537	0.13905	0.065964	0.054023	0.043594	0.18439	0.084955	0.62755	0.068423	0.065127
Meth__cg13823791__COPS3	0.088655	0.45039	0.89417	0.88538	0.51744	0.035465	0.81779	0.04062	0.14811	0.13096	0.11242	0.28823	0.83249	0.30793	0.071488	0.13062	0.78328	0.05271	0.077206	0.13629	0.18539	0.075215	0.06955	0.117	0.54413	0.69709	0.40903	0.24454	0.047844	0.066546	0.13369	0.14317	0.51968	0.60939	0.6345	0.12003	0.4031	0.85185
Meth__cg00695416__CBR1	0.97515	0.032224	0.03106	0.97326	0.69761	0.019668	0.59368	0.052036	0.24722	0.96918	0.035407	0.034823	0.95241	0.37414	0.02853	0.027134	0.064554	0.028076	0.023331	0.032715	0.96054	0.6536	0.79007	0.058917	0.95474	0.064996	0.95596	0.038972	0.024338	0.040027	0.016676	0.041698	0.77073	0.10394	0.14209	0.024681	0.95745	0.96392
Meth__cg03285457__LBX1	0.88088	0.04661	0.9154	0.92342	0.088791	0.91632	0.89901	0.87334	0.052333	0.91226	0.87703	0.76905	0.77911	0.055859	0.24284	0.030732	0.16503	0.044248	0.91707	0.88542	0.4335	0.068729	0.91669	0.72429	0.31392	0.14946	0.8652	0.14027	0.1628	0.056994	0.07475	0.047265	0.041954	0.87841	0.87731	0.72964	0.87841	0.79279
Meth__cg15488251__MYH11	0.15454	0.020876	0.09475	0.038889	0.021869	0.36202	0.055943	0.87328	0.023598	0.024129	0.71583	0.033875	0.70104	0.026487	0.023077	0.022659	0.055456	0.043055	0.68557	0.2473	0.036745	0.02652	0.12853	0.84415	0.029308	0.041887	0.88606	0.043705	0.019242	0.019092	0.024844	0.024329	0.018375	0.075158	0.046486	0.035695	0.028327	0.19418
Meth__cg08558873__ZNF214	0.017725	0.013859	0.9049	0.19296	0.018913	0.45861	0.058932	0.48442	0.0134	0.018878	0.33448	0.20582	0.53777	0.069827	0.025684	0.014812	0.30624	0.017775	0.70088	0.73614	0.015463	0.17269	0.014986	0.082498	0.080416	0.077785	0.029144	0.027794	0.23505	0.020834	0.017947	0.014011	0.030514	0.020051	0.024956	0.030331	0.02492	0.020849
Meth__cg26333317__METTL7A	0.051004	0.039806	0.060465	0.051086	0.03163	0.23277	0.047671	0.079284	0.069643	0.057987	0.22785	0.088331	0.18676	0.061896	0.05491	0.42734	0.08667	0.34234	0.48632	0.64037	0.038094	0.41487	0.040005	0.65236	0.039357	0.045987	0.075272	0.047705	0.047976	0.5112	0.1803	0.18088	0.035025	0.040255	0.047159	0.42036	0.098742	0.041927
Meth__cg17892328__GLUL	0.030847	0.087281	0.67699	0.026985	0.014447	0.98906	0.023272	0.029768	0.027285	0.031395	0.034904	0.026968	0.24812	0.022744	0.99228	0.022697	0.039555	0.12423	0.026755	0.028253	0.030888	0.042636	0.014421	0.78052	0.024812	0.024035	0.050636	0.036701	0.065045	0.013324	0.063831	0.023372	0.01698	0.017645	0.044162	0.035965	0.02232	0.028107
Meth__cg07747970__LHX1	0.7622	0.029976	0.05113	0.29113	0.1294	0.79441	0.041637	0.72619	0.12003	0.037158	0.18214	0.062564	0.042196	0.11249	0.45971	0.044269	0.066502	0.52237	0.024847	0.043308	0.03585	0.035507	0.26484	0.69174	0.035447	0.30372	0.059364	0.096926	0.039181	0.024415	0.033663	0.024681	0.031624	0.035024	0.38939	0.63505	0.25127	0.28957
Meth__cg17530977__GLI3	0.052272	0.041106	0.45957	0.048425	0.035995	0.047563	0.067987	0.19884	0.040311	0.056055	0.070301	0.19544	0.078968	0.047572	0.15839	0.043372	0.096359	0.047764	0.068124	0.057342	0.050654	0.045225	0.055104	0.11944	0.052044	0.098724	0.14416	0.041753	0.039144	0.047207	0.046746	0.039306	0.038589	0.027032	0.050289	0.0519	0.049908	0.045574
Meth__cg11939071__DTX1	0.56512	0.090617	0.9816	0.70611	0.5138	0.86471	0.938	0.23336	0.025676	0.26427	0.19276	0.64125	0.92865	0.044936	0.59108	0.089937	0.096682	0.02687	0.96622	0.79142	0.56379	0.051415	0.56703	0.79198	0.19873	0.063647	0.6609	0.18209	0.059656	0.55218	0.13395	0.52354	0.030519	0.9805	0.20106	0.45062	0.53641	0.070016
Meth__cg14896516__CRHR2	0.40886	0.036132	0.96604	0.6656	0.56331	0.71705	0.79154	0.95096	0.040562	0.054205	0.91715	0.4212	0.87554	0.034866	0.052671	0.063207	0.10483	0.027279	0.90618	0.8931	0.26488	0.11615	0.7029	0.57616	0.055805	0.063721	0.76476	0.059175	0.042386	0.040913	0.023597	0.39351	0.032347	0.89285	0.086901	0.83974	0.72407	0.40476
Meth__cg05229898__EGR1	0.03157	0.027995	0.033469	0.026349	0.023271	0.033355	0.030329	0.036658	0.03166	0.025274	0.039819	0.049428	0.062384	0.034357	0.039415	0.025114	0.049668	0.036356	0.021797	0.03509	0.027781	0.032517	0.030825	0.36262	0.033436	0.039296	0.047283	0.10165	0.02739	0.024556	0.033548	0.027597	0.024277	0.019042	0.039113	0.040493	0.029585	0.035093
Meth__cg27133864__HIST1H2AE	0.27177	0.093085	0.68939	0.18574	0.15679	0.10729	0.13611	0.1934	0.12179	0.21253	0.32435	0.24084	0.23575	0.10618	0.10345	0.11189	0.12515	0.49517	0.1632	0.1366	0.13025	0.14694	0.18981	0.71377	0.17286	0.16986	0.35191	0.19097	0.54021	0.15211	0.16553	0.16411	0.13683	0.81462	0.17897	0.19776	0.1961	0.26864
Meth__cg01717706__SOCS1	0.061618	0.052869	0.55281	0.28618	0.048044	0.1033	0.29389	0.034376	0.038834	0.042568	0.41749	0.12877	0.097658	0.04621	0.072562	0.038229	0.064308	0.034145	0.076163	0.038017	0.042668	0.032611	0.15708	0.43551	0.036379	0.056407	0.061682	0.058366	0.070397	0.36511	0.039299	0.040579	0.030412	0.039052	0.099655	0.047957	0.038474	0.045622
Meth__cg13562911__ELOVL2	0.049263	0.048088	0.98037	0.87337	0.04196	0.56401	0.044175	0.064134	0.035483	0.042783	0.98119	0.3748	0.92931	0.15625	0.75494	0.037767	0.17098	0.65235	0.4113	0.04182	0.040008	0.50997	0.77915	0.95752	0.044541	0.08326	0.95565	0.077842	0.039186	0.58079	0.49356	0.18315	0.041229	0.96407	0.077983	0.34261	0.44802	0.13416
Meth__cg06630567__AMBP	0.060551	0.045937	0.95165	0.62034	0.12004	0.91838	0.046955	0.96103	0.55236	0.91101	0.73781	0.9312	0.89558	0.45718	0.74209	0.77212	0.095961	0.09228	0.95057	0.94774	0.84749	0.72632	0.78194	0.84774	0.042518	0.58833	0.37785	0.14407	0.80315	0.5388	0.067775	0.8787	0.042245	0.086604	0.4545	0.058747	0.48146	0.079583
Meth__cg22967284__SLIT1	0.19749	0.055819	0.95351	0.10933	0.098877	0.54283	0.55898	0.2084	0.039789	0.065748	0.36014	0.27951	0.44644	0.049982	0.057465	0.081686	0.066428	0.052589	0.057629	0.11737	0.055595	0.06582	0.077483	0.49176	0.046451	0.093023	0.81423	0.1297	0.051135	0.045509	0.050044	0.049797	0.044229	0.2583	0.058222	0.079069	0.12198	0.1796
Meth__cg25661884__RDH8	0.081234	0.059298	0.79416	0.29093	0.11973	0.10045	0.18663	0.6501	0.050253	0.073595	0.56484	0.83948	0.63812	0.053901	0.31018	0.098273	0.1221	0.23613	0.26862	0.45993	0.54122	0.84376	0.46762	0.15237	0.17146	0.13788	0.18652	0.10604	0.29765	0.048661	0.31285	0.074003	0.044243	0.46591	0.13964	0.39482	0.20005	0.48093
Meth__cg16330965__SNAPC5	0.24942	0.080318	0.22225	0.23486	0.39785	0.07524	0.092328	0.55567	0.24476	0.1189	0.79012	0.6688	0.36718	0.4802	0.18202	0.20372	0.19814	0.53266	0.41749	0.40002	0.87764	0.17742	0.8453	0.14978	0.18121	0.13447	0.28856	0.1714	0.25539	0.076956	0.069992	0.1405	0.2679	0.049528	0.14331	0.17374	0.43671	0.12769
Meth__cg01797527__BMP2	0.56431	0.017364	0.96823	0.13212	0.041939	0.85717	0.61926	0.50864	0.17105	0.042763	0.95602	0.12142	0.84266	0.13399	0.16804	0.07853	0.043406	0.021558	0.76923	0.72132	0.059726	0.29053	0.2581	0.87698	0.55273	0.037111	0.75451	0.031746	0.028675	0.03248	0.020537	0.025521	0.021989	0.47779	0.085955	0.054941	0.38468	0.28075
Meth__cg01557989__SLC24A3	0.027612	0.8211	0.98091	0.022911	0.043104	0.84653	0.019666	0.018013	0.018013	0.68885	0.027193	0.10095	0.47933	0.023298	0.24515	0.15527	0.03942	0.0143	0.56991	0.026056	0.025185	0.063027	0.44139	0.88402	0.026813	0.027778	0.04031	0.60577	0.42178	0.037054	0.1872	0.28475	0.021421	0.024671	0.028118	0.21829	0.022579	0.051689
Meth__cg14348532__CALCA	0.73256	0.077792	0.80293	0.78627	0.34984	0.4948	0.83638	0.86675	0.081011	0.1136	0.92886	0.16052	0.77653	0.086717	0.62926	0.44458	0.16363	0.091196	0.8186	0.83855	0.13351	0.11455	0.11633	0.50465	0.19091	0.089957	0.5477	0.067879	0.46949	0.16864	0.09146	0.39068	0.098361	0.28643	0.27233	0.93381	0.22243	0.28131
Meth__cg04719491__HAS2	0.051057	0.038992	0.92921	0.045648	0.029695	0.04045	0.048445	0.021217	0.036516	0.038307	0.075687	0.08282	0.74925	0.050005	0.68883	0.033115	0.18395	0.031074	0.07307	0.12608	0.24602	0.034771	0.11133	0.097469	0.032109	0.086952	0.11534	0.061538	0.040922	0.036608	0.042724	0.061371	0.036727	0.39173	0.067414	0.040216	0.039391	0.041555
Meth__cg10530733__GPR173	0.37395	0.016204	0.82153	0.37138	0.1511	0.061402	0.07803	0.073673	0.10949	0.28679	0.44534	0.72474	0.17302	0.078097	0.22199	0.031623	0.03888	0.023633	0.12636	0.13418	0.28393	0.043981	0.7125	0.26934	0.17103	0.030452	0.16755	0.055244	0.037207	0.018375	0.025166	0.062689	0.027359	0.21285	0.041553	0.19587	0.030858	0.030772
Meth__cg16063112__C10orf107	0.21821	0.57974	0.46984	0.93049	0.41467	0.046668	0.40617	0.12209	0.13071	0.080068	0.097218	0.55063	0.86118	0.41583	0.41237	0.058147	0.19567	0.056335	0.064438	0.13656	0.90201	0.071095	0.64747	0.28627	0.8838	0.092461	0.81944	0.28476	0.057718	0.45253	0.6676	0.84267	0.90696	0.94889	0.63759	0.082263	0.092073	0.59426
Meth__cg05988645__MGC2654	0.052154	0.036878	0.057058	0.31375	0.037855	0.058461	0.04268	0.039875	0.047348	0.04469	0.29178	0.078297	0.10889	0.050472	0.062375	0.045944	0.059739	0.45052	0.33125	0.57296	0.42926	0.064206	0.06458	0.25566	0.11071	0.097679	0.22836	0.06693	0.042791	0.044977	0.75796	0.041534	0.04258	0.049504	0.086461	0.22035	0.045413	0.040458
Meth__cg25884854__TMEM106C	0.051768	0.034374	0.050392	0.039893	0.030004	0.10812	0.03344	0.036235	0.059614	0.037402	0.056565	0.18152	0.037635	0.039988	0.043553	0.043134	0.07495	0.15902	0.029916	0.036471	0.026591	0.4196	0.040684	0.090284	0.029514	0.031481	0.085521	0.03769	0.043394	0.037732	0.036081	0.033094	0.027658	0.035018	0.088337	0.068446	0.042134	0.044784
Meth__cg15359413__FIGNL1	0.045259	0.015616	0.032098	0.030137	0.02525	0.019899	0.02834	0.018357	0.024155	0.027527	0.027018	0.14841	0.028855	0.0179	0.032371	0.024441	0.042472	0.032192	0.04514	0.041855	0.022993	0.022801	0.018546	0.047811	0.030425	0.035176	0.058356	0.039088	0.022872	0.028304	0.022402	0.026551	0.018954	0.025351	0.051714	0.029607	0.032823	0.023866
Meth__cg19001226__HOXD1	0.53701	0.020567	0.90789	0.028277	0.030711	0.86807	0.56394	0.46268	0.042504	0.033147	0.027117	0.023401	0.04795	0.035361	0.041945	0.022559	0.043557	0.029642	0.59533	0.58376	0.027523	0.026995	0.033254	0.04666	0.03785	0.055731	0.38796	0.038594	0.032559	0.026746	0.032848	0.02254	0.026648	0.017804	0.040987	0.034288	0.041984	0.025239
Meth__cg18931421__KIAA0090	0.079169	0.059541	0.37136	0.075641	0.054358	0.075759	0.059748	0.067529	0.068856	0.047288	0.073538	0.069085	0.20062	0.061641	0.074618	0.04176	0.17126	0.053525	0.08352	0.071697	0.0754	0.05195	0.055556	0.18705	0.057749	0.13209	0.149	0.162	0.046719	0.038121	0.049685	0.045879	0.040661	0.099323	0.061509	0.065642	0.059049	0.063138
Meth__cg11237817__KIR3DL3	0.35555	0.18149	0.73141	0.83413	0.21051	0.28045	0.575	0.071149	0.039391	0.25182	0.61514	0.72863	0.62675	0.1106	0.2447	0.66736	0.045363	0.04312	0.86796	0.71097	0.62594	0.25644	0.72902	0.10035	0.034937	0.049154	0.57481	0.18077	0.27248	0.10799	0.18485	0.026928	0.24608	0.85631	0.21151	0.80379	0.32775	0.43875
Meth__cg10065825__CDH11	0.050757	0.038258	0.94436	0.044966	0.062328	0.030041	0.041345	0.67299	0.18846	0.037648	0.9231	0.33264	0.75975	0.17434	0.96576	0.039934	0.10282	0.034059	0.87202	0.58128	0.061795	0.064673	0.65275	0.11924	0.039498	0.052404	0.93831	0.085427	0.045186	0.031078	0.080391	0.03853	0.030227	0.78494	0.081779	0.26871	0.049242	0.039801
Meth__cg03109701__TMEM118	0.10425	0.10342	0.13923	0.17629	0.093787	0.12641	0.13245	0.23292	0.10221	0.19932	0.12563	0.62979	0.17258	0.10776	0.12931	0.10072	0.10902	0.10307	0.10046	0.096438	0.11237	0.23145	0.68031	0.13181	0.091906	0.15368	0.19869	0.25918	0.9388	0.075434	0.098595	0.07642	0.076016	0.065751	0.16934	0.45734	0.1321	0.090623
Meth__cg17267907__DEFA1	0.079797	0.085964	0.63862	0.27797	0.04751	0.08843	0.066651	0.32653	0.1783	0.071761	0.45452	0.69664	0.10474	0.19753	0.12358	0.54883	0.16369	0.082422	0.39191	0.22157	0.1132	0.071216	0.29573	0.10665	0.076552	0.082615	0.086207	0.15035	0.13807	0.089117	0.080821	0.51798	0.077059	0.085364	0.12763	0.67088	0.11661	0.11841
Meth__cg10056627__GNMT	0.037872	0.033369	0.035688	0.035415	0.034823	0.96978	0.032241	0.17536	0.031639	0.039107	0.50741	0.042186	0.091908	0.038654	0.036747	0.1342	0.079862	0.59919	0.19234	0.14124	0.03786	0.97305	0.035362	0.92815	0.037462	0.055978	0.062828	0.067712	0.39016	0.028179	0.08957	0.035873	0.032133	0.028195	0.13919	0.040544	0.038196	0.044339
Meth__cg13814950__DAPK1	0.44082	0.081718	0.87039	0.075342	0.28866	0.13524	0.82032	0.046157	0.044666	0.070341	0.08925	0.10895	0.11136	0.060428	0.049418	0.0393	0.14594	0.47768	0.63092	0.69178	0.053524	0.062792	0.046968	0.81339	0.06233	0.49021	0.12374	0.068366	0.056622	0.040281	0.078646	0.045294	0.052407	0.060172	0.086285	0.4763	0.053179	0.050737
Meth__cg06426831__SLC35A3	0.07428	0.15002	0.14384	0.065166	0.067389	0.68988	0.03197	0.24371	0.57418	0.045943	0.039247	0.11079	0.10114	0.4453	0.10248	0.072932	0.063729	0.43054	0.16436	0.083273	0.25197	0.059151	0.19905	0.073329	0.048767	0.099475	0.061708	0.093556	0.15599	0.03525	0.044959	0.036226	0.033766	0.053065	0.082628	0.067453	0.089943	0.18697
Meth__cg11298412__DKFZP564O0823	0.048522	0.041904	0.10496	0.077257	0.042579	0.53181	0.051726	0.053048	0.030226	0.035386	0.86358	0.043655	0.14085	0.0379	0.57878	0.033877	0.1047	0.067842	0.47811	0.2317	0.047978	0.10187	0.043062	0.080575	0.047779	0.061614	0.1077	0.091541	0.044265	0.033933	0.033389	0.088613	0.041232	0.4659	0.13804	0.039432	0.037448	0.043711
Meth__cg26399201__ANKRD43	0.048666	0.50248	0.97622	0.12499	0.062503	0.77031	0.044063	0.15171	0.041855	0.043418	0.53587	0.1427	0.30456	0.051294	0.12171	0.063837	0.13031	0.62294	0.32912	0.47534	0.04805	0.36913	0.18707	0.71196	0.077129	0.082381	0.15715	0.17734	0.044773	0.051901	0.26225	0.26514	0.047877	0.89635	0.1518	0.038478	0.15736	0.10875
Meth__cg26450866__KCNA7	0.92992	0.029783	0.90152	0.21574	0.0403	0.928	0.91957	0.045822	0.05275	0.038762	0.89627	0.048724	0.77996	0.042008	0.64038	0.051125	0.067629	0.67558	0.45337	0.33932	0.7392	0.78589	0.94928	0.86947	0.91423	0.083401	0.86319	0.057572	0.042269	0.039778	0.10207	0.12793	0.032644	0.67489	0.066625	0.057512	0.20249	0.72036
Meth__cg11459714__KLK10	0.16724	0.066049	0.091133	0.08501	0.080722	0.52117	0.21582	0.047822	0.041444	0.074045	0.40347	0.45964	0.13174	0.096148	0.12775	0.19658	0.098306	0.13073	0.53197	0.52937	0.33557	0.10116	0.88324	0.39572	0.28027	0.12891	0.70639	0.12054	0.060174	0.066806	0.0708	0.090989	0.048336	0.76889	0.15452	0.0745	0.08506	0.067836
Meth__cg21183872__LONRF3	0.85863	0.060117	0.076542	0.081057	0.28099	0.66247	0.1008	0.33367	0.36836	0.050975	0.28812	0.10796	0.099384	0.36246	0.88125	0.26214	0.13638	0.22302	0.90716	0.90188	0.52039	0.080528	0.87679	0.1383	0.058422	0.25956	0.81918	0.13705	0.44308	0.046078	0.23334	0.074927	0.039087	0.88408	0.72224	0.5219	0.29935	0.07512
Meth__cg13066963__ESPN	0.27401	0.11409	0.93723	0.059191	0.070203	0.92307	0.88171	0.87689	0.04761	0.81051	0.9164	0.92632	0.88616	0.076448	0.93966	0.51989	0.25144	0.46764	0.892	0.15161	0.14748	0.92585	0.34731	0.85341	0.51579	0.11137	0.089624	0.32096	0.59255	0.04236	0.89619	0.36517	0.59465	0.044711	0.061713	0.042406	0.041968	0.033587
Meth__cg02115041__NPBWR1	0.65467	0.035659	0.90894	0.79099	0.20496	0.27125	0.63816	0.9424	0.052427	0.52272	0.69559	0.27728	0.91743	0.066097	0.57853	0.052839	0.21991	0.049932	0.30918	0.50383	0.34728	0.22493	0.93072	0.31197	0.43667	0.071429	0.38733	0.065115	0.078641	0.093887	0.11354	0.039123	0.054063	0.25483	0.16893	0.58309	0.80995	0.66864
Meth__cg11483915__SLC40A1	0.04591	0.034868	0.94673	0.0403	0.043431	0.931	0.052955	0.10827	0.095677	0.046828	0.043951	0.40902	0.26562	0.10484	0.91051	0.0467	0.066902	0.39573	0.92625	0.94573	0.68904	0.47735	0.047566	0.41606	0.043303	0.10179	0.078853	0.045952	0.31153	0.19438	0.65565	0.032053	0.031211	0.41378	0.13875	0.050207	0.048421	0.039854
Meth__cg04878727__ZNF306	0.084354	0.35864	0.30315	0.098291	0.15244	0.079926	0.085601	0.12709	0.073225	0.11187	0.11349	0.08988	0.38904	0.082625	0.072889	0.069562	0.56343	0.090272	0.075704	0.074723	0.38908	0.62718	0.084532	0.21036	0.091289	0.22985	0.13689	0.21076	0.07478	0.087403	0.41001	0.50523	0.43088	0.13381	0.11629	0.089846	0.10904	0.15465
Meth__cg24441350__TPPP	0.29476	0.045354	0.60895	0.047622	0.032237	0.70849	0.04899	0.25201	0.038095	0.029463	0.55724	0.29202	0.52526	0.035974	0.17182	0.11232	0.15095	0.33219	0.28634	0.050777	0.07905	0.64942	0.14736	0.67448	0.091421	0.077198	0.3359	0.056615	0.033606	0.039539	0.63333	0.030007	0.070977	0.52549	0.31651	0.050832	0.11909	0.044658
Meth__cg25250998__GSTO2	0.037892	0.05001	0.063347	0.04127	0.031845	0.038827	0.040614	0.052687	0.035044	0.053199	0.055533	0.085957	0.093248	0.042702	0.036602	0.037649	0.092361	0.88671	0.046164	0.053676	0.035707	0.042943	0.071976	0.26392	0.038567	0.05706	0.11553	0.076923	0.54858	0.03473	0.69872	0.026895	0.041201	0.023606	0.084007	0.042129	0.043494	0.047147
Meth__cg14789259__FAM84A	0.18663	0.066877	0.83962	0.18793	0.086551	0.52213	0.2978	0.080779	0.057639	0.068077	0.6186	0.15581	0.20297	0.045675	0.56139	0.072255	0.097854	0.22495	0.43933	0.2453	0.043544	0.066098	0.14124	0.76292	0.074211	0.070147	0.39177	0.074727	0.042262	0.054449	0.23387	0.061866	0.042397	0.69238	0.75614	0.049725	0.2542	0.29908
Meth__cg12991365__CHDH	0.076562	0.15675	0.56629	0.10798	0.21344	0.8262	0.072421	0.057978	0.22678	0.067687	0.11549	0.41134	0.80163	0.20974	0.52277	0.081135	0.2131	0.12368	0.10982	0.16549	0.094777	0.81303	0.35357	0.64773	0.070088	0.060458	0.073546	0.19989	0.071846	0.078347	0.089642	0.3598	0.063894	0.86297	0.16658	0.11028	0.09832	0.076314
