Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg00651216__HSP90AB1	0.05165	0.063254	0.9036	0.37792	0.25791	0.8788	0.45155	0.58833	0.34771	0.25853	0.23263	0.90971	0.32777	0.038854	0.31024	0.26017	0.41064	0.42914	0.49139	0.34909	0.25878	0.25451	0.42919	0.16437	0.68549	0.14942	0.29603	0.15459	0.12561	0.26386	0.072957	0.10591	0.35643	0.19423	0.089229	0.049258	0.16207	0.11802
Meth__cg15228639__PLA2G4E	0.35072	0.02865	0.66221	0.038305	0.31295	0.72152	0.079336	0.61774	0.037228	0.12532	0.39473	0.85283	0.25517	0.035686	0.040515	0.60888	0.86369	0.2474	0.07179	0.18156	0.54302	0.84334	0.83544	0.41303	0.441	0.08943	0.12672	0.10104	0.043286	0.39444	0.88019	0.58788	0.035259	0.25197	0.15719	0.5646	0.16793	0.13859
Meth__cg04887278__RWDD2	0.034996	0.023841	0.51913	0.01826	0.04139	0.18252	0.045917	0.12612	0.024532	0.034131	0.56475	0.26393	0.19504	0.016819	0.030293	0.041415	0.029792	0.59098	0.81045	0.037658	0.032752	0.83629	0.086115	0.033528	0.67829	0.02715	0.052314	0.035987	0.064266	0.026441	0.025709	0.9081	0.030036	0.02022	0.039494	0.10745	0.029523	0.021736
Meth__cg09835543__DIRAS2	0.07165	0.050945	0.60471	0.039852	0.024273	0.87754	0.047918	0.08965	0.060302	0.036615	0.46044	0.06169	0.74632	0.043282	0.066922	0.068182	0.095034	0.18249	0.48571	0.046522	0.038075	0.15204	0.2491	0.031434	0.92308	0.039681	0.079304	0.094153	0.077511	0.041806	0.10616	0.23889	0.02933	0.62641	0.068734	0.032229	0.051539	0.054733
Meth__cg04653308__PPP2R4	0.11889	0.10337	0.23153	0.111	0.301	0.68219	0.11429	0.60047	0.12361	0.22276	0.48858	0.68238	0.34509	0.091529	0.15534	0.40823	0.52885	0.13246	0.57075	0.32675	0.28407	0.7622	0.73994	0.40389	0.41105	0.17219	0.10304	0.12463	0.12452	0.20374	0.13461	0.41822	0.12733	0.19544	0.19895	0.14034	0.11432	0.11508
Meth__cg04113075__RAB32	0.053698	0.87631	0.54298	0.85183	0.28611	0.032325	0.37334	0.096895	0.11476	0.19062	0.04241	0.90267	0.098502	0.92751	0.45574	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.22002	0.071883	0.39177	0.074934	0.92307	0.095051	0.87632	0.48891	0.051784	0.039953	0.038506	0.25471	0.043306	0.13049	0.063168	0.57425	0.33256
Meth__cg23959705__TNFRSF9	0.35644	0.047179	0.68785	0.1543	0.36901	0.41475	0.43216	0.88149	0.077386	0.058521	0.35927	0.3587	0.67194	0.08838	0.10815	0.57717	0.36834	0.4272	0.37949	0.078637	0.056394	0.41096	0.72536	0.11681	0.75743	0.20503	0.066693	0.13681	0.067751	0.052542	0.12705	0.81645	0.15639	0.46729	0.067994	0.046414	0.12232	0.25811
Meth__cg13398291__SFRP1	0.98135	0.030998	0.97516	0.49362	0.61319	0.66334	0.96561	0.025482	0.02935	0.032656	0.029286	0.03378	0.96161	0.97268	0.025438	0.029796	0.022094	0.10279	0.12917	0.97588	0.96381	0.97071	0.027301	0.98132	0.90433	0.97571	0.054482	0.9602	0.059463	0.9806	0.017771	0.03956	0.042158	0.98629	0.23341	0.97443	0.88327	0.84911
Meth__cg25025243__GSTP1	0.16491	0.13901	0.19224	0.11518	0.15738	0.85582	0.13119	0.12573	0.166	0.13017	0.13622	0.31532	0.30233	0.11139	0.15429	0.5543	0.61085	0.28177	0.62854	0.11601	0.16284	0.064457	0.57071	0.11955	0.7621	0.15389	0.25425	0.21482	0.24667	0.33212	0.35516	0.43811	0.13259	0.19528	0.13169	0.15115	0.094258	0.077987
Meth__cg20909686__OVOL1	0.088069	0.069777	0.13726	0.086874	0.10301	0.97643	0.12061	0.095068	0.1036	0.083642	0.49847	0.77619	0.14138	0.075235	0.10482	0.95575	0.79925	0.13779	0.77941	0.09988	0.11669	0.095091	0.97623	0.18378	0.95658	0.13472	0.15399	0.27786	0.090363	0.78106	0.14531	0.9805	0.13551	0.11476	0.054725	0.17166	0.6407	0.57205
Meth__cg12400881__PPL	0.037612	0.042573	0.048674	0.041596	0.026891	0.90836	0.043749	0.056685	0.026984	0.035215	0.43935	0.043209	0.046124	0.022427	0.03587	0.03371	0.054953	0.056037	0.15321	0.02647	0.042615	0.023728	0.62091	0.029951	0.8052	0.03743	0.067464	0.077351	0.04651	0.35634	0.026324	0.41415	0.024277	0.025551	0.098641	0.033588	0.027178	0.045866
Meth__cg11303670__TSPAN33	0.050539	0.049032	0.052088	0.050288	0.046068	0.085028	0.055987	0.057143	0.05277	0.051465	0.23471	0.070379	0.094818	0.03499	0.06113	0.049736	0.07974	0.097284	0.39189	0.045186	0.054052	0.045737	0.072367	0.049681	0.10577	0.059682	0.068192	0.06554	0.088585	0.054314	0.12842	0.064593	0.040149	0.047988	0.097496	0.056914	0.04872	0.049807
Meth__cg27238470__EDN2	0.039079	0.048924	0.07974	0.042509	0.046265	0.67522	0.042523	0.088471	0.041521	0.038442	0.50625	0.026792	0.072567	0.023499	0.031101	0.084532	0.33082	0.07018	0.79296	0.036581	0.056081	0.057722	0.88699	0.035482	0.37021	0.038172	0.06422	0.095476	0.03502	0.1699	0.044306	0.065918	0.026771	0.032185	0.081388	0.054654	0.039546	0.03299
Meth__cg11120551__CHD1L	0.039951	0.059117	0.065292	0.053246	0.05155	0.55393	0.036666	0.4563	0.179	0.050657	0.44983	0.41311	0.23806	0.027383	0.18118	0.32312	0.22957	0.23681	0.094992	0.075375	0.040437	0.094174	0.63684	0.029467	0.56994	0.064353	0.1313	0.060335	0.10331	0.23722	0.070744	0.35371	0.05289	0.15739	0.095276	0.052946	0.041293	0.050127
Meth__cg16426459__MLPH	0.034597	0.027386	0.050199	0.033862	0.022754	0.36942	0.037924	0.18624	0.16764	0.031037	0.73854	0.60712	0.064189	0.019129	0.12043	0.035288	0.025081	0.062134	0.40624	0.028268	0.034835	0.031842	0.18509	0.024089	0.059978	0.035243	0.044506	0.059487	0.060522	0.10869	0.37953	0.8922	0.020905	0.022398	0.063761	0.036298	0.025404	0.03785
Meth__cg08162780__GDF15	0.027304	0.016579	0.51307	0.053497	0.031127	0.55947	0.034346	0.97654	0.1631	0.017749	0.15771	0.28927	0.029767	0.019602	0.12069	0.12556	0.57431	0.078351	0.035099	0.016581	0.02372	0.041406	0.15627	0.020635	0.03405	0.025235	0.035956	0.03283	0.029333	0.020571	0.024497	0.020024	0.013982	0.017367	0.044837	0.020219	0.022928	0.01984
Meth__cg26831415__EFHA2	0.95279	0.035889	0.95199	0.9649	0.02927	0.024531	0.9594	0.035559	0.5797	0.036742	0.054854	0.065959	0.54088	0.28313	0.56758	0.034476	0.051866	0.14235	0.024772	0.90309	0.76736	0.080148	0.035667	0.49481	0.039973	0.11471	0.071332	0.91688	0.072047	0.038069	0.032897	0.046137	0.037606	0.96193	0.069995	0.95675	0.55147	0.40207
Meth__cg26453670__RNPC1	0.06653	0.027105	0.18348	0.13617	0.037411	0.35645	0.38496	0.058163	0.034193	0.07157	0.1171	0.13386	0.079888	0.058188	0.03924	0.047306	0.33551	0.12721	0.36145	0.079845	0.15419	0.11962	0.12385	0.10104	0.2793	0.21659	0.083501	0.33175	0.057477	0.034234	0.11894	0.41243	0.12901	0.04819	0.039404	0.053215	0.045784	0.033855
Meth__cg20576597__C21orf29	0.067139	0.045441	0.055547	0.053281	0.043983	0.35809	0.049082	0.31696	0.05339	0.039779	0.28866	0.095109	0.17717	0.035606	0.037832	0.66102	0.12817	0.076881	0.053008	0.038113	0.045291	0.2142	0.83588	0.032569	0.40722	0.045869	0.063426	0.16555	0.080703	0.060166	0.26799	0.32285	0.03951	0.44812	0.1437	0.045718	0.057155	0.053037
Meth__cg02905245__URB	0.62038	0.090416	0.066201	0.68199	0.44374	0.069683	0.49587	0.58756	0.69129	0.11815	0.087965	0.067894	0.54506	0.072417	0.53895	0.084349	0.091989	0.10616	0.10085	0.19756	0.22478	0.40206	0.093332	0.075363	0.1314	0.29132	0.16941	0.59467	0.1586	0.070355	0.0825	0.088281	0.30195	0.3781	0.12396	0.61983	0.55223	0.57352
Meth__cg05927017__BCL2	0.038913	0.14424	0.84461	0.038001	0.027964	0.70592	0.035381	0.2235	0.052501	0.029322	0.058171	0.16514	0.17608	0.038999	0.060481	0.49038	0.35395	0.14828	0.19028	0.032972	0.032799	0.035414	0.89464	0.032288	0.48174	0.037637	0.056026	0.086837	0.13467	0.039283	0.032025	0.14138	0.030441	0.039959	0.086834	0.045231	0.034933	0.028387
Meth__cg16898420__PRG-3	0.061734	0.053515	0.77489	0.072678	0.037593	0.44429	0.072253	0.11345	0.04134	0.05277	0.073205	0.12747	0.32203	0.051031	0.04185	0.059145	0.14331	0.1039	0.042557	0.15318	0.071773	0.083674	0.16536	0.038138	0.66494	0.44728	0.083954	0.071713	0.072538	0.041174	0.072585	0.22872	0.039413	0.058699	0.068023	0.052491	0.044285	0.050181
Meth__cg07035740__SNCB	0.041188	0.044635	0.55417	0.063225	0.041465	0.19688	0.57354	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.05039	0.04656	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.047042	0.057255	0.070609	0.82305	0.049889	0.092236	0.50289	0.050504	0.034321	0.084185	0.047209	0.10872	0.70459	0.068286	0.04186	0.046727	0.047215
Meth__cg08586737__GCC1	0.22497	0.097887	0.47806	0.17627	0.09746	0.51512	0.54257	0.72456	0.064887	0.088071	0.38198	0.30756	0.19653	0.056241	0.083382	0.17716	0.15802	0.11888	0.26003	0.43161	0.095822	0.50358	0.39883	0.085537	0.70391	0.63229	0.14851	0.49682	0.13532	0.098214	0.26986	0.57096	0.10376	0.19159	0.13078	0.15561	0.19024	0.27377
Meth__cg26531804__SPINT1	0.03995	0.058876	0.051174	0.069009	0.098212	0.86782	0.081386	0.059869	0.064649	0.11946	0.058388	0.10448	0.069069	0.038696	0.067437	0.067097	0.71657	0.093919	0.6145	0.057894	0.064272	0.058143	0.89994	0.06847	0.8274	0.052344	0.090415	0.081014	0.098097	0.10971	0.16319	0.87992	0.049731	0.036535	0.077966	0.090223	0.051397	0.067579
Meth__cg23051664__TNFRSF10D	0.91386	0.89845	0.10927	0.93774	0.95421	0.53395	0.9161	0.044315	0.045041	0.93802	0.69717	0.08417	0.65121	0.51784	0.34746	0.055348	0.081837	0.16894	0.044293	0.9173	0.92195	0.90254	0.083373	0.76836	0.11919	0.73452	0.16091	0.84221	0.89524	0.05392	0.07691	0.052408	0.099868	0.94725	0.80849	0.92419	0.21009	0.89573
Meth__cg13796218__C1orf187	0.076495	0.12985	0.903	0.062578	0.10532	0.76554	0.10814	0.13256	0.046581	0.071535	0.63334	0.42168	0.73603	0.11433	0.06983	0.81131	0.39231	0.47236	0.36818	0.17368	0.062633	0.057888	0.789	0.14385	0.75032	0.070556	0.099539	0.24095	0.061092	0.0981	0.062873	0.4469	0.090659	0.74028	0.075167	0.082762	0.15279	0.18659
Meth__cg14679587__GLS2	0.05454	0.049068	0.084072	0.13271	0.043678	0.40479	0.309	0.042036	0.070033	0.064646	0.90669	0.086657	0.097169	0.028278	0.053042	0.58478	0.49958	0.10749	0.095141	0.48915	0.058698	0.062371	0.83854	0.03993	0.45328	0.062739	0.13054	0.09496	0.063349	0.1135	0.073403	0.10281	0.052281	0.31079	0.18777	0.049451	0.056772	0.050358
Meth__cg21091679__ELL2	0.11919	0.042062	0.053099	0.87698	0.76361	0.32637	0.54614	0.047184	0.16652	0.49894	0.055378	0.13851	0.42	0.29458	0.19813	0.052538	0.034349	0.096141	0.052056	0.38767	0.39737	0.83628	0.037972	0.59342	0.0636	0.51889	0.049012	0.81504	0.075776	0.024916	0.055427	0.042357	0.072486	0.88641	0.093505	0.16102	0.36102	0.093006
Meth__cg04245402__C19orf21	0.033274	0.028392	0.044926	0.03281	0.0434	0.96162	0.028215	0.027473	0.035513	0.87944	0.19839	0.09484	0.046489	0.026267	0.034799	0.34035	0.97317	0.092414	0.96715	0.027015	0.048047	0.030754	0.95174	0.021723	0.12566	0.038448	0.078617	0.34167	0.038792	0.69939	0.031802	0.97037	0.029179	0.020819	0.12456	0.035772	0.058892	0.044523
Meth__cg00231140__ACAA2	0.80112	0.023757	0.046137	0.62257	0.13372	0.02337	0.027498	0.39589	0.01947	0.63924	0.028109	0.041151	0.88135	0.13621	0.1246	0.032617	0.020141	0.091218	0.015553	0.036005	0.038903	0.43418	0.034222	0.072363	0.03101	0.82612	0.078178	0.88563	0.067977	0.024355	0.018805	0.018087	0.038147	0.70594	0.052305	0.031213	0.40649	0.14749
Meth__cg14686321__FLJ31951	0.10996	0.061095	0.03906	0.81033	0.79157	0.039047	0.66688	0.071703	0.039719	0.3677	0.042155	0.039587	0.090916	0.33875	0.12412	0.047426	0.038231	0.067608	0.037499	0.27686	0.50943	0.89008	0.039272	0.79033	0.098761	0.81148	0.10066	0.76983	0.08182	0.034303	0.045957	0.15162	0.39659	0.038448	0.14528	0.52683	0.49196	0.77008
Meth__cg09038676__GSTP1	0.043922	0.92905	0.91913	0.93821	0.13064	0.033425	0.93675	0.027828	0.035013	0.38267	0.031564	0.8879	0.85315	0.95869	0.26543	0.067148	0.03407	0.67467	0.03345	0.95573	0.93295	0.61976	0.052318	0.9525	0.67868	0.93284	0.10845	0.88543	0.83557	0.032769	0.021812	0.025145	0.73975	0.94835	0.5424	0.91433	0.17162	0.11993
Meth__cg03085312__RARA	0.12641	0.44514	0.88711	0.65041	0.041118	0.88194	0.29562	0.73935	0.057168	0.08177	0.88043	0.43142	0.54927	0.074047	0.22996	0.070342	0.87011	0.16215	0.67973	0.49981	0.60369	0.045764	0.83616	0.2563	0.79649	0.08611	0.64066	0.84428	0.28449	0.068824	0.079587	0.4895	0.16463	0.11208	0.049005	0.47687	0.12377	0.11122
Meth__cg24809640__MED4	0.058659	0.060398	0.15843	0.074144	0.044964	0.13224	0.069786	0.23315	0.047988	0.072353	0.10462	0.29506	0.080068	0.035784	0.059266	0.062969	0.10026	0.11805	0.058396	0.050804	0.073984	0.065879	0.0668	0.064473	0.23766	0.068631	0.1564	0.17986	0.07879	0.061754	0.4712	0.061116	0.041369	0.10299	0.078441	0.069261	0.05669	0.045154
Meth__cg04991214__PFDN2	0.41668	0.094997	0.16897	0.76353	0.23497	0.94325	0.054593	0.43365	0.044805	0.087019	0.55952	0.88306	0.32682	0.1261	0.101	0.67905	0.95165	0.078295	0.93395	0.217	0.22655	0.42367	0.94144	0.94217	0.9228	0.11169	0.41733	0.11834	0.11401	0.38861	0.90557	0.93152	0.035888	0.24443	0.40544	0.9022	0.25074	0.1899
Meth__cg19108718__LOC317671	0.074302	0.064986	0.20374	0.078852	0.043462	0.46046	0.072306	0.48722	0.54821	0.065764	0.10197	0.10452	0.17647	0.060812	0.46408	0.092613	0.21625	0.261	0.12019	0.066817	0.060056	0.052087	0.11228	0.045571	0.17848	0.073747	0.14982	0.054916	0.069431	0.62161	0.47122	0.21876	0.048715	0.064785	0.093573	0.060661	0.05744	0.057376
Meth__cg11777321__TEF	0.030772	0.037467	0.75557	0.46322	0.028105	0.091387	0.32732	0.1344	0.028352	0.1789	0.05354	0.44856	0.23153	0.02068	0.11546	0.059251	0.24018	0.10975	0.035771	0.10581	0.042013	0.028868	0.059069	0.033849	0.61249	0.040747	0.07639	0.064924	0.067356	0.43257	0.6265	0.27062	0.091742	0.10634	0.05455	0.034363	0.051989	0.051827
Meth__cg03139057__DLL3	0.023566	0.016275	0.45102	0.053216	0.023754	0.87786	0.14077	0.92098	0.080528	0.041389	0.63066	0.59284	0.66999	0.016933	0.052819	0.79745	0.50525	0.062588	0.064459	0.16224	0.2523	0.59361	0.94119	0.027521	0.87085	0.060748	0.071511	0.072545	0.020128	0.81329	0.04417	0.058207	0.019963	0.76187	0.045556	0.028345	0.025753	0.25695
Meth__cg26575445__GPR160	0.035031	0.023088	0.12106	0.02735	0.017969	0.081147	0.033346	0.0305	0.033271	0.034109	0.37654	0.062505	0.11581	0.01609	0.035166	0.27782	0.028466	0.068931	0.037702	0.016649	0.033583	0.025049	0.062254	0.025408	0.84956	0.036897	0.069114	0.064828	0.049601	0.02921	0.032839	0.059591	0.023372	0.021411	0.04095	0.030965	0.038225	0.035392
Meth__cg02104644__SYT7	0.091047	0.053017	0.16944	0.042296	0.04431	0.90859	0.099982	0.5855	0.030261	0.26317	0.035846	0.74153	0.61506	0.046388	0.041405	0.36514	0.2077	0.075754	0.058131	0.078958	0.25716	0.031047	0.56458	0.050995	0.80424	0.068984	0.049462	0.14466	0.17046	0.038845	0.041624	0.91618	0.026293	0.055244	0.097149	0.24633	0.056814	0.055619
Meth__cg18988110__ATAD4	0.036188	0.04799	0.047234	0.039991	0.038218	0.53088	0.039717	0.044991	0.060954	0.041471	0.20909	0.04884	0.087064	0.063848	0.05277	0.098005	0.83068	0.088533	0.11386	0.031105	0.032276	0.0375	0.63678	0.032614	0.31164	0.035007	0.074065	0.15037	0.09736	0.68919	0.071502	0.09646	0.038051	0.04614	0.057468	0.04167	0.036968	0.031184
Meth__cg04388983__P2RY2	0.14557	0.057278	0.11754	0.042575	0.097409	0.9494	0.13256	0.39442	0.061794	0.066231	0.85873	0.20275	0.12077	0.045102	0.067568	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.11884	0.86588	0.044526	0.11598	0.086735	0.1464	0.15065	0.095495	0.10455	0.049822	0.91001	0.048928	0.082451	0.21605	0.093489	0.092204	0.13243
Meth__cg14254419__AMPD2	0.43774	0.17211	0.4767	0.96701	0.52026	0.074084	0.2628	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.5676	0.11204	0.080195	0.032375	0.12427	0.028114	0.27378	0.45468	0.40117	0.24181	0.80343	0.11875	0.71904	0.25297	0.11465	0.1975	0.28294	0.028963	0.035991	0.43358	0.041953	0.14974	0.39675	0.30417	0.22509
Meth__cg10025443__SYK	0.07835	0.060413	0.065778	0.057574	0.045185	0.88954	0.14651	0.18393	0.043818	0.056916	0.55245	0.11087	0.099695	0.13966	0.053001	0.046535	0.33465	0.16374	0.17001	0.038847	0.069589	0.31348	0.22925	0.046222	0.84583	0.052559	0.085696	0.86207	0.067032	0.39932	0.13256	0.55016	0.04373	0.05273	0.099896	0.06059	0.049748	0.046584
Meth__cg08445039__FKBP9	0.024539	0.15646	0.025137	0.253	0.11233	0.021066	0.17194	0.022698	0.1218	0.27434	0.025721	0.063485	0.055412	0.45705	0.11462	0.040185	0.022171	0.031954	0.017983	0.065292	0.075508	0.034731	0.025783	0.38301	0.048216	0.2678	0.033913	0.11476	0.0719	0.028148	0.025528	0.019976	0.049533	0.035235	0.039834	0.02985	0.043117	0.038743
Meth__cg19221369__TAF13	0.075181	0.073178	0.062676	0.14654	0.17849	0.057484	0.081468	0.060651	0.14006	0.097638	0.10217	0.1052	0.54701	0.11249	0.12959	0.061962	0.075483	0.14947	0.070723	0.10002	0.07253	0.10285	0.078682	0.12911	0.083946	0.10579	0.10711	0.10637	0.13386	0.056734	0.074543	0.098467	0.060993	0.066621	0.42264	0.11171	0.11628	0.11521
Meth__cg09558850__TFPI2	0.12293	0.22284	0.6713	0.43654	0.13255	0.89089	0.12485	0.92975	0.065335	0.095058	0.88899	0.69737	0.85805	0.33175	0.11426	0.8721	0.68112	0.13795	0.89413	0.1204	0.1046	0.35783	0.25607	0.15769	0.20803	0.15285	0.15364	0.6469	0.11449	0.12292	0.62121	0.90725	0.11469	0.94325	0.71286	0.10849	0.18847	0.12928
Meth__cg20264732__RBM35B	0.046686	0.034188	0.057528	0.039043	0.027442	0.95268	0.043285	0.07562	0.02793	0.036657	0.047701	0.045649	0.076788	0.024904	0.032751	0.42705	0.072816	0.07017	0.92495	0.033588	0.046215	0.033661	0.93122	0.032962	0.88563	0.052389	0.071887	0.075573	0.098937	0.83739	0.031245	0.94422	0.032487	0.030411	0.082999	0.036573	0.037412	0.041099
Meth__cg05386606__BCL7B	0.073513	0.057979	0.10112	0.12647	0.079604	0.90001	0.073158	0.23711	0.18912	0.086885	0.097181	0.70922	0.13614	0.17822	0.16569	0.10718	0.57148	0.10477	0.13994	0.047466	0.077874	0.084013	0.34322	0.041187	0.1029	0.060102	0.087626	0.07418	0.095214	0.04236	0.07364	0.16729	0.037013	0.038955	0.080201	0.054583	0.06608	0.30592
Meth__cg07028533__CNTNAP2	0.56168	0.042883	0.87799	0.050667	0.035908	0.058146	0.90435	0.92816	0.041356	0.077205	0.91675	0.88374	0.6057	0.030712	0.044011	0.0661	0.69106	0.48192	0.48227	0.43996	0.34135	0.056935	0.078575	0.48228	0.81169	0.70705	0.67317	0.86597	0.080361	0.068885	0.096255	0.58741	0.043801	0.61218	0.11084	0.77923	0.049803	0.054635
Meth__cg16208136__GEM	0.083466	0.23782	0.81789	0.80985	0.29574	0.07244	0.071905	0.39219	0.45957	0.047555	0.065288	0.14788	0.56592	0.75386	0.3318	0.25533	0.042767	0.082333	0.042851	0.35069	0.11467	0.8312	0.046559	0.096343	0.11389	0.29656	0.10832	0.48819	0.38056	0.056627	0.060038	0.076216	0.095509	0.90663	0.066901	0.10289	0.44987	0.80005
Meth__cg17328659__STUB1	0.069154	0.066441	0.94099	0.84198	0.11303	0.70846	0.094113	0.50842	0.060906	0.11535	0.15856	0.94274	0.77776	0.42301	0.11213	0.82826	0.94609	0.63393	0.35372	0.38332	0.13	0.039728	0.93165	0.12832	0.90063	0.69159	0.1199	0.18702	0.1143	0.072848	0.90168	0.63468	0.34137	0.066421	0.55757	0.748	0.65541	0.10111
Meth__cg10723020__CREB1	0.066085	0.32097	0.053755	0.6757	0.61349	0.086396	0.68541	0.053674	0.45341	0.59076	0.036367	0.11035	0.14913	0.26291	0.41077	0.14418	0.065094	0.064212	0.057891	0.22221	0.16694	0.37967	0.14431	0.26216	0.078582	0.25209	0.091133	0.28372	0.43289	0.034191	0.040189	0.041552	0.25019	0.37404	0.52607	0.49905	0.08527	0.22061
Meth__cg10098888__IRS1	0.020772	0.022124	0.9541	0.72179	0.020586	0.95339	0.17659	0.69546	0.9334	0.019234	0.63075	0.90594	0.91673	0.027478	0.87473	0.90383	0.37943	0.63659	0.94905	0.018993	0.029943	0.023072	0.96015	0.021985	0.031584	0.031961	0.036965	0.050281	0.039945	0.11373	0.95957	0.95856	0.21285	0.91119	0.13336	0.036661	0.080663	0.025599
Meth__cg12806521__NOL1	0.060307	0.056634	0.07075	0.1138	0.16273	0.057596	0.054416	0.029199	0.042962	0.12873	0.040126	0.071139	0.11042	0.21259	0.051551	0.081995	0.043453	0.090572	0.032191	0.28415	0.14483	0.10007	0.049801	0.29781	0.07427	0.22026	0.10521	0.17379	0.11053	0.038996	0.031496	0.044016	0.087669	0.032114	0.17215	0.1168	0.089207	0.048874
Meth__cg19844287__MOCS2	0.040971	0.053139	0.081658	0.11938	0.037493	0.026809	0.036366	0.02999	0.082857	0.041407	0.029595	0.032381	0.061471	0.040122	0.088969	0.036558	0.02728	0.064241	0.026467	0.027194	0.035115	0.3184	0.061924	0.11187	0.049616	0.065383	0.034788	0.056881	0.074476	0.032687	0.046396	0.028047	0.033813	0.048176	0.081263	0.041064	0.033587	0.051624
Meth__cg00673191__DOPEY2	0.068182	0.072102	0.57709	0.091344	0.086237	0.83658	0.090206	0.86324	0.68077	0.058868	0.65159	0.2425	0.26187	0.092826	0.47178	0.65658	0.56674	0.16736	0.29676	0.061847	0.090241	0.092583	0.775	0.068129	0.081341	0.12534	0.24718	0.17652	0.10886	0.80671	0.69971	0.41973	0.080774	0.070452	0.10426	0.086177	0.085878	0.089568
Meth__cg27239921__CACNA1D	0.034528	0.062555	0.55841	0.048714	0.032118	0.43247	0.082039	0.047785	0.040342	0.041819	0.24238	0.42047	0.47978	0.026514	0.048632	0.1361	0.057302	0.086615	0.028382	0.025757	0.034833	0.048126	0.15358	0.032508	0.61769	0.04431	0.068597	0.085981	0.087463	0.31044	0.082892	0.066992	0.034011	0.033637	0.047886	0.039523	0.035209	0.034658
Meth__cg24124789__IARS2	0.023763	0.019707	0.03945	0.037415	0.021953	0.054994	0.046461	0.024244	0.030367	0.057901	0.025979	0.10397	0.029594	0.01548	0.032809	0.037111	0.03703	0.05063	0.035676	0.024196	0.032766	0.029996	0.029848	0.01804	0.068945	0.028927	0.040649	0.048288	0.04455	0.024873	0.043755	0.0343	0.018123	0.030311	0.17291	0.024776	0.017953	0.029284
Meth__cg14833385__HLA-DMA	0.055157	0.032845	0.081138	0.75122	0.44865	0.74249	0.091769	0.54357	0.089969	0.13254	0.23746	0.17671	0.095985	0.040729	0.086136	0.50161	0.76054	0.20608	0.14073	0.060226	0.07306	0.41362	0.18531	0.048464	0.38829	0.16749	0.099474	0.072768	0.10644	0.43999	0.3504	0.12477	0.032711	0.15158	0.087402	0.052176	0.061522	0.10205
Meth__cg03750606__ESRRG	0.055156	0.064742	0.61505	0.06877	0.070728	0.8472	0.086443	0.59767	0.063915	0.098483	0.078735	0.2525	0.085441	0.045733	0.073398	0.076216	0.077662	0.11205	0.091936	0.097127	0.067152	0.072808	0.11071	0.06268	0.80959	0.067935	0.11177	0.12296	0.089579	0.29553	0.052479	0.089292	0.06206	0.32474	0.089591	0.068634	0.073841	0.062603
Meth__cg25807810__DKFZp434N062	0.04136	0.42248	0.045407	0.051939	0.040243	0.038839	0.036848	0.022955	0.034304	0.085366	0.032572	0.025494	0.065558	0.060387	0.055634	0.031193	0.028536	0.08247	0.030775	0.41356	0.28502	0.11619	0.03946	0.059956	0.11706	0.041409	0.058845	0.09256	0.35228	0.035365	0.049974	0.025695	0.040873	0.031902	0.05638	0.041314	0.033696	0.29407
Meth__cg24256211__SAMD4A	0.25445	0.32127	0.060854	0.76729	0.68995	0.038066	0.75559	0.082467	0.16908	0.33409	0.22815	0.31118	0.27128	0.18784	0.12834	0.082049	0.021355	0.14011	0.040153	0.54842	0.35634	0.91081	0.20628	0.83815	0.081409	0.67088	0.1095	0.50788	0.25002	0.05856	0.034255	0.073037	0.1694	0.03643	0.082951	0.22215	0.66461	0.63614
Meth__cg24373308__BAG2	0.12045	0.075632	0.033605	0.84061	0.15998	0.022604	0.070499	0.023181	0.02595	0.2292	0.017546	0.025493	0.4497	0.10535	0.066015	0.4871	0.031093	0.098574	0.01576	0.034695	0.030044	0.069571	0.022324	0.21884	0.033258	0.12334	0.053069	0.24625	0.070083	0.012787	0.015525	0.030379	0.03074	0.95304	0.10335	0.035121	0.81027	0.93393
Meth__cg00411097__MGC9712	0.062201	0.046784	0.060083	0.070449	0.050457	0.84711	0.062746	0.23167	0.052009	0.055929	0.11714	0.059242	0.11088	0.039113	0.057435	0.053678	0.87928	0.081624	0.91082	0.054827	0.063628	0.055187	0.75835	0.044654	0.17113	0.064269	0.07397	0.11693	0.099658	0.15839	0.052402	0.49591	0.052713	0.04734	0.087792	0.05352	0.052635	0.061862
