Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg06958537__ETS2	0.15724	0.45751	0.32134	0.78642	0.41643	0.72128	0.37502	0.083297	0.081149	0.11899	0.054861	0.26983	0.80534	0.077988	0.5395	0.35707	0.18942	0.51988	0.049889	0.047671	0.86285	0.92571	0.21174	0.11693	0.17052	0.33287	0.12642	0.58172	0.03086	0.060624	0.5559	0.69834	0.10415	0.72466	0.25704	0.71822	0.089295	0.12066
Meth__cg06899976__PCDHB1	0.83963	0.055027	0.86094	0.55318	0.076194	0.61023	0.8731	0.90737	0.069839	0.076665	0.87171	0.090636	0.83681	0.066088	0.86764	0.1287	0.11219	0.052217	0.89091	0.60863	0.099168	0.077468	0.05566	0.5146	0.82309	0.079886	0.29215	0.10853	0.29814	0.7433	0.07304	0.052506	0.086142	0.35854	0.097599	0.069008	0.49645	0.53387
Meth__cg21255732__GPD1L	0.050935	0.050812	0.052632	0.040589	0.04375	0.047582	0.054132	0.10812	0.044482	0.051287	0.55267	0.044083	0.093462	0.047659	0.037326	0.058361	0.079472	0.037932	0.039374	0.056065	0.037914	0.046713	0.036204	0.14655	0.055797	0.072449	0.076783	0.06133	0.13516	0.039515	0.036322	0.033535	0.032394	0.028999	0.064853	0.040204	0.043344	0.056158
Meth__cg00818693__TTC14	0.046846	0.050201	0.086617	0.69562	0.036749	0.042307	0.40868	0.12799	0.040366	0.044588	0.18129	0.036825	0.069172	0.048675	0.038849	0.038516	0.13669	0.042606	0.29496	0.21431	0.43952	0.040718	0.041879	0.18086	0.049398	0.054295	0.093109	0.061155	0.044491	0.037534	0.05244	0.036759	0.040019	0.037691	0.063503	0.044973	0.036773	0.042388
Meth__cg15397506__LOC93622	0.033752	0.026617	0.048033	0.045176	0.025818	0.35488	0.030768	0.0282	0.023763	0.038201	0.039357	0.025176	0.14233	0.026128	0.027976	0.025025	0.063508	0.02406	0.028605	0.04514	0.024826	0.026203	0.027082	0.06539	0.033818	0.061689	0.054173	0.0607	0.026537	0.025828	0.021559	0.017716	0.024454	0.019565	0.064095	0.033221	0.025433	0.031714
Meth__cg15979098__ZNF615	0.064172	0.044467	0.0593	0.051	0.030919	0.044401	0.041552	0.47942	0.035697	0.05167	0.096958	0.046615	0.077201	0.046157	0.070479	0.040242	0.075254	0.036037	0.54987	0.055178	0.051518	0.078162	0.046119	0.1129	0.052746	0.083913	0.082305	0.089705	0.057997	0.044068	0.046385	0.033804	0.035253	0.052052	0.080025	0.048649	0.064753	0.05015
Meth__cg07579404__RAET1L	0.087452	0.068787	0.10203	0.17103	0.77643	0.39364	0.15838	0.071891	0.075372	0.7589	0.54712	0.1142	0.092885	0.071929	0.079365	0.06985	0.11573	0.071774	0.31721	0.19239	0.26312	0.11751	0.061762	0.13696	0.80669	0.11516	0.14806	0.10018	0.077687	0.054496	0.05665	0.38404	0.060834	0.62963	0.16031	0.76153	0.31622	0.56342
Meth__cg12439899__TFAP2A	0.045694	0.02733	0.038393	0.047692	0.036245	0.038457	0.053945	0.11453	0.039513	0.047021	0.10195	0.031644	0.091145	0.033186	0.024588	0.029503	0.059166	0.041173	0.053793	0.04767	0.042526	0.07563	0.036885	0.88258	0.061104	0.11349	0.059297	0.076604	0.039045	0.035143	0.056426	0.033242	0.027604	0.030034	0.083597	0.045631	0.061053	0.064607
Meth__cg10823926__ANKRD35	0.038484	0.026492	0.02963	0.077451	0.015693	0.029906	0.031151	0.024832	0.018839	0.040855	0.040024	0.044282	0.061639	0.017198	0.03535	0.069536	0.053732	0.028897	0.020459	0.022649	0.034122	0.045143	0.021311	0.059847	0.93393	0.055191	0.4232	0.048861	0.046006	0.024665	0.04482	0.030566	0.03764	0.029785	0.12183	0.019978	0.88745	0.95674
Meth__cg14892066__DCTD	0.050701	0.14792	0.078983	0.30249	0.050185	0.89033	0.050902	0.30563	0.074648	0.070555	0.055807	0.12472	0.71378	0.060215	0.48836	0.089824	0.09196	0.052841	0.046523	0.07975	0.66908	0.20994	0.056295	0.086563	0.046716	0.10831	0.1417	0.16407	0.046468	0.11571	0.84363	0.05554	0.045146	0.17652	0.13626	0.064637	0.1023	0.085964
Meth__cg04626574__LOC402055	0.026374	0.021214	0.037248	0.028748	0.021626	0.022143	0.032045	0.68798	0.028089	0.023337	0.030569	0.024503	0.030986	0.026276	0.022107	0.022222	0.073147	0.026093	0.023212	0.026309	0.022759	0.035375	0.026998	0.042551	0.02818	0.023321	0.047544	0.025551	0.031358	0.022914	0.022023	0.020294	0.024362	0.021557	0.073779	0.023145	0.021327	0.027586
Meth__cg06493994__SCGN	0.91357	0.0307	0.12132	0.9316	0.065241	0.8153	0.84913	0.33293	0.038371	0.27865	0.71426	0.13684	0.2835	0.051624	0.036276	0.39878	0.13622	0.85946	0.3349	0.61399	0.41792	0.14975	0.026431	0.884	0.46945	0.065686	0.87355	0.17172	0.091515	0.071482	0.38013	0.025744	0.027267	0.082377	0.07033	0.076686	0.13346	0.045216
Meth__cg10098888__IRS1	0.020772	0.022124	0.9541	0.72179	0.020586	0.95339	0.17659	0.69546	0.9334	0.019234	0.63075	0.90594	0.91673	0.87473	0.90383	0.37943	0.63659	0.94905	0.018993	0.029943	0.023072	0.96015	0.021985	0.031584	0.031961	0.036965	0.050281	0.039945	0.11373	0.95957	0.95856	0.021879	0.21285	0.91119	0.13336	0.036661	0.080663	0.025599
Meth__cg09381701__SASH1	0.035678	0.030304	0.053907	0.039388	0.027615	0.038003	0.037649	0.032478	0.032835	0.0355	0.037669	0.026992	0.05763	0.041359	0.034332	0.037578	0.072586	0.028395	0.039494	0.040808	0.13389	0.038617	0.034246	0.067632	0.92815	0.074763	0.071267	0.07835	0.086373	0.030731	0.031557	0.032763	0.034464	0.029163	0.061205	0.03888	0.040085	0.054784
Meth__cg23146358__CDKN1C	0.10182	0.084681	0.11832	0.082219	0.27315	0.031053	0.076687	0.14646	0.084698	0.059381	0.16472	0.034151	0.14251	0.092732	0.048739	0.091666	0.17851	0.027675	0.61718	0.61678	0.050468	0.056963	0.077931	0.16631	0.11053	0.081641	0.13876	0.1002	0.048566	0.084263	0.056357	0.066115	0.036953	0.027115	0.071615	0.079078	0.13725	0.1647
Meth__cg10072995__NINJ1	0.033271	0.03454	0.028456	0.04212	0.026415	0.030712	0.027607	0.022487	0.023067	0.043882	0.030983	0.029574	0.05303	0.029905	0.74852	0.01755	0.045484	0.030494	0.037186	0.03102	0.031862	0.038678	0.020841	0.038788	0.034687	0.066238	0.14764	0.061146	0.034933	0.018344	0.025472	0.018243	0.022606	0.034754	0.12288	0.03551	0.028321	0.031793
Meth__cg06379754__CACNA2D1	0.040611	0.083201	0.5111	0.042072	0.034305	0.55811	0.11022	0.0319	0.09378	0.031134	0.25625	0.50436	0.10849	0.088893	0.13467	0.062907	0.30513	0.18495	0.12314	0.065049	0.35324	0.037091	0.092937	0.054598	0.032684	0.090751	0.38779	0.16846	0.028379	0.053558	0.26803	0.13249	0.042189	0.72111	0.076806	0.092366	0.03368	0.030301
Meth__cg06981182__C10orf59	0.61137	0.070592	0.087392	0.91535	0.08291	0.90222	0.068847	0.034723	0.048838	0.61946	0.56736	0.1383	0.90052	0.068891	0.073012	0.047696	0.0895	0.050917	0.042279	0.060715	0.91464	0.23261	0.044769	0.12711	0.4904	0.10013	0.11615	0.17001	0.28538	0.53793	0.17021	0.097911	0.055253	0.88652	0.43443	0.057492	0.20871	0.48137
Meth__cg20885089__AMPD2	0.059106	0.054649	0.10127	0.56291	0.045765	0.051276	0.069181	0.037585	0.044106	0.061495	0.063342	0.033342	0.079308	0.052092	0.049313	0.059676	0.093112	0.041763	0.050631	0.071084	0.053661	0.055165	0.039479	0.078338	0.053243	0.046966	0.13104	0.093987	0.05093	0.045287	0.046522	0.046868	0.042585	0.042366	0.089245	0.050536	0.052091	0.054566
