Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg01468621__BRSK2	0.57394	0.028568	0.093284	0.037485	0.082828	0.048761	0.15592	0.08727	0.42299	0.038062	0.051694	0.06806	0.085702	0.047797	0.39803	0.057992	0.04699	0.083738	0.28498	0.046441	0.043943	0.033318	0.066912	0.2171	0.45293	0.096468	0.081817	0.066362	0.87873	0.08727	0.059893	0.21903	0.32867	0.92434	0.1412	0.036537	0.11664	0.053532	0.039139	0.68629	0.10934
Meth__cg16063112__C10orf107	0.21821	0.57974	0.93049	0.41467	0.046668	0.40617	0.72647	0.12209	0.13071	0.080068	0.097218	0.55063	0.86118	0.94932	0.41583	0.41237	0.058147	0.19567	0.056335	0.064438	0.13656	0.90201	0.071095	0.64747	0.28627	0.8838	0.092461	0.43061	0.81944	0.5862	0.28476	0.057718	0.45253	0.6676	0.84267	0.94889	0.63759	0.082263	0.092073	0.25181	0.59426
U133A__GAL	5.5668	5.0145	5.1247	5.5186	4.3321	5.1451	4.8246	5.9986	7.9881	4.8284	8.7914	6.4929	5.9047	4.7434	5.3813	8.2046	6.7009	4.1139	4.7831	6.4596	6.1713	4.3119	4.8966	4.9348	4.4756	5.308	4.7313	7.4091	4.5764	4.981	4.8875	4.9972	7.4613	5.5538	4.7111	4.6807	4.7853	4.9327	4.9922	4.7946	8.7476
Meth__cg24505527__NKIRAS2	0.030337	0.025381	0.048708	0.042636	0.039397	0.048117	0.043158	0.18172	0.033622	0.041552	0.029264	0.033564	0.10464	0.051311	0.042967	0.041044	0.031074	0.061361	0.04697	0.034013	0.04308	0.048506	0.048699	0.042021	0.073865	0.052674	0.071666	0.032988	0.088761	0.044452	0.063488	0.037826	0.04788	0.033632	0.050872	0.038987	0.11767	0.048591	0.043541	0.13275	0.033247
Meth__cg09250703__PIR	0.60089	0.062961	0.60011	0.24839	0.60693	0.053021	0.14802	0.05073	0.047735	0.035092	0.055485	0.041297	0.55334	0.20495	0.068389	0.033634	0.057567	0.2562	0.028229	0.026475	0.050989	0.93308	0.087986	0.63868	0.075253	0.51506	0.041584	0.091128	0.26361	0.044904	0.23841	0.034741	0.089886	0.045975	0.22384	0.034748	0.12065	0.54062	0.20027	0.59649	0.045861
Meth__cg07233761__ESM1	0.018042	0.012968	0.05121	0.018443	0.074561	0.023599	0.026089	0.045128	0.014938	0.020067	0.023457	0.013693	0.046361	0.019204	0.019771	0.01937	0.017163	0.046101	0.016963	0.013674	0.021782	0.11636	0.025374	0.019537	0.14666	0.017068	0.029971	0.015495	0.17574	0.02443	0.035445	0.018811	0.014475	0.0158	0.32233	0.04984	0.032978	0.02526	0.021803	0.031505	0.021508
Meth__cg00563229__XKR8	0.028792	0.023075	0.78498	0.1583	0.82176	0.026016	0.031271	0.031836	0.26794	0.041147	0.019674	0.016322	0.074588	0.024507	0.15211	0.018356	0.022186	0.033173	0.22642	0.022607	0.021283	0.061208	0.027354	0.031093	0.116	0.028559	0.030782	0.017391	0.054799	0.027015	0.043743	0.16479	0.01659	0.022366	0.026248	0.021652	0.057671	0.033466	0.033403	0.080502	0.016299
Meth__cg00497251__RNPEPL1	0.026006	0.027835	0.11178	0.10477	0.24048	0.026583	0.63161	0.017637	0.57328	0.10785	0.035567	0.86453	0.1506	0.35362	0.42507	0.28426	0.03194	0.0594	0.023586	0.036391	0.02926	0.06115	0.91626	0.033231	0.25352	0.038951	0.032288	0.058899	0.074108	0.19033	0.059952	0.023993	0.026168	0.27961	0.02231	0.026355	0.11673	0.367	0.025195	0.10494	0.030946
Meth__cg13784855__PVT1	0.043054	0.035733	0.055166	0.02556	0.039094	0.038652	0.044106	0.02766	0.052974	0.048982	0.037943	0.029255	0.054941	0.038711	0.054512	0.037221	0.027351	0.18715	0.031295	0.027929	0.048702	0.061362	0.061481	0.083664	0.070521	0.24427	0.066727	0.039631	0.061782	0.043127	0.063238	0.030989	0.030337	0.038437	0.03387	0.026112	0.049696	0.039633	0.033321	0.083524	0.037905
Meth__cg08980578__KCNK6	0.052421	0.0447	0.29239	0.035123	0.67341	0.051334	0.10741	0.96312	0.070294	0.041792	0.04981	0.82971	0.13202	0.20894	0.067288	0.31506	0.30451	0.069226	0.055813	0.043379	0.04993	0.053259	0.4554	0.14447	0.64351	0.38255	0.045137	0.24224	0.52792	0.8582	0.071906	0.04988	0.073424	0.056481	0.093217	0.11978	0.14196	0.067559	0.059537	0.14042	0.05426
Meth__cg02376703__EPHA1	0.05208	0.058166	0.054508	0.038427	0.5081	0.043358	0.27921	0.057901	0.054558	0.058448	0.040735	0.05529	0.11305	0.022049	0.061279	0.046489	0.048034	0.047358	0.043597	0.032219	0.054098	0.058939	0.055269	0.024481	0.33556	0.076585	0.084487	0.70441	0.098926	0.055521	0.099753	0.050258	0.077344	0.049411	0.056678	0.073457	0.12939	0.062116	0.064134	0.11723	0.052697
Meth__cg00243313__IRX4	0.029184	0.023705	0.027316	0.017799	0.78009	0.038015	0.08037	0.93953	0.13974	0.025441	0.026216	0.030656	0.40097	0.056494	0.1059	0.68599	0.023674	0.090337	0.052295	0.026314	0.028003	0.32311	0.2733	0.022879	0.75008	0.039598	0.048514	0.039626	0.62835	0.26399	0.051565	0.029355	0.034529	0.085462	0.021158	0.25412	0.033346	0.036342	0.02772	0.69905	0.029975
Meth__cg11946769__NME6	0.037032	0.02268	0.26304	0.028399	0.024424	0.046625	0.037767	0.024322	0.035846	0.039951	0.029718	0.02212	0.076321	0.026449	0.030296	0.028148	0.024345	0.031333	0.02433	0.029023	0.036604	0.034478	0.046079	0.1779	0.054402	0.13723	0.084401	0.028518	0.047789	0.036603	0.10466	0.025821	0.024307	0.39962	0.024339	0.027989	0.06931	0.032559	0.026342	0.06349	0.02396
Meth__cg25933726__RPGR	0.67075	0.26274	0.02364	0.34912	0.033652	0.033927	0.16521	0.041244	0.60908	0.029148	0.027725	0.60578	0.47933	0.66987	0.47221	0.055181	0.037832	0.088424	0.035577	0.029357	0.03863	0.59506	0.27783	0.41454	0.11615	0.63294	0.25972	0.027897	0.55218	0.031342	0.1461	0.64841	0.039185	0.69109	0.62441	0.058441	0.048625	0.51087	0.16358	0.68926	0.038994
Meth__cg04565661__SEMA5B	0.037954	0.035447	0.048691	0.025486	0.033242	0.043862	0.041884	0.027519	0.023681	0.036655	0.041927	0.023059	0.23601	0.035792	0.035744	0.099831	0.024058	0.040476	0.02615	0.023707	0.034072	0.8676	0.043235	0.036699	0.10598	0.040433	0.051431	0.029817	0.080616	0.033611	0.051176	0.13449	0.03234	0.033669	0.09335	0.62244	0.064363	0.049237	0.055082	0.097937	0.035045
Meth__cg24861272__TCF8	0.038855	0.037689	0.044616	0.039819	0.14207	0.054478	0.089573	0.060355	0.3285	0.043142	0.055784	0.16859	0.08752	0.25943	0.28224	0.070876	0.064282	0.21721	0.034196	0.050343	0.037839	0.096995	0.11917	0.041885	0.13625	0.057979	0.060601	0.041399	0.068102	0.1252	0.055926	0.043716	0.040996	0.32951	0.36638	0.049131	0.062122	0.040185	0.062325	0.098476	0.05271
Meth__cg09812049__WIRE	0.023938	0.019731	0.036766	0.024252	0.062367	0.051729	0.027909	0.078808	0.02462	0.029607	0.092234	0.03714	0.073303	0.038017	0.032354	0.02384	0.029794	0.033848	0.021042	0.022336	0.022799	0.032191	0.048757	0.037373	0.10252	0.039059	0.042842	0.024124	0.056269	0.033846	0.03597	0.022326	0.023367	0.20108	0.037487	0.027815	0.028462	0.092475	0.025206	0.10503	0.027205
Meth__cg11827595__C3orf10	0.076609	0.093968	0.097395	0.058192	0.27334	0.082879	0.31714	0.054883	0.29852	0.088806	0.045192	0.19524	0.15472	0.090455	0.2754	0.18976	0.11974	0.15433	0.056714	0.063045	0.070944	0.075044	0.054365	0.12145	0.13624	0.078729	0.12729	0.055608	0.12809	0.49561	0.1667	0.050641	0.45256	0.084285	0.079752	0.095602	0.17761	0.14668	0.086377	0.15084	0.064174
Meth__cg14106308__VEPH1	0.061824	0.065457	0.058663	0.04718	0.74006	0.072702	0.87572	0.056818	0.076747	0.061267	0.043381	0.054619	0.11765	0.032045	0.075559	0.047875	0.05251	0.19318	0.91641	0.048847	0.045283	0.91523	0.12974	0.049184	0.10675	0.063835	0.066592	0.15212	0.11284	0.061265	0.09731	0.32904	0.049154	0.51594	0.077719	0.070133	0.1633	0.07505	0.064521	0.094302	0.059159
Meth__cg14865868__TRIB2	0.10308	0.64561	0.90034	0.47951	0.92525	0.34918	0.70175	0.06615	0.12181	0.087788	0.10818	0.38206	0.15318	0.36293	0.34573	0.21309	0.076984	0.082829	0.059734	0.53975	0.11093	0.93116	0.076992	0.1001	0.10791	0.80564	0.24542	0.41727	0.32624	0.60627	0.74625	0.21996	0.11775	0.55821	0.68587	0.40836	0.37627	0.87268	0.45903	0.32026	0.085101
Meth__cg14617642__H2AFY2	0.022648	0.014353	0.015667	0.014353	0.19943	0.018575	0.024837	0.011737	0.015404	0.016089	0.018857	0.04948	0.026732	0.026392	0.018208	0.015066	0.011047	0.024687	0.013091	0.0091125	0.017755	0.013575	0.017549	0.017731	0.67339	0.016585	0.023902	0.015624	0.062101	0.34289	0.035016	0.014379	0.023506	0.019707	0.0091523	0.10844	0.0439	0.012789	0.014089	0.03657	0.011715
Meth__cg21332946__LIX1L	0.029688	0.018964	0.033641	0.021481	0.027172	0.028347	0.027515	0.016489	0.016066	0.026093	0.025944	0.022276	0.081342	0.031262	0.02264	0.029098	0.019344	0.15037	0.018554	0.020166	0.025793	0.14264	0.03349	0.020956	0.062228	0.049774	0.095163	0.026915	0.071631	0.035962	0.045591	0.031544	0.026369	0.033974	0.020502	0.026522	0.042651	0.029962	0.024788	0.089291	0.029444
Meth__cg13514050__GGTL3	0.050261	0.046279	0.48089	0.040941	0.036992	0.05784	0.056767	0.064753	0.046533	0.051382	0.043323	0.064701	0.13329	0.04223	0.092074	0.040123	0.042974	0.089795	0.028717	0.044644	0.052655	0.046777	0.049163	0.074552	0.7671	0.057687	0.070284	0.04635	0.12636	0.063326	0.098408	0.047106	0.038187	0.052212	0.19354	0.70854	0.10886	0.05325	0.043032	0.095913	0.051828
Meth__cg22297305__PRODH	0.023848	0.020475	0.024648	0.020181	0.59447	0.027669	0.039632	0.021907	0.021668	0.024426	0.033677	0.026373	0.043658	0.018172	0.024539	0.01917	0.020513	0.024624	0.021467	0.032369	0.033348	0.11509	0.025488	0.021529	0.58887	0.026068	0.028688	0.028479	0.15146	0.024031	0.035807	0.030367	0.035275	0.01958	0.032733	0.031448	0.057773	0.024588	0.021694	0.063023	0.015796
Meth__cg06836736__ME1	0.056626	0.049355	0.10804	0.042055	0.275	0.90886	0.028871	0.051575	0.13043	0.042119	0.17125	0.049966	0.089804	0.16077	0.1303	0.037582	0.04986	0.067748	0.043076	0.044801	0.059175	0.32002	0.070744	0.19291	0.090376	0.60832	0.064877	0.059093	0.80606	0.18404	0.11281	0.041451	0.13052	0.042413	0.90659	0.040667	0.83855	0.043809	0.049727	0.1542	0.050553
Meth__cg16604218__EIF2B3	0.098219	0.10218	0.32455	0.26585	0.64461	0.21708	0.76559	0.06769	0.04796	0.10272	0.056524	0.17647	0.10723	0.057521	0.069423	0.058949	0.036877	0.10038	0.08536	0.19785	0.22202	0.83068	0.073638	0.17956	0.69335	0.39848	0.11874	0.061773	0.29443	0.4393	0.137	0.030452	0.3537	0.60912	0.26937	0.40622	0.27713	0.57684	0.40321	0.16641	0.24685
Meth__cg15165084__GRAMD3	0.014241	0.013975	0.017285	0.0126	0.015804	0.016846	0.034111	0.015238	0.016894	0.01664	0.015392	0.0084658	0.047609	0.01495	0.017722	0.017326	0.013116	0.029959	0.012798	0.015317	0.020943	0.017855	0.022286	0.014485	0.043395	0.018175	0.016741	0.82393	0.021191	0.021355	0.024516	0.15746	0.013545	0.018686	0.013617	0.011413	0.043997	0.021303	0.013231	0.018788	0.016855
Meth__cg02087637__PCDHB8	0.17018	0.046429	0.66776	0.053328	0.52232	0.059564	0.14355	0.77164	0.57761	0.053685	0.38439	0.28127	0.25206	0.43005	0.46818	0.34244	0.14409	0.11185	0.053446	0.052109	0.22731	0.19168	0.54082	0.33235	0.2761	0.12983	0.14554	0.11501	0.51415	0.11813	0.055992	0.061474	0.16923	0.30892	0.34837	0.25306	0.090405	0.18119	0.11399	0.508	0.16054
Meth__cg16119128__FLJ43339	0.025554	0.022325	0.087059	0.031744	0.0552	0.033906	0.054244	0.041552	0.030565	0.038214	0.026345	0.057436	0.047801	0.24993	0.033284	0.029995	0.15301	0.038788	0.03247	0.023945	0.030259	0.037684	0.081074	0.02961	0.051074	0.033681	0.044119	0.035921	0.063817	0.04186	0.05742	0.027399	0.030164	0.03488	0.026872	0.14879	0.070727	0.042185	0.028676	0.18679	0.032138
Meth__cg22238923__DOK1	0.063592	0.081867	0.1135	0.17504	0.86249	0.31524	0.038474	0.96851	0.037779	0.12613	0.077809	0.66478	0.15439	0.11768	0.040173	0.69312	0.3389	0.13285	0.61351	0.61461	0.50268	0.06029	0.075334	0.060181	0.082563	0.24701	0.078956	0.065997	0.64915	0.258	0.065121	0.038827	0.33994	0.12634	0.21145	0.03517	0.10262	0.038826	0.34544	0.17701	0.59538
Meth__cg07882831__TTYH2	0.034502	0.026096	0.12211	0.036396	0.66423	0.050546	0.7228	0.050552	0.028959	0.030416	0.031516	0.03598	0.6953	0.018116	0.041816	0.027276	0.049629	0.057893	0.02356	0.083454	0.18688	0.08185	0.53406	0.028421	0.40207	0.1498	0.08042	0.028251	0.55416	0.098497	0.055813	0.17214	0.032563	0.046167	0.034288	0.32236	0.051663	0.033447	0.072452	0.11883	0.037708
Meth__cg03013422__AACS	0.035162	0.070434	0.18686	0.1856	0.1996	0.09407	0.11554	0.095065	0.06262	0.13642	0.044714	0.17916	0.25748	0.0642	0.068734	0.054167	0.029461	0.070977	0.051097	0.069654	0.043897	0.10038	0.11395	0.049064	0.088075	0.23412	0.075635	0.051499	0.10604	0.10757	0.20241	0.4713	0.030532	0.033731	0.17849	0.050959	0.12538	0.3479	0.050083	0.11154	0.0402
Meth__cg06957329__MRPS23	0.053352	0.045068	0.45015	0.03467	0.034722	0.045281	0.061627	0.03192	0.049948	0.031145	0.040243	0.042817	0.07208	0.039522	0.045718	0.032613	0.037083	0.12542	0.031593	0.037337	0.04675	0.046124	0.037154	0.042472	0.10783	0.05072	0.10238	0.035515	0.13268	0.040881	0.078387	0.031944	0.045911	0.037909	0.052739	0.044582	0.12252	0.044033	0.035862	0.072297	0.035582
Meth__cg11718090__NOTCH2NL	0.080708	0.061866	0.14987	0.04319	0.33002	0.062427	0.11325	0.095758	0.18309	0.062932	0.041452	0.28099	0.21761	0.03321	0.19046	0.068366	0.095007	0.070025	0.063062	0.11434	0.13226	0.31457	0.062703	0.073895	0.30647	0.098435	0.052083	0.087193	0.29189	0.18339	0.10619	0.042358	0.14758	0.054994	0.29329	0.077764	0.061144	0.087356	0.050041	0.15588	0.062433
Meth__cg14719055__RBBP7	0.40304	0.56126	0.55295	0.15772	0.88089	0.058199	0.10614	0.74346	0.44373	0.052234	0.035508	0.10139	0.87378	0.42474	0.33015	0.69068	0.10383	0.10135	0.10345	0.091935	0.17375	0.749	0.87997	0.40286	0.88278	0.056882	0.30574	0.88316	0.12715	0.18003	0.411	0.48146	0.84519	0.89972	0.7684	0.56894	0.063474	0.21936	0.28391	0.3538	0.22173
Meth__cg17602451__BCL2	0.063162	0.035492	0.055695	0.10524	0.95404	0.070302	0.79792	0.14865	0.21232	0.038886	0.93365	0.79234	0.74046	0.21238	0.21557	0.63814	0.27776	0.755	0.4052	0.034002	0.046118	0.038418	0.94636	0.10622	0.90867	0.054939	0.094513	0.11302	0.93449	0.9555	0.1315	0.40849	0.21134	0.57873	0.50248	0.94823	0.16002	0.61579	0.047757	0.1157	0.042401
Meth__cg24453664__CD59	0.043526	0.039546	0.054492	0.045139	0.13661	0.050285	0.072754	0.032734	0.053384	0.040477	0.046676	0.083829	0.17889	0.043946	0.056062	0.039329	0.036554	0.085022	0.04366	0.044508	0.070669	0.086925	0.050086	0.040961	0.077817	0.049297	0.11452	0.040591	0.13844	0.048559	0.058689	0.042363	0.043923	0.10185	0.62634	0.037781	0.052912	0.048783	0.04861	0.11108	0.045643
Meth__cg17918089__SETDB1	0.014242	0.014435	0.024177	0.01544	0.01893	0.020985	0.061313	0.014114	0.010999	0.021878	0.028749	0.031799	0.041419	0.020925	0.011334	0.021142	0.017756	0.031101	0.019561	0.013378	0.01913	0.039132	0.023448	0.025723	0.038391	0.029852	0.032171	0.014274	0.036255	0.02016	0.027739	0.024618	0.02915	0.061476	0.15299	0.017813	0.020268	0.021422	0.016747	0.030951	0.019877
Meth__cg09759260__ITGA2	0.037986	0.040643	0.051669	0.025083	0.55592	0.041609	0.055713	0.057247	0.043209	0.036763	0.07006	0.031042	0.08375	0.029135	0.039969	0.028779	0.033685	0.088573	0.030675	0.029102	0.035866	0.063418	0.048341	0.054944	0.078473	0.06605	0.034244	0.02034	0.062571	0.059555	0.073622	0.035652	0.034147	0.038913	0.035238	0.023977	0.049145	0.0623	0.045865	0.051146	0.049826
Meth__cg03003060__GPM6B	0.5868	0.018838	0.33864	0.038738	0.91046	0.2267	0.15084	0.045776	0.077176	0.12991	0.043402	0.027289	0.074641	0.2546	0.13116	0.025137	0.041372	0.36786	0.028434	0.080886	0.0421	0.56161	0.10849	0.49612	0.90994	0.49564	0.051961	0.028885	0.49176	0.067839	0.16062	0.026645	0.019885	0.076403	0.036059	0.47545	0.048136	0.02584	0.18823	0.60495	0.02367
Meth__cg19389852__TXNIP	0.13231	0.10742	0.16075	0.090387	0.24217	0.12279	0.25426	0.094132	0.8084	0.12219	0.17072	0.31131	0.21815	0.088692	0.68849	0.18534	0.2861	0.20385	0.14739	0.090392	0.08394	0.10023	0.21517	0.09037	0.18007	0.18245	0.16292	0.079588	0.28249	0.7931	0.14786	0.2072	0.21648	0.16245	0.13477	0.13918	0.3132	0.092723	0.096135	0.20601	0.099944
Meth__cg03080344__METTL2B	0.02349	0.025343	0.28572	0.016451	0.027646	0.02226	0.02399	0.038163	0.022133	0.052293	0.017615	0.022379	0.081236	0.12614	0.021136	0.019504	0.017033	0.050153	0.017054	0.018644	0.019825	0.090744	0.042548	0.05177	0.05962	0.086267	0.068792	0.034714	0.046163	0.087228	0.11256	0.021771	0.025418	0.10163	0.082109	0.021143	0.056088	0.023924	0.098522	0.047229	0.19489
Meth__cg14529146__SC65	0.058258	0.023966	0.21837	0.042719	0.045433	0.053021	0.13822	0.076368	0.081235	0.053763	0.049036	0.15805	0.64786	0.077612	0.08273	0.059269	0.043488	0.11306	0.060342	0.039429	0.060763	0.051338	0.90901	0.053094	0.078762	0.1075	0.13822	0.11949	0.18309	0.11814	0.064209	0.060868	0.058452	0.066548	0.10412	0.050213	0.1775	0.10843	0.066066	0.21482	0.061147
Meth__cg03853987__CHST10	0.097867	0.3835	0.19364	0.085206	0.088215	0.47994	0.46016	0.069777	0.10603	0.11241	0.12007	0.3089	0.52221	0.17737	0.17298	0.082591	0.086417	0.21482	0.11118	0.097763	0.095915	0.17096	0.096463	0.21117	0.35382	0.17611	0.32694	0.073879	0.87024	0.91929	0.13355	0.085144	0.086732	0.62096	0.73127	0.93939	0.22949	0.11347	0.15056	0.43055	0.13262
Meth__cg11618577__KRTCAP3	0.018845	0.56951	0.97246	0.84277	0.97121	0.015931	0.95152	0.027563	0.62178	0.32949	0.020156	0.46041	0.95464	0.78333	0.692	0.018964	0.97336	0.056379	0.97335	0.31636	0.22678	0.029379	0.9675	0.19384	0.94986	0.34096	0.024756	0.9743	0.039089	0.80668	0.60624	0.87465	0.019757	0.96868	0.97415	0.97928	0.8934	0.97338	0.45358	0.064248	0.016067
Meth__cg14343711__FAF1	0.041929	0.035245	0.040863	0.043574	0.050043	0.045107	0.3054	0.045822	0.041851	0.043324	0.04119	0.052201	0.06174	0.040722	0.04751	0.037936	0.035376	0.12762	0.050652	0.039	0.044056	0.075237	0.046467	0.044288	0.11066	0.052692	0.063493	0.03681	0.074607	0.052614	0.049708	0.046534	0.042421	0.085377	0.040559	0.036728	0.10477	0.04588	0.038479	0.057999	0.041402
Meth__cg13882267__ITGA9	0.043382	0.039561	0.13184	0.044641	0.2392	0.046485	0.24521	0.046014	0.039688	0.04423	0.052354	0.0256	0.13584	0.054297	0.052564	0.042694	0.040791	0.078463	0.036894	0.052489	0.045307	0.059061	0.041995	0.041153	0.21749	0.053016	0.077081	0.034483	0.093379	0.054385	0.066893	0.041223	0.042858	0.03291	0.0517	0.037407	0.084881	0.055645	0.049804	0.10764	0.043506
Meth__cg04763192__C1orf88	0.020002	0.025397	0.33628	0.029678	0.80139	0.019258	0.10746	0.02539	0.5771	0.023751	0.13792	0.035446	0.81154	0.025101	0.37204	0.32254	0.02105	0.024017	0.018684	0.047207	0.025486	0.024993	0.08343	0.034691	0.42885	0.028668	0.029419	0.026396	0.15254	0.57374	0.030286	0.02712	0.033952	0.022766	0.2993	0.90705	0.04226	0.034376	0.056205	0.033972	0.8138
Meth__cg25421647__UBE2L3	0.95923	0.75787	0.81081	0.85038	0.35562	0.94125	0.30727	0.52885	0.044004	0.94167	0.77196	0.37077	0.46985	0.74088	0.052819	0.087789	0.054707	0.092235	0.49996	0.9557	0.9061	0.58185	0.038977	0.73624	0.56619	0.12315	0.22728	0.079079	0.1843	0.60317	0.53989	0.031005	0.027114	0.058922	0.14737	0.04905	0.078067	0.11481	0.54005	0.15117	0.46352
Meth__cg14399078__ADPRH	0.021306	0.019376	0.15591	0.049031	0.89388	0.14486	0.51923	0.017928	0.046956	0.022476	0.027276	0.013191	0.37649	0.068677	0.065515	0.356	0.015162	0.042003	0.21519	0.019403	0.019857	0.51874	0.15497	0.015235	0.514	0.087649	0.033454	0.2086	0.75879	0.16396	0.066649	0.16697	0.019144	0.25382	0.76221	0.47287	0.031775	0.030264	0.12705	0.034309	0.64927
Meth__cg04438497__MTL5	0.11237	0.096007	0.56493	0.33096	0.22432	0.11113	0.10357	0.8269	0.19627	0.49558	0.16991	0.44886	0.31087	0.054512	0.17599	0.11444	0.66715	0.36683	0.22507	0.31183	0.23675	0.080888	0.10991	0.12047	0.10029	0.31215	0.24914	0.11361	0.47231	0.28002	0.063415	0.077009	0.10749	0.056277	0.07886	0.072102	0.17987	0.05516	0.27967	0.2172	0.08116
Meth__cg10893007__NBR2	0.045623	0.062044	0.052174	0.027837	0.036716	0.053785	0.10182	0.049216	0.065153	0.033242	0.048729	0.045973	0.093893	0.024943	0.053725	0.027689	0.75046	0.094503	0.046456	0.029181	0.051701	0.48339	0.040232	0.040941	0.077253	0.074286	0.06567	0.041371	0.12906	0.061626	0.13944	0.048365	0.051104	0.065447	0.075713	0.054737	0.088542	0.075071	0.049369	0.19628	0.041653
Meth__cg05511517__NOTCH2	0.073693	0.044296	0.15824	0.046269	0.29313	0.069248	0.13081	0.094523	0.17703	0.052848	0.035001	0.27303	0.25859	0.045435	0.16272	0.073856	0.079166	0.066688	0.052539	0.099093	0.12616	0.318	0.055702	0.069956	0.30685	0.084937	0.067689	0.07807	0.25864	0.15965	0.086598	0.041676	0.13936	0.048564	0.32397	0.077871	0.041354	0.080677	0.049346	0.10323	0.05972
Meth__cg10784067__ERCC4	0.051063	0.033948	0.052589	0.03632	0.047767	0.05207	0.076005	0.062884	0.10202	0.067302	0.059035	0.057783	0.12897	0.06358	0.070704	0.044578	0.038643	0.11882	0.046638	0.031767	0.046103	0.049526	0.05199	0.047243	0.25877	0.053422	0.082803	0.036106	0.15472	0.88587	0.093814	0.039586	0.035999	0.093519	0.055812	0.058691	0.071199	0.051147	0.056544	0.06174	0.051666
Meth__cg26201213__MGMT	0.022372	0.93001	0.9576	0.027421	0.13453	0.032333	0.63834	0.34287	0.7141	0.46342	0.015932	0.099731	0.70799	0.69026	0.62603	0.073513	0.71452	0.05236	0.53279	0.12263	0.089898	0.22894	0.89592	0.41876	0.70454	0.44766	0.059425	0.018228	0.28509	0.62092	0.89206	0.019552	0.012812	0.45403	0.54704	0.15413	0.029428	0.018467	0.050026	0.93597	0.02523
Meth__cg20880234__ZNF198	0.29514	0.02326	0.045587	0.021192	0.47252	0.030839	0.74339	0.035484	0.028012	0.052617	0.6307	0.033555	0.66873	0.025094	0.07816	0.96312	0.026712	0.0544	0.027447	0.023707	0.028676	0.93183	0.62574	0.024384	0.60569	0.24726	0.04754	0.045252	0.15632	0.359	0.055937	0.3084	0.017172	0.080463	0.065965	0.94027	0.10091	0.038517	0.042267	0.059216	0.031487
Meth__cg12689475__RPUSD1	0.216	0.037022	0.073524	0.046925	0.074373	0.066403	0.59997	0.054479	0.1687	0.067736	0.032735	0.21349	0.3304	0.063362	0.21481	0.065438	0.037349	0.077163	0.25027	0.038243	0.050835	0.11239	0.14324	0.04372	0.47903	0.23739	0.056348	0.047834	0.2651	0.094962	0.077029	0.043719	0.04267	0.039407	0.060084	0.053305	0.30778	0.037578	0.034881	0.13987	0.036617
Meth__cg09459188__MFSD1	0.016456	0.0086321	0.01305	0.013229	0.012616	0.024918	0.026524	0.0092779	0.016815	0.013339	0.011702	0.0086433	0.027208	0.014182	0.018439	0.0097721	0.011153	0.05021	0.011878	0.016786	0.012275	0.015491	0.02067	0.011386	0.045087	0.24332	0.026174	0.013678	0.027377	0.014223	0.026036	0.017251	0.012441	0.016023	0.013642	0.015142	0.017465	0.014332	0.020423	0.024467	0.013514
Meth__cg16386080__CCRK	0.11262	0.11192	0.85837	0.035118	0.22541	0.24099	0.83439	0.083372	0.81163	0.079517	0.094401	0.50492	0.58162	0.10081	0.78553	0.048208	0.031615	0.45073	0.017992	0.58585	0.40103	0.042575	0.58251	0.041898	0.75019	0.51623	0.10566	0.24614	0.69095	0.42189	0.072427	0.026501	0.59482	0.6122	0.54633	0.39726	0.83421	0.041284	0.48702	0.92522	0.12587
Meth__cg23269489__BCORL1	0.044773	0.024086	0.0386	0.025469	0.021074	0.032277	0.069351	0.25696	0.028434	0.027739	0.028799	0.027064	0.046356	0.14718	0.031785	0.055978	0.29234	0.052149	0.027587	0.029068	0.027825	0.10801	0.029643	0.1569	0.074067	0.042844	0.047138	0.054276	0.44138	0.032468	0.069211	0.1743	0.030255	0.042349	0.034926	0.15858	0.069775	0.58719	0.038095	0.42596	0.029838
Meth__cg24424381__PEX11A	0.089511	0.056338	0.44298	0.081081	0.055615	0.056644	0.19016	0.061267	0.12479	0.077559	0.035714	0.077298	0.099895	0.083744	0.087299	0.050523	0.065277	0.078566	0.066484	0.05665	0.066631	0.061401	0.066579	0.03801	0.091021	0.074637	0.084975	0.048172	0.11212	0.070513	0.11181	0.040479	0.064661	0.074451	0.084826	0.10573	0.14634	0.071278	0.057838	0.076497	0.069481
Meth__cg08223748__MEF2C	0.020413	0.021038	0.02196	0.015775	0.63461	0.017904	0.042923	0.033485	0.017955	0.015339	0.020013	0.070811	0.038723	0.012863	0.018051	0.019276	0.017514	0.030938	0.016278	0.018113	0.016383	0.14297	0.019616	0.021241	0.052219	0.025277	0.02237	0.01863	0.048579	0.022303	0.033162	0.030787	0.027708	0.083186	0.014734	0.017512	0.050449	0.024083	0.024581	0.058359	0.019632
