Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg02417264__RAMP3	0.1142	0.035357	0.72565	0.8121	0.28958	0.91036	0.3484	0.90897	0.29261	0.033947	0.90694	0.77753	0.58187	0.25167	0.54688	0.60458	0.053509	0.018621	0.55863	0.35309	0.80679	0.40341	0.32347	0.087894	0.57302	0.038934	0.068299	0.060113	0.027618	0.022882	0.035129	0.045681	0.037564	0.087338	0.14793	0.069913
Meth__cg25657834__NTSR2	0.057772	0.16293	0.79966	0.37869	0.16936	0.47328	0.53625	0.29964	0.076737	0.051759	0.76427	0.23049	0.6404	0.092194	0.16059	0.26114	0.12346	0.051785	0.47092	0.57043	0.50357	0.47042	0.32403	0.091546	0.52137	0.24357	0.047898	0.060186	0.071764	0.25769	0.047684	0.28905	0.13775	0.32261	0.16308	0.11298
Meth__cg21431091__TMEM9	0.036762	0.029847	0.51488	0.74845	0.028524	0.3731	0.042777	0.11122	0.11452	0.1059	0.059976	0.074133	0.11844	0.10834	0.048066	0.069113	0.058271	0.052273	0.055041	0.057435	0.070026	0.12126	0.093148	0.079901	0.096924	0.062935	0.031746	0.030242	0.048734	0.10888	0.058041	0.037882	0.10176	0.067038	0.035347	0.043149
Meth__cg19722847__IPO8	0.092384	0.11886	0.43531	0.7914	0.19366	0.096187	0.10601	0.14134	0.12719	0.17755	0.098031	0.14126	0.32511	0.11375	0.076266	0.11076	0.16343	0.054473	0.34345	0.4008	0.13249	0.11099	0.43178	0.20404	0.13512	0.17256	0.052326	0.092653	0.066695	0.78089	0.28104	0.10927	0.24737	0.11082	0.097746	0.099538
Meth__cg08743392__GSS	0.035276	0.05076	0.037997	0.075684	0.098323	0.35467	0.07445	0.04208	0.038416	0.056586	0.082049	0.031202	0.052682	0.039945	0.094581	0.039894	0.061275	0.038352	0.085214	0.040011	0.49122	0.068408	0.055766	0.10288	0.073202	0.072834	0.032587	0.052767	0.042432	0.1441	0.32744	0.036658	0.06906	0.05727	0.03606	0.057598
Meth__cg08785534__GAL	0.1055	0.081009	0.13738	0.30548	0.077289	0.40194	0.40151	0.54361	0.10039	0.086872	0.11865	0.46917	0.27501	0.085538	0.23006	0.1809	0.10602	0.073618	0.46172	0.3938	0.66759	0.5964	0.15616	0.13734	0.55575	0.12793	0.081558	0.079649	0.092146	0.1935	0.19688	0.19008	0.14138	0.087473	0.090697	0.085967
Meth__cg09239756__CKAP4	0.051788	0.64307	0.16806	0.36598	0.46991	0.039158	0.7391	0.096446	0.11543	0.5817	0.066964	0.82841	0.32701	0.087754	0.19461	0.041916	0.15385	0.055364	0.57502	0.75641	0.064356	0.072065	0.091	0.15537	0.18458	0.20444	0.047488	0.041552	0.10132	0.91774	0.051973	0.047463	0.15739	0.35273	0.15943	0.41929
Meth__cg05037688__EGFL7	0.60852	0.025764	0.40687	0.87743	0.45817	0.28269	0.18166	0.90601	0.19282	0.25725	0.34493	0.69217	0.62238	0.16313	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.75719	0.095959	0.45193	0.07071	0.080223	0.036826	0.030985	0.024599	0.040182	0.071905	0.028588	0.051787	0.064121	0.82383	0.18022	0.088519
Meth__cg25446086__SYT11	0.047464	0.14687	0.90024	0.33453	0.19343	0.078615	0.64961	0.70032	0.032244	0.044838	0.66342	0.36621	0.40917	0.061969	0.298	0.52633	0.16301	0.061226	0.58629	0.48692	0.038942	0.20468	0.21968	0.26166	0.35368	0.37257	0.034029	0.032537	0.031379	0.27641	0.11801	0.31259	0.20459	0.34207	0.055606	0.087706
Meth__cg09044743__PANK4	0.05407	0.046202	0.13045	0.69989	0.70409	0.085507	0.064025	0.12681	0.057755	0.069729	0.16758	0.14104	0.14295	0.081247	0.078209	0.07428	0.15611	0.047663	0.14571	0.30804	0.20263	0.073667	0.62169	0.08452	0.36285	0.1959	0.053698	0.042783	0.050547	0.096017	0.27602	0.043757	0.097832	0.095741	0.25782	0.087561
Meth__cg10968815__BPIL1	0.042782	0.15239	0.88585	0.042354	0.58781	0.47776	0.060403	0.94072	0.24637	0.62419	0.91559	0.86427	0.38667	0.25803	0.51861	0.8436	0.072921	0.027677	0.82153	0.86169	0.60794	0.21511	0.37804	0.070288	0.040748	0.40326	0.53099	0.2072	0.061979	0.76246	0.021948	0.029809	0.13162	0.059663	0.17477	0.089041
Meth__cg03714916__CDKN1A	0.04702	0.072471	0.40454	0.31232	0.50378	0.5242	0.32003	0.15541	0.3221	0.202	0.046007	0.30312	0.28493	0.3155	0.10217	0.050449	0.047263	0.1709	0.43133	0.23992	0.63653	0.10041	0.3983	0.11588	0.15741	0.094926	0.037904	0.040763	0.035057	0.55386	0.27324	0.42126	0.024006	0.13588	0.059764	0.049769
Meth__cg03380773__FLJ25169	0.16436	0.9387	0.96626	0.41613	0.61533	0.5884	0.9668	0.92833	0.021365	0.94337	0.40804	0.082732	0.92072	0.26082	0.75082	0.030562	0.043463	0.046818	0.94403	0.94271	0.93272	0.34533	0.67906	0.032852	0.22062	0.73667	0.026866	0.028127	0.020328	0.65199	0.022949	0.89358	0.045273	0.067969	0.55748	0.80094
Meth__cg26759551__FBP1	0.037542	0.96929	0.96367	0.026255	0.032015	0.96607	0.67537	0.98908	0.28755	0.019055	0.97314	0.0682	0.94933	0.44114	0.98024	0.70311	0.19441	0.058393	0.026246	0.027501	0.97171	0.93345	0.037327	0.051897	0.43419	0.66861	0.024259	0.021974	0.02459	0.047393	0.027083	0.023664	0.05178	0.042132	0.022171	0.47083
Meth__cg04837071__NOXA1	0.046036	0.20056	0.22871	0.58455	0.28129	0.94862	0.24647	0.18685	0.29297	0.90211	0.92767	0.69084	0.44603	0.26891	0.19248	0.65752	0.090034	0.64623	0.29341	0.088078	0.38322	0.1742	0.46871	0.074038	0.30609	0.43802	0.14681	0.059974	0.21634	0.11687	0.4535	0.14813	0.096501	0.18317	0.044165	0.032325
Meth__cg20570279__ZNF259	0.039947	0.33866	0.072906	0.90221	0.62022	0.32176	0.072465	0.17605	0.48692	0.84871	0.43665	0.19532	0.51244	0.45668	0.1935	0.088884	0.19234	0.19897	0.63833	0.29752	0.62447	0.28256	0.35236	0.075941	0.093702	0.39628	0.037774	0.03473	0.40278	0.41288	0.042414	0.063875	0.21183	0.34036	0.24801	0.68099
Meth__cg03101664__SNX15	0.058084	0.094733	0.1298	0.48582	0.19458	0.27039	0.38849	0.33866	0.22724	0.075806	0.12017	0.43351	0.41603	0.16986	0.29737	0.18643	0.1657	0.032891	0.12953	0.15119	0.090318	0.11168	0.20409	0.10891	0.13032	0.15001	0.053133	0.046913	0.050204	0.52948	0.14576	0.34772	0.10716	0.33196	0.093658	0.33503
Meth__cg01184522__ZNF496	0.019043	0.86648	0.11767	0.16598	0.48796	0.021103	0.072605	0.064435	0.020647	0.95939	0.018235	0.046538	0.13207	0.026963	0.021369	0.016264	0.054804	0.017	0.029389	0.042118	0.38599	0.049809	0.06764	0.031197	0.033694	0.23224	0.024451	0.017943	0.022162	0.89644	0.025776	0.020742	0.039251	0.03533	0.02587	0.030071
Meth__cg13438834__C22orf8	0.018221	0.16944	0.75876	0.2862	0.057157	0.058664	0.32831	0.068215	0.026452	0.29502	0.017747	0.13701	0.059649	0.032149	0.025241	0.025557	0.025425	0.031969	0.037484	0.019775	0.4634	0.73639	0.34252	0.037946	0.095646	0.076031	0.024156	0.03101	0.02259	0.48755	0.32011	0.28296	0.25842	0.026683	0.052247	0.04289
Meth__cg04060163__SEC14L1	0.047581	0.17394	0.09075	0.28387	0.14778	0.12816	0.36279	0.070222	0.26263	0.19141	0.11039	0.41977	0.24943	0.23736	0.099826	0.035363	0.14928	0.038247	0.41963	0.10703	0.13529	0.079804	0.13291	0.070425	0.078478	0.12693	0.026061	0.033186	0.034917	0.087294	0.064744	0.14454	0.080383	0.13755	0.076853	0.093258
Meth__cg02740947__RAD51L3	0.061795	0.23699	0.52975	0.17625	0.27631	0.067159	0.11225	0.053225	0.057056	0.60812	0.041207	0.50942	0.21985	0.082054	0.06429	0.05331	0.1156	0.058145	0.06827	0.063116	0.52306	0.096248	0.09352	0.064385	0.069519	0.31224	0.049966	0.046204	0.045986	0.15014	0.043641	0.039042	0.082446	0.067041	0.049636	0.055852
Meth__cg12727374__MAP6D1	0.082051	0.94029	0.036238	0.03423	0.027967	0.032154	0.037303	0.37606	0.029402	0.02483	0.05205	0.024788	0.33176	0.49443	0.030898	0.04583	0.12663	0.46501	0.024596	0.045628	0.032708	0.08624	0.047956	0.056232	0.08639	0.12306	0.21007	0.027536	0.102	0.34202	0.01967	0.96843	0.052465	0.042956	0.58872	0.54989
Meth__cg11612345__SMOC2	0.12802	0.94618	0.94604	0.69212	0.068934	0.92483	0.78459	0.25252	0.45079	0.064782	0.94396	0.5603	0.84939	0.3924	0.59107	0.078021	0.18921	0.035527	0.96421	0.74038	0.53872	0.77998	0.63859	0.11176	0.6518	0.097648	0.068031	0.062392	0.247	0.40344	0.18938	0.50274	0.1976	0.11297	0.14226	0.08907
Meth__cg06423920__ZNF312	0.50503	0.038173	0.89145	0.91933	0.31646	0.62801	0.72646	0.91804	0.2341	0.052373	0.68003	0.30496	0.42283	0.20367	0.065479	0.43489	0.089205	0.038407	0.62044	0.5444	0.42147	0.52895	0.37669	0.11561	0.83895	0.069809	0.040349	0.16369	0.044197	0.45987	0.03262	0.3724	0.070108	0.7639	0.29709	0.50457
Meth__cg08468689__LGP1	0.046664	0.02516	0.11796	0.47266	0.30712	0.044455	0.1155	0.072401	0.050106	0.050386	0.049651	0.042903	0.29178	0.043523	0.039359	0.75136	0.10511	0.038222	0.47973	0.32564	0.34525	0.10794	0.049768	0.065214	0.088361	0.047712	0.040015	0.039083	0.030825	0.18668	0.035262	0.03941	0.097677	0.056471	0.041472	0.20704
Meth__cg22016649__PNPLA2	0.023537	0.29835	0.029805	0.57514	0.20194	0.74203	0.17017	0.7664	0.38667	0.87347	0.55518	0.033596	0.32873	0.34145	0.36531	0.6545	0.058619	0.065906	0.31852	0.23629	0.71195	0.18893	0.41122	0.089744	0.16304	0.43356	0.415	0.022742	0.025145	0.36578	0.069933	0.34818	0.030453	0.027772	0.079448	0.1048
Meth__cg02204046__MYCN	0.59686	0.039731	0.21698	0.043936	0.03514	0.90006	0.042943	0.027354	0.032909	0.04692	0.19654	0.084374	0.444	0.037513	0.070415	0.22004	0.21934	0.37671	0.41306	0.43284	0.05704	0.82328	0.037578	0.083631	0.12497	0.099693	0.1324	0.14908	0.12421	0.03666	0.053066	0.20705	0.092355	0.039824	0.07907	0.040711
Meth__cg27465531__MBTPS2	0.62338	0.037569	0.10602	0.072932	0.348	0.069083	0.091827	0.099821	0.11937	0.063885	0.073781	0.2059	0.34877	0.12326	0.065227	0.11665	0.16203	0.52272	0.075313	0.094012	0.051665	0.14359	0.48656	0.21943	0.5113	0.36673	0.61528	0.10551	0.55434	0.10129	0.045782	0.028971	0.16814	0.51016	0.28131	0.074199
Meth__cg17699374__MGC35206	0.22081	0.11049	0.89932	0.86889	0.84078	0.062583	0.51974	0.96292	0.074191	0.1819	0.23566	0.87098	0.74408	0.085751	0.40212	0.84295	0.051688	0.022593	0.8257	0.82167	0.09178	0.078198	0.45516	0.035927	0.15692	0.11922	0.036483	0.055352	0.080575	0.85202	0.18017	0.76576	0.13755	0.89464	0.5522	0.40802
Meth__cg17607973__BCDIN3	0.16513	0.18494	0.22251	0.19357	0.053508	0.049663	0.14163	0.092995	0.13533	0.031266	0.19563	0.1155	0.075786	0.088577	0.10007	0.11483	0.15033	0.016101	0.071058	0.16793	0.1582	0.10032	0.12857	0.027942	0.12606	0.11277	0.018607	0.027848	0.030523	0.044108	0.019433	0.032634	0.069407	0.028506	0.045619	0.066344
Meth__cg17820591__ENO3	0.037336	0.047582	0.02671	0.93073	0.18471	0.82896	0.60145	0.19235	0.88357	0.61821	0.037449	0.70846	0.67003	0.69922	0.37155	0.38927	0.14899	0.16928	0.040144	0.12936	0.56653	0.052136	0.38372	0.062842	0.060721	0.26935	0.038499	0.022662	0.035885	0.31819	0.027113	0.16579	0.11215	0.30252	0.039128	0.40675
Meth__cg25375711__TRMT12	0.050735	0.013583	0.040154	0.01987	0.015664	0.019407	0.024068	0.014295	0.087798	0.021072	0.024008	0.016842	0.40377	0.033113	0.019808	0.01623	0.055771	0.024158	0.02029	0.018442	0.015858	0.12326	0.030126	0.049834	0.26623	0.028956	0.025347	0.022982	0.03534	0.022905	0.016495	0.024649	0.0256	0.021388	0.025825	0.026458
Meth__cg15147435__FKBP11	0.04238	0.75404	0.93006	0.23907	0.45582	0.93715	0.045509	0.95122	0.93722	0.61237	0.050658	0.11168	0.9116	0.94	0.91736	0.026205	0.30018	0.029111	0.14546	0.062569	0.92115	0.87415	0.037518	0.048481	0.13866	0.17469	0.033918	0.11256	0.079011	0.96818	0.9098	0.32756	0.9129	0.64025	0.58797	0.93368
Meth__cg14844130__VPREB1	0.29641	0.048397	0.3718	0.53914	0.41014	0.051145	0.13786	0.19669	0.27951	0.18341	0.086059	0.32712	0.197	0.18069	0.12585	0.25547	0.078659	0.03415	0.38864	0.30154	0.071214	0.11526	0.11143	0.064155	0.12614	0.11881	0.036022	0.071231	0.057661	0.078912	0.062373	0.10701	0.094616	0.078652	0.092254	0.12378
Meth__cg20224517__THUMPD2	0.053941	0.316	0.068689	0.2988	0.14315	0.3154	0.24316	0.4728	0.096373	0.14101	0.12007	0.07559	0.15633	0.10296	0.05975	0.068376	0.26389	0.057086	0.32713	0.089927	0.36769	0.11023	0.087591	0.083012	0.093813	0.13179	0.042175	0.053498	0.050715	0.41079	0.063225	0.070437	0.187	0.05958	0.14938	0.13719
Meth__cg01934790__FBXL16	0.051527	0.1927	0.60033	0.27971	0.16304	0.16109	0.54812	0.43969	0.078774	0.047925	0.68644	0.4825	0.78443	0.081153	0.63273	0.33832	0.28018	0.038323	0.35667	0.39315	0.7464	0.75061	0.11512	0.11098	0.16179	0.10304	0.053463	0.10091	0.066274	0.092326	0.13848	0.054936	0.12806	0.062885	0.15221	0.1294
Meth__cg15972294__GNAI2	0.077438	0.070063	0.82372	0.33056	0.24228	0.82205	0.077443	0.11847	0.34573	0.14816	0.44704	0.29571	0.19859	0.27158	0.42607	0.092855	0.21781	0.077046	0.12402	0.11298	0.10473	0.74432	0.28658	0.18712	0.13734	0.10903	0.057917	0.065859	0.16861	0.22998	0.13652	0.12359	0.13181	0.076324	0.072899	0.20027
Meth__cg05719902__LOC136306	0.62022	0.081224	0.070585	0.096723	0.23394	0.94658	0.56036	0.12775	0.065421	0.073537	0.072677	0.19613	0.23689	0.069753	0.16505	0.20656	0.14385	0.71836	0.086918	0.63461	0.30775	0.9039	0.087311	0.3682	0.73474	0.1327	0.51398	0.15094	0.53713	0.048244	0.062488	0.59251	0.14194	0.080448	0.51157	0.5288
Meth__cg25778479__ANKMY2	0.13868	0.059934	0.20861	0.17621	0.40256	0.073638	0.094149	0.1289	0.37931	0.19328	0.08907	0.36464	0.063223	0.39664	0.12768	0.058815	0.10553	0.080937	0.13785	0.087484	0.16631	0.12266	0.10698	0.13112	0.081333	0.11472	0.081179	0.079984	0.058068	0.061514	0.17023	0.050818	0.28035	0.52473	0.074087	0.061239
Meth__cg10534672__C1QTNF2	0.061676	0.096851	0.6213	0.5086	0.18475	0.22592	0.13058	0.064636	0.12626	0.088123	0.050768	0.086331	0.13523	0.095345	0.17202	0.08149	0.095775	0.046934	0.2957	0.32636	0.0558	0.37114	0.54427	0.060905	0.13652	0.2526	0.032055	0.05539	0.065022	0.55461	0.030542	0.18227	0.072027	0.046531	0.13108	0.74318
Meth__cg14833160__BAX	0.047694	0.035066	0.073237	0.47436	0.2788	0.12173	0.056618	0.074024	0.050979	0.042296	0.082776	0.191	0.29117	0.11928	0.20602	0.20504	0.14585	0.038242	0.14999	0.062622	0.078313	0.077563	0.18716	0.071218	0.10033	0.12736	0.044503	0.05328	0.051049	0.21688	0.12434	0.033332	0.096128	0.061676	0.05748	0.060105
Meth__cg16366323__DUSP3	0.026599	0.054927	0.54251	0.24496	0.05718	0.066949	0.25043	0.42048	0.17967	0.1742	0.052782	0.052466	0.14712	0.14143	0.11644	0.055743	0.082447	0.032447	0.14843	0.14457	0.055501	0.4366	0.22279	0.088275	0.13516	0.089235	0.032648	0.033791	0.060502	0.15125	0.068191	0.1314	0.059645	0.057518	0.058233	0.055752
Meth__cg16861508__TNFRSF10B	0.045187	0.82476	0.42584	0.90194	0.8175	0.51111	0.3301	0.70743	0.8143	0.89188	0.038152	0.19123	0.44508	0.63754	0.16249	0.43054	0.32253	0.49091	0.48067	0.44864	0.052957	0.091126	0.76389	0.10639	0.12277	0.56436	0.03509	0.37418	0.032567	0.73313	0.067365	0.034954	0.086812	0.42008	0.70643	0.8768
Meth__cg24170090__M-RIP	0.035817	0.0313	0.044419	0.19052	0.092274	0.043595	0.071599	0.031917	0.054953	0.045285	0.038142	0.06488	0.073655	0.052639	0.041076	0.060625	0.064335	0.02854	0.13944	0.062084	0.037193	0.042868	0.42561	0.044701	0.12571	0.067738	0.02416	0.019501	0.037324	0.1204	0.05377	0.030761	0.076762	0.044182	0.06564	0.064193
Meth__cg23579062__DNAI1	0.07563	0.59728	0.74213	0.50412	0.40119	0.24279	0.90474	0.93181	0.90744	0.068728	0.083249	0.64262	0.28488	0.64878	0.22601	0.065184	0.16827	0.050384	0.33741	0.26186	0.1045	0.12298	0.13998	0.07055	0.84876	0.18894	0.89432	0.070074	0.04433	0.066655	0.46394	0.046147	0.065421	0.10351	0.045359	0.058072
Meth__cg11873854__LCN6	0.25851	0.045477	0.48493	0.44663	0.44412	0.28508	0.19971	0.88228	0.12726	0.27059	0.15943	0.39264	0.37348	0.11656	0.23777	0.54284	0.028564	0.041178	0.40934	0.48731	0.49739	0.067661	0.18624	0.077682	0.25092	0.10685	0.34403	0.072653	0.040514	0.25036	0.0534	0.1542	0.079699	0.66613	0.10942	0.084962
Meth__cg19235307__MBD4	0.11636	0.22785	0.085818	0.53442	0.34714	0.28673	0.65814	0.28121	0.44232	0.35	0.065292	0.40224	0.10572	0.25477	0.10408	0.029418	0.19073	0.042286	0.2072	0.12979	0.33363	0.193	0.1434	0.16255	0.092344	0.34551	0.033	0.1226	0.34267	0.19487	0.088999	0.070273	0.14818	0.78492	0.082309	0.14595
Meth__cg26294850__TSPAN1	0.040553	0.053041	0.16476	0.06032	0.051841	0.30618	0.14089	0.47269	0.043528	0.081522	0.028131	0.33197	0.18963	0.051217	0.14407	0.20795	0.081087	0.027182	0.20452	0.26609	0.36021	0.11877	0.057271	0.039484	0.099741	0.075652	0.032692	0.047741	0.044846	0.041959	0.062994	0.086395	0.091443	0.046872	0.071689	0.05673
Meth__cg13640200__AMIGO2	0.057054	0.11867	0.10541	0.15417	0.12953	0.051732	0.051697	0.063034	0.15733	0.073326	0.91897	0.065253	0.074164	0.4378	0.43127	0.157	0.097607	0.047146	0.14535	0.069173	0.063863	0.12572	0.057624	0.11798	0.087023	0.13543	0.051238	0.045608	0.049508	0.84665	0.17391	0.22274	0.073234	0.21358	0.072218	0.073623
Meth__cg05045781__FHL3	0.073157	0.059329	0.47332	0.40637	0.13797	0.21844	0.11833	0.17362	0.22033	0.25619	0.089823	0.41154	0.14809	0.2243	0.10335	0.14557	0.13788	0.12676	0.11995	0.29767	0.1143	0.40821	0.08839	0.10129	0.074345	0.1155	0.054221	0.053313	0.11675	0.66179	0.057817	0.087396	0.093648	0.13832	0.11363	0.11984
Meth__cg18256128__PDK3	0.60709	0.043927	0.13358	0.079897	0.30482	0.06698	0.093765	0.10431	0.16461	0.086097	0.099672	0.55031	0.50636	0.11455	0.093685	0.12557	0.28801	0.1932	0.051958	0.086332	0.056215	0.1427	0.54072	0.47426	0.45991	0.4891	0.6251	0.11103	0.62807	0.19504	0.056768	0.045082	0.10992	0.53789	0.416	0.090218
Meth__cg16904306__PCSK5	0.019606	0.028562	0.90974	0.050046	0.063636	0.66808	0.75099	0.29369	0.037166	0.038721	0.27648	0.019049	0.34366	0.030763	0.16757	0.026603	0.030797	0.026769	0.54725	0.26537	0.080667	0.80592	0.045473	0.087618	0.16801	0.056503	0.038166	0.029572	0.027208	0.025875	0.03913	0.035349	0.077988	0.045893	0.035268	0.045283
Meth__cg26853640__GGN	0.03604	0.045238	0.85202	0.88227	0.099892	0.029386	0.55095	0.17892	0.065135	0.52446	0.74268	0.91768	0.70525	0.061062	0.075195	0.070948	0.057026	0.02613	0.38054	0.73454	0.3695	0.070947	0.38102	0.039914	0.32458	0.08601	0.13012	0.022709	0.019215	0.44041	0.26136	0.68469	0.40018	0.056524	0.036745	0.036526
Meth__cg27560292__TAF10	0.073045	0.10904	0.6108	0.19076	0.18066	0.093559	0.10337	0.16974	0.17832	0.28585	0.69145	0.78546	0.28444	0.1916	0.10928	0.088142	0.072573	0.32015	0.43298	0.20747	0.6083	0.55305	0.63949	0.094704	0.49239	0.27938	0.044828	0.063535	0.056665	0.38652	0.18547	0.53522	0.10171	0.14944	0.076317	0.059455
Meth__cg03633120__NDUFA7	0.051713	0.060585	0.098893	0.14585	0.070946	0.062986	0.10539	0.19673	0.058039	0.19765	0.048073	0.8122	0.15784	0.074731	0.045183	0.051691	0.087105	0.034592	0.057598	0.060673	0.43389	0.10165	0.1399	0.1218	0.11951	0.078664	0.040742	0.041653	0.038943	0.051199	0.081613	0.045002	0.15084	0.18537	0.061697	0.049727
Meth__cg02066887__POLD4	0.015942	0.027871	0.049748	0.089537	0.056585	0.1149	0.061878	0.038676	0.52654	0.22842	0.022084	0.27355	0.094462	0.40823	0.044932	0.026377	0.072875	0.018878	0.053747	0.026057	0.060367	0.084379	0.047296	0.027347	0.046988	0.065064	0.031829	0.031828	0.029937	0.032552	0.019914	0.032542	0.088327	0.14894	0.016306	0.018923
Meth__cg05832051__MYADM	0.044796	0.72318	0.059268	0.69065	0.87484	0.91558	0.68195	0.052831	0.37877	0.93852	0.69816	0.86526	0.91183	0.32348	0.087653	0.049161	0.12298	0.043439	0.92858	0.68538	0.71965	0.14735	0.56772	0.084082	0.54178	0.42237	0.067185	0.15624	0.049986	0.46685	0.50746	0.55966	0.20972	0.056816	0.37181	0.078359
Meth__cg09276883__HHAT	0.040686	0.026753	0.31528	0.68792	0.15945	0.28357	0.16232	0.075263	0.14968	0.064681	0.099881	0.15594	0.49253	0.17207	0.10092	0.31751	0.22382	0.022208	0.17722	0.25399	0.15139	0.17009	0.29964	0.061617	0.29504	0.069002	0.029402	0.049595	0.043816	0.82801	0.14081	0.10222	0.045416	0.046447	0.12382	0.10441
Meth__cg20484352__LOC92689	0.044108	0.89997	0.29944	0.24876	0.10262	0.048123	0.32904	0.053499	0.52966	0.50702	0.14811	0.21159	0.30802	0.44284	0.057683	0.034556	0.064414	0.039154	0.45672	0.31466	0.14383	0.12393	0.4971	0.10109	0.89017	0.71567	0.041902	0.42528	0.061439	0.65338	0.037275	0.039541	0.11945	0.1506	0.13378	0.055737
Meth__cg20444256__CKM	0.22579	0.066365	0.20653	0.69877	0.239	0.32458	0.47305	0.88786	0.59083	0.11714	0.62306	0.74148	0.4648	0.3283	0.50775	0.39171	0.091906	0.022029	0.38058	0.38725	0.61916	0.21918	0.18671	0.13038	0.17526	0.15681	0.2475	0.13165	0.033946	0.24499	0.064814	0.20606	0.15305	0.091372	0.10416	0.12821
Meth__cg25821963__ABLIM3	0.055046	0.050564	0.068483	0.59465	0.038757	0.11299	0.050718	0.051055	0.041443	0.05107	0.3917	0.054463	0.14542	0.55205	0.03488	0.048703	0.067758	0.034378	0.57611	0.6031	0.15643	0.57302	0.060176	0.078042	0.079336	0.053149	0.036691	0.037346	0.031434	0.41814	0.054434	0.034885	0.078797	0.052517	0.035038	0.052829
Meth__cg25563456__WT1	0.11411	0.038851	0.9586	0.94927	0.93011	0.92916	0.03111	0.97197	0.27557	0.78538	0.034069	0.051926	0.056056	0.2264	0.93442	0.034854	0.093287	0.031894	0.95383	0.94064	0.043206	0.7935	0.89608	0.062959	0.92207	0.046772	0.038257	0.049108	0.18151	0.11039	0.49509	0.35849	0.58877	0.76763	0.22711	0.77528
Meth__cg02153528__OBFC2B	0.029414	0.022253	0.037072	0.27399	0.08141	0.11467	0.031089	0.038044	0.077806	0.66272	0.072099	0.34082	0.18068	0.058873	0.030377	0.11858	0.055284	0.01904	0.035849	0.046251	0.3358	0.27708	0.13522	0.07248	0.055927	0.032783	0.047599	0.024598	0.026249	0.14881	0.044885	0.018573	0.066737	0.41963	0.040843	0.023071
Meth__cg06020352__IRF8	0.13752	0.11164	0.91224	0.84838	0.54973	0.32444	0.12452	0.70024	0.12728	0.83475	0.8331	0.8694	0.73137	0.21042	0.5322	0.14555	0.1821	0.10249	0.50745	0.34958	0.2716	0.65861	0.85712	0.16219	0.5903	0.15913	0.0919	0.075808	0.10637	0.10267	0.06776	0.81023	0.16983	0.88647	0.086334	0.13221
Meth__cg00040873__NDUFB10	0.10813	0.076724	0.74529	0.30578	0.20467	0.83255	0.27582	0.7845	0.15388	0.073497	0.65861	0.73768	0.7383	0.15014	0.24769	0.58138	0.16627	0.1521	0.44812	0.62339	0.39622	0.66732	0.33494	0.060452	0.67279	0.21076	0.050375	0.13001	0.10193	0.25088	0.081098	0.55428	0.18817	0.70077	0.32104	0.37762
Meth__cg07260017__CSF1R	0.096571	0.19143	0.061797	0.95479	0.94218	0.64628	0.82352	0.49686	0.036112	0.38697	0.86711	0.77301	0.20028	0.15725	0.22238	0.059168	0.20989	0.024179	0.87197	0.89342	0.055903	0.087459	0.92258	0.26802	0.76223	0.26979	0.1162	0.031667	0.093833	0.87792	0.57956	0.38082	0.93213	0.75741	0.87979	0.82266
Meth__cg00981643__MECP2	0.051567	0.044453	0.14747	0.10694	0.080365	0.55692	0.079952	0.47161	0.54768	0.51136	0.05493	0.27566	0.18742	0.41689	0.065431	0.27238	0.095313	0.056604	0.18392	0.32693	0.55551	0.43315	0.1762	0.090773	0.68706	0.15919	0.14172	0.034935	0.077214	0.099667	0.045263	0.095197	0.098695	0.47437	0.13073	0.051566
Meth__cg02205962__BCAP31	0.77238	0.026047	0.026869	0.026908	0.65025	0.019398	0.028529	0.55172	0.031057	0.017116	0.03257	0.099684	0.075563	0.026779	0.69745	0.63518	0.16981	0.029225	0.034348	0.031099	0.060532	0.068313	0.028028	0.78179	0.50917	0.099973	0.71728	0.016239	0.82496	0.02153	0.022261	0.49884	0.060866	0.82083	0.69026	0.028342
Meth__cg26619317__CNN3	0.061306	0.17624	0.19398	0.12404	0.070568	0.034924	0.085185	0.11251	0.061759	0.070503	0.086756	0.094087	0.10238	0.052703	0.03844	0.05748	0.12682	0.033487	0.95627	0.55772	0.087287	0.10797	0.086033	0.063366	0.2751	0.13681	0.031426	0.036168	0.041144	0.034627	0.041854	0.030139	0.12826	0.051106	0.10226	0.76444
Meth__cg20492121__GLUL	0.021101	0.53873	0.98104	0.80418	0.016658	0.74462	0.32771	0.030575	0.04505	0.018399	0.02754	0.42018	0.28587	0.050493	0.96578	0.019003	0.075999	0.015908	0.28979	0.40015	0.55377	0.23423	0.50327	0.022887	0.052215	0.4074	0.037008	0.018017	0.045629	0.34044	0.015464	0.041623	0.024375	0.02683	0.038313	0.16033
