Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg03513163__PCDHB1	0.78168	0.10268	0.79143	0.62216	0.11254	0.66389	0.80449	0.63064	0.86479	0.13677	0.15187	0.73308	0.14055	0.5359	0.064984	0.16146	0.7606	0.13226	0.17289	0.15138	0.86833	0.63286	0.10358	0.083574	0.086172	0.59501	0.76329	0.11736	0.3017	0.10384	0.32816	0.77225	0.14221	0.09019	0.063568	0.12822	0.25633	0.50757	0.43519
Meth__cg15983538__SEMA4A	0.055037	0.074217	0.10529	0.22341	0.063748	0.84618	0.24595	0.80747	0.15183	0.050269	0.082469	0.094494	0.10354	0.11895	0.066634	0.054396	0.36339	0.8837	0.14457	0.2754	0.097663	0.1093	0.07786	0.86351	0.11403	0.81885	0.082458	0.18724	0.11087	0.074811	0.21347	0.36508	0.757	0.076965	0.04243	0.084733	0.11846	0.066837	0.068948
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.32298	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.039736	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.10159	0.10894	0.073786	0.10372
Meth__cg09243900__RAB25	0.06656	0.044754	0.065745	0.069495	0.057205	0.92211	0.065311	0.92646	0.049319	0.053652	0.070708	0.36055	0.054334	0.088115	0.049814	0.051841	0.18874	0.90448	0.09224	0.8575	0.05608	0.067266	0.064249	0.92018	0.067062	0.85421	0.07798	0.10981	0.057734	0.21213	0.43773	0.060403	0.88861	0.051223	0.050536	0.053532	0.08133	0.061861	0.058729
Meth__cg18192417__NEBL	0.059726	0.055747	0.044661	0.066496	0.051143	0.93028	0.062361	0.85359	0.045411	0.047361	0.055309	0.51717	0.064677	0.086862	0.057027	0.051607	0.91904	0.47735	0.098443	0.086118	0.059268	0.07029	0.089467	0.875	0.12982	0.15801	0.052644	0.1532	0.14228	0.070676	0.40171	0.35529	0.92895	0.043894	0.046234	0.047439	0.10497	0.059986	0.056796
Meth__cg19547629__MYRIP	0.55903	0.21406	0.94306	0.043323	0.26615	0.9132	0.81554	0.61347	0.49257	0.040874	0.037421	0.93889	0.61637	0.42947	0.086504	0.12489	0.18533	0.35196	0.23906	0.75077	0.95863	0.9392	0.41282	0.32673	0.87392	0.85429	0.033394	0.30351	0.35325	0.060756	0.092499	0.11102	0.6221	0.048353	0.045326	0.79525	0.30207	0.37691	0.44118
Meth__cg07640473__SEMA3F	0.026867	0.025677	0.88506	0.040579	0.039975	0.8	0.048008	0.92513	0.85396	0.03167	0.049449	0.97912	0.12626	0.08538	0.040121	0.037801	0.53039	0.030363	0.048484	0.25015	0.045507	0.058389	0.057597	0.75673	0.025232	0.9603	0.037097	0.10301	0.060152	0.08906	0.60151	0.58203	0.765	0.034869	0.043344	0.048554	0.18153	0.032835	0.050105
Meth__cg18809289__ALOX5	0.16115	0.17799	0.11406	0.23337	0.10928	0.91561	0.14933	0.68802	0.47892	0.12298	0.10298	0.65779	0.1651	0.20122	0.22137	0.1208	0.48377	0.38339	0.1456	0.43729	0.12395	0.20169	0.18772	0.23261	0.33154	0.84574	0.11345	0.1759	0.83329	0.13857	0.25603	0.1343	0.23211	0.12991	0.095453	0.1742	0.18236	0.11157	0.13307
Meth__cg14587868__TGM1	0.088428	0.072753	0.18882	0.47331	0.13028	0.74384	0.10767	0.41268	0.39387	0.059181	0.082194	0.75387	0.36723	0.26703	0.15344	0.10436	0.45122	0.68745	0.18133	0.10752	0.16422	0.22176	0.40781	0.79092	0.37685	0.282	0.52407	0.19238	0.32182	0.098021	0.12654	0.71042	0.31176	0.058479	0.087768	0.058632	0.22009	0.19899	0.2383
Meth__cg17465304__KIF12	0.076488	0.12585	0.89961	0.35968	0.066774	0.90772	0.101	0.85787	0.92456	0.90356	0.06515	0.80634	0.82575	0.84128	0.12467	0.74332	0.90833	0.9054	0.34254	0.91412	0.16997	0.51638	0.30287	0.87694	0.1588	0.87546	0.076816	0.14139	0.86528	0.2133	0.65889	0.90596	0.90818	0.44074	0.077404	0.081987	0.17891	0.57335	0.2071
Meth__cg16652259__DLX1	0.80576	0.071001	0.58871	0.082154	0.11651	0.042321	0.94435	0.025148	0.082362	0.073501	0.07976	0.090017	0.164	0.57026	0.036538	0.077655	0.75286	0.050809	0.081784	0.03282	0.036225	0.24971	0.1169	0.065223	0.94228	0.88165	0.058792	0.086878	0.075044	0.15243	0.28526	0.067962	0.043117	0.049194	0.046002	0.23883	0.0956	0.63064	0.91683
Meth__cg00401678__EMR3	0.35557	0.054999	0.47143	0.30157	0.16115	0.11757	0.25427	0.23181	0.7799	0.078731	0.13043	0.49099	0.36387	0.22148	0.085393	0.086776	0.33759	0.58399	0.087834	0.074921	0.16299	0.17368	0.22916	0.11516	0.35587	0.1069	0.13081	0.15864	0.2459	0.078057	0.10537	0.086848	0.064495	0.1612	0.072296	0.26707	0.21059	0.20758	0.24382
Meth__cg03109316__ZNF80	0.79014	0.032029	0.77053	0.81772	0.3884	0.37761	0.63533	0.1157	0.94863	0.86852	0.33488	0.89647	0.8656	0.098093	0.047173	0.64841	0.74926	0.93805	0.078491	0.22611	0.16289	0.14337	0.91522	0.10745	0.93575	0.33508	0.057851	0.040985	0.16853	0.041155	0.31333	0.56294	0.04333	0.23592	0.040553	0.036595	0.10319	0.2955	0.23653
Meth__cg22915732__MGC34646	0.33604	0.086133	0.52077	0.16336	0.06219	0.19843	0.39068	0.42688	0.17527	0.10539	0.060303	0.23652	0.39105	0.47809	0.10039	0.1048	0.2191	0.47148	0.17721	0.11691	0.1226	0.13383	0.44685	0.094946	0.078136	0.32251	0.14554	0.31263	0.4414	0.15974	0.064237	0.17196	0.11995	0.094164	0.082634	0.17092	0.25697	0.1099	0.061936
Meth__cg02423618__SPATA8	0.84123	0.14181	0.78769	0.37424	0.03516	0.086949	0.45914	0.038567	0.84248	0.036517	0.045686	0.55982	0.53618	0.24524	0.052777	0.18975	0.61471	0.46168	0.1039	0.034927	0.081105	0.17011	0.052916	0.12945	0.46601	0.27635	0.21346	0.0967	0.3266	0.36264	0.4239	0.63763	0.055877	0.042837	0.75232	0.087993	0.052625	0.36104	0.30162
Meth__cg24739326__CHST8	0.89803	0.052684	0.41806	0.07301	0.068921	0.19204	0.54905	0.48004	0.377	0.057544	0.079407	0.90775	0.19817	0.1447	0.095269	0.063868	0.10026	0.080226	0.09009	0.057844	0.046333	0.061677	0.95158	0.051968	0.051736	0.87915	0.11971	0.09854	0.42946	0.085064	0.081355	0.058642	0.13149	0.062327	0.039159	0.64848	0.16062	0.51748	0.33523
Meth__cg15320474__UBD	0.84893	0.053608	0.89315	0.73548	0.045993	0.038844	0.57624	0.48111	0.86805	0.4103	0.13056	0.76804	0.70764	0.55644	0.031794	0.28344	0.65799	0.89327	0.12168	0.043593	0.23451	0.20068	0.28195	0.44106	0.47727	0.22509	0.22826	0.068799	0.19729	0.15523	0.1626	0.54316	0.044523	0.43692	0.10933	0.29137	0.13376	0.40811	0.49143
Meth__cg05719902__LOC136306	0.62022	0.081224	0.070585	0.096723	0.23394	0.94658	0.56036	0.94564	0.12775	0.065421	0.073537	0.072677	0.19613	0.23689	0.046597	0.069753	0.16505	0.20656	0.14385	0.71836	0.086918	0.63461	0.86187	0.30775	0.069788	0.9039	0.087311	0.3682	0.73474	0.1327	0.51398	0.15094	0.53713	0.048244	0.062488	0.59251	0.14194	0.51157	0.5288
Meth__cg03799530__LNK	0.16018	0.044131	0.41082	0.7948	0.11679	0.89932	0.063371	0.14718	0.89106	0.0726	0.077527	0.72883	0.10717	0.43358	0.050113	0.073234	0.10082	0.9547	0.16546	0.15728	0.078044	0.074366	0.068936	0.058743	0.050337	0.11323	0.11989	0.055918	0.91774	0.065031	0.58281	0.10378	0.036993	0.039466	0.069656	0.05364	0.16886	0.3369	0.31282
Meth__cg25171089__ASB13	0.031311	0.021461	0.057085	0.035474	0.028457	0.16099	0.039499	0.20574	0.023221	0.025252	0.025886	0.043184	0.098138	0.074776	0.024457	0.021254	0.03571	0.022682	0.066911	0.027532	0.019392	0.033976	0.025044	0.020247	0.029061	0.12327	0.033409	0.059181	0.10896	0.063582	0.036995	0.024486	0.038602	0.026227	0.019743	0.032176	0.18421	0.032158	0.037948
Meth__cg25635352__B3GALT3	0.040193	0.67512	0.96164	0.043662	0.033365	0.96375	0.044055	0.74155	0.27791	0.031248	0.037226	0.046139	0.10864	0.61308	0.020357	0.031978	0.96695	0.030555	0.084258	0.24171	0.029597	0.53736	0.2254	0.046384	0.2355	0.088625	0.03887	0.064626	0.11684	0.39361	0.18046	0.032201	0.18422	0.24805	0.022835	0.69706	0.09041	0.52056	0.95493
Meth__cg22585988__PVRL4	0.026399	0.015309	0.036963	0.019419	0.016055	0.95734	0.0235	0.97074	0.017342	0.014845	0.01694	0.88553	0.019854	0.03884	0.013904	0.018761	0.061356	0.95308	0.026903	0.74041	0.024257	0.019638	0.021504	0.94787	0.015416	0.96822	0.03107	0.039588	0.031959	0.024859	0.93885	0.019266	0.93054	0.015303	0.019277	0.016235	0.046166	0.022484	0.018927
Meth__cg06557358__LOC124842	0.45579	0.035784	0.19846	0.10074	0.02244	0.94238	0.38554	0.18273	0.19327	0.028363	0.026057	0.29812	0.075581	0.16955	0.026685	0.047485	0.041673	0.068769	0.15523	0.032737	0.11648	0.054286	0.025894	0.071292	0.026393	0.82416	0.037031	0.054022	0.078981	0.050377	0.15934	0.055964	0.12572	0.026846	0.028214	0.11396	0.06911	0.030744	0.042363
Meth__cg13905388__CDCA4	0.10255	0.077292	0.14661	0.11657	0.061063	0.10533	0.12832	0.17183	0.74455	0.10269	0.099053	0.12982	0.19693	0.12244	0.071729	0.11129	0.13941	0.08441	0.13153	0.12389	0.075459	0.1006	0.11992	0.090976	0.086317	0.15595	0.1056	0.13553	0.1117	0.095718	0.11265	0.084808	0.0714	0.048931	0.098698	0.06315	0.17311	0.093197	0.11071
Meth__cg01269795__BTN3A3	0.1586	0.1356	0.16237	0.16318	0.11121	0.76367	0.15912	0.33709	0.81016	0.31097	0.13309	0.27959	0.20586	0.26686	0.13032	0.29086	0.37953	0.8132	0.21406	0.18026	0.13332	0.14362	0.16861	0.16773	0.18744	0.27071	0.1341	0.23327	0.19225	0.21353	0.12955	0.65794	0.50388	0.13861	0.14783	0.097144	0.18642	0.16205	0.16749
Meth__cg01726775__C1RL	0.033715	0.61205	0.036024	0.51692	0.44691	0.037004	0.83469	0.028044	0.036875	0.028017	0.84225	0.031447	0.17154	0.051108	0.045411	0.22415	0.038484	0.028107	0.058237	0.031359	0.87136	0.87706	0.19241	0.80127	0.28682	0.063158	0.84009	0.3116	0.86029	0.54072	0.4782	0.042026	0.038345	0.8457	0.53985	0.17678	0.11507	0.353	0.09361
Meth__cg01257202__DKC1	0.45424	0.037193	0.045877	0.053792	0.035296	0.026485	0.040562	0.071189	0.43915	0.029858	0.035977	0.055587	0.10068	0.056974	0.030499	0.030112	0.064185	0.27932	0.071627	0.040779	0.033702	0.042424	0.42945	0.04732	0.41684	0.069275	0.04115	0.06498	0.13476	0.055556	0.077365	0.02251	0.081282	0.024129	0.029812	0.08262	0.13061	0.076783	0.039893
Meth__cg01366419__WBSCR17	0.90713	0.071024	0.92285	0.70332	0.13147	0.86784	0.91447	0.39715	0.31599	0.16588	0.18844	0.90784	0.91588	0.76383	0.1762	0.15135	0.09319	0.2676	0.10506	0.23683	0.60662	0.63264	0.64387	0.087669	0.88982	0.82392	0.30958	0.19256	0.84544	0.17254	0.06493	0.11895	0.19991	0.036089	0.34728	0.60128	0.092315	0.31035	0.25617
Meth__cg24625388__NEBL	0.1676	0.095977	0.071449	0.10198	0.11038	0.91554	0.11052	0.69767	0.10135	0.077672	0.090854	0.2206	0.08732	0.15515	0.087839	0.090221	0.82146	0.67341	0.1386	0.43309	0.099786	0.12267	0.10286	0.77423	0.16554	0.33256	0.10882	0.14297	0.16136	0.12146	0.85177	0.16292	0.89489	0.0963	0.10417	0.099572	0.19281	0.11305	0.096147
Meth__cg01966465__RPIB9	0.033102	0.017964	0.76163	0.026829	0.019978	0.24383	0.030319	0.073047	0.031723	0.016018	0.023376	0.023387	0.068236	0.11637	0.018877	0.02301	0.024406	0.02404	0.059935	0.027494	0.025497	0.020755	0.021894	0.020136	0.017723	0.10771	0.03562	0.030871	0.03891	0.032193	0.020953	0.024041	0.024036	0.018416	0.019512	0.01945	0.046046	0.026712	0.021082
Meth__cg08223748__MEF2C	0.020413	0.021038	0.018136	0.02196	0.015775	0.63461	0.017904	0.042923	0.033485	0.017955	0.015339	0.020013	0.070811	0.038723	0.012863	0.018051	0.019276	0.017514	0.030938	0.016278	0.018113	0.016383	0.14297	0.019616	0.021241	0.052219	0.025277	0.02237	0.048579	0.033162	0.030787	0.027708	0.083186	0.014734	0.020746	0.017512	0.050449	0.024581	0.019632
Meth__cg10778619__KCNMB4	0.096327	0.039825	0.33017	0.14948	0.075731	0.097312	0.10198	0.048421	0.044375	0.032301	0.045209	0.60036	0.045558	0.27088	0.029908	0.034984	0.054404	0.26322	0.083839	0.059639	0.042738	0.061635	0.29385	0.037169	0.091356	0.90698	0.048916	0.11012	0.056707	0.042113	0.036188	0.033015	0.18831	0.038004	0.033758	0.67474	0.085807	0.11156	0.037261
Meth__cg10878307__ATAD4	0.046624	0.041079	0.54091	0.03762	0.038588	0.7577	0.043432	0.92739	0.21978	0.089769	0.039549	0.80037	0.32463	0.28473	0.029045	0.091713	0.46694	0.63814	0.10781	0.31145	0.036613	0.04696	0.049713	0.72719	0.028723	0.67566	0.038806	0.080973	0.05687	0.077839	0.84493	0.51846	0.80588	0.029428	0.040622	0.036481	0.087647	0.039028	0.038377
Meth__cg22189618__NAP1L3	0.043869	0.0385	0.22935	0.060962	0.030598	0.91594	0.92006	0.23621	0.23629	0.078915	0.048913	0.065083	0.20446	0.15648	0.040066	0.065873	0.0672	0.09413	0.057252	0.039552	0.050038	0.051565	0.12179	0.03885	0.32104	0.39817	0.055556	0.077293	0.59374	0.091681	0.057647	0.033034	0.082349	0.041306	0.025271	0.28494	0.099752	0.12679	0.041592
Meth__cg27015931__MGC50721	0.066943	0.050145	0.093938	0.63601	0.058292	0.081019	0.07834	0.10245	0.12373	0.065582	0.062254	0.072976	0.074566	0.15783	0.056707	0.071292	0.06653	0.08621	0.13793	0.057399	0.061132	0.068112	0.086963	0.078902	0.073162	0.1292	0.062049	0.088727	0.058621	0.067851	0.073974	0.075974	0.067585	0.057457	0.057573	0.057743	0.034854	0.069002	0.062096
Meth__cg06295856__CALCA	0.96536	0.01721	0.97678	0.7508	0.29534	0.8407	0.91216	0.055281	0.93766	0.015713	0.031241	0.91782	0.29492	0.90166	0.093698	0.017872	0.78248	0.34871	0.14837	0.094993	0.94076	0.95984	0.85407	0.066962	0.2133	0.8444	0.46236	0.048399	0.91523	0.027419	0.47556	0.51981	0.29333	0.41636	0.019656	0.4495	0.078839	0.17558	0.27991
Meth__cg27657283__LEPRE1	0.065804	0.063036	0.10471	0.090968	0.072172	0.041649	0.12208	0.13667	0.62597	0.042883	0.046107	0.06556	0.091477	0.20373	0.041906	0.040656	0.071195	0.096496	0.069792	0.064946	0.070391	0.075571	0.10188	0.082629	0.087151	0.15846	0.096449	0.19927	0.098442	0.098917	0.03837	0.075213	0.10654	0.072977	0.06112	0.064626	0.28164	0.10607	0.087833
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.53849	0.070442	0.058505	0.87108	0.091855	0.38009	0.13902	0.05892	0.080354	0.29348	0.32712	0.61743	0.065185	0.064444	0.46859	0.25247	0.12645	0.31737	0.27054	0.090243	0.31585	0.10296	0.067917	0.91991	0.053366	0.19303	0.21305	0.076611	0.080719	0.17186	0.30642	0.054943	0.07369	0.46478	0.13727	0.090965	0.073603
Meth__cg01419479__GLUL	0.047306	0.084796	0.62136	0.041779	0.019447	0.98975	0.051037	0.077318	0.071178	0.046522	0.016292	0.040002	0.024779	0.15835	0.014221	0.024123	0.9909	0.023351	0.12822	0.64267	0.015038	0.036137	0.024426	0.036295	0.014964	0.69764	0.027848	0.026479	0.066033	0.095384	0.12489	0.016248	0.038209	0.016228	0.016211	0.014958	0.10919	0.022707	0.0236
Meth__cg17404915__OVOL2	0.047399	0.037864	0.070104	0.046047	0.032537	0.6685	0.068304	0.86445	0.034505	0.042803	0.068241	0.035902	0.088712	0.12702	0.061721	0.043344	0.049794	0.038615	0.054328	0.15242	0.03014	0.04444	0.056425	0.057055	0.032977	0.86392	0.05496	0.070609	0.058824	0.086553	0.5219	0.032558	0.088424	0.037966	0.025967	0.029595	0.1059	0.0672	0.067883
Meth__cg06493994__SCGN	0.91357	0.0307	0.12132	0.9316	0.065241	0.8153	0.84913	0.33529	0.33293	0.038371	0.27865	0.71426	0.13684	0.2835	0.023651	0.051624	0.036276	0.39878	0.13622	0.85946	0.3349	0.61399	0.41792	0.14975	0.026431	0.884	0.46945	0.065686	0.87355	0.17172	0.091515	0.071482	0.38013	0.025744	0.027267	0.082377	0.07033	0.13346	0.045216
Meth__cg15052901__SLC24A4	0.072873	0.034349	0.73819	0.48704	0.29894	0.50757	0.087888	0.23507	0.30302	0.04832	0.17178	0.12892	0.40414	0.47391	0.046326	0.073064	0.53921	0.25663	0.070837	0.045392	0.27128	0.29109	0.38445	0.80817	0.45581	0.22228	0.084124	0.047989	0.14789	0.049017	0.080927	0.68319	0.39645	0.043928	0.036381	0.049928	0.044111	0.096762	0.14031
Meth__cg22967284__SLIT1	0.19749	0.055819	0.95351	0.10933	0.098877	0.54283	0.55898	0.39607	0.2084	0.039789	0.065748	0.36014	0.27951	0.44644	0.035534	0.049982	0.057465	0.081686	0.066428	0.052589	0.057629	0.11737	0.055595	0.06582	0.077483	0.49176	0.046451	0.093023	0.81423	0.1297	0.051135	0.045509	0.050044	0.049797	0.044229	0.2583	0.058222	0.12198	0.1796
Meth__cg25852941__DNAJA5	0.074509	0.030277	0.24626	0.3787	0.064883	0.15974	0.081164	0.064772	0.49771	0.065615	0.099909	0.074931	0.20996	0.2947	0.038894	0.074634	0.28483	0.15188	0.34317	0.36461	0.06921	0.04338	0.22808	0.039186	0.2437	0.12205	0.27352	0.10506	0.11641	0.087785	0.042297	0.81648	0.27408	0.084885	0.13797	0.054618	0.072042	0.62806	0.20037
Meth__cg06194808__MGC9712	0.039015	0.030417	0.039933	0.047525	0.028877	0.95859	0.040862	0.93981	0.89272	0.036961	0.039881	0.59916	0.095047	0.1619	0.034433	0.039735	0.048879	0.96215	0.046484	0.96763	0.050401	0.03651	0.060679	0.94484	0.20614	0.82698	0.038014	0.057174	0.089286	0.11732	0.11915	0.12042	0.92606	0.12147	0.035145	0.058457	0.070543	0.035964	0.031224
Meth__cg08707078__MGC72075	0.44324	0.33141	0.88957	0.89303	0.070805	0.60224	0.81611	0.75801	0.89643	0.072426	0.083695	0.82846	0.12081	0.85978	0.035167	0.20623	0.80402	0.065642	0.11121	0.14449	0.28163	0.30092	0.3186	0.67345	0.078121	0.48475	0.8346	0.15751	0.12442	0.48148	0.095721	0.37328	0.54493	0.077935	0.055706	0.8258	0.18497	0.63968	0.61062
Meth__cg19123107__C9orf7	0.061645	0.05413	0.066508	0.096416	0.051142	0.25337	0.056468	0.11854	0.10374	0.053416	0.051023	0.38688	0.15531	0.21605	0.033673	0.053128	0.21343	0.077856	0.098383	0.24419	0.042191	0.051523	0.056891	0.12806	0.045087	0.2615	0.050667	0.13471	0.14758	0.074956	0.079644	0.050669	0.076781	0.037835	0.044489	0.088986	0.11998	0.072717	0.066743
Meth__cg03292149__CBLC	0.075403	0.077924	0.067632	0.081752	0.043025	0.94914	0.058719	0.88711	0.090366	0.072123	0.063818	0.29016	0.13326	0.15985	0.047075	0.061311	0.2534	0.94787	0.12642	0.92253	0.064227	0.06458	0.06873	0.8948	0.048084	0.84596	0.066317	0.13019	0.23308	0.12181	0.42397	0.065908	0.89286	0.052733	0.048075	0.036512	0.28048	0.0586	0.065107
Meth__cg25425078__CCND2	0.45856	0.034367	0.96199	0.035598	0.026528	0.87266	0.83851	0.45567	0.4825	0.045969	0.053571	0.96379	0.73606	0.31013	0.028619	0.05262	0.035259	0.14911	0.12566	0.48323	0.39557	0.3556	0.084561	0.1902	0.21344	0.88162	0.066838	0.084788	0.23801	0.077509	0.03316	0.093544	0.074186	0.021826	0.022315	0.37966	0.19065	0.033882	0.030829
Meth__cg08694544__RTBDN	0.049532	0.027052	0.12025	0.15248	0.041839	0.95289	0.039985	0.89505	0.31554	0.040817	0.039096	0.95576	0.14016	0.6576	0.028039	0.035368	0.95327	0.20931	0.075276	0.57891	0.93843	0.67345	0.028109	0.61738	0.092084	0.87976	0.35618	0.099688	0.29328	0.068337	0.1977	0.050178	0.42597	0.026429	0.025366	0.034106	0.042676	0.061834	0.0432
Meth__cg15177917__DAND5	0.072618	0.053579	0.16823	0.32468	0.053425	0.31521	0.044261	0.33783	0.44975	0.032182	0.0674	0.56129	0.2634	0.14517	0.053194	0.032433	0.13683	0.12792	0.082768	0.048202	0.099958	0.14777	0.33144	0.050752	0.49528	0.26877	0.26071	0.06127	0.50388	0.091019	0.33094	0.32304	0.03917	0.15379	0.043829	0.11892	0.050053	0.078483	0.25338
Meth__cg11719297__RIPK4	0.11051	0.11478	0.09388	0.096402	0.06107	0.59899	0.12217	0.064579	0.18862	0.050232	0.072066	0.12462	0.081253	0.10821	0.057305	0.075619	0.054823	0.10091	0.12337	0.27949	0.06914	0.15466	0.090671	0.10459	0.11513	0.19261	0.09082	0.087148	0.15438	0.13072	0.075194	0.088402	0.090382	0.072435	0.054221	0.060583	0.17043	0.071375	0.062064
Meth__cg27158867__LRRC56	0.047228	0.048805	0.50374	0.10377	0.036558	0.94071	0.05533	0.81819	0.052334	0.036589	0.038517	0.068693	0.2363	0.36504	0.026496	0.038971	0.92635	0.95764	0.39286	0.88907	0.03508	0.065666	0.05001	0.94715	0.023398	0.90834	0.1065	0.068941	0.079418	0.085114	0.13804	0.038544	0.19846	0.043848	0.037956	0.037749	0.053788	0.056607	0.041227
Meth__cg06378976__TFEB	0.0547	0.040598	0.077481	0.42508	0.070828	0.1847	0.074912	0.18829	0.90486	0.088555	0.054117	0.081971	0.27499	0.086567	0.056605	0.08446	0.04517	0.47706	0.070284	0.09339	0.034725	0.074157	0.055808	0.041337	0.078781	0.13929	0.062784	0.072383	0.25106	0.062819	0.046893	0.086631	0.073387	0.048166	0.05802	0.045286	0.19511	0.053455	0.062449
Meth__cg00090147__GATA4	0.96481	0.047012	0.93251	0.03494	0.037751	0.8471	0.70038	0.67805	0.97585	0.11356	0.035797	0.6618	0.48422	0.93917	0.14877	0.1073	0.80339	0.86295	0.13446	0.035651	0.96267	0.96992	0.9742	0.9326	0.98045	0.51607	0.86093	0.061477	0.056198	0.087368	0.13781	0.17306	0.064585	0.06424	0.081174	0.42637	0.95514	0.79777	0.75445
Meth__cg21624282__LOC122258	0.9168	0.061139	0.44407	0.91042	0.075581	0.092154	0.92256	0.80227	0.93537	0.066727	0.093969	0.84374	0.83209	0.24851	0.068585	0.090245	0.13627	0.89124	0.10448	0.10911	0.83868	0.81058	0.22519	0.13681	0.92934	0.18131	0.15963	0.81053	0.52431	0.063722	0.081868	0.082086	0.13311	0.057836	0.050038	0.63083	0.12922	0.54141	0.4048
Meth__cg17018527__TM6SF1	0.15635	0.022408	0.95684	0.16462	0.027754	0.54933	0.027267	0.033214	0.66862	0.016869	0.01858	0.51531	0.032992	0.35164	0.026216	0.022872	0.41189	0.023062	0.030877	0.025317	0.65419	0.54332	0.12883	0.13683	0.65487	0.56205	0.025588	0.035741	0.37382	0.024742	0.026603	0.020735	0.025381	0.019205	0.017205	0.082877	0.19358	0.37122	0.61308
Meth__cg00658626__CCDC63	0.72095	0.058345	0.8601	0.59416	0.49923	0.89613	0.90763	0.4436	0.76999	0.081958	0.062773	0.84856	0.087847	0.79862	0.092059	0.21099	0.91459	0.080366	0.1781	0.38031	0.76562	0.81804	0.89956	0.281	0.35984	0.83038	0.073625	0.11164	0.83704	0.15862	0.084952	0.061702	0.31338	0.13377	0.05674	0.83426	0.66772	0.15409	0.28387
Meth__cg19486673__LILRA2	0.46117	0.036662	0.63984	0.069838	0.060009	0.14719	0.052123	0.12168	0.076796	0.040063	0.048257	0.38913	0.53292	0.0774	0.037098	0.049457	0.22779	0.05116	0.059106	0.032945	0.26222	0.46773	0.053868	0.077624	0.84832	0.11304	0.048049	0.060257	0.08782	0.057548	0.065144	0.05869	0.071165	0.057031	0.035	0.28728	0.097609	0.070744	0.13405
Meth__cg10723020__CREB1	0.066085	0.32097	0.053755	0.6757	0.61349	0.086396	0.68541	0.040839	0.053674	0.45341	0.59076	0.036367	0.11035	0.14913	0.26291	0.41077	0.14418	0.065094	0.064212	0.057891	0.22221	0.16694	0.37967	0.14431	0.26216	0.078582	0.25209	0.091133	0.28372	0.43289	0.034191	0.040189	0.041552	0.32085	0.25019	0.37404	0.52607	0.08527	0.22061
Meth__cg01404615__DKK2	0.82071	0.055428	0.72663	0.83711	0.062572	0.52926	0.46877	0.4861	0.90223	0.050658	0.043846	0.86072	0.21212	0.46541	0.045914	0.19375	0.2902	0.060146	0.091832	0.045691	0.34118	0.31439	0.20274	0.063823	0.064665	0.82992	0.051467	0.097513	0.82603	0.065409	0.062472	0.073001	0.44033	0.37541	0.040162	0.76862	0.17305	0.26065	0.27041
Meth__cg08303146__KCNQ1	0.11048	0.048115	0.89534	0.21635	0.4735	0.96695	0.66768	0.30288	0.28033	0.047283	0.04163	0.64482	0.0408	0.26745	0.046158	0.044247	0.034387	0.091319	0.17111	0.61866	0.41212	0.26686	0.58689	0.058562	0.30841	0.81257	0.043584	0.3912	0.56791	0.081664	0.10335	0.33842	0.31554	0.032307	0.026257	0.32661	0.8941	0.47495	0.48473
Meth__cg06577005__DHDDS	0.71863	0.055503	0.07696	0.30454	0.10177	0.52275	0.31878	0.35429	0.055737	0.077985	0.092941	0.041511	0.14124	0.13012	0.054937	0.062252	0.13297	0.091398	0.039346	0.14943	0.099431	0.23592	0.13483	0.089076	0.04906	0.85323	0.60093	0.058381	0.13963	0.071293	0.03745	0.32239	0.22277	0.070878	0.029004	0.072879	0.17279	0.085577	0.49144
Meth__cg00772000__NHLRC1	0.58081	0.054578	0.52575	0.16765	0.06551	0.9414	0.24602	0.43285	0.051304	0.053091	0.076156	0.93929	0.038042	0.19078	0.044917	0.065872	0.067988	0.049809	0.095685	0.5535	0.050944	0.067655	0.66181	0.062218	0.054725	0.39402	0.057257	0.068588	0.46188	0.10618	0.050052	0.094645	0.66248	0.10693	0.046523	0.14605	0.064349	0.83004	0.79088
Meth__cg16632715__HOXD11	0.95203	0.33728	0.64178	0.81954	0.37255	0.9606	0.95826	0.6202	0.92378	0.059422	0.049872	0.17427	0.11438	0.10019	0.65259	0.04656	0.29829	0.27507	0.11581	0.2443	0.59378	0.75352	0.874	0.036818	0.9605	0.89375	0.44406	0.1788	0.9199	0.87117	0.048024	0.049211	0.063466	0.034373	0.029254	0.42565	0.36151	0.9529	0.95176
