Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg18219951__GABRG2	0.16308	0.060276	0.37071	0.085969	0.07614	0.11421	0.085762	0.19981	0.29191	0.084848	0.68721	0.095469	0.17578	0.076949	0.22915	0.15073	0.098958	0.1468	0.095361	0.071571	0.10273	0.11866	0.10928	0.20169	0.11689	0.088433	0.089539	0.045005	0.20181	0.065384	0.077028	0.057186	0.28276	0.28195	0.069846	0.090738	0.088407	0.11147	0.15988	0.097542
Meth__cg15755084__MSX1	0.050157	0.048501	0.049718	0.03801	0.030527	0.056353	0.031158	0.24557	0.050229	0.045288	0.035372	0.018326	0.75504	0.053575	0.062307	0.064605	0.044029	0.10674	0.030185	0.064496	0.10417	0.053789	0.043682	0.02918	0.82827	0.065044	0.087143	0.037633	0.83099	0.47653	0.06431	0.034505	0.024581	0.038133	0.027447	0.08859	0.043936	0.048751	0.54119	0.042773
Meth__cg06677140__MSX1	0.090008	0.070709	0.42789	0.64942	0.053606	0.83146	0.023695	0.87344	0.16341	0.094186	0.072578	0.30675	0.85758	0.90007	0.5827	0.84751	0.076985	0.11198	0.30311	0.73661	0.72921	0.041356	0.14692	0.062075	0.89826	0.5848	0.11486	0.038779	0.86694	0.89691	0.085137	0.036591	0.03777	0.062238	0.11774	0.047651	0.047814	0.51565	0.86183	0.32457
Meth__cg12781218__C7orf31	0.052355	0.038067	0.055007	0.033145	0.038039	0.045644	0.064295	0.045402	0.025956	0.04683	0.049498	0.077558	0.072155	0.29747	0.041474	0.043728	0.030602	0.051714	0.050824	0.77427	0.76632	0.079963	0.040519	0.04541	0.068326	0.04473	0.074485	0.037882	0.79455	0.041323	0.041513	0.037243	0.045795	0.034473	0.034239	0.080117	0.044678	0.038676	0.41461	0.037926
Meth__cg02493771__KRTAP13-2	0.3587	0.028339	0.31175	0.10942	0.041199	0.15379	0.025104	0.39774	0.34313	0.036197	0.27859	0.064831	0.067521	0.14883	0.23958	0.10335	0.039381	0.097691	0.025376	0.027471	0.031308	0.061823	0.027689	0.07053	0.063416	0.037493	0.026729	0.066405	0.066356	0.030189	0.036247	0.022749	0.02913	0.40649	0.046043	0.025337	0.034543	0.051687	0.07116	0.084605
Meth__cg20077393__CGN	0.016357	0.054677	0.049024	0.025824	0.073702	0.026236	0.30312	0.28852	0.024293	0.055547	0.018115	0.14477	0.30111	0.017583	0.033959	0.038077	0.10669	0.074375	0.18008	0.024362	0.02058	0.02065	0.036632	0.020771	0.073872	0.062615	0.030092	0.17081	0.11475	0.12249	0.056334	0.02779	0.26601	0.019004	0.062745	0.055478	0.024758	0.17956	0.051708	0.36055
Meth__cg18017908__C17orf76	0.089155	0.19105	0.11994	0.24517	0.616	0.15913	0.67345	0.19476	0.065094	0.13261	0.56744	0.41306	0.43513	0.10402	0.1148	0.14825	0.73764	0.16665	0.075222	0.17006	0.17442	0.089081	0.37132	0.45185	0.32175	0.15135	0.20723	0.31841	0.21824	0.21935	0.19426	0.84405	0.74036	0.10311	0.29847	0.13803	0.31355	0.20538	0.34117	0.11744
Meth__cg20797766__PRSS27	0.051354	0.071979	0.23743	0.11662	0.053177	0.51569	0.12914	0.063866	0.11939	0.33229	0.048387	0.050987	0.1294	0.2422	0.10135	0.090562	0.049602	0.07847	0.048181	0.2359	0.29862	0.7065	0.053939	0.064893	0.058605	0.44299	0.084003	0.036577	0.2447	0.057386	0.061582	0.043534	0.048449	0.24227	0.045551	0.11572	0.045258	0.042974	0.088532	0.046119
Meth__cg08917718__PCBP4	0.060075	0.058189	0.28017	0.042514	0.048059	0.24997	0.072831	0.59831	0.062188	0.087259	0.14148	0.30548	0.30456	0.073191	0.069599	0.30685	0.045201	0.11142	0.035266	0.1088	0.091277	0.067709	0.15017	0.055049	0.36362	0.38306	0.13365	0.04888	0.13356	0.48438	0.070143	0.048707	0.093298	0.76977	0.048837	0.095935	0.081215	0.051487	0.27819	0.065433
Meth__cg21672276__ZNF502	0.84258	0.070268	0.86361	0.3332	0.29973	0.86559	0.3928	0.91511	0.078292	0.41133	0.86314	0.092186	0.71265	0.73769	0.070399	0.06408	0.28875	0.14175	0.069482	0.80671	0.64194	0.51702	0.21546	0.41774	0.46644	0.081678	0.13783	0.065563	0.80803	0.074343	0.18066	0.061979	0.098069	0.33501	0.61561	0.17693	0.34355	0.40936	0.78131	0.31193
Meth__cg14743462__HIST3H2A	0.97834	0.01312	0.024672	0.012731	0.024907	0.4024	0.055838	0.023807	0.024778	0.027455	0.59778	0.018521	0.029996	0.012396	0.01557	0.022229	0.015041	0.047674	0.075168	0.020686	0.024202	0.015717	0.014473	0.91842	0.92925	0.020315	0.048375	0.014688	0.035416	0.017926	0.033242	0.023196	0.018444	0.65428	0.33321	0.041993	0.033493	0.020341	0.22155	0.021263
Meth__cg07748540__PDGFD	0.92117	0.055881	0.22587	0.045015	0.91573	0.92049	0.36744	0.12821	0.093231	0.07066	0.7458	0.086062	0.51114	0.94877	0.28208	0.18786	0.056548	0.12916	0.46599	0.90613	0.86263	0.91177	0.040411	0.058568	0.26933	0.92701	0.33743	0.053548	0.68161	0.75885	0.085288	0.042622	0.053545	0.51216	0.93753	0.453	0.059002	0.05616	0.21771	0.076469
Meth__cg24625128__JAM3	0.8354	0.028649	0.85155	0.03143	0.84042	0.85774	0.068145	0.87179	0.44317	0.87112	0.86533	0.78858	0.55181	0.48464	0.44638	0.082508	0.04239	0.23052	0.030831	0.86209	0.86793	0.87348	0.043217	0.051828	0.7901	0.84168	0.069298	0.034314	0.82928	0.86425	0.074876	0.046191	0.037224	0.042003	0.84962	0.81745	0.81743	0.26688	0.78778	0.041667
Meth__cg08935003__MS4A6E	0.14696	0.069858	0.56533	0.08967	0.084832	0.11345	0.11479	0.20032	0.54975	0.082323	0.21459	0.078575	0.49254	0.11166	0.46544	0.15752	0.33098	0.17373	0.070431	0.10775	0.086098	0.7592	0.099125	0.1585	0.17892	0.097564	0.16348	0.093635	0.19215	0.078739	0.097599	0.083561	0.0842	0.42977	0.10616	0.11706	0.080221	0.11311	0.18991	0.098361
Meth__cg20572838__EME1	0.033734	0.025198	0.042519	0.032254	0.026254	0.042131	0.033642	0.041901	0.08121	0.052537	0.035385	0.032115	0.10052	0.038845	0.070004	0.031172	0.038438	0.064643	0.025522	0.044415	0.065839	0.071905	0.037395	0.086847	0.074084	0.062419	0.057041	0.029363	0.095205	0.44004	0.062638	0.026066	0.026525	0.03499	0.031911	0.053343	0.053709	0.034801	0.32333	0.038946
Meth__cg17530977__GLI3	0.052272	0.041106	0.048425	0.035995	0.047563	0.067987	0.09743	0.19884	0.040311	0.056055	0.070301	0.19544	0.078968	0.032338	0.047572	0.15839	0.043372	0.096359	0.047764	0.068124	0.057342	0.050654	0.045225	0.055104	0.11944	0.052044	0.098724	0.054722	0.14416	0.17376	0.041753	0.039144	0.046746	0.039306	0.027032	0.050289	0.0519	0.049908	0.11675	0.045574
Meth__cg24877842__TRAK1	0.037565	0.11983	0.12011	0.37759	0.93465	0.4348	0.88945	0.055518	0.92012	0.19917	0.91072	0.20744	0.91649	0.052498	0.66271	0.45395	0.9406	0.066457	0.34872	0.32593	0.096173	0.05563	0.91469	0.049925	0.038547	0.063018	0.07409	0.92809	0.58969	0.049525	0.25198	0.89007	0.60397	0.077674	0.035884	0.11558	0.09839	0.40417	0.050487	0.86247
Meth__cg26172108__C7orf31	0.057301	0.033221	0.054494	0.042159	0.035187	0.049833	0.068085	0.059386	0.038239	0.04863	0.040767	0.06267	0.061601	0.32892	0.047265	0.063533	0.047613	0.076949	0.045562	0.62658	0.88055	0.14614	0.052315	0.030825	0.15349	0.044583	0.080208	0.043322	0.66436	0.052108	0.055416	0.039766	0.030922	0.042083	0.041044	0.041354	0.04293	0.04941	0.57311	0.042104
Meth__cg12998491__FAM78A	0.98474	0.44075	0.63086	0.98719	0.98085	0.97513	0.068211	0.35311	0.12518	0.45759	0.90345	0.039653	0.97501	0.98461	0.098489	0.50134	0.027317	0.13122	0.97965	0.97928	0.98225	0.611	0.020669	0.98401	0.95712	0.02614	0.68789	0.070812	0.95915	0.2551	0.047645	0.026514	0.90417	0.013612	0.87489	0.97039	0.10811	0.054665	0.97814	0.56508
Meth__cg00876704__PKN1	0.025044	0.029338	0.02891	0.046871	0.21959	0.026589	0.070928	0.028284	0.63622	0.040265	0.69257	0.036554	0.051305	0.019308	0.57351	0.01876	0.07523	0.047852	0.023778	0.02147	0.028875	0.021596	0.8446	0.020748	0.05166	0.032015	0.067716	0.031746	0.03664	0.023727	0.051394	0.56707	0.052918	0.03317	0.030633	0.030198	0.039799	0.035036	0.051282	0.031101
Meth__cg13958614__FOXD1	0.19846	0.085385	0.09293	0.044101	0.052312	0.88175	0.02738	0.14169	0.041184	0.062029	0.068294	0.032711	0.086414	0.89939	0.041285	0.086733	0.088682	0.16677	0.045584	0.47162	0.5081	0.57108	0.064971	0.59489	0.86824	0.086926	0.63331	0.048672	0.48553	0.065197	0.12866	0.052463	0.063003	0.048512	0.89858	0.5279	0.052637	0.058232	0.86205	0.061593
Meth__cg21279955__SLC27A3	0.048381	0.13572	0.32165	0.38719	0.669	0.044975	0.79584	0.037811	0.042483	0.87765	0.096652	0.81453	0.45032	0.40014	0.053961	0.2354	0.14113	0.14063	0.22522	0.08951	0.046137	0.091572	0.57196	0.41328	0.84788	0.068928	0.048574	0.49774	0.066601	0.066966	0.072886	0.53219	0.41645	0.35413	0.70547	0.73991	0.50862	0.55753	0.22234	0.30949
Meth__cg07849904__MN1	0.11474	0.16014	0.20315	0.22837	0.072058	0.20299	0.057198	0.11854	0.068817	0.14889	0.22686	0.045074	0.16876	0.12669	0.104	0.093405	0.079578	0.16016	0.068605	0.18325	0.20656	0.095834	0.11802	0.11723	0.54005	0.094433	0.14148	0.062361	0.15875	0.091155	0.096903	0.075348	0.066674	0.061412	0.11822	0.10294	0.082399	0.086831	0.28255	0.12024
Meth__cg13301014__SPINT2	0.037481	0.037453	0.070748	0.10169	0.72871	0.051031	0.45295	0.050613	0.038186	0.053941	0.056563	0.045625	0.071417	0.034066	0.039489	0.050164	0.31441	0.07776	0.087662	0.060604	0.075175	0.11245	0.37049	0.047671	0.083922	0.083668	0.10581	0.54571	0.090909	0.042146	0.082388	0.16011	0.25582	0.048144	0.092701	0.084077	0.043027	0.053602	0.13233	0.076798
Meth__cg25823578__PTGER2	0.089762	0.05354	0.85727	0.11311	0.61724	0.33956	0.049773	0.8466	0.0483	0.4929	0.84458	0.81435	0.79349	0.40286	0.11844	0.94228	0.045986	0.056402	0.52365	0.92655	0.72142	0.31794	0.18399	0.46828	0.81805	0.84305	0.06477	0.054178	0.251	0.72461	0.08196	0.050728	0.91751	0.58146	0.51197	0.068906	0.050568	0.14639	0.61021	0.28882
Meth__cg19734228__DAPK1	0.5303	0.071775	0.33332	0.19845	0.43517	0.90288	0.082591	0.03846	0.032479	0.83677	0.7755	0.035752	0.17315	0.42422	0.036508	0.58932	0.031482	0.099833	0.58261	0.60488	0.6733	0.1075	0.20736	0.068408	0.74439	0.28333	0.094099	0.50759	0.17	0.55014	0.10997	0.031871	0.18585	0.25237	0.44707	0.23992	0.037416	0.2504	0.076231	0.048396
Meth__cg25591867__CKAP4	0.050035	0.051318	0.040689	0.042372	0.031851	0.23823	0.035252	0.047096	0.046402	0.33077	0.047332	0.0622	0.083555	0.028389	0.054468	0.079145	0.042968	0.10341	0.032362	0.055981	0.080736	0.051298	0.050476	0.091708	0.073021	0.050585	0.057978	0.041073	0.065466	0.071733	0.082789	0.035937	0.031477	0.031234	0.032248	0.043681	0.04538	0.037995	0.085073	0.041141
Meth__cg07639720__BNC1	0.70259	0.15118	0.18854	0.50791	0.33556	0.86212	0.098266	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.084565	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.42252	0.06153	0.57083	0.83083	0.60236	0.11994	0.058646	0.29475	0.18852	0.14946	0.19236	0.039314	0.050582	0.17807	0.39291	0.075212	0.24006	0.45664	0.20858
Meth__cg19391527__PNOC	0.14887	0.048461	0.73781	0.35488	0.035851	0.19948	0.21746	0.89399	0.39724	0.443	0.1034	0.45685	0.56831	0.06161	0.26554	0.22403	0.11284	0.19048	0.033827	0.26792	0.19855	0.60304	0.31237	0.88826	0.11577	0.16356	0.076018	0.11652	0.11121	0.11367	0.082147	0.045763	0.045843	0.2461	0.10822	0.1407	0.16497	0.07463	0.4555	0.065023
Meth__cg00143998__HIST3H2BB	0.75059	0.056776	0.072961	0.03477	0.048255	0.583	0.11496	0.053081	0.058986	0.061751	0.79734	0.051038	0.12055	0.039335	0.05985	0.070496	0.045665	0.14798	0.093972	0.045485	0.10058	0.059519	0.042986	0.91946	0.618	0.066829	0.12995	0.040967	0.095655	0.060679	0.11023	0.063139	0.078797	0.88347	0.51792	0.1057	0.088737	0.041158	0.35412	0.055705
Meth__cg01817029__TRHDE	0.6172	0.063713	0.60244	0.061301	0.65461	0.67675	0.053607	0.58033	0.53438	0.50492	0.059235	0.2711	0.72204	0.11114	0.55622	0.70425	0.14793	0.16088	0.12236	0.78055	0.43718	0.23146	0.091453	0.10916	0.85383	0.062897	0.11804	0.12296	0.90502	0.66022	0.074052	0.075509	0.060165	0.44217	0.8025	0.14118	0.082581	0.17564	0.13762	0.16744
Meth__cg01869233__C20orf75	0.03273	0.021875	0.071568	0.20221	0.65144	0.16595	0.37138	0.037006	0.022974	0.089934	0.2007	0.30119	0.14328	0.033478	0.027909	0.090444	0.84355	0.088123	0.13321	0.060268	0.2599	0.8811	0.34071	0.15896	0.053843	0.31982	0.059585	0.46717	0.10958	0.053895	0.04419	0.36938	0.25624	0.36359	0.40993	0.049603	0.23279	0.13	0.081501	0.28838
Meth__cg17425616__SNX2	0.24701	0.10561	0.79062	0.59314	0.17678	0.20892	0.10447	0.65715	0.43891	0.46776	0.11445	0.27978	0.71866	0.13819	0.3959	0.37202	0.16579	0.24148	0.37272	0.24278	0.14968	0.5302	0.089211	0.33755	0.13865	0.2475	0.1764	0.1289	0.18174	0.1914	0.14785	0.077325	0.092111	0.73891	0.2117	0.13739	0.095087	0.6082	0.49174	0.74719
Meth__cg24530795__FAM109A	0.036129	0.031058	0.59718	0.14687	0.041118	0.51464	0.044431	0.14188	0.067493	0.21908	0.051428	0.025048	0.27462	0.090531	0.1609	0.080627	0.031728	0.070562	0.033762	0.16776	0.36138	0.17179	0.04518	0.13562	0.061208	0.2382	0.10726	0.040958	0.046833	0.2107	0.074235	0.041402	0.036098	0.10335	0.33839	0.053037	0.12085	0.10674	0.36675	0.16562
Meth__cg23548479__CDKN1C	0.42417	0.043658	0.14917	0.041503	0.6786	0.55551	0.28466	0.05901	0.065132	0.046651	0.51951	0.56413	0.19699	0.048208	0.069579	0.049054	0.049649	0.10759	0.35438	0.86438	0.6635	0.076381	0.058388	0.34119	0.26951	0.070897	0.12729	0.05082	0.12508	0.077284	0.078551	0.043645	0.0427	0.056701	0.043608	0.20814	0.049974	0.049163	0.1502	0.051621
Meth__cg15375239__SPINT2	0.020475	0.018406	0.023529	0.024231	0.98229	0.026117	0.98469	0.027092	0.017962	0.022806	0.020587	0.021064	0.034616	0.0105	0.025887	0.019327	0.03509	0.04637	0.809	0.011624	0.020801	0.020753	0.64301	0.01756	0.062814	0.022218	0.052746	0.86636	0.058078	0.021849	0.02872	0.023536	0.21358	0.017346	0.020768	0.046975	0.028818	0.020572	0.046383	0.024469
Meth__cg19125999__C1orf172	0.074993	0.030801	0.058096	0.044485	0.20764	0.034081	0.64484	0.043977	0.074663	0.041112	0.057514	0.057778	0.061305	0.033389	0.067221	0.054933	0.39165	0.072659	0.050393	0.043712	0.058484	0.038323	0.73115	0.045817	0.71607	0.056483	0.059149	0.68486	0.055103	0.052108	0.088105	0.45386	0.81534	0.031176	0.044297	0.29478	0.090963	0.056438	0.075051	0.055575
Meth__cg07330329__TRIM48	0.39161	0.065597	0.39617	0.12532	0.062487	0.41774	0.24548	0.1816	0.53834	0.080043	0.44044	0.25934	0.07149	0.122	0.31896	0.077626	0.054476	0.19588	0.12098	0.125	0.15743	0.13627	0.089044	0.3495	0.10679	0.18739	0.25077	0.1026	0.10526	0.089391	0.082513	0.086803	0.10251	0.49615	0.091285	0.10824	0.048917	0.21578	0.20243	0.2038
Meth__cg17733331__CDH3	0.055541	0.46526	0.12653	0.091512	0.251	0.079288	0.88648	0.066645	0.054239	0.07651	0.059315	0.066213	0.066388	0.046345	0.059992	0.052123	0.06037	0.1193	0.16738	0.064316	0.061577	0.091371	0.87712	0.055254	0.86286	0.07354	0.10765	0.46621	0.10746	0.058881	0.51852	0.17745	0.16761	0.045346	0.075066	0.09189	0.057975	0.064539	0.078942	0.056939
Meth__cg14076161__PRB4	0.80054	0.034035	0.89734	0.59496	0.44413	0.31871	0.12999	0.49913	0.84462	0.05535	0.50081	0.088707	0.72004	0.68535	0.55778	0.060656	0.37077	0.077751	0.031414	0.50137	0.66576	0.89275	0.14231	0.91534	0.20053	0.46038	0.081729	0.052208	0.40126	0.031088	0.045195	0.3571	0.025835	0.72461	0.058098	0.050277	0.68607	0.30579	0.86149	0.17915
Meth__cg02283643__SULF1	0.25368	0.069429	0.49212	0.53942	0.21488	0.31529	0.22381	0.80124	0.55643	0.062449	0.46246	0.090182	0.16534	0.15813	0.45737	0.62216	0.055702	0.13797	0.40963	0.11025	0.17895	0.514	0.33695	0.61671	0.1801	0.19341	0.15837	0.43554	0.34305	0.10407	0.062803	0.061692	0.078684	0.503	0.23036	0.10671	0.10234	0.111	0.23389	0.11644
Meth__cg21210758__EVC	0.056189	0.056478	0.059256	0.04507	0.05409	0.60847	0.14355	0.93102	0.057985	0.066623	0.075839	0.12746	0.13442	0.057233	0.076594	0.057957	0.051002	0.13671	0.04983	0.94577	0.93983	0.050672	0.054238	0.058278	0.080592	0.069868	0.10948	0.055404	0.090585	0.43601	0.11532	0.066474	0.056677	0.50906	0.046189	0.050751	0.057681	0.064893	0.075979	0.050958
Meth__cg09441152__PQLC1	0.046401	0.16024	0.11591	0.04213	0.046882	0.063189	0.030164	0.41019	0.16606	0.25134	0.059142	0.13843	0.31427	0.074494	0.12126	0.11387	0.12675	0.080542	0.053522	0.19749	0.47201	0.053412	0.047244	0.062399	0.56516	0.065917	0.077737	0.054463	0.11418	0.54398	0.064336	0.036657	0.25167	0.083817	0.11963	0.044027	0.056541	0.040995	0.13771	0.045957
Meth__cg20047732__TTC14	0.044111	0.038215	0.55988	0.049408	0.041959	0.31525	0.029082	0.064588	0.04744	0.041289	0.10129	0.03135	0.093979	0.60982	0.050249	0.043435	0.04912	0.070774	0.038624	0.12548	0.14493	0.31635	0.055978	0.03362	0.070193	0.050607	0.067016	0.055474	0.23583	0.069476	0.11848	0.051702	0.034133	0.047125	0.039897	0.06012	0.043392	0.055857	0.15369	0.05099
Meth__cg01765461__TNFRSF11A	0.076337	0.051308	0.059468	0.029116	0.049245	0.058169	0.017515	0.082374	0.040906	0.11634	0.093657	0.036874	0.050958	0.031388	0.042672	0.045711	0.041319	0.086271	0.16674	0.031788	0.05982	0.056005	0.0538	0.054746	0.06859	0.043332	0.11777	0.040678	0.33813	0.036855	0.080348	0.032841	0.027829	0.026985	0.041433	0.082393	0.041015	0.037244	0.10633	0.04021
Meth__cg15796978__LHCGR	0.57637	0.024732	0.62387	0.29455	0.060987	0.23856	0.094181	0.34672	0.04884	0.1063	0.2043	0.033712	0.11653	0.092705	0.037076	0.080314	0.11071	0.035021	0.018135	0.43137	0.45456	0.88274	0.026562	0.87661	0.19899	0.27887	0.046004	0.028669	0.14026	0.031894	0.042418	0.043928	0.025202	0.29409	0.030246	0.054501	0.40606	0.15229	0.057063	0.090796
Meth__cg12839593__SIX1	0.60985	0.051188	0.054259	0.030997	0.035162	0.5651	0.051437	0.052913	0.048529	0.043618	0.055063	0.044442	0.087456	0.075858	0.048262	0.056931	0.045972	0.11089	0.038487	0.65393	0.57227	0.60249	0.073869	0.032342	0.10051	0.040514	0.4949	0.046831	0.1306	0.045826	0.098924	0.042813	0.034231	0.033742	0.044569	0.75805	0.050371	0.041327	0.11614	0.035161
Meth__cg11262815__CACNA1G	0.043949	0.056209	0.28519	0.08788	0.1288	0.14564	0.061243	0.27805	0.13552	0.053037	0.44398	0.081295	0.33091	0.26311	0.075125	0.058082	0.03946	0.13449	0.039083	0.37765	0.72037	0.09402	0.055508	0.83005	0.75535	0.075605	0.47601	0.032028	0.39922	0.31836	0.12736	0.036129	0.051841	0.031724	0.12301	0.27084	0.37002	0.21061	0.30904	0.065138
Meth__cg09440289__PTPRO	0.64518	0.37091	0.58186	0.54239	0.26588	0.92695	0.061369	0.52304	0.08939	0.044748	0.56656	0.20039	0.92937	0.35141	0.36702	0.11433	0.047113	0.41172	0.036212	0.63787	0.84684	0.59009	0.040989	0.77853	0.89053	0.42152	0.42711	0.069554	0.85914	0.5493	0.060829	0.042883	0.14054	0.80449	0.94986	0.58127	0.10651	0.53971	0.58365	0.50401
Meth__cg05898102__PCDHB10	0.087634	0.019017	0.36453	0.036148	0.13926	0.076855	0.083905	0.42496	0.20254	0.036783	0.0363	0.14586	0.09125	0.14923	0.15148	0.39512	0.034811	0.11395	0.049024	0.038049	0.22219	0.064186	0.67845	0.34984	0.067959	0.053056	0.052137	0.051012	0.13614	0.2152	0.030311	0.18043	0.036606	0.34844	0.054175	0.049109	0.052809	0.069337	0.21078	0.031455
Meth__cg14766682__JM11	0.10407	0.12596	0.11505	0.19928	0.88897	0.12807	0.69399	0.17964	0.15754	0.093698	0.13145	0.1837	0.088589	0.18434	0.15474	0.15147	0.84623	0.20079	0.52958	0.095449	0.11034	0.10036	0.89648	0.33377	0.69127	0.13511	0.1575	0.83454	0.4855	0.11229	0.17665	0.56721	0.46114	0.23024	0.14731	0.19796	0.10891	0.11111	0.11453	0.10882
Meth__cg15195276__EDG2	0.026643	0.026998	0.035059	0.014316	0.016842	0.019948	0.090587	0.59013	0.023227	0.37838	0.059415	0.10403	0.15192	0.095556	0.025903	0.084856	0.016264	0.060981	0.022201	0.37451	0.044615	0.018834	0.015034	0.022491	0.071086	0.023086	0.049015	0.026805	0.095133	0.12498	0.026921	0.030634	0.016109	0.2381	0.027691	0.04535	0.035666	0.028196	0.065181	0.044298
Meth__cg15696627__MSX1	0.33914	0.046718	0.084448	0.13123	0.03652	0.064643	0.034852	0.070228	0.05357	0.044652	0.043234	0.053953	0.67575	0.058277	0.15213	0.074708	0.034008	0.13514	0.066894	0.029366	0.04041	0.047924	0.046266	0.054764	0.8546	0.081716	0.13311	0.029673	0.43952	0.7728	0.068467	0.037237	0.040665	0.066084	0.030131	0.065712	0.04081	0.063901	0.68393	0.039886
Meth__cg10073723__BMPER	0.11584	0.03055	0.69219	0.54042	0.022799	0.30631	0.046434	0.96185	0.03082	0.34328	0.28147	0.48477	0.88079	0.44791	0.031853	0.80796	0.033727	0.11705	0.023546	0.92357	0.70007	0.45926	0.036097	0.32427	0.78439	0.039639	0.044552	0.034649	0.91325	0.81042	0.045917	0.029506	0.066017	0.83403	0.79773	0.88793	0.27307	0.25613	0.89786	0.47125
Meth__cg25133753__WFDC11	0.35124	0.088457	0.29844	0.10828	0.046339	0.30344	0.23227	0.13235	0.20772	0.11388	0.073822	0.13209	0.21776	0.12103	0.16149	0.11607	0.079781	0.081174	0.074145	0.096061	0.21508	0.84965	0.10866	0.58717	0.13615	0.12273	0.14578	0.13509	0.071499	0.12065	0.087372	0.086688	0.10306	0.56481	0.055373	0.30782	0.16347	0.1074	0.2091	0.098709
Meth__cg15485859__C1orf116	0.051914	0.04523	0.070221	0.11278	0.46861	0.067868	0.84286	0.10776	0.055734	0.070759	0.20135	0.26478	0.19879	0.037497	0.070686	0.34061	0.86098	0.11283	0.31726	0.065925	0.10369	0.31997	0.41817	0.15334	0.83616	0.071188	0.085886	0.88946	0.52881	0.08327	0.093844	0.82889	0.84192	0.35474	0.092157	0.20738	0.15192	0.14635	0.084623	0.31016
Meth__cg04785227__CHRNA7	0.061174	0.032114	0.27321	0.04951	0.065836	0.34008	0.11168	0.068878	0.050995	0.09099	0.066357	0.3625	0.87487	0.037754	0.050063	0.28031	0.047152	0.039802	0.036881	0.93841	0.23411	0.070184	0.04735	0.14532	0.33097	0.081907	0.079516	0.029479	0.2322	0.05738	0.03716	0.03663	0.039934	0.045074	0.16262	0.11532	0.053014	0.038851	0.46057	0.04567
Meth__cg07215749__SOCS2	0.67709	0.068343	0.044757	0.036325	0.03901	0.075611	0.027455	0.52875	0.03925	0.12014	0.20028	0.085493	0.079746	0.02998	0.042153	0.046516	0.067219	0.12212	0.044752	0.15489	0.079343	0.051356	0.053373	0.5871	0.10097	0.046743	0.3324	0.044072	0.094729	0.14632	0.056763	0.041506	0.073044	0.052116	0.32228	0.095445	0.045788	0.046619	0.12282	0.054746
Meth__cg06186861__ZNF501	0.87074	0.049734	0.79956	0.054842	0.91917	0.89038	0.26439	0.9266	0.10336	0.077431	0.87701	0.15439	0.75688	0.37534	0.097584	0.068877	0.067059	0.10883	0.056629	0.73613	0.46592	0.27569	0.10211	0.066858	0.6073	0.44239	0.17997	0.040047	0.39256	0.07978	0.07561	0.049744	0.073196	0.24574	0.094812	0.11483	0.29549	0.089722	0.1192	0.21957
Meth__cg00746981__HDGF	0.066917	0.063848	0.081265	0.039327	0.041391	0.05108	0.049722	0.10627	0.053103	0.052413	0.064124	0.055329	0.3539	0.10934	0.059836	0.062294	0.049956	0.12694	0.059103	0.056249	0.050281	0.044865	0.055475	0.060301	0.081697	0.080466	0.052916	0.043489	0.081078	0.24102	0.082679	0.050786	0.053446	0.036297	0.039202	0.050222	0.062135	0.049097	0.082581	0.051035
Meth__cg18931421__KIAA0090	0.079169	0.059541	0.075641	0.054358	0.075759	0.059748	0.032029	0.067529	0.068856	0.047288	0.073538	0.069085	0.20062	0.06725	0.061641	0.074618	0.04176	0.17126	0.053525	0.08352	0.071697	0.0754	0.05195	0.055556	0.18705	0.057749	0.13209	0.056412	0.149	0.070606	0.162	0.046719	0.049685	0.045879	0.099323	0.061509	0.065642	0.059049	0.16377	0.063138
Meth__cg13043509__GIMAP5	0.90812	0.020276	0.77423	0.72687	0.15434	0.58642	0.2195	0.5064	0.92601	0.67303	0.93038	0.32281	0.67326	0.016962	0.73466	0.87493	0.91521	0.19976	0.026992	0.56925	0.34928	0.92785	0.044946	0.76403	0.21834	0.090788	0.053406	0.43349	0.28039	0.081707	0.034524	0.023248	0.033053	0.90633	0.32209	0.07185	0.50926	0.58894	0.681	0.45356
Meth__cg00756058__DZIP1	0.96833	0.030265	0.56045	0.024725	0.030488	0.62167	0.023509	0.34321	0.019434	0.97643	0.026764	0.017164	0.89565	0.59635	0.024186	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.97205	0.02222	0.53529	0.9283	0.97159	0.095064	0.016357	0.94587	0.026942	0.046695	0.026231	0.018472	0.030433	0.77069	0.86617	0.024053	0.66824	0.95078	0.94356
