Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg15210596__SCCPDH	0.019517	0.020319	0.76198	0.022427	0.024658	0.026802	0.030568	0.028947	0.021321	0.037623	0.20605	0.043097	0.89605	0.020089	0.024784	0.033045	0.021675	0.043198	0.022163	0.025806	0.023491	0.026764	0.048046	0.02799	0.03484	0.022942	0.029268	0.029351	0.020917	0.026413	0.022587	0.028208	0.033757	0.054786	0.036893	0.033057	0.025066
Meth__cg02330106__MGMT	0.87879	0.95181	0.93279	0.95877	0.1932	0.94617	0.6169	0.10189	0.017325	0.62092	0.038472	0.79241	0.46294	0.97168	0.094825	0.14441	0.27979	0.053231	0.019381	0.48488	0.79267	0.86934	0.82791	0.40207	0.26167	0.90184	0.81082	0.01983	0.022651	0.48561	0.65252	0.083291	0.85409	0.045166	0.039855	0.13132	0.032082
Meth__cg05248470__LILRB2	0.13792	0.087989	0.78941	0.21685	0.12485	0.089618	0.086574	0.42037	0.17512	0.16332	0.70101	0.82781	0.19884	0.053679	0.17433	0.39305	0.10091	0.11056	0.11323	0.4556	0.20103	0.096626	0.16109	0.083826	0.11096	0.20338	0.1136	0.080366	0.092964	0.08793	0.045455	0.068098	0.19848	0.15541	0.45647	0.11325	0.12027
Meth__cg15612436__MPPED1	0.29544	0.016418	0.078789	0.38883	0.23512	0.038556	0.32837	0.79577	0.024248	0.054453	0.10292	0.36608	0.33508	0.023475	0.021561	0.060209	0.45336	0.029026	0.023662	0.48399	0.38087	0.50211	0.041153	0.11905	0.035194	0.19388	0.026986	0.26268	0.025477	0.031002	0.054965	0.051466	0.042239	0.053094	0.36844	0.22685	0.06719
Meth__cg23910835__SFRP2	0.30301	0.070523	0.37448	0.21503	0.070477	0.17463	0.20075	0.44089	0.067969	0.072834	0.44984	0.1105	0.17267	0.070812	0.089004	0.2404	0.19606	0.24881	0.077012	0.092311	0.1344	0.43317	0.14959	0.22596	0.080456	0.24072	0.092015	0.083219	0.048535	0.078605	0.63636	0.050042	0.052525	0.071665	0.16108	0.094754	0.089463
Meth__cg03608167__CXCR4	0.03534	0.04017	0.056573	0.039036	0.034818	0.60237	0.041742	0.037063	0.033994	0.041051	0.48356	0.046098	0.5852	0.037212	0.032816	0.03212	0.02893	0.046605	0.032868	0.02638	0.03139	0.033671	0.83527	0.029608	0.05286	0.061166	0.066913	0.026761	0.037698	0.16366	0.028921	0.031808	0.080952	0.080796	0.032715	0.033584	0.036472
Meth__cg18689253__TLE4	0.056559	0.049018	0.069297	0.049329	0.038365	0.04687	0.048953	0.054954	0.042451	0.049015	0.052804	0.016967	0.045471	0.070723	0.049839	0.044867	0.054675	0.14434	0.04578	0.038802	0.057633	0.061211	0.87411	0.046288	0.07051	0.070918	0.075084	0.044582	0.041527	0.53129	0.0413	0.042052	0.035275	0.34297	0.04826	0.040958	0.048723
Meth__cg00466249__MGC15523	0.092023	0.065303	0.2403	0.071753	0.15167	0.76543	0.1075	0.35207	0.37706	0.20109	0.10238	0.63695	0.43023	0.050742	0.32491	0.36145	0.24243	0.083399	0.89086	0.044207	0.068353	0.77008	0.25636	0.06278	0.14313	0.10094	0.12175	0.32064	0.047963	0.23162	0.53284	0.095648	0.53721	0.19014	0.32812	0.086398	0.070755
Meth__cg07707227__FLJ37927	0.021799	0.021539	0.043975	0.029371	0.01872	0.017737	0.019725	0.08034	0.025674	0.022414	0.062362	0.038448	0.092507	0.025683	0.02589	0.03443	0.019816	0.029188	0.021011	0.024481	0.023155	0.02746	0.029862	0.042036	0.022283	0.021975	0.059615	0.020959	0.018314	0.014481	0.068073	0.023563	0.25172	0.032039	0.026847	0.032512	0.04659
Meth__cg25268678__PLEKHG6	0.044433	0.98189	0.044993	0.048518	0.20049	0.9809	0.71768	0.027877	0.021103	0.056307	0.033201	0.028799	0.96789	0.079581	0.40855	0.061124	0.60926	0.075501	0.96034	0.046462	0.072742	0.97469	0.96343	0.46122	0.092847	0.071415	0.067055	0.031544	0.020913	0.98761	0.027808	0.16121	0.41015	0.12861	0.04008	0.044755	0.77807
Meth__cg16332577__C17orf37	0.047126	0.066873	0.55258	0.081618	0.043123	0.15408	0.067734	0.045865	0.16154	0.057638	0.27465	0.25794	0.25375	0.088739	0.13188	0.10042	0.065484	0.089158	0.045387	0.12252	0.059967	0.21013	0.18765	0.089622	0.10647	0.15598	0.075836	0.45961	0.056267	0.049974	0.058245	0.24286	0.040661	0.065729	0.081413	0.050082	0.051879
Meth__cg17701886__B3GNT5	0.77203	0.57047	0.094199	0.50322	0.86472	0.090658	0.86485	0.038001	0.094171	0.43974	0.078217	0.050863	0.11302	0.62668	0.087743	0.08715	0.08563	0.11927	0.24784	0.37231	0.3919	0.13302	0.17144	0.078535	0.099707	0.38298	0.37924	0.073483	0.07921	0.078909	0.12135	0.0473	0.89075	0.75338	0.56443	0.8369	0.83783
Meth__cg16756998__ZDHHC8	0.2197	0.075756	0.067909	0.057202	0.11686	0.04061	0.67428	0.065379	0.044412	0.073993	0.058966	0.050695	0.38098	0.1041	0.04376	0.044925	0.053042	0.10495	0.033223	0.12214	0.055401	0.048843	0.065197	0.052574	0.084184	0.10173	0.091108	0.04253	0.029949	0.07085	0.040564	0.032347	0.77031	0.9282	0.040741	0.06065	0.61682
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.95198	0.040686	0.95168	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.88269	0.085025	0.034119	0.034444	0.075778	0.056468	0.41055	0.34655	0.043472	0.064395	0.048823	0.092238	0.36184	0.52098	0.045399	0.033797	0.051216	0.049473	0.033948	0.96361	0.83149	0.59868	0.68549	0.69432
Meth__cg17471019__TMEM67	0.044442	0.049195	0.035628	0.034705	0.028531	0.032672	0.036737	0.018983	0.033461	0.033941	0.030898	0.0278	0.075816	0.02524	0.037196	0.028642	0.031727	0.062266	0.029224	0.026931	0.031786	0.03352	0.069086	0.035752	0.0591	0.053568	0.11631	0.036583	0.33753	0.041514	0.030434	0.029268	0.028526	0.038909	0.03451	0.032811	0.03139
Meth__cg27132814__C20orf79	0.51757	0.051434	0.56885	0.79757	0.68384	0.051717	0.34161	0.87841	0.89837	0.46006	0.25412	0.6612	0.3957	0.051443	0.79917	0.56897	0.25382	0.36356	0.044186	0.5387	0.57262	0.069459	0.066365	0.18178	0.10308	0.2409	0.087176	0.090596	0.37188	0.086993	0.48375	0.050194	0.23175	0.16645	0.34709	0.26514	0.29013
Meth__cg14055374__MAF	0.047253	0.036945	0.030611	0.042968	0.023581	0.88733	0.0481	0.11626	0.028992	0.043166	0.089236	0.032134	0.061186	0.046457	0.038075	0.046471	0.22897	0.063612	0.027795	0.028808	0.034198	0.041536	0.79347	0.035636	0.036346	0.057791	0.052524	0.035159	0.037471	0.049113	0.034855	0.025885	0.040771	0.061022	0.044164	0.03587	0.034308
Meth__cg17864730__ITGB8	0.048052	0.65607	0.47805	0.12863	0.037607	0.21752	0.33071	0.057494	0.02807	0.21529	0.0512	0.02898	0.14006	0.10718	0.043124	0.038309	0.029318	0.10732	0.025367	0.36216	0.075311	0.056008	0.4036	0.04875	0.060694	0.14054	0.18454	0.052867	0.027042	0.0899	0.090841	0.026173	0.8504	0.068925	0.039135	0.14096	0.47354
Meth__cg15195276__EDG2	0.026643	0.026998	0.9804	0.035059	0.014316	0.016842	0.019948	0.59013	0.023227	0.37838	0.059415	0.10403	0.15192	0.095556	0.025903	0.084856	0.016264	0.060981	0.022201	0.37451	0.044615	0.015034	0.071086	0.023086	0.049015	0.095133	0.026921	0.030634	0.023744	0.016109	0.2381	0.032539	0.027691	0.04535	0.035666	0.028196	0.044298
Meth__cg00474209__DLL1	0.070914	0.04739	0.16884	0.10244	0.10234	0.052378	0.15539	0.098332	0.10188	0.088023	0.28492	0.1087	0.22306	0.1143	0.11423	0.68988	0.078526	0.15819	0.30549	0.065263	0.06555	0.10561	0.91921	0.09009	0.18295	0.074466	0.098198	0.053646	0.51396	0.066968	0.10825	0.063452	0.066941	0.19434	0.078782	0.085815	0.07314
Meth__cg19626078__KNDC1	0.054987	0.03652	0.081975	0.071466	0.045098	0.048651	0.065951	0.093168	0.056661	0.0519	0.95812	0.61269	0.11925	0.038163	0.066328	0.12997	0.060097	0.073171	0.037598	0.05064	0.045738	0.051663	0.17112	0.086204	0.1744	0.95312	0.057941	0.085298	0.05056	0.040842	0.04886	0.043847	0.042937	0.064038	0.07006	0.065576	0.081958
Meth__cg07845566__B3GAT1	0.94318	0.06231	0.45674	0.29185	0.034534	0.88943	0.94935	0.13523	0.41374	0.026205	0.049432	0.026863	0.45179	0.14968	0.37775	0.037553	0.1429	0.079902	0.025426	0.91124	0.97299	0.079272	0.65423	0.65254	0.081991	0.91617	0.037609	0.043939	0.03101	0.037106	0.026499	0.022673	0.043745	0.1179	0.03109	0.48373	0.050105
Meth__cg16604218__EIF2B3	0.098219	0.10218	0.11066	0.32455	0.26585	0.64461	0.21708	0.06769	0.04796	0.10272	0.056524	0.17647	0.10723	0.057521	0.069423	0.058949	0.036877	0.10038	0.08536	0.19785	0.22202	0.073638	0.69335	0.39848	0.11874	0.29443	0.137	0.030452	0.3537	0.60912	0.26937	0.039167	0.40622	0.27713	0.57684	0.40321	0.24685
Meth__cg24115571__FZD6	0.10924	0.087241	0.096925	0.82675	0.12733	0.066934	0.48213	0.04538	0.13113	0.21099	0.059811	0.059714	0.080601	0.16957	0.093046	0.056034	0.044255	0.071911	0.043549	0.03143	0.065991	0.051465	0.10883	0.080547	0.23976	0.23591	0.13247	0.087335	0.035667	0.11971	0.088384	0.039582	0.045146	0.36431	0.055105	0.081105	0.12319
Meth__cg05674444__C21orf99	0.096849	0.10673	0.24527	0.1332	0.17065	0.10315	0.24778	0.44173	0.66817	0.11859	0.43303	0.13062	0.14513	0.080585	0.54105	0.4987	0.22598	0.16163	0.13658	0.21978	0.19328	0.41704	0.18908	0.12452	0.089165	0.14433	0.08493	0.11475	0.080916	0.1345	0.12959	0.08734	0.21556	0.11277	0.118	0.1184	0.087619
Meth__cg12320306__ADM	0.020265	0.023163	0.05399	0.034331	0.025123	0.026769	0.031921	0.020584	0.029767	0.033761	0.047638	0.029344	0.082315	0.026077	0.099637	0.47816	0.028713	0.046734	0.033961	0.041025	0.46534	0.027103	0.044588	0.027962	0.039033	0.12177	0.045362	0.030182	0.022018	0.023219	0.44664	0.026458	0.028089	0.045691	0.034638	0.046596	0.03597
Meth__cg02168291__CDH13	0.80182	0.10518	0.77297	0.77721	0.50704	0.77059	0.24662	0.93195	0.06427	0.084976	0.12063	0.83067	0.62766	0.061224	0.071013	0.30828	0.085621	0.08024	0.25261	0.26226	0.15825	0.53333	0.66994	0.22847	0.11167	0.16795	0.15593	0.067965	0.24111	0.16166	0.85205	0.10705	0.17943	0.13801	0.75109	0.23887	0.2317
Meth__cg08612037__BTBD11	0.058572	0.057504	0.063418	0.065202	0.05173	0.51509	0.068988	0.064883	0.064922	0.053856	0.5183	0.084267	0.085041	0.059733	0.078924	0.05376	0.11141	0.097486	0.056649	0.05387	0.064191	0.065789	0.89251	0.60349	0.11622	0.79926	0.087395	0.048595	0.049902	0.14585	0.046141	0.049808	0.078675	0.10018	0.062934	0.052692	0.052046
Meth__cg07826255__SGCA	0.12084	0.13586	0.18578	0.37489	0.133	0.32957	0.1215	0.43688	0.2815	0.11288	0.22782	0.43508	0.18446	0.044563	0.20495	0.14602	0.096187	0.19176	0.087977	0.18765	0.11497	0.38558	0.093098	0.12479	0.09612	0.23299	0.20104	0.044899	0.08299	0.08604	0.13116	0.14792	0.15485	0.12377	0.10367	0.080553	0.062261
Meth__cg01242619__PLEC1	0.071044	0.061516	0.070769	0.069439	0.084677	0.67605	0.063481	0.11441	0.054454	0.091508	0.059834	0.45772	0.27211	0.057477	0.08028	0.071249	0.10347	0.09815	0.25432	0.066725	0.081414	0.8717	0.092243	0.081241	0.12029	0.10837	0.097254	0.094879	0.072633	0.8337	0.12354	0.09608	0.052639	0.050233	0.12352	0.064944	0.058657
Meth__cg01557297__SLC22A17	0.030031	0.029478	0.028907	0.048042	0.02043	0.57069	0.034454	0.025227	0.020445	0.024879	0.026033	0.33143	0.056705	0.03953	0.020349	0.037585	0.024676	0.13441	0.021003	0.02422	0.029557	0.029957	0.93921	0.026268	0.060867	0.050417	0.045115	0.028868	0.034319	0.035557	0.019379	0.020454	0.030241	0.051255	0.024615	0.02183	0.028634
Meth__cg13150977__FLJ43276	0.050809	0.087359	0.59441	0.72325	0.43564	0.6162	0.11493	0.4898	0.038523	0.048992	0.65237	0.63359	0.6301	0.52852	0.22532	0.86367	0.070839	0.60762	0.037728	0.38977	0.54716	0.31285	0.28741	0.3979	0.087606	0.4651	0.16669	0.034521	0.047307	0.050361	0.6739	0.07084	0.62472	0.43874	0.1822	0.35931	0.45531
Meth__cg06101324__SPRR1A	0.91014	0.035554	0.90737	0.90436	0.88729	0.048965	0.25398	0.70221	0.55653	0.089253	0.058025	0.67343	0.75938	0.043733	0.47301	0.057645	0.059044	0.14949	0.048081	0.20055	0.18535	0.054432	0.086043	0.071453	0.1307	0.071162	0.081696	0.046092	0.073252	0.045099	0.85411	0.049046	0.080777	0.10818	0.81094	0.36761	0.5226
Meth__cg21099488__PELI2	0.37638	0.048228	0.86725	0.40589	0.039435	0.97233	0.58572	0.033818	0.041959	0.061185	0.94753	0.063713	0.061658	0.41698	0.052517	0.04838	0.03749	0.043494	0.024265	0.9015	0.49067	0.050348	0.66998	0.095044	0.076102	0.92253	0.058526	0.054692	0.04549	0.55574	0.04159	0.03233	0.12242	0.8894	0.054126	0.045076	0.041501
Meth__cg27522780__ACADS	0.27181	0.93236	0.91594	0.61378	0.03838	0.90669	0.057469	0.070684	0.059688	0.051587	0.067793	0.045218	0.90492	0.9594	0.21392	0.042916	0.060234	0.074826	0.039682	0.037993	0.054974	0.051346	0.27217	0.9326	0.16179	0.8247	0.87292	0.052332	0.087211	0.078226	0.043056	0.57874	0.041032	0.55731	0.059695	0.93336	0.92335
Meth__cg11784785__SLC6A5	0.12135	0.042445	0.075417	0.55237	0.16432	0.082744	0.27229	0.74339	0.073328	0.063939	0.27194	0.23303	0.17547	0.042355	0.096323	0.24838	0.072869	0.11032	0.054137	0.13782	0.12033	0.068613	0.11908	0.070268	0.091982	0.23579	0.10913	0.053044	0.059605	0.044543	0.10332	0.061963	0.18932	0.13626	0.28081	0.13866	0.094408
Meth__cg05719902__LOC136306	0.62022	0.081224	0.070585	0.096723	0.23394	0.94658	0.56036	0.12775	0.065421	0.073537	0.072677	0.19613	0.23689	0.046597	0.069753	0.16505	0.20656	0.14385	0.71836	0.086918	0.63461	0.30775	0.9039	0.087311	0.3682	0.73474	0.1327	0.51398	0.15094	0.53713	0.048244	0.062488	0.59251	0.14194	0.080448	0.51157	0.5288
Meth__cg02154186__PNMA2	0.46875	0.54852	0.70109	0.33736	0.1365	0.66625	0.95078	0.1659	0.45899	0.32462	0.1735	0.95309	0.86561	0.18159	0.50014	0.0633	0.12616	0.31567	0.12938	0.7262	0.65733	0.070667	0.25244	0.095109	0.11065	0.93008	0.28611	0.052321	0.17927	0.67307	0.091515	0.082988	0.18624	0.11791	0.10416	0.4484	0.38853
SNP__RHD	-2.45	-0.136	-0.18	-0.234	-0.44	0.218	-0.163	-0.081	-0.204	0.025	-0.354	-1.366	-0.931	-2.184	-1.757	-2.619	0.132	-2.179	0.23	-0.407	0.288	-1.321	-1.752	0.344	-0.015	0.387	0.262	0.226	0.206	0.018	-0.156	0.057	0.482	-0.299	0.165	-2.045	-1.621
SNP__EB-1	0	-0.231	-0.895	0.219	0.241	-1.335	0.268	-0.404	-0.23	0.473	-1.84	-0.221	1.403	-0.99	-2.498	-0.286	-0.029	-2.022	-0.242	0.183	0.101	-1.554	0.134	0.719	0.221	-0.062	-0.271	0.162	-0.278	0.011	-1.876	-0.239	0.561	0.315	-0.262	-0.046	-0.007
Meth__cg25214366__DEFB103A	0.71345	0.041101	0.72636	0.15556	0.1685	0.032298	0.25579	0.72468	0.19724	0.061703	0.83281	0.25543	0.49384	0.035122	0.15874	0.74276	0.87612	0.095238	0.048334	0.46793	0.29682	0.14684	0.089674	0.19859	0.14781	0.060232	0.069325	0.14041	0.14145	0.046658	0.31987	0.069368	0.32689	0.20937	0.35554	0.40397	0.49932
Meth__cg11297236__PDILT	0.43318	0.11761	0.4913	0.8515	0.64279	0.072057	0.59394	0.58155	0.48908	0.12008	0.20246	0.16707	0.28495	0.083966	0.30581	0.13187	0.10585	0.11693	0.12364	0.44444	0.55248	0.46771	0.12344	0.35388	0.10782	0.15296	0.16314	0.13439	0.06953	0.13843	0.51802	0.077056	0.35493	0.12876	0.71498	0.23583	0.14884
Meth__cg23410627__CH25H	0.16686	0.050078	0.90113	0.33952	0.3956	0.62966	0.47918	0.3827	0.053508	0.058414	0.55094	0.84985	0.79756	0.04502	0.092927	0.88582	0.055145	0.25632	0.86562	0.22197	0.17741	0.5326	0.40902	0.21704	0.092065	0.50919	0.16451	0.19503	0.045523	0.50972	0.33364	0.037071	0.77874	0.27431	0.37751	0.27841	0.76518
Meth__cg09103232__SLC2A4	0.036767	0.037674	0.039148	0.044732	0.031089	0.032379	0.033718	0.026588	0.030548	0.033028	0.032765	0.029001	0.083767	0.041179	0.037465	0.033184	0.40682	0.08353	0.025092	0.026692	0.038924	0.032525	0.057958	0.082017	0.053928	0.054939	0.061117	0.032231	0.077927	0.030462	0.033071	0.033058	0.027056	0.076999	0.032583	0.037265	0.033666
Meth__cg00679738__FAM89A	0.83439	0.052309	0.064153	0.032909	0.54516	0.02266	0.9787	0.19963	0.020253	0.96884	0.022584	0.03139	0.035965	0.9452	0.024737	0.016925	0.016553	0.060236	0.2318	0.017088	0.028619	0.021613	0.031088	0.017306	0.22898	0.96588	0.05351	0.033076	0.027087	0.12137	0.011396	0.015255	0.49252	0.77447	0.024844	0.81123	0.64755
Meth__cg15056412__APBA2BP	0.016592	0.12145	0.39859	0.26992	0.12182	0.02161	0.086879	0.26364	0.072315	0.23118	0.02532	0.51977	0.55477	0.17219	0.085778	0.2259	0.013313	0.11946	0.021026	0.31791	0.22512	0.24542	0.12112	0.19671	0.055241	0.090095	0.18077	0.015501	0.030335	0.58453	0.259	0.23767	0.032724	0.059204	0.020569	0.24169	0.1167
Meth__cg27613076__INPP5F	0.038359	0.090479	0.058596	0.19849	0.058522	0.11051	0.10088	0.077062	0.26736	0.098675	0.064194	0.052632	0.16541	0.053641	0.24242	0.077051	0.292	0.046331	0.10612	0.10365	0.057532	0.086422	0.23947	0.089997	0.042532	0.11429	0.13212	0.042336	0.049921	0.39007	0.033378	0.036571	0.066388	0.086093	0.03158	0.11444	0.097002
Meth__cg22418909__SFRP1	0.95536	0.050944	0.25666	0.95033	0.8276	0.56659	0.95243	0.12686	0.062767	0.50638	0.075541	0.061931	0.92631	0.96407	0.36327	0.065823	0.099113	0.14438	0.46054	0.96233	0.9623	0.070915	0.93606	0.56053	0.077183	0.92128	0.47037	0.59885	0.10448	0.15241	0.035597	0.051746	0.96262	0.77338	0.94918	0.60061	0.63336
Meth__cg13636404__ZNF655	0.046827	0.20849	0.86439	0.83204	0.40883	0.036454	0.43078	0.069488	0.045536	0.23324	0.85229	0.88971	0.82904	0.4568	0.21055	0.82788	0.043373	0.54346	0.032315	0.76007	0.5986	0.054668	0.07979	0.4322	0.076137	0.082989	0.35615	0.036387	0.032228	0.03538	0.04448	0.43586	0.84047	0.15449	0.8414	0.038817	0.038734
Meth__cg17805404__GPR162	0.022497	0.23394	0.89643	0.90334	0.85737	0.035045	0.5258	0.026045	0.68079	0.61552	0.71497	0.83815	0.81055	0.24694	0.62426	0.44675	0.030077	0.075924	0.037622	0.58418	0.57625	0.68688	0.04291	0.48733	0.030997	0.086844	0.3875	0.035642	0.30038	0.051617	0.33708	0.16204	0.61212	0.060124	0.91625	0.56377	0.63429
Meth__cg26036443__EHD2	0.056504	0.04708	0.92188	0.90683	0.82286	0.045626	0.052403	0.1139	0.068352	0.18485	0.90394	0.30208	0.10675	0.038588	0.059523	0.068838	0.048639	0.28776	0.046894	0.045916	0.14278	0.07628	0.14294	0.69298	0.13265	0.087145	0.098769	0.051464	0.036489	0.056873	0.30518	0.094591	0.17823	0.11551	0.11252	0.060969	0.071972
Meth__cg04807655__TIAM1	0.066978	0.05535	0.076726	0.044414	0.050386	0.04417	0.055659	0.0527	0.055708	0.041971	0.06952	0.030422	0.058741	0.047929	0.069461	0.037226	0.059428	0.10101	0.2289	0.042491	0.058458	0.054242	0.67001	0.060204	0.070684	0.10125	0.10299	0.050222	0.042202	0.36994	0.048329	0.035689	0.56032	0.1121	0.043315	0.053631	0.061004
Meth__cg02298008__RAB39B	0.15791	0.045931	0.94735	0.93266	0.042213	0.078589	0.93239	0.36331	0.044234	0.041493	0.93111	0.35221	0.9317	0.13331	0.34704	0.42699	0.52363	0.26662	0.64557	0.03693	0.053385	0.44053	0.89591	0.68902	0.085989	0.91525	0.081628	0.10285	0.069743	0.10072	0.19078	0.93712	0.95667	0.08483	0.54927	0.55151	0.053087
Meth__cg15250507__C1orf106	0.047144	0.043464	0.09418	0.093447	0.097875	0.045145	0.078744	0.52677	0.037489	0.042114	0.062603	0.043552	0.12494	0.037276	0.45275	0.03945	0.043079	0.1062	0.030141	0.54789	0.48643	0.60312	0.10494	0.062624	0.064309	0.15736	0.049804	0.16759	0.0347	0.052615	0.23641	0.033581	0.033485	0.070185	0.041474	0.042129	0.053712
Meth__cg13905388__CDCA4	0.10255	0.077292	0.14661	0.11657	0.061063	0.10533	0.12832	0.74455	0.10269	0.099053	0.12982	0.19693	0.12244	0.071729	0.11129	0.13941	0.08441	0.13153	0.12389	0.075459	0.1006	0.090976	0.15595	0.1056	0.13553	0.1117	0.095718	0.11265	0.084808	0.0714	0.048931	0.098698	0.06315	0.17311	0.11334	0.093197	0.11071
Meth__cg24352499__AQP6	0.099744	0.08695	0.59022	0.76035	0.36763	0.11918	0.21541	0.12564	0.090979	0.11146	0.36541	0.48834	0.37149	0.28498	0.11493	0.13886	0.12045	0.21066	0.062169	0.11842	0.1205	0.077357	0.19291	0.39872	0.24947	0.25358	0.117	0.068952	0.076583	0.082422	0.78921	0.35762	0.24337	0.26097	0.68865	0.10786	0.12097
Meth__cg23792978__PDE2A	0.070207	0.04757	0.83631	0.70608	0.58216	0.1283	0.31281	0.67959	0.045364	0.31901	0.4124	0.47314	0.56381	0.06746	0.055916	0.42775	0.12935	0.34737	0.025729	0.56769	0.57311	0.4455	0.3628	0.45656	0.077915	0.22666	0.079817	0.030933	0.034653	0.025302	0.18693	0.039143	0.65605	0.12841	0.78347	0.28936	0.33545
Meth__cg12529801__PRO0149	0.029528	0.042743	0.13522	0.035783	0.020513	0.88324	0.36897	0.04592	0.02717	0.02187	0.023709	0.035454	0.069167	0.021962	0.031506	0.027884	0.041547	0.020552	0.031816	0.013935	0.020908	0.040728	0.19898	0.020155	0.023833	0.047948	0.041789	0.020279	0.021717	0.091529	0.023291	0.016421	0.037023	0.045782	0.020007	0.02195	0.02493
Meth__cg01472101__CLEC10A	0.17285	0.047233	0.57674	0.65068	0.69098	0.061307	0.2611	0.71226	0.053209	0.3716	0.30584	0.41434	0.50824	0.065149	0.048895	0.20037	0.54568	0.097314	0.041674	0.53987	0.48621	0.53133	0.083321	0.15966	0.08407	0.16817	0.12245	0.050754	0.053935	0.11733	0.33378	0.062183	0.3652	0.15275	0.87096	0.27344	0.21949
Meth__cg04633384__C18orf1	0.034943	0.047332	0.89408	0.10454	0.0679	0.52618	0.043626	0.04692	0.02933	0.048117	0.060234	0.088864	0.62327	0.030256	0.032336	0.021319	0.051882	0.071999	0.027864	0.026565	0.10079	0.043514	0.8844	0.053259	0.050784	0.12473	0.097622	0.024288	0.28659	0.21613	0.040147	0.034232	0.074763	0.077613	0.053575	0.040699	0.065052
Meth__cg18441959__VPREB1	0.095926	0.023971	0.076739	0.39624	0.54693	0.032013	0.10043	0.21498	0.16558	0.071189	0.070993	0.053889	0.098836	0.02491	0.11521	0.077371	0.056094	0.072437	0.0288	0.36236	0.17307	0.067168	0.07025	0.06098	0.072748	0.055195	0.057921	0.031288	0.032588	0.035862	0.076712	0.039458	0.063151	0.19463	0.13711	0.049386	0.046596
SNP__GNTIVH	0	0.087	-0.89	-0.287	0.024	-1.829	0.268	-0.35	-0.2	0.473	-0.406	-0.224	-0.173	-0.316	0.473	-0.286	-0.029	-5.759	-0.242	0.183	0.043	-0.039	0.167	0.747	0.227	-0.018	0.049	-0.21	-4.154	0.011	0.196	-0.014	0.916	0.315	0.074	-0.046	-0.007
Meth__cg13230584__GSTK1	0.052043	0.041508	0.050259	0.040973	0.033092	0.4368	0.047307	0.040381	0.036709	0.050709	0.0429	0.075725	0.076675	0.031833	0.047107	0.033066	0.057116	0.093831	0.046041	0.035212	0.050861	0.05335	0.069823	0.055609	0.11058	0.094859	0.053603	0.051194	0.054052	0.061982	0.048531	0.044433	0.050513	0.091604	0.052403	0.045791	0.064174
Meth__cg21353232__SEZ6L	0.68066	0.019926	0.78249	0.90699	0.85435	0.079869	0.1228	0.41431	0.024035	0.45243	0.12836	0.2332	0.13888	0.020375	0.023372	0.42047	0.7473	0.08573	0.019244	0.11117	0.62399	0.60563	0.049462	0.58915	0.039147	0.080587	0.033469	0.37947	0.029323	0.016722	0.23692	0.51686	0.075953	0.05853	0.93098	0.60078	0.64864
Meth__cg03735049__RP1-112K5.2	0.07128	0.02288	0.073034	0.034699	0.032505	0.024536	0.054831	0.046589	0.032208	0.023675	0.034336	0.62224	0.066833	0.025429	0.03086	0.11611	0.03314	0.072086	0.046791	0.062378	0.04999	0.043005	0.14368	0.23188	0.034468	0.25328	0.057117	0.37166	0.022141	0.029137	0.055062	0.05998	0.041968	0.050533	0.30504	0.053956	0.0497
Meth__cg23159337__ATP13A4	0.15034	0.11465	0.62174	0.11196	0.12382	0.10113	0.23533	0.72148	0.50945	0.10021	0.47685	0.12014	0.49082	0.061385	0.27341	0.23706	0.14292	0.25096	0.10415	0.075832	0.10072	0.1369	0.32123	0.13456	0.21941	0.1723	0.16648	0.65389	0.23474	0.19135	0.15251	0.11596	0.11309	0.07594	0.12911	0.16658	0.10175
Meth__cg01519742__JAKMIP1	0.030357	0.023443	0.042944	0.02894	0.018709	0.72168	0.027624	0.55981	0.046186	0.036173	0.043988	0.29964	0.12275	0.98425	0.047913	0.032528	0.050461	0.046013	0.20033	0.029004	0.044121	0.031929	0.95995	0.035035	0.049978	0.79604	0.081231	0.02874	0.58003	0.06178	0.029076	0.021227	0.03167	0.069697	0.034839	0.030228	0.034527
Meth__cg19103704__FCGBP	0.072995	0.057182	0.36126	0.83583	0.64805	0.055399	0.36922	0.16662	0.051793	0.082106	0.27999	0.15396	0.24818	0.059934	0.059808	0.16629	0.067348	0.081208	0.037318	0.414	0.61874	0.58507	0.093399	0.39395	0.10575	0.15563	0.14453	0.05752	0.050659	0.052219	0.32204	0.030947	0.14827	0.15174	0.37903	0.43048	0.31463
