Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg13562542__GPR27	0.049852	0.04691	0.22155	0.043873	0.030826	0.97672	0.044788	0.057511	0.040782	0.039737	0.54079	0.039045	0.10791	0.042225	0.66524	0.04161	0.062433	0.58682	0.027393	0.049586	0.042638	0.051376	0.085791	0.94553	0.051521	0.085582	0.91513	0.13749	0.041415	0.039669	0.11912	0.031898	0.034352	0.063664	0.066164	0.036355	0.050866	0.039983
Meth__cg25215340__CDKN1C	0.063628	0.030117	0.044663	0.037274	0.026059	0.47282	0.042203	0.055178	0.027752	0.032322	0.047035	0.037736	0.10434	0.029316	0.049226	0.029299	0.064766	0.048625	0.0305	0.044922	0.030276	0.031905	0.023831	0.063212	0.039979	0.061833	0.088076	0.057199	0.025625	0.032951	0.026534	0.03217	0.027845	0.024472	0.14149	0.032572	0.041411	0.032745
Meth__cg08056146__SOX7	0.89398	0.23643	0.95995	0.65105	0.17343	0.89943	0.97038	0.083296	0.024424	0.14337	0.62864	0.045337	0.93106	0.066663	0.56007	0.028877	0.092923	0.15546	0.97623	0.95465	0.067744	0.040623	0.96713	0.9327	0.91788	0.087733	0.91658	0.1332	0.040554	0.027685	0.031104	0.72079	0.038615	0.91664	0.86888	0.96465	0.90127	0.95223
Meth__cg02617361__FNTA	0.026688	0.02735	0.031358	0.025022	0.017342	0.019686	0.031247	0.017717	0.021093	0.024369	0.020488	0.025255	0.065046	0.025827	0.025102	0.016867	0.098689	0.015402	0.023364	0.05233	0.03099	0.023703	0.018587	0.09835	0.026769	0.074407	0.036503	0.05471	0.019758	0.017016	0.025599	0.017835	0.025997	0.019335	0.10486	0.030664	0.023844	0.02108
Meth__cg06043114__TSPAN2	0.71258	0.13676	0.024258	0.95392	0.44695	0.96873	0.97582	0.026881	0.03241	0.045968	0.46418	0.060376	0.96893	0.097996	0.034085	0.016956	0.053754	0.020559	0.60308	0.78725	0.047902	0.052542	0.03816	0.65402	0.067503	0.36795	0.9058	0.049238	0.030612	0.017713	0.027044	0.69646	0.73446	0.5834	0.92056	0.64998	0.88526	0.96842
Meth__cg14884741__PPP1R14C	0.042636	0.031801	0.054135	0.051835	0.044516	0.92851	0.050378	0.03759	0.04275	0.044679	0.28269	0.09713	0.099142	0.037791	0.04951	0.048164	0.08908	0.044028	0.52289	0.60377	0.10314	0.056405	0.034473	0.66532	0.040253	0.056985	0.92219	0.062142	0.040023	0.030159	0.039983	0.033723	0.039632	0.029572	0.093315	0.049451	0.053726	0.039065
Meth__cg09350141__PPM1F	0.056661	0.15811	0.053496	0.0881	0.1071	0.080918	0.17071	0.12901	0.044897	0.075494	0.042305	0.28668	0.13623	0.053515	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.18381	0.46466	0.057781	0.30756	0.082616	0.11876	0.062082	0.095373	0.08125	0.43918	0.14114	0.030683	0.045581	0.1024	0.095402	0.070362	0.07247	0.1167
Meth__cg15462232__FOXD3	0.070551	0.057167	0.082066	0.079234	0.04364	0.052751	0.12228	0.075652	0.073932	0.071232	0.071786	0.071121	0.083004	0.04122	0.49395	0.065193	0.10951	0.038354	0.063174	0.078753	0.051684	0.085859	0.093789	0.13006	0.070153	0.068349	0.10348	0.079679	0.042278	0.050129	0.040229	0.043609	0.04502	0.046451	0.28259	0.75328	0.080208	0.090683
Meth__cg02247582__ZNF512	0.043588	0.024905	0.048414	0.063691	0.040433	0.04296	0.062716	0.58912	0.066348	0.0452	0.69104	0.05677	0.27861	0.045182	0.034418	0.032448	0.046042	0.034483	0.15209	0.10786	0.047719	0.23955	0.0496	0.057198	0.29124	0.078947	0.05038	0.043979	0.040037	0.080532	0.045804	0.31754	0.031518	0.50581	0.086512	0.061645	0.12342	0.20748
Meth__cg01717706__SOCS1	0.061618	0.052869	0.55281	0.28618	0.048044	0.1033	0.29389	0.034376	0.038834	0.042568	0.41749	0.12877	0.097658	0.04621	0.072562	0.038229	0.064308	0.034145	0.076163	0.038017	0.042668	0.032611	0.15708	0.43551	0.036379	0.056407	0.061682	0.058366	0.070397	0.36511	0.039299	0.040579	0.030412	0.039052	0.099655	0.047957	0.038474	0.045622
Meth__cg21265783__CYLN2	0.050283	0.13251	0.16258	0.10291	0.091559	0.37699	0.2174	0.062986	0.039684	0.051833	0.081264	0.16918	0.32326	0.046433	0.065126	0.039132	0.090712	0.036783	0.5043	0.19361	0.041746	0.046214	0.086545	0.11988	0.34843	0.051927	0.66821	0.098293	0.037691	0.038576	0.034033	0.065133	0.049408	0.41743	0.11117	0.078056	0.056456	0.046261
Meth__cg22614355__HTR6	0.048703	0.040006	0.075244	0.051421	0.13706	0.40114	0.10134	0.059777	0.030513	0.049214	0.051535	0.066998	0.41047	0.038128	0.042148	0.039254	0.09569	0.12484	0.039543	0.058304	0.053352	0.042407	0.05044	0.66561	0.04209	0.11562	0.11631	0.065648	0.037613	0.038019	0.043459	0.040017	0.026184	0.050246	0.24381	0.040745	0.036982	0.035701
Meth__cg08918749__LPL	0.87543	0.15588	0.878	0.18739	0.13548	0.88038	0.86145	0.19538	0.048357	0.11513	0.25774	0.062179	0.79618	0.41532	0.525	0.071348	0.13319	0.42502	0.88035	0.83867	0.25883	0.077495	0.1272	0.80762	0.15806	0.12142	0.8505	0.12977	0.047672	0.043854	0.25616	0.071505	0.065518	0.87765	0.28798	0.061029	0.5333	0.41344
Meth__cg16382256__EPHB3	0.039116	0.020315	0.040403	0.027157	0.020384	0.40648	0.034016	0.025009	0.032858	0.01969	0.01944	0.040394	0.046758	0.035496	0.028629	0.026696	0.04374	0.026513	0.01783	0.02625	0.041859	0.034332	0.020253	0.062218	0.028286	0.042502	0.029168	0.07259	0.026271	0.018414	0.026	0.019218	0.020305	0.020674	0.17476	0.03744	0.028378	0.030513
Meth__cg00761755__SLC43A2	0.070692	0.079772	0.060987	0.034397	0.024107	0.033884	0.038115	0.057611	0.050884	0.030356	0.065131	0.036199	0.07336	0.034214	0.02315	0.031288	0.12979	0.054049	0.027032	0.059093	0.030817	0.041419	0.021023	0.24568	0.058586	0.046687	0.089408	0.060943	0.025758	0.029919	0.025511	0.02666	0.017346	0.020687	0.043365	0.040054	0.026973	0.030983
Meth__cg05608188__FLJ13576	0.049011	0.046001	0.073373	0.041305	0.037745	0.67962	0.08621	0.051422	0.48918	0.06259	0.039499	0.088041	0.15951	0.30205	0.051887	0.061314	0.079932	0.040814	0.028634	0.044267	0.049114	0.049134	0.038361	0.10199	0.054568	0.068033	0.074301	0.095548	0.051818	0.036818	0.048077	0.041781	0.063244	0.087862	0.16424	0.059526	0.055378	0.053614
Meth__cg06740897__NFE2L1	0.087068	0.75199	0.10902	0.45375	0.087362	0.087036	0.13454	0.039101	0.34012	0.12446	0.1133	0.14676	0.42711	0.24801	0.26684	0.056651	0.077628	0.12083	0.061011	0.06851	0.085738	0.1046	0.078599	0.51644	0.088494	0.21826	0.092325	0.60747	0.057499	0.12048	0.54435	0.20658	0.060118	0.037001	0.14429	0.13493	0.071301	0.063474
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.10159	0.10894	0.057143	0.073786	0.10372
Meth__cg09549827__ESPN	0.045495	0.025902	0.58481	0.039914	0.04528	0.91482	0.053416	0.050181	0.027012	0.03446	0.9427	0.043821	0.91137	0.030404	0.93956	0.034287	0.058604	0.077202	0.055615	0.039552	0.045334	0.032094	0.037353	0.065937	0.047689	0.052145	0.076137	0.04128	0.026362	0.026701	0.03575	0.051004	0.023607	0.030719	0.065114	0.043266	0.041128	0.03196
Meth__cg24238205__FAM111A	0.024745	0.024604	0.025566	0.7185	0.030935	0.035817	0.28715	0.038473	0.88785	0.026974	0.66673	0.049542	0.030082	0.89335	0.65317	0.025274	0.044356	0.022904	0.015459	0.024559	0.024122	0.030196	0.02482	0.045772	0.029963	0.029153	0.033633	0.067328	0.024544	0.25903	0.025328	0.020814	0.026265	0.024108	0.045102	0.02997	0.030167	0.025563
Meth__cg26672426__PTGES	0.036227	0.020718	0.026309	0.041952	0.14989	0.89268	0.38721	0.16898	0.023096	0.030625	0.37639	0.023546	0.046269	0.02526	0.16759	0.07625	0.070499	0.27381	0.47788	0.79558	0.74934	0.92032	0.10753	0.7406	0.91105	0.11625	0.079096	0.060157	0.50574	0.021639	0.50044	0.91087	0.025223	0.92234	0.087937	0.87535	0.11916	0.40053
Meth__cg10608333__HIST1H4K	0.034496	0.040181	0.38089	0.032381	0.42862	0.043277	0.031591	0.036706	0.029518	0.0322	0.54446	0.021635	0.47285	0.24831	0.032263	0.025836	0.060147	0.57536	0.027396	0.036798	0.036587	0.03568	0.90972	0.46886	0.03343	0.060498	0.079296	0.064304	0.027195	0.026559	0.026519	0.91585	0.57556	0.69846	0.035206	0.032387	0.030023	0.033239
Meth__cg04998282__NOL11	0.04799	0.052824	0.047803	0.048256	0.046069	0.051268	0.047465	0.48584	0.043013	0.043693	0.051702	0.045584	0.061716	0.06096	0.04232	0.042718	0.08425	0.037542	0.043393	0.049554	0.046777	0.042069	0.044652	0.11503	0.053696	0.083937	0.085858	0.077518	0.03932	0.036787	0.039484	0.047742	0.04864	0.043234	0.086508	0.060823	0.046521	0.044777
Meth__cg01697732__FAM20A	0.72089	0.042092	0.97835	0.074703	0.053445	0.95462	0.98579	0.42754	0.047499	0.024136	0.048917	0.17966	0.9474	0.063477	0.042402	0.033968	0.049844	0.29711	0.97156	0.97121	0.067971	0.04182	0.90263	0.47526	0.69667	0.064333	0.97294	0.39301	0.035341	0.45717	0.2995	0.14011	0.025607	0.19382	0.37171	0.33613	0.39487	0.071553
Meth__cg01653445__BAI2	0.045048	0.04977	0.11115	0.054524	0.049362	0.10711	0.043242	0.041562	0.040475	0.038162	0.090995	0.37094	0.47494	0.036472	0.099126	0.075106	0.095353	0.19504	0.04406	0.077159	0.088927	0.054621	0.1431	0.47052	0.041934	0.052408	0.11824	0.082661	0.036506	0.086057	0.43086	0.044631	0.025653	0.035405	0.092047	0.048189	0.041716	0.04589
Meth__cg14307212__SLC12A6	0.1437	0.11224	0.10271	0.091001	0.1364	0.88744	0.091767	0.13333	0.82662	0.11609	0.70643	0.18432	0.28056	0.71794	0.12697	0.1187	0.16469	0.26249	0.10408	0.13716	0.20448	0.12159	0.070128	0.27409	0.15207	0.15793	0.1456	0.22229	0.13886	0.069254	0.12656	0.17593	0.10111	0.075918	0.12268	0.13587	0.14446	0.10516
Meth__cg27005053__CFDP1	0.034449	0.030506	0.025456	0.028558	0.016751	0.026395	0.035118	0.018688	0.035224	0.028242	0.042197	0.030721	0.04578	0.04607	0.037318	0.021603	0.09466	0.022883	0.018046	0.028186	0.029985	0.028676	0.020781	0.055122	0.026987	0.052148	0.11887	0.045372	0.024314	0.034692	0.030566	0.029225	0.023251	0.019864	0.126	0.032197	0.031554	0.0298
Meth__cg07314984__PHKA2	0.30026	0.034237	0.14728	0.078103	0.058732	0.043113	0.1278	0.096535	0.14454	0.05965	0.10057	0.44529	0.15586	0.13326	0.070109	0.11146	0.093918	0.064107	0.089324	0.084381	0.065158	0.044263	0.19464	0.16329	0.35876	0.082969	0.33289	0.074222	0.07324	0.11685	0.073557	0.057015	0.060433	0.067062	0.13091	0.36447	0.085492	0.083532
Meth__cg03270376__STK36	0.050168	0.045023	0.063325	0.052512	0.041095	0.03894	0.051694	0.051014	0.043186	0.052586	0.077242	0.056933	0.14479	0.053135	0.048679	0.044805	0.076177	0.04221	0.041858	0.045885	0.049031	0.05261	0.042654	0.069567	0.039071	0.054925	0.28567	0.083149	0.040618	0.040735	0.041707	0.04143	0.044226	0.044959	0.11234	0.050084	0.10012	0.05462
Meth__cg25346576__CCDC55	0.023732	0.04265	0.033852	0.025477	0.019688	0.027433	0.029365	0.087559	0.02042	0.026551	0.028928	0.021277	0.046803	0.021061	0.021278	0.071288	0.045259	0.018667	0.024483	0.022779	0.026124	0.039046	0.021666	0.052603	0.021515	0.027046	0.035491	0.037674	0.031031	0.02022	0.21963	0.059559	0.020311	0.016101	0.0196	0.028576	0.01986	0.081589
Meth__cg27214652__PPP2R5E	0.035503	0.03125	0.04017	0.03368	0.026531	0.034295	0.048743	0.031148	0.50829	0.031267	0.04134	0.028597	0.069966	0.047141	0.025209	0.029203	0.064375	0.017936	0.032527	0.031128	0.030058	0.038563	0.024144	0.061993	0.034852	0.033198	0.049315	0.067037	0.027956	0.026814	0.021619	0.026966	0.028883	0.02041	0.087808	0.038702	0.035983	0.037867
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.71993	0.72257	0.079727	0.81308	0.041119	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.14359	0.49943	0.55411	0.80224	0.4827	0.049001	0.074518	0.23209	0.83995	0.039296	0.80353	0.22128	0.20157	0.065789	0.14739	0.35135	0.83626	0.28397	0.70635	0.17797	0.13073	0.095624	0.21359	0.053552	0.10004
Meth__cg01535453__ACADS	0.50289	0.96803	0.9678	0.92864	0.15151	0.97295	0.10014	0.04812	0.08931	0.21009	0.093761	0.071077	0.93647	0.36773	0.072031	0.050949	0.13158	0.048585	0.16734	0.12486	0.091584	0.11514	0.10465	0.58504	0.96465	0.097405	0.94702	0.93738	0.1287	0.076404	0.065188	0.090626	0.79693	0.034667	0.73624	0.062523	0.96573	0.96446
Meth__cg26759551__FBP1	0.037542	0.96929	0.96367	0.026255	0.032015	0.96607	0.67537	0.98908	0.28755	0.019055	0.97314	0.0682	0.94933	0.44114	0.98024	0.70311	0.19441	0.058393	0.026246	0.027501	0.019998	0.97171	0.021489	0.93345	0.037327	0.051897	0.43419	0.66861	0.024259	0.021974	0.02459	0.047393	0.027083	0.023664	0.05178	0.042132	0.022171	0.47083
Meth__cg16721845__MTL5	0.025898	0.023433	0.027729	0.017932	0.026201	0.022924	0.026259	0.028281	0.026071	0.019355	0.022991	0.025401	0.03518	0.020755	0.020086	0.019479	0.045957	0.46935	0.025062	0.021466	0.022056	0.020161	0.020005	0.070171	0.024492	0.037203	0.049188	0.029197	0.02357	0.016535	0.01577	0.026242	0.015596	0.015111	0.050452	0.021522	0.02235	0.02235
Meth__cg12717668__ZNF655	0.088573	0.075512	0.94802	0.57779	0.40265	0.094721	0.13359	0.13159	0.062314	0.088358	0.92786	0.51195	0.81142	0.11078	0.71995	0.10372	0.21737	0.060683	0.49527	0.27842	0.10281	0.082798	0.12808	0.13749	0.1634	0.11968	0.15393	0.13806	0.074739	0.066075	0.061272	0.055426	0.10802	0.66091	0.13894	0.35792	0.11736	0.086964
Meth__cg05938285__PIGZ	0.069624	0.090049	0.12407	0.11732	0.064649	0.047111	0.085994	0.094848	0.065203	0.070727	0.067924	0.065716	0.15632	0.083333	0.059496	0.10388	0.13423	0.049324	0.040595	0.12767	0.05125	0.0673	0.46446	0.13922	0.08424	0.074652	0.19569	0.13832	0.048064	0.048614	0.041853	0.035942	0.032189	0.038862	0.19633	0.058827	0.059031	0.060113
Meth__cg08617916__RASSF5	0.032871	0.034054	0.049301	0.02489	0.018803	0.025508	0.027982	0.019386	0.59591	0.024731	0.027565	0.043773	0.038359	0.51671	0.024636	0.022765	0.038698	0.017394	0.019585	0.033288	0.025323	0.028773	0.027389	0.03728	0.025381	0.02267	0.048853	0.028942	0.027345	0.033122	0.034264	0.018404	0.022307	0.078423	0.036519	0.026653	0.028292	0.031705
Meth__cg20033731__CACNA1C	0.04062	0.031606	0.91894	0.072108	0.12115	0.041058	0.59817	0.054364	0.028309	0.025335	0.25824	0.081448	0.56971	0.048757	0.091883	0.031026	0.10325	0.12007	0.10176	0.039797	0.027045	0.043178	0.12263	0.7426	0.058842	0.049813	0.86131	0.055853	0.026791	0.061436	0.031076	0.34304	0.038869	0.44491	0.080981	0.4136	0.16111	0.1269
Meth__cg00747849__SLC25A1	0.031056	0.023187	0.03622	0.042252	0.026043	0.023373	0.054563	0.047466	0.024928	0.025988	0.029771	0.57473	0.075034	0.029494	0.031517	0.02513	0.067394	0.019595	0.019432	0.031676	0.030983	0.093705	0.031395	0.16555	0.029723	0.038442	0.050055	0.040987	0.020396	0.022408	0.019672	0.018084	0.036262	0.019112	0.040655	0.033107	0.025989	0.024948
Meth__cg20375554__ARHGEF2	0.086475	0.090953	0.11726	0.062217	0.16409	0.047645	0.070908	0.06785	0.069807	0.061704	0.08074	0.05677	0.082598	0.060806	0.050921	0.067145	0.11222	0.044491	0.056441	0.070052	0.054205	0.073148	0.048542	0.10654	0.073559	0.081811	0.097557	0.082177	0.057124	0.052739	0.048243	0.044419	0.063118	0.044146	0.097003	0.064858	0.053839	0.060026
Meth__cg01228636__PTEN	0.057588	0.6088	0.080988	0.066834	0.052497	0.91652	0.071941	0.045154	0.91447	0.06247	0.10924	0.39734	0.16665	0.74793	0.49572	0.071032	0.09839	0.42622	0.081317	0.06784	0.065208	0.081803	0.054278	0.13322	0.067239	0.15068	0.087495	0.2501	0.15328	0.055139	0.066018	0.53282	0.059038	0.060774	0.12628	0.072666	0.057562	0.078141
Meth__cg13145440__LOC81558	0.022513	0.025445	0.0303	0.021538	0.026527	0.031544	0.024952	0.01576	0.036101	0.022875	0.023298	0.066229	0.056028	0.031185	0.022458	0.022082	0.060483	0.021002	0.22497	0.5053	0.028642	0.033834	0.027272	0.083759	0.026247	0.030093	0.057427	0.057166	0.024205	0.022124	0.026711	0.033679	0.14466	0.014341	0.025726	0.030296	0.030147	0.022792
Meth__cg09330643__LRRC20	0.041864	0.045657	0.0611	0.039211	0.03784	0.033999	0.047421	0.05532	0.031704	0.029675	0.051557	0.039068	0.089211	0.053033	0.50093	0.032253	0.076373	0.032837	0.044181	0.052439	0.034579	0.043986	0.033768	0.081121	0.042994	0.053165	0.06491	0.072589	0.041993	0.032884	0.030395	0.032707	0.034306	0.043839	0.068457	0.041916	0.043986	0.04353
Meth__cg22832044__CDH1	0.20867	0.5291	0.071941	0.14275	0.095294	0.64625	0.12773	0.096126	0.16892	0.14529	0.26639	0.092708	0.16355	0.19749	0.15615	0.10977	0.14959	0.1638	0.080557	0.12423	0.16458	0.84989	0.1173	0.90564	0.12125	0.17048	0.2347	0.35147	0.09336	0.060866	0.19406	0.108	0.068293	0.12019	0.2136	0.18407	0.097294	0.10862
Meth__cg04878152__AGTR1	0.064804	0.057266	0.46537	0.42543	0.19453	0.082538	0.71426	0.83194	0.099409	0.20352	0.49504	0.56508	0.6597	0.095417	0.43253	0.23367	0.34082	0.072659	0.32162	0.17439	0.83751	0.13216	0.26779	0.80285	0.28033	0.13025	0.7376	0.062836	0.32472	0.49373	0.32172	0.89359	0.20474	0.36451	0.25677	0.088112	0.45577	0.73323
Meth__cg18244915__ZNF569	0.037291	0.028817	0.034934	0.028736	0.038443	0.032177	0.040224	0.44539	0.037282	0.033999	0.04761	0.045455	0.06158	0.039294	0.034021	0.030218	0.035941	0.034577	0.02548	0.16333	0.035113	0.027221	0.031189	0.51257	0.047827	0.085978	0.10454	0.051203	0.037069	0.030303	0.028669	0.025959	0.021571	0.15373	0.12644	0.049212	0.29438	0.042314
Meth__cg07290273__TMEM17	0.039299	0.1355	0.043706	0.046611	0.033623	0.029259	0.04987	0.029162	0.035199	0.033131	0.037822	0.034689	0.099145	0.040975	0.030989	0.032444	0.1335	0.04025	0.026692	0.033391	0.040558	0.043736	0.026161	0.73342	0.03633	0.033782	0.070083	0.040896	0.03756	0.021641	0.033111	0.026235	0.033659	0.028333	0.074046	0.033179	0.042545	0.046661
Meth__cg09439093__PECI	0.055394	0.047775	0.053815	0.044496	0.053148	0.037909	0.050021	0.075666	0.075373	0.056971	0.04644	0.062833	0.85966	0.29592	0.037923	0.032026	0.89352	0.031884	0.043635	0.053285	0.044211	0.041002	0.033454	0.064686	0.045783	0.12749	0.17176	0.11785	0.045795	0.032694	0.038216	0.036071	0.046599	0.035638	0.070685	0.049533	0.080687	0.057257
Meth__cg05179880__PDCD7	0.059148	0.046532	0.050058	0.070185	0.067929	0.029476	0.059092	0.023434	0.072655	0.047013	0.058635	0.12385	0.090628	0.067351	0.083614	0.067368	0.074392	0.050517	0.051986	0.038884	0.046981	0.063444	0.055087	0.070343	0.039019	0.058599	0.099263	0.11352	0.044727	0.037173	0.05666	0.04632	0.051784	0.042746	0.14142	0.045377	0.068226	0.48543
Meth__cg25638984__TMTC2	0.040032	0.032616	0.05302	0.036925	0.02048	0.036866	0.037693	0.027725	0.038689	0.043227	0.054194	0.085172	0.08399	0.038052	0.037877	0.073723	0.053501	0.033588	0.027233	0.040566	0.033502	0.043614	0.027143	0.056355	0.033255	0.062611	0.070988	0.06911	0.033544	0.032309	0.027498	0.02469	0.025407	0.029083	0.088566	0.043294	0.041868	0.036511
Meth__cg10160407__PDGFRL	0.023239	0.018459	0.027522	0.027251	0.017105	0.51768	0.030007	0.021613	0.021247	0.024136	0.047775	0.035389	0.041925	0.023591	0.023512	0.018769	0.043849	0.022468	0.016433	0.028253	0.022105	0.031963	0.01607	0.061709	0.029425	0.038814	0.082168	0.039048	0.019487	0.023161	0.020745	0.018325	0.015383	0.017933	0.053314	0.030083	0.022801	0.020092
Meth__cg14662379__KIF1A	0.22526	0.12425	0.30397	0.12544	0.062919	0.75412	0.22475	0.19899	0.087025	0.12559	0.44097	0.36766	0.2184	0.11473	0.089953	0.14427	0.12082	0.079311	0.6462	0.54736	0.36069	0.15012	0.65552	0.80087	0.10729	0.10907	0.67025	0.16521	0.11813	0.083735	0.18752	0.072947	0.076254	0.30743	0.49068	0.60685	0.14758	0.092349
Meth__cg26577178__HRB2	0.067916	0.052948	0.5218	0.061182	0.056157	0.055881	0.14465	0.07848	0.45459	0.05042	0.087057	0.098592	0.13956	0.34975	0.051669	0.045111	0.085158	0.22993	0.034483	0.048522	0.9055	0.072958	0.06142	0.083494	0.039806	0.093824	0.081225	0.10583	0.04647	0.037537	0.10042	0.059965	0.043838	0.077217	0.16896	0.058787	0.16949	0.069875
Meth__cg10857774__DMPK	0.024035	0.034976	0.07379	0.26771	0.50702	0.11874	0.36504	0.89216	0.20703	0.39762	0.39984	0.22398	0.059949	0.15794	0.031695	0.042956	0.2566	0.015187	0.53814	0.76638	0.93884	0.1563	0.69299	0.12081	0.61607	0.058297	0.37861	0.10137	0.50122	0.44638	0.75812	0.079901	0.057382	0.021555	0.1229	0.52165	0.29784	0.52236
Meth__cg07844572__FTSJ3	0.047279	0.029413	0.051022	0.051013	0.039646	0.041842	0.046954	0.024247	0.03345	0.040802	0.042786	0.03688	0.054575	0.041241	0.046912	0.03722	0.089194	0.027193	0.03693	0.046722	0.040481	0.039079	0.074452	0.089895	0.038632	0.066721	0.30982	0.066823	0.032717	0.028079	0.036074	0.032745	0.030517	0.029795	0.10021	0.034591	0.031392	0.037841
Meth__cg15696627__MSX1	0.33914	0.046718	0.062903	0.084448	0.13123	0.03652	0.064643	0.070228	0.05357	0.044652	0.043234	0.053953	0.67575	0.15213	0.074708	0.034008	0.13514	0.066894	0.029366	0.04041	0.047924	0.046266	0.054764	0.8546	0.081716	0.13311	0.43952	0.068467	0.037237	0.08914	0.040665	0.066084	0.18643	0.030131	0.065712	0.04081	0.063901	0.039886
Meth__cg27190537__SUMF2	0.050167	0.038494	0.032467	0.03068	0.043417	0.036197	0.051945	0.026345	0.037886	0.040559	0.059163	0.065192	0.060819	0.03874	0.038996	0.038659	0.071098	0.056837	0.036301	0.052353	0.052021	0.034203	0.11005	0.11241	0.047727	0.1075	0.1349	0.052004	0.044893	0.033175	0.057466	0.046339	0.85029	0.051111	0.058966	0.045705	0.053427	0.047457
Meth__cg17749961__LYCAT	0.075651	0.2634	0.058332	0.07144	0.093657	0.058854	0.074945	0.045757	0.57779	0.071328	0.061908	0.066059	0.43831	0.37249	0.063398	0.074927	0.14895	0.063645	0.068472	0.055124	0.063786	0.045806	0.072541	0.18149	0.13242	0.13517	0.1549	0.25871	0.057005	0.049411	0.77184	0.054239	0.074153	0.056137	0.11307	0.19185	0.077433	0.17192
Meth__cg10314752__KIAA1622	0.10327	0.083355	0.14	0.13641	0.045639	0.083208	0.1025	0.14369	0.056086	0.061819	0.22881	0.061437	0.10351	0.10337	0.074227	0.10058	0.15243	0.097005	0.065868	0.10622	0.061231	0.08433	0.10141	0.26112	0.095649	0.090565	0.67711	0.14341	0.057408	0.068561	0.045595	0.053638	0.060005	0.05295	0.12745	0.067001	0.070168	0.092119
Meth__cg06521852__HRIHFB2122	0.071962	0.026488	0.047983	0.047966	0.1164	0.11228	0.068998	0.069883	0.08061	0.054447	0.026325	0.16029	0.088073	0.083076	0.054789	0.057365	0.11974	0.12541	0.032592	0.051818	0.05353	0.48438	0.025508	0.059372	0.042407	0.055152	0.064038	0.062873	0.028219	0.033787	0.048673	0.032246	0.036087	0.022489	0.086798	0.062103	0.045559	0.036834
Meth__cg18059088__HS3ST1	0.061396	0.039229	0.066459	0.26774	0.29513	0.81221	0.64252	0.04517	0.056636	0.5033	0.47021	0.078181	0.066508	0.05518	0.052386	0.14688	0.14957	0.045556	0.57899	0.12164	0.58445	0.31061	0.039531	0.14711	0.067196	0.56158	0.1233	0.1119	0.1193	0.056888	0.14656	0.045205	0.0458	0.77957	0.3315	0.045577	0.43439	0.53366
Meth__cg08001895__EPHA7	0.069193	0.056317	0.89968	0.057975	0.071805	0.89677	0.15095	0.062176	0.11397	0.098687	0.4499	0.21873	0.48956	0.084502	0.026536	0.07882	0.1925	0.23621	0.072379	0.060722	0.06838	0.08593	0.060664	0.42583	0.057606	0.098607	0.27724	0.12916	0.057455	0.072368	0.10957	0.066829	0.043468	0.84715	0.7276	0.89368	0.10933	0.10563
Meth__cg16679837__AR	0.57277	0.57541	0.86871	0.15558	0.35369	0.10693	0.13149	0.95871	0.079368	0.10335	0.59387	0.94991	0.22349	0.094144	0.40453	0.12901	0.16487	0.086297	0.094722	0.14253	0.4844	0.13246	0.49497	0.94446	0.15535	0.10087	0.54663	0.25179	0.049315	0.16789	0.10979	0.037076	0.060483	0.7558	0.22991	0.42525	0.19222	0.13487
Meth__cg06458239__ZNF549	0.43971	0.34477	0.56252	0.088235	0.071857	0.077251	0.18788	0.25353	0.088664	0.105	0.1127	0.27128	0.76912	0.098113	0.11943	0.088847	0.16911	0.089392	0.3321	0.45223	0.11938	0.16015	0.1103	0.17288	0.07723	0.15114	0.16894	0.60782	0.1318	0.099195	0.11842	0.070947	0.28589	0.17311	0.1911	0.36771	0.72946	0.77059
Meth__cg06497752__COL9A3	0.43256	0.4709	0.97711	0.344	0.50281	0.89753	0.95732	0.022174	0.035962	0.36189	0.032558	0.15918	0.57449	0.035598	0.90867	0.021547	0.057786	0.061265	0.4954	0.51477	0.46357	0.81215	0.32048	0.93423	0.041156	0.030103	0.92964	0.047451	0.1186	0.025529	0.080072	0.021906	0.015639	0.95729	0.44176	0.17811	0.076623	0.42185
