Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg05040429__SAMD12	0.051656	0.011538	0.051168	0.029887	0.028943	0.42853	0.037337	0.02934	0.047865	0.046499	0.58447	0.015383	0.036139	0.025804	0.031844	0.043676	0.033142	0.033652	0.026078	0.025699	0.032639	0.037488	0.20462	0.028881	0.066898	0.053871	0.02294	0.031379	0.025397	0.046949	0.043438	0.024204	0.03052	0.1014	0.04007	0.046505	0.03257
Meth__cg13727946__MBD3L1	0.29112	0.13542	0.39667	0.13313	0.23732	0.056931	0.073897	0.81115	0.05253	0.089804	0.083489	0.49087	0.29048	0.057676	0.046713	0.25382	0.050654	0.12681	0.044584	0.087649	0.14572	0.061402	0.090807	0.096124	0.18396	0.19959	0.06445	0.069333	0.062346	0.069626	0.22846	0.068001	0.099892	0.15674	0.10339	0.12673	0.19229
Meth__cg02271621__DUSP8	0.085875	0.034549	0.90174	0.056948	0.14379	0.033686	0.040268	0.92157	0.39601	0.89903	0.036283	0.95549	0.21858	0.037318	0.34763	0.55157	0.048466	0.10251	0.074156	0.034472	0.043517	0.041164	0.86586	0.61791	0.091338	0.25903	0.074207	0.38205	0.27541	0.088028	0.05088	0.060691	0.90529	0.08973	0.62864	0.029708	0.0326
Meth__cg11976166__TGFB2	0.10296	0.097568	0.84584	0.21303	0.49547	0.1967	0.80069	0.070405	0.091873	0.42408	0.22055	0.27407	0.19569	0.28136	0.15654	0.19774	0.060339	0.19562	0.188	0.91519	0.85572	0.13114	0.27204	0.52163	0.27735	0.74722	0.24866	0.16123	0.08342	0.16328	0.75342	0.16813	0.1206	0.70691	0.22997	0.40223	0.86236
Meth__cg17769238__H19	0.5687	0.056374	0.065951	0.058196	0.56026	0.68583	0.058641	0.0857	0.044526	0.056429	0.2829	0.91749	0.08813	0.042394	0.05686	0.048337	0.062036	0.080226	0.061436	0.045616	0.65488	0.056617	0.65721	0.064009	0.10131	0.10529	0.083783	0.04748	0.12101	0.068767	0.10757	0.051282	0.52315	0.10133	0.89238	0.077552	0.092923
Meth__cg23240961__LOC56901	0.022941	0.014545	0.033501	0.029349	0.018147	0.33059	0.024994	0.020173	0.027999	0.032594	0.19276	0.069027	0.053687	0.01966	0.030716	0.94205	0.023305	0.04343	0.015639	0.018115	0.028276	0.66553	0.84071	0.025854	0.062181	0.099729	0.035251	0.026332	0.018211	0.021387	0.019035	0.01693	0.86595	0.045955	0.025955	0.025901	0.022299
Meth__cg11934695__ADRA1D	0.94079	0.44314	0.24307	0.10138	0.042337	0.92337	0.93411	0.43383	0.095136	0.090769	0.90489	0.1606	0.16549	0.57655	0.094289	0.042429	0.26041	0.32195	0.25515	0.9676	0.94767	0.040507	0.92884	0.4383	0.12573	0.82717	0.67958	0.14752	0.053351	0.10631	0.044819	0.40495	0.95312	0.87763	0.054991	0.6243	0.92087
Meth__cg20050113__SLC9A2	0.025465	0.028807	0.97903	0.025714	0.050198	0.95649	0.72708	0.025068	0.037845	0.030352	0.95474	0.4969	0.95194	0.022904	0.03388	0.94713	0.44464	0.15528	0.016513	0.027046	0.027216	0.95227	0.89918	0.024712	0.033616	0.041678	0.045749	0.46637	0.94268	0.95774	0.021717	0.022626	0.56138	0.039251	0.034249	0.031884	0.037479
Meth__cg19853703__APOL6	0.05329	0.052015	0.041472	0.86268	0.62189	0.37961	0.53261	0.35644	0.033328	0.12244	0.049363	0.027104	0.062842	0.20074	0.043307	0.062307	0.040822	0.074659	0.10314	0.61029	0.80942	0.084432	0.098122	0.62571	0.076409	0.64437	0.097128	0.73407	0.038937	0.050933	0.0533	0.049313	0.22655	0.09229	0.15987	0.53685	0.66599
Meth__cg23435746__TWSG1	0.11315	0.072101	0.58726	0.82809	0.19686	0.12496	0.62371	0.22688	0.071584	0.31715	0.14611	0.38185	0.19022	0.40212	0.085392	0.10757	0.12352	0.22234	0.34201	0.08794	0.10324	0.058754	0.26869	0.63785	0.12901	0.87652	0.18746	0.050225	0.056554	0.15626	0.085458	0.059041	0.10786	0.19795	0.11542	0.64589	0.90075
Meth__cg15034135__ADAMTS19	0.033601	0.026077	0.59479	0.034448	0.023326	0.64105	0.025554	0.038414	0.027263	0.032941	0.92784	0.054008	0.47198	0.018336	0.030377	0.85521	0.027328	0.059688	0.021042	0.018038	0.031376	0.041367	0.61922	0.035244	0.020078	0.60637	0.048875	0.016019	0.030053	0.025215	0.023859	0.018922	0.16478	0.11937	0.033275	0.024717	0.022974
Meth__cg01357116__ATOH1	0.07053	0.070476	0.46641	0.097386	0.053918	0.50735	0.07955	0.35862	0.12445	0.054387	0.071953	0.097976	0.13254	0.047846	0.10161	0.089813	0.075577	0.10023	0.068758	0.088478	0.075047	0.10306	0.13161	0.048758	0.13848	0.11977	0.070661	0.050188	0.068281	0.085168	0.058444	0.055492	0.1588	0.18805	0.077873	0.078994	0.0675
Meth__cg06850526__MGC15523	0.067797	0.075712	0.19615	0.096842	0.092101	0.87227	0.060445	0.056349	0.33919	0.078976	0.117	0.71953	0.38465	0.033532	0.21604	0.31351	0.19648	0.1299	0.90819	0.047805	0.12046	0.94745	0.17402	0.061937	0.12681	0.11865	0.088441	0.26392	0.052686	0.28293	0.59904	0.052057	0.66482	0.16467	0.28064	0.073901	0.035999
Meth__cg05385377__TMEM51	0.24074	0.27722	0.078756	0.41854	0.65565	0.61868	0.62256	0.21245	0.039417	0.45604	0.056117	0.030242	0.063114	0.48718	0.072975	0.35251	0.03409	0.096687	0.22355	0.55106	0.54275	0.5007	0.16517	0.60126	0.098014	0.39074	0.16636	0.048656	0.049815	0.21393	0.47404	0.08948	0.37095	0.19448	0.10301	0.099321	0.12459
Meth__cg22764925__GGT1	0.060804	0.040526	0.065816	0.04761	0.070107	0.7483	0.051214	0.15136	0.072914	0.078281	0.05595	0.064481	0.072193	0.031414	0.054978	0.098699	0.92937	0.085091	0.23331	0.065002	0.090104	0.13829	0.11045	0.051629	0.069589	0.096655	0.062972	0.87777	0.44626	0.076552	0.24925	0.051378	0.23052	0.13641	0.12642	0.060514	0.058007
Meth__cg27239921__CACNA1D	0.034528	0.062555	0.55841	0.048714	0.032118	0.43247	0.082039	0.047785	0.040342	0.041819	0.24238	0.42047	0.47978	0.026514	0.048632	0.1361	0.057302	0.086615	0.028382	0.025757	0.034833	0.15358	0.61769	0.04431	0.068597	0.085981	0.087463	0.31044	0.082892	0.066992	0.10038	0.034011	0.033637	0.047886	0.039523	0.035209	0.034658
Meth__cg16524139__TCF3	0.044738	0.10645	0.083112	0.041502	0.038234	0.036825	0.039394	0.09943	0.03631	0.26887	0.038666	0.1405	0.15502	0.034229	0.043995	0.11036	0.040431	0.11297	0.03628	0.030707	0.045014	0.13983	0.088559	0.046235	0.082661	0.096281	0.22563	0.04479	0.045795	0.065982	0.047552	0.034662	0.045106	0.05763	0.049715	0.034628	0.039009
Meth__cg15903421__DFNB31	0.040098	0.043474	0.044336	0.036216	0.028343	0.030192	0.037113	0.052892	0.066254	0.040111	0.038066	0.045254	0.049735	0.025723	0.06393	0.038091	0.031767	0.071114	0.024839	0.028834	0.037168	0.035099	0.62643	0.040612	0.053917	0.2352	0.054392	0.034325	0.029343	0.066685	0.054706	0.030722	0.021543	0.064873	0.038477	0.028803	0.034456
Meth__cg19104072__B3GNT6	0.040641	0.039775	0.061881	0.046702	0.021737	0.64036	0.043097	0.055876	0.10372	0.036415	0.081569	0.029844	0.051255	0.021741	0.10504	0.03937	0.034995	0.052755	0.025489	0.022131	0.057984	0.070274	0.75813	0.050226	0.065678	0.059721	0.040948	0.029692	0.026233	0.022497	0.030297	0.026886	0.023951	0.0534	0.036231	0.02638	0.030384
Meth__cg03641225__DIRAS3	0.1618	0.022288	0.3103	0.37599	0.12301	0.58522	0.080794	0.4938	0.27028	0.40112	0.41691	0.72091	0.18454	0.26225	0.29699	0.21576	0.71948	0.070414	0.040952	0.058389	0.087138	0.31842	0.20021	0.065258	0.031151	0.13201	0.036995	0.21668	0.20152	0.15246	0.052178	0.033674	0.045343	0.046878	0.10204	0.072512	0.056732
Meth__cg04109220__SPAG8	0.086256	0.07091	0.060033	0.10817	0.038447	0.80784	0.052857	0.040823	0.38782	0.070137	0.77513	0.20944	0.20324	0.03158	0.15414	0.041645	0.22081	0.14262	0.044312	0.24341	0.054078	0.065784	0.26696	0.049899	0.086824	0.14775	0.067876	0.058713	0.068831	0.10611	0.070529	0.23876	0.26765	0.073458	0.088307	0.074079	0.19056
Meth__cg18630040__PLA2G7	0.56273	0.027183	0.97856	0.20499	0.027268	0.98021	0.97766	0.049739	0.033759	0.034051	0.054795	0.034076	0.90862	0.97066	0.029081	0.52333	0.035396	0.074531	0.41194	0.98758	0.98085	0.033186	0.93275	0.97933	0.25756	0.91843	0.080811	0.025052	0.027284	0.51217	0.033396	0.023318	0.96158	0.84633	0.69738	0.044194	0.04144
Meth__cg21949781__PSTPIP2	0.052286	0.059754	0.3708	0.04488	0.039137	0.049578	0.059145	0.20206	0.040422	0.061646	0.54434	0.16544	0.26721	0.027619	0.045731	0.085472	0.053786	0.11416	0.039068	0.042228	0.053241	0.062593	0.63408	0.060952	0.094891	0.1358	0.069578	0.22229	0.032928	0.051139	0.039674	0.033044	0.96194	0.11585	0.050794	0.038111	0.04199
Meth__cg00485296__NME3	0.049901	0.021139	0.031181	0.027983	0.023955	0.020004	0.026268	0.031399	0.053285	0.026307	0.050277	0.50462	0.060398	0.022094	0.029689	0.029874	0.63479	0.076013	0.017384	0.024165	0.027314	0.96837	0.040776	0.027311	0.026518	0.12001	0.056989	0.022422	0.020482	0.051581	0.020629	0.2416	0.018656	0.059821	0.028451	0.022692	0.029606
Meth__cg17454897__ADAMTS10	0.029887	0.45737	0.4758	0.11828	0.040538	0.02667	0.49444	0.020703	0.19671	0.037208	0.029329	0.032059	0.32859	0.91455	0.17745	0.031558	0.019796	0.072041	0.057575	0.50204	0.050125	0.042748	0.87464	0.43385	0.075849	0.26283	0.12182	0.036425	0.053644	0.038798	0.050143	0.029154	0.89445	0.055115	0.040541	0.031016	0.037564
Meth__cg02605634__WFDC10A	0.060182	0.047545	0.2121	0.67906	0.15634	0.17539	0.14257	0.32319	0.49013	0.23202	0.50355	0.26863	0.27054	0.041215	0.33969	0.2108	0.38458	0.32938	0.17542	0.16363	0.089258	0.20047	0.13041	0.14552	0.15638	0.18431	0.10515	0.070575	0.90283	0.33283	0.15351	0.084002	0.3173	0.13596	0.30662	0.21873	0.14834
Meth__cg23828595__PRKG1	0.029394	0.072121	0.94171	0.1945	0.040268	0.60744	0.03059	0.7704	0.023781	0.031025	0.52869	0.10252	0.7219	0.026848	0.16269	0.86055	0.52939	0.17504	0.02179	0.93189	0.31083	0.08325	0.45144	0.024393	0.07253	0.38207	0.075287	0.025827	0.028694	0.29285	0.11473	0.27217	0.89873	0.46155	0.061998	0.027637	0.41747
Meth__cg17757055__DKFZP564O0823	0.046659	0.065941	0.6297	0.31037	0.22861	0.50565	0.28248	0.19892	0.085602	0.075116	0.65771	0.23003	0.48128	0.41795	0.080965	0.5879	0.069268	0.095957	0.39746	0.13977	0.097846	0.088801	0.12744	0.14664	0.10586	0.10554	0.13706	0.13551	0.095174	0.077338	0.15187	0.1115	0.13907	0.096716	0.059934	0.26287	0.1736
Meth__cg11174654__GLUD2	0.37086	0.040013	0.42743	0.03966	0.041868	0.33049	0.047166	0.30968	0.36264	0.086699	0.31038	0.092823	0.08675	0.016055	0.43273	0.31886	0.37707	0.21519	0.20548	0.022474	0.040374	0.093334	0.32015	0.041574	0.32855	0.34603	0.13041	0.34898	0.021435	0.3586	0.030738	0.017983	0.35592	0.067276	0.434	0.29417	0.031911
Meth__cg13398291__SFRP1	0.98135	0.030998	0.97516	0.49362	0.61319	0.66334	0.96561	0.025482	0.02935	0.032656	0.029286	0.03378	0.96161	0.97268	0.025438	0.029796	0.022094	0.10279	0.12917	0.97588	0.96381	0.027301	0.90433	0.97571	0.054482	0.9602	0.059463	0.9806	0.017771	0.03956	0.042994	0.042158	0.98629	0.23341	0.97443	0.88327	0.84911
Meth__cg05422352__COPS7B	0.36529	0.048915	0.050152	0.11379	0.095799	0.42688	0.056048	0.1925	0.13125	0.53855	0.055876	0.059978	0.11198	0.027064	0.088471	0.17178	0.03623	0.078762	0.040318	0.048369	0.061064	0.040189	0.28441	0.046305	0.067275	0.12639	0.11715	0.030744	0.030985	0.037127	0.062864	0.048316	0.080748	0.10604	0.054949	0.054296	0.1166
Meth__cg02490034__MEST	0.91046	0.020071	0.41802	0.36808	0.1682	0.94264	0.61667	0.41917	0.59036	0.050876	0.96047	0.35486	0.88477	0.015312	0.46239	0.95376	0.044961	0.91548	0.75198	0.026468	0.041906	0.94508	0.45716	0.076163	0.20426	0.088871	0.033684	0.96191	0.95949	0.50715	0.74798	0.025973	0.94739	0.90226	0.4295	0.18821	0.10297
Meth__cg15800421__CCR10	0.063282	0.68288	0.13441	0.54481	0.087386	0.047359	0.41267	0.047096	0.049716	0.061213	0.072406	0.52434	0.67607	0.80753	0.14902	0.6879	0.088762	0.10737	0.057732	0.85728	0.83672	0.53769	0.077042	0.82966	0.073465	0.58134	0.55084	0.054517	0.058548	0.070508	0.33343	0.078228	0.66671	0.12519	0.15676	0.58494	0.45362
Meth__cg08670517__UBQLN1	0.082569	0.068598	0.092052	0.076775	0.061305	0.070633	0.079751	0.078413	0.094707	0.098793	0.10337	0.072495	0.2541	0.053601	0.10132	0.099248	0.060952	0.13963	0.066895	0.043215	0.087297	0.13658	0.24336	0.080302	0.084676	0.17903	0.10839	0.079685	0.064769	0.11396	0.064388	0.078442	0.1044	0.17222	0.10142	0.070628	0.071102
Meth__cg10331038__TNR	0.72192	0.10113	0.46243	0.71691	0.65478	0.10661	0.31627	0.55569	0.73842	0.30075	0.64481	0.70742	0.58222	0.062142	0.5837	0.40734	0.80283	0.15589	0.10515	0.1725	0.18641	0.090919	0.17413	0.22302	0.18552	0.75055	0.10235	0.10366	0.13604	0.10064	0.725	0.086781	0.27883	0.084169	0.60593	0.16747	0.19026
Meth__cg11263497__WDR35	0.066015	0.049535	0.064988	0.067548	0.061335	0.15859	0.060673	0.044892	0.084114	0.081484	0.057394	0.080334	0.11994	0.04106	0.083733	0.082129	0.084487	0.089677	0.052583	0.047286	0.047482	0.059106	0.41574	0.059641	0.12423	0.07764	0.10309	0.064208	0.062791	0.062794	0.0558	0.055484	0.063393	0.09502	0.075312	0.060212	0.050016
Meth__cg19560287__GEMIN5	0.026395	0.013415	0.23232	0.031814	0.017145	0.48946	0.027134	0.038843	0.030714	0.028883	0.024863	0.025388	0.061813	0.019188	0.022538	0.034312	0.044537	0.047754	0.014309	0.019977	0.025097	0.077172	0.48283	0.029586	0.027715	0.055595	0.03886	0.0732	0.024367	0.037427	0.039188	0.018341	0.016554	0.032234	0.024194	0.022013	0.032336
Meth__cg23366119__CNDP2	0.06474	0.090505	0.13767	0.066611	0.04714	0.0583	0.065789	0.033609	0.10635	0.090854	0.061899	0.26758	0.16751	0.062539	0.079116	0.10396	0.039727	0.12339	0.055266	0.053784	0.10041	0.089943	0.22754	0.07076	0.14735	0.18684	0.073195	0.05624	0.066267	0.065625	0.080936	0.059025	0.085034	0.3811	0.074492	0.060343	0.051988
Meth__cg06994747__ADAMTS10	0.10111	0.23837	0.63445	0.14425	0.097217	0.080007	0.44607	0.074357	0.13854	0.083046	0.089396	0.073868	0.28615	0.76537	0.14802	0.10217	0.12019	0.13141	0.13437	0.18516	0.12418	0.14831	0.88686	0.5385	0.10562	0.46039	0.15561	0.077263	0.087157	0.077533	0.087679	0.071883	0.76258	0.15024	0.088105	0.083813	0.10429
Meth__cg17050972__HIST1H2AJ	0.034064	0.027551	0.028275	0.031363	0.43004	0.43368	0.029596	0.36636	0.25903	0.61253	0.66052	0.031193	0.057143	0.023757	0.21596	0.023529	0.026098	0.072549	0.36074	0.024938	0.032611	0.042363	0.39913	0.028882	0.074541	0.058768	0.02608	0.041316	0.022497	0.03817	0.14938	0.61519	0.83846	0.1454	0.31741	0.049284	0.031452
Meth__cg12685753__TEKT1	0.070802	0.054663	0.44942	0.49705	0.1292	0.89891	0.2017	0.41027	0.5825	0.13821	0.80118	0.4034	0.33898	0.077705	0.39989	0.46884	0.12483	0.090134	0.036312	0.07449	0.1263	0.17102	0.6563	0.086073	0.15162	0.59434	0.15785	0.060512	0.041783	0.83396	0.55304	0.089455	0.27729	0.18082	0.091681	0.17144	0.084378
Meth__cg06822229__ACSL4	0.54625	0.049987	0.068283	0.13296	0.25989	0.054279	0.080743	0.56196	0.61257	0.64085	0.23476	0.14092	0.19426	0.083409	0.54412	0.60474	0.51824	0.15666	0.076467	0.060636	0.054067	0.23329	0.10495	0.079209	0.47311	0.32981	0.13253	0.55184	0.064906	0.56783	0.084959	0.055312	0.28821	0.1044	0.63381	0.45848	0.092167
Meth__cg18485485__DECR1	0.044509	0.077216	0.054683	0.042914	0.045099	0.036239	0.033479	0.031036	0.038756	0.034941	0.039918	0.033685	0.049973	0.029408	0.033716	0.03105	0.033783	0.083453	0.023206	0.02733	0.035264	0.04784	0.12384	0.040237	0.07734	0.053542	0.062994	0.040188	0.033275	0.052599	0.96812	0.028266	0.809	0.070752	0.048672	0.041291	0.040391
Meth__cg04633384__C18orf1	0.034943	0.047332	0.89408	0.10454	0.0679	0.52618	0.043626	0.04692	0.02933	0.048117	0.060234	0.088864	0.62327	0.030256	0.032336	0.021319	0.051882	0.071999	0.027864	0.026565	0.10079	0.043514	0.8844	0.053259	0.050784	0.12473	0.097622	0.024288	0.28659	0.21613	0.040147	0.034232	0.074763	0.077613	0.053575	0.040699	0.065052
Meth__cg06117855__CLEC3B	0.045261	0.054418	0.91015	0.10858	0.039315	0.83982	0.070184	0.94735	0.05711	0.055796	0.19976	0.82383	0.25827	0.043121	0.049985	0.13727	0.21962	0.098188	0.035615	0.04931	0.11105	0.88844	0.45706	0.089976	0.11861	0.076369	0.12579	0.070477	0.55625	0.058381	0.9165	0.039526	0.11426	0.059652	0.042773	0.070586	0.078879
Meth__cg08077673__MEST	0.95817	0.048213	0.29431	0.20735	0.042728	0.94893	0.52411	0.54511	0.32929	0.043627	0.95779	0.53477	0.4909	0.029607	0.26222	0.96253	0.066265	0.8485	0.80857	0.037336	0.051716	0.93992	0.45657	0.062344	0.069981	0.094008	0.056973	0.92465	0.95445	0.12636	0.51584	0.033123	0.93502	0.92845	0.055832	0.038431	0.043868
Meth__cg20543416__MMP25	0.048043	0.051777	0.22342	0.058624	0.031634	0.045718	0.044333	0.090433	0.058478	0.060507	0.16418	0.25033	0.62088	0.031061	0.06368	0.71769	0.053542	0.082983	0.055198	0.038462	0.054284	0.065869	0.076282	0.058877	0.14187	0.13802	0.091339	0.056791	0.048322	0.056794	0.045646	0.032854	0.071081	0.16163	0.051278	0.043651	0.045433
Meth__cg24269657__F7	0.056111	0.051511	0.39548	0.058098	0.042606	0.76352	0.059921	0.87133	0.6965	0.060556	0.90854	0.66978	0.25574	0.046489	0.6288	0.79262	0.90838	0.25658	0.50243	0.058108	0.061339	0.87754	0.13595	0.056497	0.10795	0.098957	0.074924	0.16098	0.61849	0.20395	0.056495	0.05117	0.060671	0.077208	0.061808	0.052704	0.05492
Meth__cg07879977__OR1F1	0.17056	0.017291	0.93093	0.49545	0.62773	0.49756	0.49006	0.96567	0.049787	0.39958	0.79858	0.90534	0.72173	0.015502	0.055335	0.55128	0.7278	0.053385	0.015665	0.41807	0.64794	0.19022	0.053911	0.016559	0.01583	0.043405	0.026083	0.44397	0.42209	0.036379	0.041657	0.024633	0.3577	0.045351	0.95623	0.41716	0.15209
Meth__cg25027501__GSTM3	0.48698	0.32752	0.90349	0.57164	0.065846	0.052485	0.64846	0.41241	0.03981	0.058908	0.055697	0.054527	0.32275	0.13157	0.07101	0.050051	0.32584	0.07441	0.24492	0.32737	0.066005	0.05782	0.24253	0.45338	0.1019	0.82803	0.15661	0.068848	0.046992	0.38954	0.12448	0.10344	0.29407	0.24125	0.058111	0.67429	0.63807
Meth__cg14717170__SLITRK3	0.082781	0.074488	0.90853	0.12111	0.077326	0.47421	0.8813	0.94165	0.071509	0.51302	0.15957	0.66533	0.71315	0.93985	0.33437	0.074479	0.063098	0.451	0.30931	0.5602	0.62938	0.088222	0.85161	0.90024	0.11732	0.89984	0.84135	0.062309	0.059538	0.57498	0.93324	0.45929	0.89805	0.84092	0.083088	0.77817	0.90473
Meth__cg18050213__FAM14A	0.020882	0.016926	0.02931	0.12416	0.026805	0.3119	0.022372	0.032859	0.071195	0.025075	0.035689	0.032552	0.04484	0.024727	0.069513	0.31199	0.020848	0.048724	0.018318	0.019469	0.060252	0.021587	0.075067	0.028661	0.04298	0.043209	0.029691	0.023961	0.017853	0.015347	0.019876	0.021694	0.025942	0.092427	0.030149	0.020956	0.024602
Meth__cg22441882__SLC18A1	0.15051	0.070948	0.3275	0.19765	0.095475	0.041374	0.10693	0.27848	0.36984	0.077616	0.15912	0.11082	0.48915	0.08342	0.28504	0.1151	0.71077	0.20231	0.033436	0.090421	0.11689	0.31305	0.1534	0.12587	0.097448	0.11469	0.16321	0.055155	0.434	0.072846	0.39611	0.11664	0.12921	0.11649	0.1954	0.086516	0.092095
Meth__cg24928378__RND1	0.072649	0.063564	0.12553	0.11257	0.07129	0.56158	0.091258	0.089245	0.11686	0.094483	0.91183	0.11869	0.28348	0.045583	0.10292	0.62905	0.053829	0.12612	0.076627	0.080606	0.073747	0.085199	0.3815	0.0732	0.10588	0.13446	0.068596	0.066706	0.039021	0.059768	0.09047	0.09373	0.29453	0.22446	0.056383	0.086633	0.096397
Meth__cg22415432__PCDH11Y	0.11731	0.074969	0.89018	0.060866	0.066637	0.62646	0.06784	0.51093	0.068204	0.072249	0.24448	0.15379	0.11567	0.074556	0.072215	0.050177	0.1542	0.10672	0.11562	0.055998	0.075869	0.11185	0.8277	0.062433	0.13978	0.59143	0.079309	0.061623	0.089161	0.15912	0.057154	0.073087	0.69036	0.15309	0.090701	0.065877	0.062045
Meth__cg01172972__ZFYVE9	0.063081	0.056467	0.065063	0.064455	0.11676	0.055317	0.086796	0.043454	0.06365	0.05891	0.062503	0.0646	0.090082	0.35621	0.064294	0.068275	0.058233	0.075918	0.066444	0.079132	0.055837	0.052935	0.12304	0.071385	0.085991	0.19949	0.1049	0.055663	0.35336	0.059643	0.36825	0.13852	0.054095	0.33475	0.059851	0.066836	0.072788
Meth__cg09997760__GNB4	0.043143	0.035203	0.50503	0.047598	0.034021	0.38802	0.039418	0.035523	0.044	0.032109	0.038342	0.065795	0.11075	0.031313	0.046639	0.033287	0.033122	0.10721	0.028471	0.070753	0.11721	0.043279	0.12054	0.03966	0.07264	0.9267	0.038722	0.040723	0.030312	0.058905	0.053702	0.036656	0.97249	0.17803	0.048028	0.039027	0.050697
Meth__cg04504095__FOXC1	0.082977	0.072987	0.093016	0.0747	0.08761	0.062198	0.36718	0.031878	0.065016	0.098862	0.076941	0.01757	0.14191	0.21544	0.070081	0.019663	0.041055	0.076421	0.019913	0.077956	0.10628	0.033033	0.10693	0.11903	0.12863	0.20085	0.13765	0.02552	0.018537	0.020172	0.032413	0.11818	0.086212	0.11467	0.081816	0.1291	0.17282
SNP__ODF4	-0.021	-0.166	0.165	-0.156	-0.362	0.458	-0.517	0.038	-0.205	-5.279	-0.028	-0.128	-0.227	-0.276	-0.019	-0.08	-0.412	-4.569	-4.154	-0.429	-0.199	0.193	0.103	-0.212	-0.317	-0.61	-0.217	-0.182	0.164	-0.556	-0.156	-0.366	-3.845	-0.307	-0.299	-3.855	-4.116
Meth__cg11710000__FZD3	0.048597	0.038522	0.92243	0.1235	0.065586	0.50649	0.060391	0.32948	0.072893	0.056448	0.12784	0.12351	0.11342	0.042036	0.072792	0.43452	0.058706	0.1505	0.038755	0.045132	0.074286	0.095468	0.20046	0.092727	0.12962	0.15389	0.11766	0.035169	0.041233	0.19451	0.058073	0.056485	0.047204	0.069631	0.054904	0.04653	0.055704
Meth__cg10061117__SORL1	0.016696	0.013689	0.74631	0.021845	0.02058	0.44619	0.021847	0.023665	0.01197	0.018013	0.081166	0.15029	0.11838	0.018924	0.01507	0.08672	0.042547	0.2004	0.01206	0.052458	0.059021	0.033392	0.83941	0.011425	0.038462	0.053218	0.020979	0.024111	0.22595	0.029946	0.23923	0.014094	0.01447	0.022636	0.016701	0.01898	0.031188
Meth__cg20367961__EDN2	0.056359	0.051505	0.10835	0.072609	0.23695	0.65201	0.050534	0.19795	0.036938	0.10127	0.77935	0.20644	0.32688	0.034867	0.051388	0.34326	0.5923	0.10634	0.84114	0.058672	0.10921	0.89922	0.78352	0.074444	0.10997	0.15478	0.063587	0.42947	0.05472	0.5225	0.8427	0.090328	0.14629	0.17677	0.15613	0.070379	0.074824
Meth__cg05508558__CR2	0.056057	0.047035	0.13412	0.41425	0.10619	0.15455	0.19303	0.56419	0.12843	0.22008	0.13928	0.27273	0.64131	0.047017	0.11012	0.42987	0.19946	0.10586	0.051002	0.085644	0.083333	0.099276	0.25489	0.11374	0.057042	0.098428	0.053953	0.19841	0.17483	0.0797	0.53681	0.057602	0.27892	0.078403	0.1375	0.1526	0.12794
Meth__cg22578204__TIMP3	0.072479	0.084288	0.97789	0.11236	0.068689	0.59456	0.13012	0.97914	0.09126	0.066757	0.082239	0.0478	0.74499	0.050378	0.088493	0.52987	0.14429	0.14636	0.038612	0.068701	0.080961	0.062129	0.59017	0.078542	0.068761	0.6856	0.08022	0.36531	0.18435	0.075377	0.22711	0.053871	0.55253	0.07761	0.055187	0.086661	0.11004
Meth__cg09038676__GSTP1	0.043922	0.92905	0.91913	0.93821	0.13064	0.033425	0.93675	0.027828	0.035013	0.38267	0.031564	0.8879	0.85315	0.95869	0.26543	0.067148	0.03407	0.67467	0.03345	0.95573	0.93295	0.052318	0.67868	0.93284	0.10845	0.88543	0.83557	0.032769	0.021812	0.025145	0.026119	0.73975	0.94835	0.5424	0.91433	0.17162	0.11993
Meth__cg25167838__SHH	0.054507	0.034112	0.95586	0.23268	0.025962	0.30384	0.042457	0.58572	0.060796	0.051595	0.65458	0.26852	0.26904	0.029636	0.048841	0.078075	0.090481	0.065797	0.023732	0.18523	0.31195	0.62107	0.86876	0.042445	0.07525	0.60204	0.055605	0.02557	0.043886	0.28433	0.045614	0.028009	0.14896	0.037773	0.032726	0.051388	0.044818
Meth__cg03591238__ZNHIT2	0.11275	0.056289	0.13026	0.17682	0.12037	0.13511	0.10447	0.27574	0.10837	0.40369	0.14552	0.43171	0.12903	0.091531	0.092251	0.065458	0.10859	0.14562	0.068435	0.11627	0.12506	0.077125	0.16216	0.066739	0.14414	0.096817	0.10798	0.063379	0.1609	0.10434	0.092963	0.065349	0.26657	0.083402	0.56418	0.088141	0.068402
Meth__cg21602160__AOC3	0.11882	0.10507	0.35813	0.52162	0.085511	0.34316	0.16892	0.82081	0.37593	0.18767	0.29037	0.78503	0.27364	0.12308	0.25571	0.20615	0.44181	0.16472	0.073569	0.12156	0.14726	0.55568	0.32335	0.31855	0.11785	0.24326	0.10149	0.12325	0.28906	0.13469	0.58488	0.10513	0.14666	0.056917	0.14286	0.11211	0.092162
