Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg03455458__FLJ12505	0.4147	0.022171	0.81798	0.19567	0.060059	0.03182	0.53097	0.10711	0.68737	0.0352	0.67364	0.037656	0.08867	0.3301	0.42683	0.031937	0.029256	0.023539	0.049138	0.022559	0.93048	0.93383	0.058958	0.075717	0.1363	0.72041	0.39245	0.030438	0.78048	0.045699	0.027309	0.028964	0.023832	0.029822	0.02553	0.33802	0.3818	0.48024	0.49583
Meth__cg26864028__EPOR	0.058648	0.043437	0.04524	0.10739	0.034355	0.9397	0.033	0.071481	0.9268	0.045894	0.040192	0.94477	0.93501	0.92353	0.026286	0.049613	0.75658	0.95233	0.066415	0.17298	0.026798	0.040316	0.03488	0.912	0.053629	0.029867	0.031301	0.080212	0.075416	0.087467	0.14583	0.78961	0.39492	0.26355	0.034709	0.82565	0.046077	0.64914	0.24422
Meth__cg10226744__ATXN10	0.029589	0.023944	0.61731	0.031737	0.030779	0.022145	0.026631	0.042385	0.01776	0.022687	0.03435	0.022329	0.14805	0.044091	0.014449	0.020591	0.022493	0.019333	0.076244	0.018385	0.027264	0.030809	0.02706	0.022575	0.019595	0.077851	0.028089	0.029029	0.037014	0.062228	0.052992	0.016285	0.017456	0.033605	0.016399	0.018332	0.037281	0.032616	0.022477
Meth__cg14161730__TIMP1	0.35594	0.065045	0.14231	0.83017	0.18896	0.052533	0.34067	0.47714	0.34679	0.059628	0.60511	0.4094	0.29915	0.20277	0.029091	0.07177	0.088999	0.11423	0.10984	0.11697	0.46679	0.34934	0.36512	0.074464	0.087577	0.26938	0.69521	0.33319	0.40898	0.077682	0.062861	0.11654	0.091624	0.18186	0.13271	0.25905	0.17409	0.094962	0.28409
Meth__cg09486093__HSD17B4	0.49607	0.14846	0.95214	0.13687	0.029285	0.038462	0.043362	0.17102	0.97671	0.092276	0.039245	0.97194	0.16827	0.91659	0.95196	0.10075	0.058256	0.20514	0.11152	0.038526	0.033935	0.039133	0.19974	0.044877	0.51847	0.088738	0.057344	0.049557	0.28537	0.67542	0.02168	0.039546	0.038059	0.95892	0.086942	0.040571	0.14239	0.53698	0.044423
Meth__cg08314660__PKP3	0.046644	0.028778	0.037573	0.044512	0.033102	0.97405	0.040461	0.069935	0.0397	0.033567	0.052808	0.030695	0.03027	0.032239	0.02383	0.027954	0.040536	0.058007	0.086497	0.035639	0.043956	0.057505	0.030062	0.67464	0.029927	0.067237	0.05354	0.036046	0.15997	0.036625	0.6669	0.029844	0.03991	0.039097	0.031995	0.025863	0.060417	0.057496	0.061924
Meth__cg18762485__CH25H	0.1555	0.045253	0.87329	0.7811	0.85393	0.21317	0.59367	0.36679	0.10624	0.044483	0.46905	0.18528	0.13317	0.85495	0.29978	0.055168	0.84027	0.039794	0.079594	0.87553	0.34501	0.38877	0.28338	0.35134	0.097238	0.06122	0.68479	0.066438	0.4977	0.057806	0.19102	0.035945	0.15834	0.51911	0.038089	0.51628	0.31192	0.53205	0.82683
Meth__cg24085207__FLJ32065	0.037443	0.019615	0.056145	0.089346	0.035529	0.45836	0.040036	0.26005	0.028684	0.26226	0.040406	0.037523	0.15214	0.14323	0.050209	0.1822	0.81289	0.081332	0.10212	0.031503	0.019926	0.025691	0.039828	0.044022	0.046186	0.058004	0.027901	0.067996	0.054471	0.058713	0.055118	0.029847	0.07792	0.23842	0.027184	0.036967	0.091033	0.038544	0.028508
Meth__cg14592099__PCDHB13	0.42486	0.031692	0.65369	0.83858	0.024439	0.41555	0.3397	0.31398	0.8628	0.82236	0.06088	0.52474	0.22947	0.43908	0.71543	0.42554	0.44084	0.094061	0.12519	0.076299	0.053853	0.3699	0.68808	0.76535	0.60188	0.077865	0.45489	0.053525	0.3187	0.099615	0.098111	0.33522	0.0875	0.53507	0.038273	0.10903	0.073681	0.18653	0.34402
Meth__cg14023451__GPLD1	0.18936	0.05207	0.90748	0.34282	0.21128	0.28268	0.30455	0.1861	0.88775	0.92263	0.30841	0.77415	0.65904	0.7038	0.05	0.7871	0.83146	0.93433	0.56693	0.061822	0.42436	0.31514	0.48566	0.46689	0.51958	0.44699	0.089206	0.03206	0.52624	0.13984	0.24222	0.90997	0.047303	0.20741	0.04523	0.70897	0.07724	0.1395	0.25879
Meth__cg14062083__KRTAP13-4	0.3599	0.092754	0.3327	0.70426	0.18263	0.31269	0.51225	0.28212	0.84213	0.75146	0.088055	0.74122	0.56026	0.136	0.12687	0.56849	0.26425	0.14473	0.1518	0.10203	0.08579	0.11592	0.45137	0.11709	0.63552	0.16262	0.10766	0.15894	0.51998	0.11364	0.060177	0.76776	0.12698	0.63534	0.061087	0.1173	0.086162	0.16195	0.27739
Meth__cg23447996__SYK	0.13343	0.095417	0.10393	0.14174	0.082443	0.55392	0.37867	0.43309	0.55779	0.084544	0.10152	0.7121	0.168	0.098669	0.20413	0.114	0.17038	0.43939	0.10948	0.085471	0.14679	0.096425	0.57126	0.41967	0.23115	0.34617	0.2493	0.17959	0.84099	0.26182	0.11554	0.30635	0.23107	0.75598	0.061028	0.15646	0.11242	0.1058	0.12679
Meth__cg24103438__NLGN4X	0.10104	0.055249	0.79615	0.89519	0.098592	0.60554	0.8119	0.32264	0.77614	0.2946	0.075739	0.79332	0.55414	0.20375	0.2094	0.30319	0.54644	0.21377	0.11096	0.097753	0.09748	0.29677	0.45027	0.1392	0.91049	0.36429	0.07921	0.076553	0.86194	0.19376	0.078474	0.43556	0.057628	0.087966	0.49247	0.55461	0.15205	0.60429	0.21661
Meth__cg24723331__ST8SIA1	0.75565	0.55296	0.95489	0.95573	0.94976	0.89576	0.95221	0.12665	0.048658	0.092265	0.94039	0.052505	0.28361	0.11306	0.6338	0.13298	0.061203	0.062461	0.11494	0.31183	0.95343	0.96503	0.49122	0.22166	0.94694	0.91924	0.82828	0.078529	0.94862	0.44525	0.079522	0.036936	0.29661	0.92206	0.033929	0.90329	0.52341	0.94044	0.94838
Meth__cg27457941__RBP1	0.59475	0.04197	0.9572	0.55211	0.56521	0.88994	0.83614	0.89008	0.061023	0.049179	0.21056	0.74836	0.049141	0.66171	0.18919	0.26376	0.58882	0.031996	0.072187	0.1865	0.93505	0.79777	0.037685	0.080357	0.74248	0.88198	0.69895	0.08959	0.90735	0.097555	0.19211	0.04397	0.072456	0.94593	0.106	0.92551	0.68881	0.72124	0.91557
Meth__cg21784498__TMEM97	0.028657	0.019597	0.029435	0.029807	0.022391	0.021906	0.02743	0.038024	0.020124	0.026481	0.034921	0.028613	0.038199	0.028554	0.012441	0.031062	0.023972	0.020036	0.055208	0.024898	0.023729	0.037522	0.023954	0.026354	0.019845	0.070059	0.38124	0.045043	0.038783	0.038422	0.041848	0.021051	0.024566	0.025271	0.017286	0.01547	0.056073	0.027697	0.022461
Meth__cg08739282__DHX15	0.12469	0.042292	0.4711	0.50049	0.12653	0.48933	0.046873	0.13687	0.38235	0.0625	0.089472	0.046218	0.042835	0.10297	0.10263	0.060571	0.067564	0.084394	0.044327	0.65187	0.12802	0.28605	0.4563	0.046396	0.099654	0.060981	0.30045	0.20309	0.33523	0.089732	0.080686	0.037906	0.071439	0.10417	0.030807	0.025153	0.042045	0.054792	0.050974
Meth__cg10098888__IRS1	0.020772	0.022124	0.9541	0.72179	0.020586	0.95339	0.17659	0.94126	0.69546	0.9334	0.019234	0.63075	0.90594	0.91673	0.027478	0.87473	0.90383	0.37943	0.63659	0.94905	0.018993	0.029943	0.023072	0.96015	0.021985	0.031584	0.031961	0.036965	0.050281	0.039945	0.11373	0.95957	0.95856	0.021879	0.21285	0.91119	0.13336	0.080663	0.025599
Meth__cg17329164__PPT2	0.14651	0.55638	0.071154	0.91941	0.15386	0.094227	0.92692	0.159	0.65233	0.94907	0.89111	0.10445	0.49729	0.82755	0.96435	0.89814	0.61973	0.067594	0.71788	0.05041	0.080522	0.42695	0.098488	0.76911	0.082993	0.12453	0.11027	0.21326	0.15118	0.44071	0.06516	0.077514	0.1339	0.91524	0.77165	0.93043	0.21264	0.24232	0.8584
Meth__cg08348496__HAPLN3	0.94355	0.047727	0.96791	0.95838	0.96418	0.2441	0.92347	0.16947	0.57276	0.031471	0.96594	0.49632	0.070914	0.90846	0.078794	0.047239	0.06531	0.098274	0.54987	0.028731	0.9715	0.96468	0.34358	0.6252	0.53432	0.059889	0.94869	0.075652	0.91954	0.038635	0.067618	0.024429	0.027285	0.48028	0.12766	0.77042	0.8686	0.94271	0.90152
Meth__cg20247048__FLJ32065	0.20001	0.069185	0.3483	0.38722	0.12153	0.6686	0.071377	0.37849	0.22124	0.61531	0.085534	0.097374	0.5395	0.48702	0.42291	0.51287	0.85575	0.32148	0.1947	0.10307	0.18083	0.13163	0.27611	0.22573	0.073034	0.13475	0.18017	0.14749	0.25194	0.13592	0.056612	0.049794	0.23382	0.62295	0.076809	0.040754	0.14838	0.06245	0.057063
Meth__cg02275294__SOAT1	0.18572	0.20036	0.84685	0.046988	0.025009	0.06067	0.023731	0.58553	0.86618	0.047688	0.035039	0.76254	0.28239	0.80829	0.026303	0.042114	0.74322	0.59172	0.087812	0.035246	0.033738	0.028062	0.32677	0.04167	0.16599	0.05145	0.03059	0.039302	0.033721	0.057858	0.039448	0.28378	0.076616	0.36252	0.12424	0.38249	0.053059	0.12034	0.089245
Meth__cg01193293__SIGLEC7	0.39865	0.04903	0.90692	0.85544	0.80661	0.11766	0.43685	0.42476	0.77036	0.036828	0.76836	0.72716	0.28793	0.80088	0.040612	0.047043	0.38469	0.85303	0.059775	0.049206	0.8623	0.84545	0.068589	0.56032	0.89116	0.27402	0.551	0.073498	0.12551	0.057289	0.81643	0.0643	0.21288	0.063436	0.048326	0.40896	0.38624	0.34556	0.68341
Meth__cg21480743__PTEN	0.026795	0.29398	0.041158	0.029444	0.036861	0.91041	0.040328	0.021661	0.065372	0.92428	0.03332	0.74791	0.33259	0.20223	0.026117	0.77259	0.42152	0.36936	0.077248	0.8689	0.033818	0.036613	0.2568	0.21882	0.04777	0.050633	0.030157	0.077052	0.048933	0.19451	0.41215	0.029171	0.071138	0.46697	0.024049	0.032612	0.045229	0.045913	0.028151
Meth__cg25599242__RARRES3	0.33251	0.10668	0.12207	0.71295	0.40287	0.84402	0.16672	0.85727	0.38036	0.082461	0.15473	0.55584	0.055647	0.085197	0.51953	0.088441	0.42097	0.13801	0.14261	0.22321	0.61071	0.63522	0.15679	0.098644	0.42237	0.55741	0.52893	0.10762	0.91717	0.12923	0.53775	0.53654	0.20434	0.10231	0.070813	0.12662	0.21508	0.39962	0.65437
Meth__cg22377998__ARVCF	0.022152	0.11817	0.048539	0.18316	0.031163	0.20169	0.030472	0.68076	0.10628	0.081493	0.058167	0.28179	0.066277	0.17078	0.034812	0.043938	0.097227	0.080452	0.026812	0.018289	0.10577	0.034794	0.073949	0.15559	0.23086	0.61794	0.04672	0.025067	0.14563	0.064949	0.023382	0.38902	0.34514	0.01882	0.022829	0.043424	0.101	0.025046	0.026241
Meth__cg18277754__ALK	0.92758	0.21382	0.9786	0.037579	0.03659	0.96318	0.95328	0.052	0.21953	0.16257	0.58937	0.56143	0.35639	0.056129	0.59867	0.13633	0.051845	0.11409	0.10548	0.47294	0.91696	0.95342	0.67748	0.0386	0.043923	0.85776	0.82031	0.096749	0.8833	0.54126	0.52852	0.034636	0.14901	0.030592	0.033582	0.032429	0.64462	0.41061	0.39452
Meth__cg13370916__STARD8	0.1058	0.56303	0.072426	0.63637	0.25263	0.32194	0.24474	0.62474	0.60881	0.049891	0.053602	0.78134	0.21581	0.54353	0.044738	0.053519	0.74032	0.51013	0.074295	0.03058	0.04408	0.046987	0.10568	0.20253	0.63222	0.061725	0.04237	0.062296	0.52735	0.099283	0.02817	0.067277	0.038853	0.63254	0.037579	0.1537	0.11043	0.1064	0.79126
Meth__cg10038087__TLL2	0.067021	0.072693	0.08998	0.081063	0.090384	0.058623	0.069495	0.098836	0.055551	0.080291	0.091809	0.094973	0.045853	0.1078	0.070729	0.074577	0.077134	0.071002	0.1419	0.089663	0.066825	0.074713	0.068406	0.081977	0.064272	0.91372	0.082191	0.12796	0.077587	0.183	0.09745	0.058993	0.092059	0.055346	0.11456	0.071601	0.095522	0.079987	0.099665
Meth__cg00756058__DZIP1	0.96833	0.030265	0.97005	0.56045	0.024725	0.030488	0.62167	0.023509	0.34321	0.019434	0.97643	0.026764	0.017164	0.89565	0.59635	0.024186	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.97205	0.02222	0.53529	0.9283	0.97159	0.095064	0.94587	0.046695	0.026231	0.017612	0.018472	0.030433	0.022009	0.77069	0.86617	0.66824	0.94356
Meth__cg20587543__ABAT	0.028956	0.028733	0.045313	0.09379	0.027146	0.17395	0.030841	0.19923	0.50676	0.16431	0.025526	0.045898	0.092194	0.75104	0.036583	0.14907	0.11337	0.045304	0.047798	0.051279	0.021314	0.033901	0.031248	0.031343	0.033162	0.59183	0.024511	0.033974	0.036477	0.052152	0.021054	0.079804	0.11666	0.029996	0.027105	0.04787	0.040451	0.036443	0.031349
Meth__cg00689340__RTKN	0.038929	0.02676	0.33623	0.87497	0.034033	0.96472	0.049455	0.8647	0.025938	0.031422	0.041465	0.028578	0.029912	0.31671	0.026499	0.038509	0.024874	0.040381	0.15025	0.92374	0.50346	0.41145	0.041373	0.95857	0.069199	0.90475	0.053077	0.047202	0.081673	0.045367	0.060679	0.023721	0.84377	0.028343	0.024372	0.022775	0.074508	0.045558	0.043098
Meth__cg23384620__IL1RAPL2	0.14332	0.035478	0.7615	0.255	0.094063	0.64643	0.090166	0.16084	0.20168	0.25727	0.08204	0.90229	0.095903	0.14164	0.073317	0.23663	0.18503	0.45066	0.090691	0.040909	0.054943	0.056793	0.54505	0.098593	0.30191	0.23426	0.06673	0.081361	0.36641	0.079721	0.042125	0.052661	0.38346	0.059798	0.043808	0.47876	0.12847	0.12254	0.042811
Meth__cg13163729__SIX3	0.068506	0.063566	0.86875	0.21311	0.55546	0.84868	0.75208	0.76127	0.094886	0.049965	0.51796	0.84127	0.057334	0.35537	0.04571	0.063754	0.62234	0.43672	0.10018	0.13257	0.80674	0.83865	0.61565	0.75055	0.36855	0.81808	0.34444	0.089934	0.39014	0.11775	0.056727	0.055231	0.089445	0.066464	0.044205	0.44981	0.07634	0.72749	0.54301
Meth__cg25604883__AK5	0.92038	0.019489	0.97273	0.48484	0.69526	0.87564	0.88679	0.57043	0.4759	0.031407	0.60207	0.27143	0.47054	0.91114	0.034638	0.030543	0.086819	0.12145	0.069935	0.032727	0.83098	0.9485	0.43126	0.36676	0.43356	0.90101	0.31417	0.047571	0.7938	0.0289	0.022103	0.097709	0.65704	0.5847	0.02942	0.52943	0.11933	0.81993	0.92936
Meth__cg22189725__ADC	0.10135	0.06271	0.086119	0.079692	0.10778	0.052966	0.095324	0.11399	0.0635	0.053596	0.073442	0.058901	0.17123	0.82982	0.061015	0.060966	0.065118	0.046558	0.077304	0.086088	0.091183	0.10382	0.093117	0.09086	0.11401	0.15464	0.082623	0.1439	0.11425	0.083051	0.052977	0.048093	0.095546	0.069834	0.04358	0.06116	0.12584	0.10769	0.097124
Meth__cg10662787__LGTN	0.020649	0.01751	0.022864	0.33387	0.020456	0.76597	0.029886	0.064744	0.018191	0.056888	0.025099	0.021579	0.028774	0.069191	0.014984	0.04731	0.032796	0.017621	0.02794	0.020131	0.015775	0.023455	0.029264	0.026002	0.027152	0.05993	0.025171	0.031842	0.034682	0.025721	0.021215	0.028285	0.024066	0.15867	0.025691	0.029298	0.095183	0.024299	0.020591
Meth__cg07579404__RAET1L	0.087452	0.068787	0.10203	0.17103	0.77643	0.39364	0.15838	0.11147	0.071891	0.075372	0.7589	0.54712	0.1142	0.092885	0.056413	0.071929	0.079365	0.06985	0.11573	0.071774	0.31721	0.19239	0.26312	0.11751	0.061762	0.13696	0.80669	0.11516	0.14806	0.10018	0.077687	0.054496	0.05665	0.38404	0.060834	0.62963	0.16031	0.31622	0.56342
Meth__cg04536922__FAM13A1	0.10051	0.067725	0.81703	0.37995	0.29121	0.061286	0.31308	0.27727	0.085555	0.12965	0.15213	0.062235	0.064948	0.24738	0.35414	0.12451	0.085069	0.069641	0.15274	0.092938	0.34031	0.15221	0.14144	0.081577	0.068902	0.13272	0.09634	0.29346	0.5358	0.14723	0.041696	0.075864	0.079231	0.14717	0.092333	0.12459	0.29459	0.68221	0.82532
Meth__cg07014174__KRTAP11-1	0.80108	0.066227	0.090694	0.61858	0.40092	0.083158	0.59849	0.2214	0.86289	0.34802	0.075982	0.69621	0.56912	0.16808	0.60216	0.30272	0.42553	0.2621	0.16827	0.086181	0.047993	0.10855	0.4179	0.099673	0.79426	0.17119	0.092457	0.10378	0.25505	0.087419	0.065658	0.41576	0.11364	0.54941	0.066228	0.094361	0.11243	0.26889	0.3176
Meth__cg19616230__SLC34A2	0.02461	0.024371	0.98587	0.72833	0.077445	0.97804	0.98037	0.91114	0.022479	0.022406	0.038494	0.67699	0.048933	0.9605	0.11989	0.027959	0.028431	0.020942	0.056934	0.92586	0.98642	0.97891	0.28006	0.96329	0.39238	0.97256	0.97791	0.06425	0.95503	0.062156	0.76716	0.028237	0.10612	0.16731	0.021666	0.83767	0.95984	0.6888	0.79203
Meth__cg08955609__APOE	0.023596	0.03179	0.2006	0.29571	0.036658	0.67491	0.067427	0.16451	0.62356	0.033225	0.040101	0.80753	0.34698	0.23688	0.024524	0.028861	0.62586	0.57156	0.067426	0.056207	0.07577	0.036009	0.41677	0.71537	0.042072	0.56178	0.24307	0.037043	0.71274	0.040279	0.03766	0.56072	0.044138	0.18844	0.14777	0.28176	0.0206	0.030139	0.11701
Meth__cg13613748__VPS4B	0.042	0.10891	0.067403	0.056052	0.038523	0.043409	0.047545	0.079848	0.049069	0.14877	0.049003	0.051594	0.10453	0.155	0.03762	0.14644	0.051692	0.033385	0.052142	0.025036	0.034068	0.065067	0.090102	0.51053	0.054787	0.11667	0.05778	0.090241	0.087999	0.17986	0.028822	0.067434	0.040154	0.076864	0.035232	0.28366	0.080556	0.034326	0.046472
Meth__cg22108265__RAB6A	0.025171	0.036995	0.19513	0.034272	0.046597	0.071037	0.036357	0.060244	0.20925	0.13056	0.031845	0.11809	0.082017	0.11758	0.036997	0.12247	0.040236	0.059419	0.073281	0.020313	0.023022	0.035002	0.070486	0.043458	0.025663	0.12372	0.026562	0.053311	0.22176	0.052451	0.039407	0.039663	0.035261	0.13226	0.02569	0.052382	0.043571	0.034894	0.035984
Meth__cg08497766__IL15RA	0.042792	0.044217	0.045235	0.047345	0.023652	0.61425	0.06131	0.035827	0.0742	0.029913	0.02462	0.03844	0.037199	0.046646	0.042276	0.035325	0.45008	0.041135	0.073685	0.022659	0.029472	0.052519	0.037782	0.051173	0.037735	0.043532	0.05283	0.029572	0.067074	0.065911	0.032949	0.041034	0.028432	0.018402	0.027691	0.02964	0.071878	0.028676	0.040343
Meth__cg20587394__HOXC13	0.056412	0.028113	0.036281	0.031182	0.076811	0.26073	0.047074	0.052882	0.025016	0.02788	0.045925	0.035881	0.027599	0.049898	0.023528	0.034806	0.037021	0.026974	0.099311	0.090137	0.02221	0.034675	0.46358	0.038746	0.019901	0.56172	0.032557	0.081023	0.038438	0.043237	0.039983	0.025691	0.040493	0.076462	0.02438	0.020148	0.062024	0.23999	0.11803
Meth__cg23091824__SLC12A7	0.086559	0.21856	0.95969	0.11586	0.11177	0.6343	0.1258	0.85344	0.11197	0.099519	0.10681	0.087483	0.12676	0.62451	0.054326	0.10275	0.094729	0.067075	0.22566	0.69393	0.41185	0.38603	0.07879	0.074947	0.18978	0.79584	0.089673	0.12896	0.36266	0.37798	0.92089	0.22435	0.27907	0.129	0.083662	0.077993	0.11398	0.14488	0.10708
Meth__cg17309462__C20orf38	0.079862	0.094895	0.10573	0.16234	0.11144	0.14222	0.83755	0.26097	0.28294	0.075392	0.11012	0.06963	0.087227	0.16515	0.073841	0.076911	0.13665	0.064954	0.12982	0.069205	0.46947	0.79197	0.5708	0.09211	0.044295	0.11936	0.60355	0.28479	0.3164	0.10313	0.19333	0.050316	0.33872	0.10908	0.10699	0.085235	0.1167	0.49371	0.77414
Meth__cg07082331__BMP8B	0.066814	0.10468	0.080701	0.47017	0.038938	0.5018	0.059639	0.071381	0.13306	0.10197	0.065176	0.60164	0.069338	0.12777	0.033017	0.13078	0.071095	0.067635	0.12422	0.32117	0.033317	0.073438	0.046987	0.088287	0.069854	0.086432	0.10536	0.16068	0.92999	0.13974	0.042733	0.075488	0.1719	0.097251	0.085134	0.057338	0.13429	0.053893	0.048486
Meth__cg17048483__RBM7	0.7674	0.016839	0.018859	0.025103	0.021796	0.018103	0.028467	0.024149	0.012882	0.013514	0.026333	0.017911	0.015367	0.036238	0.015994	0.018482	0.019489	0.016717	0.027003	0.018423	0.021328	0.024036	0.95982	0.023468	0.020047	0.04235	0.026148	0.05692	0.03041	0.030542	0.020015	0.016851	0.015058	0.014879	0.018594	0.01865	0.054279	0.024726	0.022929
Meth__cg20319264__NIPSNAP1	0.061101	0.039934	0.054888	0.043275	0.048743	0.045341	0.04016	0.056593	0.031652	0.046307	0.049948	0.039972	0.034208	0.077207	0.028559	0.049647	0.03956	0.041344	0.050572	0.040964	0.035075	0.06257	0.037691	0.039819	0.030664	0.083937	0.38276	0.077882	0.055251	0.12585	0.036979	0.038821	0.037838	0.049761	0.031552	0.039771	0.1383	0.041388	0.040291
Meth__cg22130834__TTC22	0.078146	0.1155	0.44268	0.834	0.6642	0.73052	0.7379	0.70505	0.028127	0.020928	0.81486	0.031796	0.029854	0.7401	0.32505	0.036495	0.7826	0.032337	0.050958	0.25154	0.89352	0.84627	0.68984	0.61594	0.024977	0.84952	0.52678	0.04702	0.87539	0.13808	0.076664	0.026437	0.1242	0.75613	0.024707	0.51795	0.071643	0.08483	0.84881
Meth__cg11778001__NAB1	0.37777	0.081591	0.91967	0.83849	0.81913	0.46567	0.63146	0.90794	0.11243	0.050648	0.46704	0.035807	0.051004	0.84956	0.56936	0.088967	0.045257	0.032913	0.079548	0.55078	0.74356	0.55583	0.82083	0.5126	0.56383	0.35092	0.56894	0.08107	0.37458	0.19944	0.039828	0.032798	0.050908	0.89256	0.090355	0.27698	0.06868	0.50258	0.80287
Meth__cg12629325__PCDHAC1	0.72053	0.031167	0.067636	0.98037	0.74264	0.14147	0.53618	0.044279	0.4169	0.035504	0.055849	0.088822	0.069204	0.37618	0.76579	0.48265	0.060213	0.057251	0.19379	0.038446	0.9744	0.85281	0.041328	0.032386	0.040947	0.93686	0.74678	0.1506	0.07194	0.041369	0.061068	0.032482	0.5916	0.034754	0.027944	0.84757	0.45674	0.82349	0.84554
Meth__cg23261102__DNAJC18	0.054351	0.032513	0.94062	0.069488	0.042785	0.042583	0.040161	0.052219	0.044926	0.042444	0.072754	0.047361	0.09995	0.093437	0.030189	0.042512	0.05764	0.052932	0.1542	0.034818	0.05228	0.053313	0.039155	0.038478	0.045531	0.12315	0.063642	0.069425	0.076943	0.038378	0.032603	0.041197	0.037857	0.035567	0.031995	0.029655	0.12922	0.57563	0.92631
Meth__cg02335441__ASTE1	0.039021	0.082273	0.049459	0.083477	0.02859	0.096036	0.052043	0.059701	0.077513	0.039065	0.039039	0.2244	0.08268	0.075498	0.022794	0.043691	0.042493	0.074571	0.10568	0.025562	0.042755	0.032087	0.07034	0.048775	0.03379	0.16723	0.062817	0.045132	0.08956	0.11063	0.034839	0.032262	0.033135	0.25411	0.027458	0.045994	0.054353	0.045045	0.052457
Meth__cg13151102__KCNJ4	0.056019	0.042811	0.047542	0.14461	0.05582	0.04363	0.087745	0.059442	0.023651	0.039718	0.066761	0.040929	0.033003	0.093486	0.035776	0.048309	0.045112	0.05999	0.20989	0.11709	0.048812	0.047162	0.040284	0.042955	0.045096	0.21643	0.067442	0.081737	0.43468	0.10996	0.069835	0.037632	0.062384	0.045795	0.026072	0.04942	0.16905	0.095482	0.047798
Meth__cg05337441__APOB	0.063603	0.030815	0.09165	0.30368	0.06024	0.08168	0.11445	0.062659	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.023443	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.63009	0.15179	0.098845	0.11382	0.046236	0.055731	0.11928	0.045032	0.052087	0.035091	0.035148	0.1219	0.036821	0.088126	0.089299	0.039527	0.043158
Meth__cg00647741__ZNF274	0.094048	0.087222	0.082217	0.095457	0.059116	0.63383	0.063288	0.59135	0.093117	0.097075	0.066983	0.16908	0.15848	0.16266	0.04859	0.10147	0.14764	0.12414	0.1383	0.092489	0.066869	0.10134	0.10332	0.20274	0.083835	0.21875	0.088331	0.070678	0.14642	0.11726	0.07767	0.28892	0.16412	0.075439	0.057325	0.1078	0.15912	0.10486	0.077823
Meth__cg12685753__TEKT1	0.070802	0.054663	0.44942	0.49705	0.1292	0.89891	0.2017	0.73191	0.41027	0.5825	0.13821	0.80118	0.4034	0.33898	0.077705	0.39989	0.46884	0.12483	0.090134	0.036312	0.07449	0.1263	0.51615	0.17102	0.1594	0.6563	0.086073	0.15162	0.59434	0.15785	0.060512	0.041783	0.83396	0.55304	0.089455	0.27729	0.18082	0.17144	0.084378
Meth__cg01288598__CD83	0.051129	0.3655	0.095154	0.10609	0.044789	0.046575	0.079275	0.1085	0.066256	0.049637	0.064826	0.064818	0.026919	0.28311	0.077964	0.13052	0.38137	0.06831	0.09081	0.069785	0.050612	0.053892	0.38511	0.081921	0.083412	0.093132	0.045176	0.048712	0.11183	0.17856	0.055012	0.044087	0.085932	0.12635	0.046643	0.047704	0.076151	0.059693	0.065338
Meth__cg01513611__NDUFA11	0.06995	0.060533	0.08597	0.046875	0.089028	0.034663	0.046546	0.15316	0.47941	0.041175	0.058757	0.060074	0.12799	0.071693	0.036756	0.049792	0.044991	0.041339	0.10621	0.041233	0.06907	0.098566	0.05902	0.053452	0.035958	0.07882	0.085319	0.11358	0.11182	0.096278	0.029345	0.041704	0.050497	0.060326	0.050818	0.039033	0.065495	0.096386	0.068182
Meth__cg04962134__TRIM51	0.48978	0.03257	0.050725	0.41912	0.2148	0.40642	0.60961	0.11986	0.5416	0.75502	0.046795	0.53144	0.33468	0.13493	0.4379	0.60049	0.48944	0.26591	0.13094	0.028118	0.048687	0.067823	0.33735	0.12657	0.44208	0.14701	0.14533	0.07216	0.4938	0.051698	0.16284	0.38713	0.041767	0.42671	0.043137	0.068173	0.13457	0.44837	0.41456
Meth__cg20066612__KCNJ9	0.068951	0.017019	0.94102	0.58139	0.096835	0.85154	0.26037	0.49911	0.94331	0.30316	0.021536	0.47058	0.51204	0.8186	0.21257	0.34855	0.70507	0.14727	0.82376	0.6894	0.1124	0.16372	0.45407	0.91298	0.29779	0.81705	0.37468	0.057656	0.44018	0.13276	0.029851	0.92612	0.41985	0.92139	0.093961	0.85949	0.025349	0.1361	0.15168
Meth__cg04384398__PMM1	0.48314	0.10346	0.10822	0.22334	0.15646	0.1037	0.11937	0.14971	0.067889	0.14876	0.17394	0.10641	0.28099	0.21155	0.10882	0.11536	0.17215	0.058596	0.22008	0.11243	0.13149	0.15339	0.080636	0.1097	0.14288	0.15127	0.66434	0.15043	0.10964	0.14525	0.12365	0.1144	0.14811	0.21443	0.063595	0.093929	0.26289	0.17906	0.17426
