Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg05428978__CDCA7	0.026622	0.019869	0.034106	0.023501	0.020492	0.023202	0.035263	0.026864	0.033876	0.025607	0.028696	0.026232	0.074813	0.043221	0.043565	0.024832	0.025461	0.022094	0.050775	0.030898	0.63199	0.41873	0.022228	0.019679	0.026814	0.055343	0.21545	0.039673	0.040179	0.042627	0.022606	0.016504	0.021857	0.021739	0.019122	0.01697	0.43907	0.4236	0.032318
Meth__cg24928378__RND1	0.072649	0.063564	0.12553	0.11257	0.07129	0.56158	0.091258	0.55738	0.089245	0.11686	0.094483	0.91183	0.11869	0.28348	0.045583	0.10292	0.62905	0.053829	0.12612	0.076627	0.080606	0.073747	0.4295	0.085199	0.050586	0.3815	0.0732	0.10588	0.13446	0.068596	0.066706	0.039021	0.059768	0.09047	0.09373	0.29453	0.22446	0.086633	0.096397
Meth__cg05650171__PFDN2	0.14681	0.019972	0.051078	0.3404	0.044423	0.9392	0.035593	0.7236	0.069729	0.03538	0.03233	0.15523	0.74829	0.052499	0.039392	0.03396	0.18963	0.55892	0.024454	0.68593	0.039387	0.061155	0.10986	0.73958	0.67544	0.87246	0.040694	0.081198	0.12513	0.036346	0.043486	0.81955	0.32812	0.11947	0.021285	0.038284	0.056529	0.073029	0.0442
Meth__cg10057295__STK24	0.062993	0.78806	0.17506	0.66259	0.54615	0.14506	0.41137	0.049188	0.6765	0.075259	0.70848	0.061627	0.10627	0.26882	0.62953	0.096301	0.35789	0.048721	0.064289	0.42148	0.21592	0.82682	0.23491	0.18231	0.37725	0.099047	0.20564	0.094688	0.79955	0.62679	0.047715	0.051583	0.077137	0.083235	0.12032	0.042638	0.054518	0.094154	0.28111
Meth__cg13765785__SCN3B	0.89892	0.12824	0.19658	0.61181	0.098868	0.82963	0.82203	0.056813	0.53261	0.42545	0.121	0.73936	0.17129	0.17427	0.091211	0.33211	0.11728	0.45274	0.1343	0.25719	0.87833	0.88038	0.40906	0.15386	0.096199	0.80561	0.81554	0.18991	0.49012	0.15432	0.10611	0.12599	0.17136	0.10558	0.1155	0.090089	0.5102	0.25977	0.11249
Meth__cg20312475__GPRC5B	0.037147	0.023013	0.087687	0.04347	0.019049	0.051098	0.041314	0.15977	0.034256	0.027199	0.033875	0.057044	0.1825	0.15516	0.034421	0.041034	0.044942	0.038273	0.080196	0.03817	0.035852	0.043371	0.043256	0.054672	0.045111	0.26898	0.034913	0.057824	0.058294	0.054171	0.032275	0.061541	0.14228	0.068533	0.022764	0.055072	0.089005	0.042524	0.034514
Meth__cg06866862__ZNF512	0.1001	0.057848	0.14138	0.13007	0.06532	0.068626	0.10622	0.092979	0.79125	0.12653	0.078316	0.94627	0.05762	0.8994	0.17223	0.11476	0.082323	0.076923	0.092533	0.049788	0.41375	0.20267	0.083059	0.48442	0.063295	0.13645	0.1692	0.17076	0.1438	0.10634	0.069856	0.088835	0.18236	0.37595	0.071919	0.90501	0.13683	0.3284	0.2326
Meth__cg03161839__ARHGEF1	0.029776	0.029312	0.21654	0.042661	0.30068	0.092332	0.067432	0.037108	0.44848	0.031873	0.043526	0.033575	0.05344	0.041053	0.025391	0.032322	0.13803	0.04688	0.10158	0.0308	0.031652	0.034415	0.090845	0.038344	0.049949	0.045608	0.1031	0.04455	0.061168	0.042493	0.0426	0.035414	0.031133	0.43437	0.039162	0.041321	0.071793	0.030918	0.059095
Meth__cg20427879__EML2	0.084668	0.062063	0.09106	0.077227	0.064347	0.070743	0.061145	0.64792	0.06364	0.057543	0.059018	0.13275	0.10957	0.10724	0.067383	0.06005	0.091852	0.07354	0.10661	0.057999	0.051345	0.055848	0.12301	0.08624	0.062333	0.13366	0.066257	0.095526	0.13987	0.090937	0.070744	0.082316	0.082522	0.083515	0.069188	0.062398	0.08821	0.077884	0.074348
Meth__cg23320056__ARHGEF2	0.085076	0.12809	0.094831	0.51945	0.32368	0.091571	0.36413	0.046992	0.12192	0.11339	0.2047	0.085915	0.12114	0.26317	0.31918	0.1124	0.088826	0.081267	0.16114	0.074579	0.28013	0.41851	0.61574	0.12842	0.10819	0.12155	0.20731	0.37449	0.1896	0.15269	0.085515	0.089303	0.081509	0.14974	0.16316	0.061273	0.10379	0.11504	0.10253
Meth__cg13084429__VWA2	0.065969	0.066077	0.86142	0.098901	0.060597	0.90433	0.093978	0.84203	0.3681	0.084917	0.078803	0.30751	0.09552	0.36827	0.074335	0.081617	0.62306	0.080465	0.09725	0.18899	0.045272	0.070183	0.10272	0.20035	0.056229	0.88151	0.067477	0.097299	0.15017	0.11047	0.088647	0.10833	0.14915	0.19733	0.048411	0.7156	0.15128	0.048228	0.078123
Meth__cg17853587__NDST3	0.049418	0.04951	0.38191	0.14902	0.11258	0.089272	0.089234	0.14238	0.059754	0.052538	0.052301	0.068285	0.14228	0.16231	0.065151	0.062835	0.091229	0.084261	0.11755	0.15004	0.092503	0.076842	0.22902	0.041907	0.065156	0.13653	0.059035	0.10305	0.084718	0.098684	0.057066	0.055796	0.056286	0.14055	0.045441	0.56605	0.2547	0.069909	0.060868
Meth__cg18932540__STAG1	0.034517	0.029658	0.026611	0.028778	0.022104	0.029949	0.037898	0.01985	0.017597	0.028643	0.026678	0.028592	0.016024	0.056661	0.039302	0.034542	0.028237	0.018658	0.04725	0.025956	0.019926	0.029724	0.026002	0.49783	0.016973	0.094034	0.033359	0.037892	0.04584	0.047811	0.024338	0.026204	0.014657	0.026467	0.023312	0.022684	0.072227	0.033018	0.028317
Meth__cg25946952__KIAA0773	0.078421	0.048303	0.096353	0.052314	0.056701	0.25146	0.066791	0.14837	0.047229	0.069721	0.0707	0.31616	0.31171	0.14341	0.037574	0.074627	0.057324	0.074431	0.08089	0.077192	0.045949	0.057855	0.10633	0.12265	0.10953	0.89263	0.10697	0.10438	0.72242	0.091322	0.061221	0.090547	0.091511	0.061766	0.1087	0.17597	0.18757	0.11108	0.11886
Meth__cg01653445__BAI2	0.045048	0.04977	0.11115	0.054524	0.049362	0.10711	0.043242	0.17943	0.041562	0.040475	0.038162	0.090995	0.37094	0.47494	0.029728	0.036472	0.099126	0.075106	0.095353	0.19504	0.04406	0.077159	0.088927	0.054621	0.1431	0.47052	0.041934	0.052408	0.11824	0.082661	0.036506	0.086057	0.43086	0.044631	0.025653	0.035405	0.092047	0.041716	0.04589
Meth__cg27519236__KIFC3	0.10299	0.91867	0.88716	0.71866	0.098568	0.032391	0.5963	0.065059	0.037754	0.037947	0.041388	0.049771	0.03909	0.91267	0.53276	0.06246	0.037426	0.029542	0.1546	0.036692	0.92174	0.89375	0.047158	0.049547	0.059077	0.10197	0.85888	0.084071	0.84109	0.43408	0.028421	0.02837	0.033542	0.9424	0.42552	0.94481	0.83829	0.92052	0.89771
Meth__cg22085335__KCNF1	0.032211	0.030268	0.41356	0.040613	0.032174	0.87547	0.04045	0.030024	0.12298	0.033125	0.031099	0.045822	0.044732	0.12482	0.030769	0.03859	0.042101	0.04415	0.059556	0.26687	0.032109	0.042747	0.075277	0.040352	0.037885	0.29105	0.037592	0.056552	0.59915	0.040237	0.047174	0.045532	0.044404	0.028674	0.041855	0.13647	0.051467	0.041373	0.038447
Meth__cg09226684__KLK10	0.57287	0.087975	0.20367	0.2924	0.10584	0.38722	0.10052	0.29986	0.17463	0.11063	0.10219	0.86567	0.72887	0.12721	0.13035	0.12949	0.12659	0.27874	0.10526	0.2206	0.095399	0.12513	0.63634	0.098083	0.36703	0.29566	0.11556	0.18784	0.56308	0.076601	0.11019	0.11508	0.09317	0.072982	0.11836	0.11587	0.11765	0.1027	0.086381
Meth__cg03648823__ZNF643	0.053371	0.055915	0.066141	0.049226	0.044236	0.043183	0.41114	0.058503	0.076471	0.036145	0.04901	0.042538	0.05401	0.32897	0.048238	0.046804	0.060507	0.039139	0.079785	0.051943	0.059189	0.066992	0.056598	0.060898	0.043968	0.09404	0.060462	0.093141	0.14556	0.10519	0.045696	0.034837	0.052729	0.042863	0.040298	0.039607	0.14041	0.070898	0.069649
Meth__cg26336164__FEM1A	0.040211	0.032944	0.089138	0.036571	0.023017	0.025571	0.047094	0.018542	0.030297	0.025963	0.037017	0.042941	0.0391	0.04935	0.3787	0.024857	0.032488	0.023507	0.099555	0.018237	0.038261	0.057352	0.024659	0.050765	0.018587	0.06859	0.031935	0.059455	0.097179	0.076489	0.020349	0.018377	0.023916	0.019309	0.026142	0.015206	0.15842	0.0295	0.026991
Meth__cg24085207__FLJ32065	0.037443	0.019615	0.056145	0.089346	0.035529	0.45836	0.040036	0.26005	0.028684	0.26226	0.040406	0.037523	0.15214	0.14323	0.050209	0.1822	0.81289	0.081332	0.10212	0.031503	0.019926	0.025691	0.039828	0.044022	0.046186	0.058004	0.027901	0.067996	0.054471	0.058713	0.055118	0.029847	0.07792	0.23842	0.027184	0.036967	0.091033	0.038544	0.028508
Meth__cg20837735__SERPINB5	0.064322	0.052106	0.10892	0.67406	0.046565	0.90221	0.057736	0.86986	0.028204	0.052944	0.087789	0.061392	0.08064	0.17165	0.048051	0.054985	0.059305	0.24341	0.079317	0.65186	0.055507	0.057017	0.053709	0.78969	0.061952	0.80535	0.066351	0.096124	0.49304	0.073292	0.45906	0.03902	0.048401	0.067135	0.051535	0.080181	0.40147	0.049251	0.087337
Meth__cg12589433__AR	0.44381	0.027046	0.81131	0.04076	0.058053	0.052533	0.045763	0.16568	0.46362	0.28693	0.056102	0.8656	0.94835	0.064918	0.031479	0.24679	0.81144	0.41988	0.2769	0.038885	0.046393	0.046603	0.36332	0.083511	0.58539	0.8606	0.039352	0.053199	0.51362	0.04685	0.4956	0.059393	0.058625	0.033684	0.036994	0.53319	0.079243	0.058683	0.051816
Meth__cg15659828__CHID1	0.031983	0.82973	0.91518	0.60429	0.18566	0.15583	0.86786	0.80978	0.24036	0.04156	0.63189	0.1185	0.25951	0.7647	0.7991	0.06873	0.24347	0.051726	0.1722	0.022345	0.88012	0.5906	0.32395	0.81583	0.11381	0.1285	0.90994	0.070723	0.080018	0.57824	0.49755	0.067502	0.10886	0.42256	0.21536	0.88394	0.10818	0.20056	0.41708
Meth__cg02605634__WFDC10A	0.060182	0.047545	0.2121	0.67906	0.15634	0.17539	0.14257	0.33714	0.32319	0.49013	0.23202	0.50355	0.26863	0.27054	0.041215	0.33969	0.2108	0.38458	0.32938	0.17542	0.16363	0.089258	0.88283	0.20047	0.089305	0.13041	0.14552	0.15638	0.18431	0.10515	0.070575	0.90283	0.33283	0.15351	0.084002	0.3173	0.13596	0.21873	0.14834
Meth__cg11065385__B4GALNT3	0.021913	0.042264	0.90718	0.086399	0.033125	0.95205	0.028177	0.47953	0.045366	0.024061	0.023575	0.030575	0.061224	0.18053	0.049509	0.029743	0.074944	0.078844	0.043921	0.35204	0.041028	0.054018	0.15204	0.039235	0.046872	0.84555	0.047002	0.037733	0.083704	0.066879	0.03715	0.17562	0.28008	0.017907	0.049014	0.27106	0.050144	0.039722	0.28333
Meth__cg12839593__SIX1	0.60985	0.051188	0.10776	0.054259	0.030997	0.035162	0.5651	0.051437	0.052913	0.048529	0.043618	0.055063	0.044442	0.087456	0.075858	0.048262	0.056931	0.045972	0.11089	0.038487	0.65393	0.57227	0.60249	0.073869	0.032342	0.10051	0.040514	0.4949	0.1306	0.098924	0.042813	0.033522	0.034231	0.033742	0.036256	0.044569	0.75805	0.041327	0.035161
Meth__cg07780118__AR	0.56814	0.069545	0.16492	0.065229	0.15212	0.063224	0.057916	0.90077	0.89651	0.098023	0.084843	0.9078	0.90936	0.067031	0.053236	0.10765	0.84324	0.63073	0.28426	0.057485	0.058025	0.050504	0.57915	0.14839	0.60641	0.83944	0.048601	0.14541	0.4298	0.085923	0.58034	0.14375	0.16413	0.053022	0.057823	0.73172	0.080478	0.38091	0.056126
Meth__cg10294836__DYRK1B	0.068206	0.072411	0.616	0.089036	0.11519	0.068847	0.0728	0.091466	0.063415	0.074121	0.088669	0.5352	0.44593	0.63623	0.059585	0.15893	0.075541	0.5361	0.59604	0.93363	0.088167	0.078043	0.073339	0.1043	0.072356	0.10307	0.088274	0.097552	0.11697	0.13582	0.080727	0.90781	0.89142	0.056172	0.91942	0.084668	0.13494	0.59892	0.38215
Meth__cg08893585__BARX2	0.088054	0.096721	0.38349	0.059931	0.12147	0.5388	0.077465	0.38237	0.071482	0.043034	0.05566	0.12869	0.15986	0.29512	0.080342	0.053536	0.094254	0.091342	0.13923	0.042367	0.059482	0.064135	0.090107	0.064008	0.077473	0.73096	0.060533	0.11547	0.27203	0.068969	0.075985	0.045269	0.098919	0.086598	0.04353	0.11123	0.11824	0.062419	0.12452
Meth__cg20345446__OSBPL5	0.3735	0.30513	0.063283	0.39977	0.1196	0.45432	0.15928	0.050171	0.487	0.073898	0.065904	0.23599	0.79346	0.117	0.17135	0.046122	0.079407	0.046067	0.074235	0.051726	0.40541	0.30336	0.41197	0.59235	0.3587	0.15437	0.29511	0.087521	0.2807	0.28744	0.57384	0.035188	0.038367	0.30329	0.18995	0.053581	0.17594	0.10933	0.053195
Meth__cg18670235__PLOD3	0.052345	0.031885	0.16468	0.083765	0.038528	0.064725	0.045634	0.11855	0.040262	0.047295	0.044239	0.034077	0.19461	0.086432	0.030153	0.04865	0.043415	0.0608	0.14152	0.028716	0.032145	0.039039	0.063253	0.051241	0.086873	0.20213	0.090803	0.073005	0.14813	0.083656	0.037495	0.23186	0.056673	0.053978	0.060471	0.046679	0.14475	0.051209	0.047208
Meth__cg04993257__PLAC2	0.050234	0.056214	0.074614	0.071465	0.048435	0.90588	0.090424	0.8195	0.35652	0.49833	0.064161	0.38732	0.067105	0.11862	0.067768	0.41367	0.22762	0.41563	0.075083	0.83776	0.061686	0.046958	0.10669	0.050662	0.049068	0.88682	0.060935	0.073114	0.091118	0.060272	0.45007	0.3686	0.12381	0.042119	0.047941	0.65453	0.093518	0.05034	0.053526
Meth__cg09413557__S100A6	0.030585	0.53436	0.03113	0.033124	0.14395	0.59541	0.039195	0.043715	0.034683	0.96267	0.57648	0.16096	0.017639	0.63744	0.53135	0.68515	0.10997	0.026498	0.058238	0.034959	0.66241	0.52445	0.22084	0.038679	0.023695	0.053248	0.033652	0.042419	0.47544	0.1352	0.029632	0.026279	0.023401	0.46684	0.02607	0.028008	0.031213	0.27423	0.15056
Meth__cg23065097__FKBP1B	0.080626	0.067095	0.8455	0.089689	0.079489	0.57347	0.096726	0.14625	0.1825	0.46334	0.062081	0.11079	0.90563	0.5604	0.039113	0.31625	0.65134	0.099288	0.1503	0.26283	0.081333	0.27336	0.53255	0.056271	0.79258	0.92466	0.1331	0.093801	0.22944	0.098603	0.040276	0.083467	0.50138	0.68165	0.080904	0.7767	0.27636	0.10819	0.67912
Meth__cg22385764__ASB8	0.49647	0.041256	0.089747	0.072231	0.050955	0.050392	0.039274	0.12852	0.043462	0.073846	0.077239	0.10488	0.066422	0.40297	0.026359	0.089893	0.067044	0.035499	0.13568	0.051764	0.033083	0.053638	0.90323	0.045827	0.044772	0.095068	0.034967	0.033898	0.0762	0.048723	0.048439	0.13734	0.05237	0.055095	0.048468	0.36541	0.26932	0.064382	0.053297
Meth__cg04060163__SEC14L1	0.047581	0.17394	0.09075	0.28387	0.14778	0.12816	0.36279	0.089219	0.070222	0.26263	0.19141	0.11039	0.41977	0.24943	0.13276	0.23736	0.099826	0.035363	0.14928	0.038247	0.41963	0.10703	0.069989	0.13529	0.045293	0.079804	0.13291	0.070425	0.078478	0.12693	0.026061	0.033186	0.034917	0.087294	0.064744	0.14454	0.080383	0.076853	0.093258
Meth__cg04677163__CAV1	0.08146	0.05434	0.26278	0.20638	0.052826	0.057461	0.11501	0.13889	0.067439	0.043524	0.076324	0.081544	0.071485	0.17945	0.045248	0.066407	0.6023	0.073153	0.10889	0.043734	0.052387	0.11281	0.62402	0.067019	0.36322	0.14632	0.059996	0.12894	0.40778	0.057057	0.055968	0.061691	0.069954	0.082497	0.057175	0.87468	0.74395	0.091225	0.055285
Meth__cg18438777__NPY5R	0.081096	0.06338	0.95206	0.090512	0.061976	0.94828	0.081732	0.31875	0.57769	0.09318	0.081984	0.43225	0.11103	0.874	0.049485	0.07028	0.93915	0.072482	0.17475	0.80043	0.039916	0.070721	0.351	0.069334	0.080342	0.88429	0.064456	0.10398	0.60955	0.096957	0.051811	0.03945	0.71751	0.17688	0.057828	0.94073	0.13862	0.0608	0.057437
Meth__cg08831594__TSPAN15	0.046048	0.020593	0.077019	0.037313	0.04513	0.96431	0.053323	0.13504	0.035126	0.04876	0.053385	0.7675	0.099624	0.078079	0.035798	0.051595	0.042332	0.24267	0.054054	0.96724	0.037317	0.047001	0.05482	0.058512	0.043201	0.067132	0.060955	0.075117	0.10884	0.083126	0.044619	0.049299	0.3779	0.019311	0.051772	0.049541	0.11403	0.04555	0.045496
Meth__cg04801003__ANTXR1	0.14629	0.069072	0.072123	0.059206	0.036039	0.035174	0.069569	0.029509	0.05381	0.029229	0.033748	0.068689	0.036624	0.063301	0.06186	0.044887	0.034888	0.039112	0.11977	0.029895	0.075535	0.29205	0.047428	0.046868	0.050015	0.10275	0.054778	0.054732	0.13966	0.072173	0.032356	0.031906	0.026877	0.02922	0.032201	0.19732	0.093782	0.037912	0.039677
Meth__cg00044245__EPHA7	0.053977	0.049882	0.86366	0.059708	0.044852	0.86817	0.075852	0.72108	0.053767	0.043358	0.051898	0.41407	0.18086	0.52518	0.049504	0.068036	0.064082	0.10067	0.19622	0.25416	0.060648	0.05409	0.059169	0.052228	0.028538	0.39122	0.047507	0.11917	0.10575	0.051859	0.048628	0.096043	0.10593	0.043115	0.038522	0.84235	0.0962	0.054751	0.047183
Meth__cg15415545__SULT1A3	0.020369	0.014745	0.36321	0.35894	0.35756	0.82904	0.030074	0.32595	0.016929	0.039043	0.32225	0.029564	0.44373	0.028019	0.67666	0.0338	0.017808	0.18224	0.20138	0.92205	0.01505	0.018125	0.014399	0.28623	0.027132	0.86958	0.19884	0.026295	0.20525	0.019147	0.055262	0.023503	0.74812	0.016246	0.1177	0.011199	0.048458	0.017998	0.021266
Meth__cg14021073__BRSK2	0.096737	0.61017	0.92385	0.9335	0.59488	0.37108	0.90616	0.46371	0.61251	0.072364	0.92864	0.044162	0.52498	0.85961	0.91045	0.066243	0.13385	0.051332	0.12608	0.058472	0.89166	0.90791	0.18147	0.62938	0.077687	0.86312	0.88822	0.13709	0.83624	0.49319	0.041057	0.085802	0.56255	0.25713	0.070748	0.84458	0.78988	0.33635	0.3491
Meth__cg03940103__CYP2S1	0.056395	0.05523	0.081061	0.064649	0.045254	0.80052	0.059796	0.83356	0.06363	0.081701	0.063783	0.53828	0.055327	0.15819	0.05551	0.085781	0.30153	0.081902	0.085589	0.099757	0.050334	0.061644	0.080119	0.75111	0.082603	0.11406	0.065175	0.10055	0.12904	0.094064	0.085861	0.063532	0.078855	0.093618	0.053802	0.40804	0.13072	0.080597	0.076005
Meth__cg16504798__MYO1F	0.12611	0.71845	0.23167	0.15791	0.17267	0.51247	0.346	0.33632	0.80888	0.035861	0.092889	0.15055	0.60817	0.52796	0.066877	0.042292	0.30949	0.2557	0.089912	0.034403	0.63331	0.6592	0.1658	0.748	0.23629	0.46723	0.64124	0.14556	0.34618	0.4146	0.035864	0.041952	0.068864	0.76835	0.072989	0.62575	0.15933	0.15913	0.28355
Meth__cg16312163__ALDH1L1	0.9282	0.75918	0.96311	0.85219	0.66465	0.8855	0.82307	0.45254	0.93425	0.041358	0.89453	0.54004	0.44098	0.91043	0.12883	0.037791	0.6057	0.024633	0.053629	0.036313	0.94776	0.91882	0.11119	0.63885	0.059426	0.79009	0.20781	0.058787	0.48845	0.047526	0.029801	0.028902	0.029733	0.44723	0.057311	0.70742	0.073307	0.52976	0.81315
Meth__cg10084993__SLC9A3R2	0.086291	0.063291	0.86207	0.11748	0.11035	0.9141	0.10997	0.78993	0.62646	0.18127	0.23786	0.49253	0.89558	0.68785	0.061791	0.18129	0.53254	0.2242	0.69926	0.11511	0.1275	0.097779	0.9361	0.82418	0.17633	0.13651	0.065763	0.094846	0.090305	0.076187	0.38633	0.082633	0.34674	0.093598	0.066262	0.13306	0.083039	0.071443	0.10927
Meth__cg07964538__CAV1	0.032614	0.014564	0.02993	0.14863	0.038582	0.022689	0.10636	0.14796	0.03195	0.01674	0.02981	0.037173	0.0346	0.05616	0.015038	0.016356	0.8341	0.025533	0.038134	0.024784	0.025287	0.022125	0.68768	0.028847	0.045032	0.073326	0.037621	0.047987	0.13547	0.029806	0.027539	0.021457	0.022896	0.93436	0.041706	0.79535	0.1407	0.066224	0.046581
Meth__cg19731268__CHST3	0.62414	0.88955	0.49871	0.051443	0.95678	0.031186	0.95751	0.04327	0.047517	0.025648	0.96011	0.043399	0.046132	0.68834	0.6519	0.068291	0.038981	0.03864	0.048558	0.035226	0.96015	0.9695	0.8704	0.060814	0.17342	0.061261	0.9099	0.45791	0.93924	0.81025	0.035252	0.026522	0.024749	0.93729	0.029709	0.96222	0.22646	0.076276	0.57096
Meth__cg03679734__CKMT1B	0.12372	0.042737	0.17435	0.84522	0.077657	0.57647	0.49875	0.1669	0.36364	0.26924	0.37833	0.42739	0.087421	0.34659	0.68434	0.23081	0.6795	0.053665	0.057525	0.039051	0.60022	0.67905	0.14789	0.48092	0.054969	0.14196	0.73097	0.056793	0.87784	0.19427	0.052467	0.24559	0.052117	0.63033	0.054976	0.036947	0.049153	0.063778	0.059853
Meth__cg19055458__MYLIP	0.037469	0.023907	0.065214	0.042811	0.03984	0.49778	0.031449	0.13339	0.056282	0.026449	0.034492	0.084073	0.078947	0.07749	0.028481	0.028759	0.024596	0.041116	0.069553	0.035444	0.037806	0.039532	0.050703	0.038492	0.042999	0.0506	0.034146	0.065666	0.054621	0.045862	0.03313	0.028326	0.037253	0.049117	0.037597	0.052201	0.14757	0.048908	0.076843
Meth__cg15415509__ADRB2	0.18859	0.087709	0.2413	0.1756	0.15547	0.34274	0.10198	0.3193	0.16782	0.44051	0.23504	0.87674	0.79292	0.30218	0.14435	0.43047	0.372	0.15961	0.53248	0.21776	0.12955	0.20029	0.1462	0.087883	0.16834	0.16573	0.18096	0.22441	0.24716	0.16965	0.10629	0.21492	0.21341	0.13238	0.12387	0.20745	0.34709	0.23195	0.23127
Meth__cg12647643__PTPN13	0.0531	0.047747	0.069516	0.07989	0.048752	0.43401	0.068605	0.35786	0.045576	0.26316	0.074665	0.066305	0.11209	0.55318	0.040868	0.23642	0.18649	0.050523	0.62245	0.041821	0.048237	0.059989	0.057871	0.065093	0.051417	0.12052	0.10098	0.16806	0.15831	0.054933	0.033382	0.15846	0.078338	0.1052	0.13187	0.07119	0.14061	0.062278	0.13702
Meth__cg20047732__TTC14	0.044111	0.038215	0.059225	0.55988	0.049408	0.041959	0.31525	0.029082	0.064588	0.04744	0.041289	0.10129	0.03135	0.093979	0.60982	0.050249	0.043435	0.04912	0.070774	0.038624	0.12548	0.14493	0.31635	0.055978	0.03362	0.070193	0.050607	0.067016	0.23583	0.11848	0.051702	0.041566	0.034133	0.047125	0.043182	0.039897	0.06012	0.055857	0.05099
Meth__cg17183991__HS6ST3	0.019926	0.01986	0.41558	0.026712	0.016579	0.37627	0.027301	0.020152	0.028023	0.020908	0.017064	0.64565	0.18039	0.075976	0.014192	0.024855	0.020853	0.028618	0.046097	0.012338	0.011151	0.030567	0.019241	0.028126	0.031722	0.091599	0.018771	0.01896	0.044477	0.023741	0.027982	0.035957	0.036319	0.012167	0.033586	0.13086	0.085355	0.015488	0.020054
Meth__cg20881888__ZMYND10	0.029907	0.0187	0.034666	0.4262	0.031289	0.56993	0.031474	0.68552	0.030219	0.028307	0.036122	0.68542	0.51105	0.8715	0.015415	0.031063	0.05161	0.044217	0.073877	0.020707	0.23688	0.036455	0.032863	0.4117	0.04478	0.15812	0.036873	0.064326	0.63565	0.02877	0.018317	0.047208	0.68422	0.56163	0.73197	0.13429	0.046769	0.26196	0.6122
Meth__cg06797533__ADFP	0.55927	0.072518	0.73772	0.056011	0.10917	0.05701	0.075904	0.421	0.0349	0.25849	0.043526	0.035856	0.35618	0.25783	0.047978	0.22762	0.8241	0.030857	0.10296	0.94575	0.035983	0.040489	0.42579	0.040085	0.03979	0.10744	0.063345	0.094254	0.79608	0.077388	0.3987	0.2648	0.96713	0.069806	0.033991	0.85779	0.10663	0.04496	0.54673
Meth__cg18959478__PRKCDBP	0.80778	0.063788	0.08549	0.91341	0.89836	0.49882	0.89536	0.043815	0.073632	0.15757	0.87039	0.063649	0.05427	0.87971	0.098556	0.12864	0.061776	0.061517	0.099365	0.058532	0.91957	0.88515	0.13822	0.1674	0.1144	0.064625	0.86319	0.083086	0.80485	0.098406	0.061983	0.060949	0.05108	0.87469	0.068519	0.87397	0.7166	0.6306	0.83564
Meth__cg13841804__ANP32E	0.090498	0.11386	0.16002	0.14925	0.068596	0.10445	0.13185	0.085649	0.16056	0.055544	0.069148	0.11095	0.11489	0.13752	0.0644	0.058405	0.10416	0.084188	0.12156	0.056227	0.60004	0.36344	0.070035	0.12918	0.050375	0.17523	0.13019	0.11731	0.13244	0.10779	0.073875	0.051095	0.063302	0.059364	0.051439	0.06144	0.13373	0.075995	0.095561
Meth__cg08847533__NEK9	0.025095	0.97355	0.053024	0.097817	0.062106	0.61219	0.040339	0.70898	0.14123	0.82547	0.051882	0.96639	0.052755	0.58694	0.95432	0.61437	0.035929	0.038529	0.057816	0.035246	0.86341	0.96409	0.034866	0.92965	0.48175	0.10087	0.035331	0.095965	0.082788	0.17685	0.039006	0.029032	0.034082	0.97507	0.031544	0.046199	0.076486	0.19874	0.040808
Meth__cg16685860__PLD2	0.050245	0.027761	0.0718	0.037242	0.016407	0.012948	0.035895	0.022742	0.18773	0.026161	0.02816	0.063758	0.0234	0.034289	0.023572	0.037035	0.016579	0.024756	0.028876	0.010239	0.016257	0.063618	0.019284	0.029412	0.017763	0.069968	0.026896	0.024921	0.13694	0.023304	0.016812	0.016889	0.014508	0.014346	0.013473	0.013207	0.026736	0.029846	0.019524
Meth__cg00090147__GATA4	0.96481	0.047012	0.93251	0.03494	0.037751	0.8471	0.70038	0.67805	0.97585	0.11356	0.035797	0.6618	0.48422	0.93917	0.14877	0.1073	0.80339	0.86295	0.13446	0.035651	0.96267	0.96992	0.9742	0.9326	0.98045	0.51607	0.86093	0.061477	0.056198	0.087368	0.13781	0.17306	0.064585	0.06424	0.081174	0.42637	0.95514	0.79777	0.75445
Meth__cg11777321__TEF	0.030772	0.037467	0.75557	0.46322	0.028105	0.091387	0.32732	0.65885	0.1344	0.028352	0.1789	0.05354	0.44856	0.23153	0.02068	0.11546	0.059251	0.24018	0.10975	0.035771	0.10581	0.042013	0.028868	0.059069	0.033849	0.61249	0.040747	0.07639	0.064924	0.067356	0.43257	0.6265	0.27062	0.066859	0.091742	0.10634	0.05455	0.051989	0.051827
Meth__cg04587910__XLF	0.085734	0.093994	0.30344	0.88615	0.52254	0.20184	0.098016	0.11326	0.29362	0.14955	0.59306	0.086053	0.2271	0.14772	0.070307	0.14625	0.15825	0.27744	0.47459	0.072812	0.11138	0.10259	0.30623	0.15275	0.085843	0.15854	0.11287	0.65245	0.1311	0.14194	0.07394	0.10001	0.080516	0.11413	0.40385	0.15458	0.11343	0.10235	0.11069
